Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,44.07,32.64,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,26.46,1.09,7.49,27.76,5.79,0.74,0.61,131.54,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.72,23.71,20.55,27.21,23.14,20.23,5.65,5.94,4.22,0.54,21.81,3.75,0.72,23.29,15.88,4.82,2.34,133.87,54.39,17.3,,21.75,,22.9,6.41,27.29,25.25,2.1,5.9,,0.81,1.7,,27.15,5.24,1.17,,,21.54,27.14,1.95,2.02,24.45,1.37,13.03,74.15,18.1,23.78,,16.15,,3.44,42.43,,,10,33913792728.0,Medical Specialties,Health Technology
AA,67.04,59.86,1.4,10.2,,,,,75.95,5.9,51.69,0.96,6.48,57.78,1.42,0.38,0.45,41.41,1.41,78.33,59.38,26.65,4.45,0.56,,,0.96,941.37,18.57,,6.67,4.86,1.06,1.11,0.11,0.36,,,0.96,12.98,,,4.05,34.57,11.35,1.6,,,,2.02,2.04,,,,0.71,,,,,,,,,,20.07,,,1.62,2.04,0.8,,0.18,0.12,,,6.28,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,5.86,75.34,,10.4,,,,,597.78,27,84.91,,,79.66,0.67,0.33,0.22,13.6,0.57,21.4,22.29,13.62,16.51,,,,,16.58,16.58,,10.55,6.29,0.7,0.73,6.03,,,,,6.92,,,4.01,16.23,20.34,1.4,,0.51,,5.17,,41.21,12.51,,0.18,,,,,,,0.42,,,3.97,,,,,0.47,0.43,6.13,5.96,,,2.95,,32,11.83,,,8,8696254174.0,Airlines,Transportation
AAON,99.27,77.08,,26.3,8.1,29.5,31.8,,20.3,29.5,86.12,0.42,17.49,80.17,23.27,,,121.33,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.28,37.46,30.71,88.82,,,,7.63,2.67,0.73,8.59,1.04,0.28,43.85,20.44,16.15,10.52,79.02,36.27,88.05,,15.61,,20.32,13.26,54.65,54.65,2.18,8.48,,2.97,8.58,,99.06,6.4,1.67,,64.2,44.73,69.86,2.19,8.92,16.85,1.7,19.5,39.13,29.71,25.86,,21.83,,0.49,111.31,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,38.45,3.6,,26,,,,,8.9,34.23,57.94,,38.18,1.71,0.09,0.12,37.09,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.71,124.53,15.93,16.12,21.25,9.59,0.51,0.5,0.8,0.21,3.13,15.92,2.71,13.42,8.12,83.75,,147.16,39.48,0.41,,,,0.3,0.85,3709,3709,,0.19,,,,,6.27,18.73,0.17,,,4.06,13.43,,0.32,2.13,0.3,,0.91,0.64,,,0.32,,,4.95,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,35.41,56.74,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,57.86,0.58,34.55,57.12,10.3,0.47,0.61,233.4,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.42,28.7,26.33,34.1,26.57,24.38,8.35,9.23,3.48,0.2,27.06,2.94,0.43,31.26,19.8,11.11,6.06,186.0,45.96,120.35,,26.44,,31.27,53.29,35.53,35.53,2.1,9.41,,1.47,1.65,,34.69,9.17,2.18,,,32.04,37.39,2.05,2.64,53.29,0.91,29.81,269.91,59,151.08,,35.41,,3.17,51.41,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,50.03,55.35,,,9.7,8.1,22.2,18.4,28.45,8.5,47.7,6.02,25.15,53.65,0.75,0.99,0.07,27.45,1.84,,145.05,6.23,6.69,1.44,,1.49,4.9,24.21,12.77,23.46,,,,7.35,4.13,0.4,31.33,8.35,4.92,38.66,8.03,,2.87,27.09,62.62,1.87,,15.39,,27.37,1.4,30.84,30.84,13.41,4.67,,2.67,1.3,12.03,15.05,1.4,0.6,,,10.26,20.58,,1.22,1.42,1.84,2.29,628.91,4.67,5.7,,4.27,,3.68,33.89,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,40.21,45.54,,,7.8,9.6,1.7,7.4,21.19,3.8,51.76,5.35,22.03,46.18,1.98,0.31,0.19,189.68,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.28,40.67,21.52,21.89,14.3,13.93,6.66,7.08,2.46,0.05,32.33,5.31,3.28,15.71,20.32,7.09,4.96,146.99,62.76,4.9,,9.71,,22.31,49.4,63.23,17.73,1.14,6.14,,0.64,0.62,,18.86,,1.39,,,18.03,31.92,1.23,1.7,,0.71,3.83,192.43,9.41,53.28,,8.16,,3.04,41.15,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,61.16,,8.7,,,,,,,69.85,,,65,2,9.52,9.3,2.89,10.96,,,406.96,,0.07,,,,,,,,,8.29,6.15,,0.79,,,,,,,32.02,1.06,,,,,,,0.77,,,,25.31,,,,,,,,2.31,1.81,,,,,0.87,10.96,,,,,,,,0.68,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,44.26,,2.2,20.8,5.4,3.2,9.8,60.73,11,48.73,10.49,3,43.42,3.68,0.44,4.44,2.28,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.6,8.88,6.64,9.27,8.65,6.63,2.11,2.13,11.26,0.66,25.65,11.43,6.6,12.46,14.65,4.9,6.71,2.64,50.83,7.5,,17.86,,24.06,2.13,12.53,12,2.45,2.51,,,,,10.07,1.71,0.47,,,7.87,11.22,1.81,0.75,4.85,0.79,10.57,68.13,19.18,16.5,,16.25,,6.05,12.67,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
