Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,13.66,32.89,1.5,7.9,7.7,13.5,33.2,24.7,10.5,23.76,1.12,,29.14,6.19,0.85,0.65,126.07,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.74,26.64,22.54,24.55,22.56,19.75,5.54,5.73,3.75,0.57,23.33,4.18,0.75,21.94,16.12,5.49,2.49,135.77,50.63,14.64,,18.84,,19.54,5.92,29.8,23.7,1.98,5.65,,0.76,1.51,,24.17,4.59,1.12,,,19.62,29.5,1.8,1.9,20.04,1.64,11.49,63.42,15.6,20.99,,14.11,,3,41.33,,,10,33913792728.0,Medical Specialties,Health Technology
AA,20.01,61.07,1.4,10.2,,,,,5.9,79.53,0.96,28.93,66.91,1.11,0.45,0.53,41.66,1.61,83.25,57.67,25.57,134.11,0.64,,,0.96,,463.71,,23.77,8.58,0.86,0.84,,0.28,,,0.96,350.54,,,3.32,40.02,6.37,,,,,,1.87,,,,0.72,,,,,,,,,,230.19,,,1.88,1.96,0.93,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,32.07,,10.4,,,,,27,34.57,,,32.71,0.66,0.33,0.21,10.93,0.58,20.92,21.48,13.98,14.34,,,,,13.96,13.96,,11.84,6.88,0.71,0.73,7.16,,,,,4.95,,20.14,4.58,18.65,21.59,1.73,,0.94,,6.83,,18.22,5.95,,0.14,,,,,,,0.31,,,2.76,,,,,0.48,0.76,7.26,6.75,,,3.98,,40.22,7.92,,,8,8696254174.0,Airlines,Transportation
AAON,14.34,66.37,,26.3,8.1,29.5,31.8,,29.5,70.74,0.56,,70.1,28.84,0.07,0.49,85.99,3.13,101.08,13.09,45.31,0.06,0.02,,0.15,0.37,31.05,25.53,56.35,,,,6.15,3.22,0.82,10.92,1.8,0.37,,20.58,18.68,10.86,77.62,35.56,58.55,,15.44,,19.77,8.99,40.05,40.05,1.6,6.16,,2.2,4.9,,56.57,4.46,1.24,,31.5,29.16,43.06,1.73,6.11,11.17,1.57,19.39,38.08,29.18,25.9,,21.96,,0.77,82.68,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,32.76,3.6,,26,,,,8.9,23.92,36.34,4.31,29.45,1.28,0.09,0.11,59.3,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.7,69.67,17.16,14.92,18.94,10.31,0.62,0.62,1.44,0.21,4.18,13.33,1.7,16.3,6.98,102.47,1.3,163.68,39.77,1.15,,0.14,,0.85,1.38,85.94,85.94,,0.32,,,,,7.48,3.69,0.28,,,5.26,11.67,,0.52,3.57,0.29,0.13,1.96,1.42,0.62,,1.21,,,7.77,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,3.26,74.63,2.9,1.3,5.7,20.9,23.2,14.6,15.7,84.11,0.59,6.11,77.54,10.25,0.54,0.64,227.82,1.04,11.92,90.05,21.43,0.8,1.41,,0.15,0.43,29.23,26.7,34.42,27.12,25.16,8.4,9.19,3.42,0.22,26.71,2.92,0.44,30.78,20.18,9.94,5.19,179.18,45.59,59.12,,26.31,,30.98,47.07,35.43,35.43,2.1,9.33,,1.46,1.66,,34.9,8.61,2.31,,,32.23,37.66,1.99,2.65,47.07,0.99,29.34,262.55,56.47,150.79,,34.83,,2.98,51.54,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
ABBV,25.03,49.73,,,7.8,9.6,49.1,7.4,3.8,45.61,5.93,4.95,47.68,1.8,0.44,0.24,166.52,0.94,71.9,58.89,77.13,4,9.24,,0.55,3.63,35.62,18.98,16.05,13.75,13.28,6.37,6.46,2.81,0.05,40.24,7.44,3.72,14.85,24.42,6.92,5,142.1,62.28,5.83,,11.02,,24.96,36.68,49.41,15.19,0.98,5.47,,0.68,0.44,,13.48,,1.23,,,13,19.84,0.86,1.45,,0.83,4.34,199,9.56,52.94,,9.67,,5.15,36.28,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABEV,,37.26,,2.2,20.8,5.4,3.2,9.8,11,45.59,11.66,,39.55,3.41,0.4,3.65,2.06,0.99,102.26,192.59,24.29,0.15,0.04,,0.77,7.34,8.27,6.11,8.34,8.18,6.22,1.96,1.91,12.09,0.65,25.4,12.67,7.34,12.1,14.84,5.25,6.19,2.95,50.66,6.83,,18.25,,23.83,2.04,11.02,10.56,2.16,2.24,,,,,8.86,1.6,0.41,,,6.86,9.97,1.72,0.67,4.9,0.7,10.77,64.69,18.64,17.03,,17.22,,6.52,10.84,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,,43.8,,50.3,,28.2,37.8,,24,35.38,,12.2,40.27,2.68,0.01,0.01,227.27,1.06,41.41,16.44,4.01,5.01,1.53,,,,10.09,9.4,97.94,10.65,9.82,0.55,0.62,9.91,0.33,0.64,2.14,,7.64,31.73,,8.89,253.89,18.22,5.43,,3.68,,6.86,1.37,8.28,7.22,0.22,0.3,,0.23,4.11,,47.5,,1.04,,,14.72,123.32,0.29,0.5,,0.38,6.33,26.89,13.18,17.8,,9.59,,,12.49,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,22.51,49.49,2,8.4,5.9,40.8,24.6,,11.1,31.36,2.19,19.75,43.28,3.04,0.05,0.04,49.61,1.44,,,58.62,2.69,0.76,,0.28,1.79,10.94,8.56,12.78,11,8.88,0.53,0.54,9.14,0.37,4.23,11.15,1.8,13.57,26.84,,2.09,50.58,,4.81,,3.04,,4.88,1.69,12.99,15.8,0.98,0.39,,0.85,0.81,,9.33,,1,,,7.96,8.61,0.79,0.86,,1.44,5.04,65.99,10.75,13.69,,7.32,,2.73,25.31,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
