Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,29.87,41.88,1.5,7.9,7.7,13.5,33.2,24.7,10.5,49.51,1.03,10.6,43.51,6.45,0.85,0.65,133.25,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.69,28.06,23.74,25.85,25.74,22.44,6.14,6.03,3.56,0.57,23.33,3.96,0.71,25.51,15.97,4.95,102.1,135.92,50.63,14.64,,18.84,,19.54,6.25,31.5,25.05,2.09,5.95,,0.8,1.59,,25.53,4.86,1.18,,,20.71,31.2,1.9,2.01,21.18,1.64,11.49,63.42,15.6,20.99,,14.11,,2.83,43.67,,,10,33913792728.0,Medical Specialties,Health Technology
AA,26.3,52.78,1.4,10.2,,,,,5.9,68.05,1.01,37.7,54.97,1.08,0.45,0.53,40.4,1.61,83.25,57.67,25.57,134.11,0.64,,,0.99,,444.43,,22.78,8.23,0.82,0.81,,0.28,,,0.99,333.33,,63.4,3.09,39.56,6.37,,,,,,1.82,,,,0.69,,,,,,,,,,223.2,,,1.82,1.9,0.93,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,28.85,,10.4,,,,,27,27.75,,,27.09,0.66,0.33,0.21,11.19,0.58,20.92,21.48,13.98,14.34,,,,,14,14,,11.87,6.9,0.71,0.74,7.14,,,,,5.18,,46,4,18.57,21.59,1.73,,0.94,,6.83,,18.65,6.09,,0.14,,,,,,,0.32,,,2.81,,,,,0.48,0.76,7.26,6.75,,,3.98,,39.68,8.1,,,8,8696254174.0,Airlines,Transportation
AAON,15.13,56.92,,26.3,8.1,29.5,31.8,,29.5,64.98,0.62,6.08,63.08,26.56,0.07,0.49,79.26,3.13,101.08,13.09,45.31,0.06,0.02,,0.15,0.4,28.28,23.25,51.32,,,,5.6,3.54,0.82,10.92,1.95,0.4,,20.64,,,77.45,35.56,58.55,,15.44,,19.77,8.29,36.92,36.92,1.47,5.69,,2.03,4.52,,52.14,4.11,1.14,,29.03,26.9,39.71,1.59,5.63,10.29,1.57,19.39,38.08,29.18,25.9,,21.96,,0.84,75.92,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,2.91,45.42,3.6,,26,,,,8.9,61.74,32.92,16.53,50,1.31,0.09,0.11,65.76,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.52,73.83,18.19,15.81,19.78,10.84,0.66,0.66,1.35,0.21,4.18,12.02,1.52,17.89,5.82,116.65,1.3,163.7,39.77,1.15,,0.14,,0.85,1.53,95.3,95.3,,0.35,,,,,8.32,4.09,0.31,,,5.83,12.94,,0.57,3.95,0.29,0.13,1.96,1.42,0.62,,1.21,,,8.62,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,4.56,61.23,2.9,1.3,5.7,20.9,23.2,14.6,15.7,43.36,0.63,,56.35,9.6,0.54,0.64,207.72,1.04,11.92,90.05,21.43,0.8,1.41,,0.15,0.47,26.85,24.53,31.62,24.93,23.11,7.79,8.44,3.72,0.22,26.71,3.2,0.48,28.25,20.39,10.5,5,178.71,45.59,59.12,,26.31,,30.98,42.94,32.3,32.3,1.91,8.5,,1.33,1.51,,31.83,7.85,2.1,,,29.35,34.39,1.82,2.42,42.92,0.99,29.34,275.4,56.47,150.79,,34.62,,3.26,47.04,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,16.86,49.02,,,9.7,8.1,22.2,18.4,8.5,46.62,7.63,,48.55,0.64,0.98,0.06,21.53,2.06,,143.65,6.4,6.71,1.43,,1.49,6.18,21.61,11.46,23.95,,,,6.59,4.63,0.4,27.51,9.32,6.22,,8.09,,2.19,29.22,62.64,1.88,,15.46,,27.6,1.09,24.19,24.19,10.52,3.7,,2.1,1.17,9.48,13.46,1.09,0.47,,,8.58,16.72,,0.97,1.11,2.06,2.29,612.23,4.67,5.68,,4.28,,3.99,26.88,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,19.05,60.19,,,7.8,9.6,49.1,7.4,3.8,58.3,5.8,6.78,62.11,1.82,0.44,0.24,170.39,0.94,71.9,58.89,77.13,4,9.24,,0.55,3.56,36.18,19.28,16.3,13.96,13.49,6.47,6.56,2.76,0.05,40.24,7.28,3.64,15.2,24.3,6.21,3.88,141.97,62.28,5.83,,11.02,,24.96,37.57,50.56,15.55,1,5.55,,0.7,0.45,,13.79,,1.26,,,13.31,20.28,0.88,1.48,,0.83,4.34,199,9.56,52.94,,9.67,,5.07,37.08,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABEV,,31.68,,2.2,20.8,5.4,3.2,9.8,11,30,11.53,,29.9,3.41,0.4,3.65,2.08,0.99,102.26,192.59,24.29,0.15,0.04,,0.77,7.26,9.09,6.71,8.31,8.15,6.19,1.95,2.1,11,0.65,25.4,11.35,7.26,12.14,14.86,6.1,6.19,2.99,50.66,6.83,,18.25,,23.83,2.05,12.27,11.74,2.4,2.25,,,,,8.87,1.59,0.41,,,6.87,9.98,1.72,0.67,4.84,0.7,10.77,64.69,18.64,17.03,,17.22,,6.54,10.94,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,5.97,46.03,,50.3,,28.2,37.8,,24,35.13,,6.06,41.83,2.68,0.01,0.01,228.65,1.06,41.41,16.44,4.01,5.01,1.53,,,,10.17,9.48,98.74,10.74,9.9,0.55,0.63,9.83,0.33,0.64,2.13,,7.74,31.53,,9.41,251.97,18.22,5.43,,3.68,,6.86,1.38,8.33,7.27,0.23,0.31,,0.23,4.14,,47.76,,1.05,,,14.78,124.06,0.29,0.5,,0.38,6.33,26.89,13.18,17.8,,9.59,,,12.56,,,10,4632090814.999999,Specialty Stores,Retail Trade
