Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,,48.77,,1.9,5,6.8,3.9,10.3,3.7,5.12,2.8,50.86,1,,48.05,5.18,0.7,0.39,135.57,2.09,123.03,58.99,66.16,1.81,0.58,,0.18,0.69,25.05,21.61,29.48,23.55,20.96,5.96,6.22,3.99,0.5,21.09,3.53,0.73,24.4,15.3,8.61,5.95,135.73,54.3,15.5,,19.8,,22.86,6.58,30.79,25.73,2.26,6.06,,0.82,1.42,,28.75,1,7.11,1.2,,,22.58,29.08,2.08,2.01,44.33,1.58,11.63,71.45,17.6,21.45,,14.54,,3.57,42.14,,,10,33913792728.0,Medical Specialties,Health Technology
AA,34.65,38.86,23.63,1.4,10.2,,,,,75.95,5.9,45.95,1.04,12.11,37.45,1.38,0.38,0.45,38.21,1.41,78.33,59.38,26.65,4.45,0.56,,,1.04,891.33,17.58,,4.9,3.8,0.94,1.05,0.11,0.36,,,1.04,9.56,,,6.69,31.6,11.35,1.6,,,,2.02,1.9,,,,0.67,,,,,,1.21,,,,,18.72,,,1.5,1.97,0.8,,0.18,0.12,,,6.28,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,0.49,68.02,30.25,,10.4,,,,,597.78,27,71.49,,28.85,68.29,0.69,0.33,0.22,17.33,0.57,21.4,22.29,13.62,16.51,,,,,17.71,17.71,,8.55,5.82,0.74,0.78,5.65,,,,,7.7,,12.26,4.05,16.45,20.34,1.4,,0.51,,5.17,,52.58,15.96,,0.22,,,,,,1.05,,0.56,,,5.08,,,,,0.47,0.43,6.13,5.96,,,2.95,,24.39,15.09,,,8,8696254174.0,Airlines,Transportation
AAON,87.2,41.85,27.96,,26.3,8.1,29.5,31.8,,20.3,29.5,30.55,0.39,71.8,35.98,29,,,123.25,3.06,92.39,12.1,42.3,0.24,0.09,,0.14,0.26,41.33,33.34,98.53,,,,8.34,2.42,0.77,8.52,1.03,0.26,41.92,20.42,17.97,15.07,80.24,35.65,94.37,,15.78,,20.14,12.58,54.38,54.38,2.17,8.51,,2.94,8.63,,100.16,1.53,6.12,1.65,,51.33,42.4,64.55,2.16,8.32,15.72,1.79,19.56,38.79,29.01,25.52,,21.87,,0.52,108.28,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,53.24,,3.6,,26,,,,,8.9,50.88,48.96,,51.81,1.9,0.08,0.12,44.9,1.34,232.75,194.44,24.05,7.27,1.47,,1.28,2.29,28.81,11.37,27.19,30.12,13.61,0.7,0.48,3.47,0.21,1.77,8.37,2.29,25.66,4.01,,,96.64,40.02,2.38,,0.36,,1.55,1.01,59.9,56.06,,0.21,,,,,11.92,0.46,2.05,0.19,,,6.29,85.06,,0.42,1.64,0.62,0.36,4.12,2.95,1.7,,1.76,,4.18,6.02,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,18.73,75.68,1.1,2.7,,4.9,6.2,6.4,8.6,,5.4,80.58,0.5,10.44,78.26,9.55,0.37,0.61,259.14,0.87,11.29,98.23,24.41,0.79,1.87,,0.15,0.38,31.65,28.96,35.74,29.84,27.46,9.46,9.97,3.16,0.16,27.83,2.79,0.39,35.03,18,11.41,6.91,188.89,46.21,,,23.97,,31.51,68.49,42.47,38.25,2.41,10.2,,1.62,1.79,,36.62,1.37,10.83,2.25,,,33.69,39.21,2.44,2.86,68.49,0.83,26.93,278.63,59.87,140.28,,32.51,,2.99,56.01,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
ABBV,14.21,54.64,,,,7.8,9.6,1.7,7.4,21.19,3.8,72.59,5.62,2.44,61.52,1.83,0.17,0.1,179.71,0.65,84.15,73.91,75.86,3.9,11.78,,0.57,3.44,38.42,20.8,24.26,13.94,13.44,6.47,6.83,2.6,0.04,28.13,4.91,3.64,14.69,16.41,7.74,5.5,150.6,67.21,5.43,,9.22,,26.13,52.72,62.5,16.74,1.08,5.75,,0.61,0.67,,20.43,1.19,,1.3,,,19.33,36.04,1.65,1.61,,0.54,3.63,196.81,9.75,59.19,,8.83,,1.66,38.52,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,54.78,9.52,,8.7,,,,,,,65.28,,,57.21,1.93,8.08,9.01,3.0,9.34,,,376.42,,0.07,,,,,,,,,8.29,8.82,,0.77,,,,,,,22.79,1.0,,,,,,,0.81,,,,26.11,,,,,,3.03,,,2.73,2.09,,,,,0.89,9.34,,,,,,,,1.03,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,30.44,,,2.2,20.8,5.4,3.2,9.8,60.73,11,18.88,9.44,4.29,25.75,3.59,0.59,6.19,1.91,1.2,93.05,189.94,25.24,0.13,0.03,,0.85,5.94,7.06,5.3,8.51,8.01,6.14,1.95,1.7,14.16,0.67,25.25,13.4,5.94,10.5,16.19,3.83,6.6,2.75,50.98,7.91,,16.92,,23.87,1.96,11.05,10.8,2.2,2.35,,,,,9.37,0.69,1.6,0.44,,,7.41,10.02,1.63,0.68,4.32,0.9,10.03,70.19,19.21,15.52,,15.33,,6.11,11.88,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,16.56,43.67,13.49,,50.3,,28.2,37.8,,8.08,24,42.31,,13.73,39.94,2.76,0.03,0.01,247.78,1.2,48.06,16.14,4.32,6.36,1.52,,,,13.45,12.23,37.82,11.54,10.52,0.56,0.59,7.43,0.33,1.58,5.38,,9.05,30.91,,6.16,266.0,17.41,3.89,,2.16,,5.9,1.44,13.98,9.18,0.29,0.3,,0.3,1.64,,18.72,0.94,,1.06,,,9.88,83.68,0.37,0.51,,0.41,3.64,17.42,9.79,10.8,,7.97,,,13.11,,,10,4632090814.999999,Specialty Stores,Retail Trade
