Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABG,,55.71,,58.9,,53,58.9,21.4,22.6,60.41,,,58.12,3.52,,0.02,0.01,220.76,1.06,37.87,17.45,7.15,3.4,1.09,,,,8.24,7.7,50.38,7.53,6.99,0.44,0.54,12.14,0.39,1.08,3.55,,6.62,31.25,13.91,15.63,250.02,18.62,6.46,,,4.07,,7.23,1.39,7.63,6.69,0.19,0.31,,0.22,0.96,,29.69,0.65,1.11,,,17.35,13.26,0.26,0.5,1.39,0.45,7.45,38.82,18.88,19.42,,13.63,,15.7,12.69,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,,36.86,2,8.4,5.9,40.8,24.6,,11.1,32.67,2.69,,34.37,2.89,,0.06,0.05,40.37,1.4,,,59.87,2.7,0.8,,0.28,2.22,9.38,7.26,20.74,10.12,7.95,0.48,0.48,10.66,0.37,2.36,7.62,2.26,12.05,24.42,,1.68,53.17,,4.97,,,3.1,,5.06,1.39,10.51,12.81,0.8,0.33,,0.7,1.2,,13.68,,0.85,,,10.78,12.04,0.79,0.77,,1.4,5.1,67.17,11.18,14.12,,7.45,,,21.53,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,17.8,59.81,,,,,,201.3,10.9,58.97,,2.59,59.87,5.87,,1.12,4.75,149.26,1.78,,31.31,7.83,0.8,0.25,,,,30.97,30.53,20.69,25.58,22.42,8.01,9.18,3.23,0.43,44.22,4.39,,33.11,,21.09,12.51,180.99,82.67,132.29,,,56.87,,23.43,10.56,18.24,18.24,,10.65,,,,,24.07,3,,,18.26,23.87,,,,11.42,1.78,28.81,1074.22,33.01,89.29,,89.42,,1.62,,,,1,92399740712.0,Other Consumer Services,Consumer Services
ABT,4.98,47.29,0.5,6.2,13.7,16.4,23.1,20.5,11.4,36.55,3.51,8.18,42.6,5.15,,0.54,0.45,111.89,1.74,130.37,85.61,57,1.53,0.41,,0.49,1.87,27.98,19.93,45.38,21.79,18.9,4.83,5.03,3.57,0.52,11.2,2.32,1.98,24.15,17.48,0.9,3.02,108.66,55.19,11.82,,,14.27,,16.15,5.16,34.15,26.75,1.69,4.89,,1.12,3.07,,43.37,7,1.23,,,29.8,32.51,1.94,1.8,39.2,1.23,7.81,74.02,12.19,15.55,,10.69,,3,43.32,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,35.34,48.8,,6.8,,27.8,,,8.8,37.7,0.25,0.61,45.67,3.51,,0.38,0.3,81.47,2.35,68.58,44.74,60.01,0.94,0.22,,0.09,0.25,10.96,7.82,,,,1.71,1.91,9.12,0.66,,,0.25,23.2,22.91,,6.9,63.87,19.25,5.91,,,12.88,,7.54,1.68,13.59,34.13,1.78,1.71,,,,,,2.37,,,,20.09,12.05,1.44,1.13,3.54,1.46,8.37,24.29,12.82,12.97,,4.58,,4.48,,,,8,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,49.79,42.24,,,,6.1,5.7,12,11.6,40.83,,4.97,40.73,5.14,,1.65,6.06,25.66,2.38,135.45,198.95,41.42,,0.16,,,,,,,21.43,27.63,4.25,6.19,,0.57,,,,35.46,,,25.48,29.89,95.86,,,,,,,11.57,,,,6.64,,,,,,,,55.8,18.34,,,,,14.21,2.28,,,,,,,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,5.87,52.51,,3.1,,15.1,48.7,,7.6,54.09,,11.55,51.92,2.36,,0.12,0.07,82.37,0.81,18.13,447.67,43.2,7.9,0.56,,,,140.93,47.1,103.58,15.13,12.14,2.79,3.14,0.71,0.51,3.03,1.14,,22.99,8.02,,11.04,84.5,96.32,6.15,,,,,17.44,2.76,,24.76,9.9,2.64,,,,,87.18,4.46,1.14,,,16.46,,4.35,2.01,18.24,0.81,,2.93,1.39,,,7.69,,1.35,399.21,,,8,6460318360.000001,Medical/Nursing Services,Health Services
ACI,6.72,34.64,,,,13.9,48,21.1,10.6,39.92,2.25,4.8,34.17,3.55,,0.03,0.02,21.22,0.85,31.8,26.09,3.33,3.19,5.83,,0.16,2.26,12.33,5.79,68.59,10.67,6.11,0.33,0.34,8.11,0.1,0.49,3.19,2.26,8.18,22.78,3.62,1.86,21.91,27.77,3.79,,,1.71,,2.6,4.84,9.09,7.16,0.28,0.15,,,,,30.68,,,,,4.9,19.36,0.49,0.93,,0.19,5.02,14.24,12.08,73.94,,7.61,,,39.37,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,10.87,50.92,2.3,4.3,,14.6,29.6,8.3,5.5,48.64,,28.41,49.67,2.29,,0.15,0.13,31.26,1.3,,22.68,72.2,3.25,0.91,,,,20.97,12.49,54.1,,11.72,2.74,2.96,4.77,0.37,5.62,2.46,,18.35,17.08,,4.79,31.1,49.84,2.62,,,6.24,,13.75,2.69,37.51,21.91,1.27,2.27,,1.49,3.07,,40.81,,0.93,,,26.41,55.28,1.75,1.18,,1.3,2.82,94.88,8.74,7.5,,4.65,,3.2,36.16,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,38.02,,16.5,,87.5,121.9,,39.3,23.02,,,32.18,8.68,,1.78,11.2,120.66,3.79,162.49,34,59.97,0.15,0.05,,,,12.01,11.62,17.77,,11.25,2.98,3.02,8.33,0.68,17.63,5.15,,,22.28,,14.06,110.76,43.46,49.71,,,21.78,,23.51,4.47,15.93,15.93,0.48,3.45,,,,,19.71,1.81,1.99,44.36,5.95,18.38,21.87,0.69,2.12,4.48,2.71,21.61,84.29,32.35,32.58,,38.22,,1.28,49.94,,,8,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,82.88,51.85,,,,,,,,37.87,,65.06,47.3,4.6,,2.54,4.05,63.85,2.84,,,211.86,,0.41,,,,,,27.45,,,45.05,63.99,,0.43,221.31,3.29,,,,,,0.0,,,,,,,,11.17,,,,59.03,,,,,26.29,,,34.06,21.71,22.58,,,,11.17,2.84,,,,,,,,,,,,,1598748014.0,Biotechnology,Health Technology
ACM,0.29,48.45,4.6,,,0.1,22.9,46.8,7.7,46.84,0.85,2.35,48.06,2.14,,0.2,0.44,89.63,1.05,,54.73,61.01,4.81,1.21,,0.21,0.86,34.82,24.04,23.25,14.61,12.73,1.87,0.91,2.87,0.2,3.98,4.91,0.99,19.69,8.79,58.7,,83.82,6.54,5.01,,,0.42,,5.51,5.38,197.36,24.56,8.77,0.84,,,,,20.9,,2.03,,,17.25,76.34,,1.77,,1.05,0.54,42.47,6.94,2.56,,9.39,,4.25,132.55,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,23.58,50.61,0.3,15.1,11.9,7.8,16.1,6.2,13.6,34.5,2.16,15.3,44.59,8.28,,0.41,2.32,370.36,1.33,,20.67,69.65,0.29,0.12,,0.4,1.33,24.26,21.02,25.06,22.42,18.45,3.37,3.46,4.12,0.52,13.98,3.97,1.42,30.12,15.14,12.3,6.75,342.76,32.5,160.43,,,10.65,,13.6,8.53,33.62,31.38,2.8,3.63,,1.79,1.12,,25.69,6.31,1.34,,,24.33,36.86,2.69,1.91,27.42,1.33,13.89,213.29,28.33,27.64,,20.55,,2.55,42.09,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,36.02,45.13,,,,,,,49.8,34.28,,,42.96,2.94,,1.23,4.29,13.9,2.02,,514.57,130.55,,0.23,,,,,,,,,3.22,4.03,,0.49,,,,227.27,,,21.67,14.92,48.65,,,,,,,4.71,,,,4.71,,,,,,,,,8.99,237.86,,,,7.98,2.02,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,59.08,46.27,1.7,9.4,,17.7,14.1,11.4,16.8,33.77,,17.33,42.13,15.62,,0.95,1.92,604.42,1.34,,51.51,36.2,0.52,0.25,,,,38.82,34.47,39.31,27.27,25.18,12.52,13.82,2.58,0.56,35.77,2.55,,33.56,22.07,15.1,11.31,574.64,87.87,58.85,,,27.97,,34.26,16.58,50.96,43.36,2.03,14.24,,1.39,1.28,,39.84,14.24,1.13,,,37.85,53.26,2,2.87,104.32,1.34,19.31,290.37,34.43,36,,21.47,,1.68,86.35,,,10,241068062221.0,Packaged Software,Technology Services
ADC,,36.62,,10,7.2,7.5,2.5,14.2,6.1,31.65,7.17,,33.99,1.57,,0.05,,56.41,0.66,,536,50.73,5.02,0.43,,1.65,5.11,33.45,18.34,21.32,22.79,13.72,13.27,16.01,2.99,0.69,75.86,6.71,5.17,30.67,12.97,,17.49,75.87,87.81,3.27,,,32.35,,48.41,1.14,33.51,32.69,4.67,10.39,,2.79,1.03,14.66,13.71,1.39,0.82,,,13.71,,4.72,0.84,1.37,0.66,2.34,,3.53,3.41,,3.51,,,26.41,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,2.45,42.55,,,,45.3,,,,21.9,0.4,11.12,34.59,1.93,,1,0.13,11.94,2.68,,,49.87,2.5,1.8,,0.21,1.71,11.83,7.23,12.61,,,4.4,4.42,8.45,0.31,37.58,12.15,1.71,8.21,26.51,,1.28,6.69,,2.49,,,31.69,,38.22,3.64,10.35,12.44,0.96,3.27,,,,,8.7,,1.58,,,8.58,11.69,1.97,0.62,,2.68,9.48,403.78,12.38,28.12,,18.67,,13.56,40.31,,,4,1062196184.9999998,Packaged Software,Technology Services
ADI,4.38,38.47,,30.2,11.6,25.1,26.1,12.4,17.3,22.07,3.27,2.81,32.02,5.2,,0.3,0.14,186.38,1.37,130.6,45.57,48.24,1.14,0.2,,0.4,1.86,25.21,15.84,28.76,29.67,18.88,9.66,7.93,3.97,0.73,28.9,3.88,1.86,25.71,16.84,9.26,1.92,189.96,64.01,15.05,,,26.94,,32.37,2.58,28.24,22.14,1.81,7.6,,1.23,1.31,,26.33,,1.15,,,19.4,23.06,1.63,1.52,,0.86,6.68,97.52,8.25,9.18,,7.92,,4.35,44.5,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,30.26,0.6,8.8,4.6,30.8,34.3,,16.4,33.21,4.3,,31.47,3.56,,0.08,0.16,53.15,1.69,53.88,25.28,21.49,1.48,0.38,,0.23,3.53,6.68,5.6,75.14,10.26,8,0.4,0.37,14.97,0.46,0.5,1.74,3.81,9.84,18.08,,,84.34,7.78,6.66,,,4.06,,4.23,1.11,7.31,6.96,0.43,0.3,,,,,55.41,0.69,0.74,,43.18,13.99,14.7,0.34,,1.49,1.07,6.85,24.67,14.91,15.96,,7.05,,13.26,11.71,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,43.6,0.1,22.6,,89.8,,,6.1,36.42,,,40.99,2.04,,0.28,0.39,33.81,1.15,22.66,64.76,44.66,3.04,1.12,,,,9.24,5.47,11.06,8.65,5.19,0.3,0.3,10.82,0.25,2.72,13.81,,11.96,,24.3,2.07,41.36,6.83,2.3,,,1.39,,2.99,1.32,14.8,11.89,,0.2,,,,,7.41,,,,,4.67,11.49,,1.34,,0.91,2.27,35.35,8.59,9.62,,7.63,,11.35,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,3.78,69.76,1.4,,10.8,13.1,11.6,16.2,8.4,64.55,3.66,,70.63,2.33,,0.03,0.5,250.82,1.01,,2.87,64.89,0.6,0.77,,0.6,2.06,21.06,18.92,30.79,21.06,17.44,5.45,5.9,4.75,0.08,19.19,3.31,2.24,27.25,14.65,9.01,7.41,258.87,42.37,11.09,,,20.13,,21.44,23.73,29.06,28.95,2.19,5.83,,1.44,1.8,,30.46,14.5,1.27,,,26.14,48,2.41,2.79,161.03,1.01,6.55,468.47,59.97,98.92,,5.75,,3.19,41.12,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,8.23,57.18,0.7,,,35.7,33.4,14.9,16,44.46,,16.58,53.02,4.89,,0.5,0.74,261.25,0.75,,88.76,39.8,2.11,1.79,,,,49.74,44.24,32.75,32.83,30.34,9.1,10.4,2.01,0.16,32.42,3.16,,32.36,,20.1,10.95,255.0,90.55,363.33,,,17.15,,20.39,37.05,60.41,34.74,,10.38,,,,,32.11,,1.03,,,31.17,52.86,,3.05,,0.75,10.08,284.48,21.54,81.35,,9.59,,2.12,291.77,,,6,45606470933.0,Packaged Software,Technology Services
ADT,,52.2,,,,,,,,45.97,2.07,,50.98,0.4,,0.1,0.03,6.82,0.72,55.53,62.14,28.64,4.52,2.99,,0.35,2.11,25.4,7.26,15.6,,5.93,3.02,2.23,3.94,0.19,14.28,16.33,2.41,17.92,10.4,,,6.65,65.95,2,,,0.54,,15.76,1.89,165.75,16.78,,0.91,,,,,6.81,,,,,3.71,12.71,,0.53,,0.63,0.22,18.01,4.04,1.15,,13.55,,3.08,,,,2,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,,50.25,,8.9,,16,16.2,125.9,8.9,47.46,,,50.09,4.37,,0.57,0.37,91.85,1.51,,10.95,42.73,2.2,0.32,,,,18.88,16.22,17.4,14.59,12.63,1.41,1.56,5.3,0.66,9.42,6.26,,18.76,23.22,15,6.09,111.87,31.69,7.89,,,5.61,,8.14,2.26,26.91,23.24,1.52,1.51,,1.14,0.81,,16.05,,0.99,,,14.61,17.34,1.17,0.98,,1.51,6.04,110.49,10.3,8.88,,8.32,,5.42,45.94,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,,39.85,,7,7.1,6.9,6.1,,8.6,40.82,4.93,,40.49,0.83,,,,68.56,0.52,56.33,70.22,27.34,4.75,1.45,,0.59,3.69,18.09,10.07,,17.23,9.64,3.99,4.28,5.53,0.28,,,3.93,14.81,,5.68,5.36,106.11,43.39,2.89,,,14.59,,19.8,1.63,15.52,16.13,4.36,2.26,,1.21,,,,1.1,0.9,,,6.64,,3.09,142.69,1.69,0.33,3.01,5.88,5.34,10.9,,3.55,,,18.21,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,44.67,,63.2,,,,,31.7,57.92,,,51.52,24.26,,6.35,7.88,18.64,11.53,233.81,55.61,50.03,0.33,0.07,,,,23.5,22.63,74.72,,,,5.48,4.26,0.86,7.85,1.3,,,,,,30.57,50.65,,,,25.77,,23.32,5.64,23.97,21.82,,6.19,,,,,79.15,2.56,3.07,14.67,6.9,62.14,86.4,,7.03,5.64,7.28,23,57.74,24.19,28.53,,52.84,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,6.92,41.92,0.9,13,,,,,,33.7,0.4,,38.43,3.13,,3.11,1.12,102.49,5.1,128.37,54.08,61.14,4.7,0.82,,0.08,0.4,27.35,18.19,25.89,,12.08,2.32,2.18,3.66,0.45,8.93,3.97,0.4,42.92,22.86,,,95.78,35.78,19.54,,,7.75,,8.5,3.26,29.4,20.53,7.6,2.28,,,,,25.49,2.26,0.81,,12.76,18.05,25.99,0.98,1.43,5.33,4.1,5.83,20.41,7.13,11.59,,12.24,,,35.2,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,2.54,29.73,,19.8,44.3,,34.8,,8.8,17.12,17.1,7.18,24.6,2.17,,0.33,0.17,45.15,1.99,110.15,55.91,0.47,0.48,0.11,,0.79,3.56,7.98,5.48,40.66,19.97,9.15,3.39,3.88,12.53,0.68,9.82,2.73,3.56,17.54,21.7,,0.01,51.14,32.72,16.58,,,40.53,,24.71,1.11,8.44,22.26,1.2,3.39,,,,,35.5,1.2,0.82,,,9.58,7.98,0.89,1.23,1.44,0.71,9.41,14.65,11.8,13.8,,5.17,,1.17,37.8,,,8,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,30.4,62.72,,3.1,,,,,,66.67,1.38,32.89,65.64,4.29,,0.29,0.2,22.22,1.63,78.83,27.1,16.59,2.57,0.7,,0.23,1.93,22.39,11.23,9.33,11.56,7.95,0.99,1.05,4.47,0.49,11.45,13.35,2.27,13.33,0.28,,4.27,17.37,37.75,81.6,,,4.3,,6.51,2.5,19.86,17.25,,0.85,,,,,7.48,1.57,1.07,,,5.62,8.05,,1.39,3.14,0.7,6.27,9.8,8.72,13.49,,7.93,,14.2,21.4,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,,50.8,,5.4,5.4,6.6,7.6,8.6,6.8,64.87,5.77,0.47,54.81,0.82,,0.05,0.01,78.86,0.6,65.49,106.07,18.49,6.03,1.69,,0.74,4.34,21.32,11.78,,17.47,10.22,3.95,4.34,4.69,0.27,,,4.47,14.03,0.88,6.07,6.36,104.43,57.84,2.14,,,11.7,,19.33,1.64,18.11,17.64,4.01,2.11,,,,,,1.13,0.94,,,9.66,,3.12,22.13,1.64,0.44,2.4,5.33,4.83,9.31,,3.92,,,17.2,,,10,41234689544.0,Electric Utilities,Utilities
AER,20.34,53.98,,,,,,,,39.62,,18.55,49.29,0.67,,1.58,0.05,76.99,4.44,4.44,63.59,5.66,10.74,2.92,,,,30.51,13.69,,15.95,9.39,7.73,8.11,3.28,0.23,,,,,,,13.1,62.14,32.4,,,,33.76,,26.6,1,7.08,9.21,,2.44,,,,,,0.71,1.42,,,3.36,7.5,,2.16,1.23,4.39,3.6,3.34,2.9,15.72,,2.65,,25.17,13.88,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,36.58,,,5,,7.1,,7.3,32.82,5.5,,34.7,0.47,,0.26,0.08,16.05,0.83,32.17,58.38,50.8,12.73,9.86,,0.43,4.19,34.47,17.03,,17.23,10.94,3.06,2.87,2.9,0.06,,,4.19,8.42,,7.04,5.08,24.15,20.17,1.84,,,,,18.33,5.52,,10.53,,0.86,,,,,,,0.98,,,3.24,,,,,0.74,,4.21,3.23,,,14.81,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,33.27,,,5,,7.1,,7.3,25.52,,,29.81,0.47,,0.26,0.08,62.38,0.83,32.17,58.38,50.8,12.73,9.86,,,,,,,,,,,,0.06,,,,,,7.04,5.08,0.0,20.17,1.84,,,,,18.33,,,,,0.85,,,,,,,,,,3.17,,,,,0.74,,4.21,3.23,,,14.81,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,,53.82,,,,,,,,53.38,3.19,,54.63,3.52,,2.42,2.61,17.36,3.22,20.1,45.73,49.34,0.41,1.71,,0.05,3.15,2.84,2.48,11.13,,2.42,1.13,1.35,35.21,0.06,11.65,7.01,4.81,8.53,,,19.99,0.0,52.8,24.18,,,36.66,,47.14,13.04,20.67,5.96,,1.66,,,,,14.16,1.84,,,,3.32,,,,13.04,3.1,23.66,45.2,34.45,80.3,,41.34,,,,,,2,2304000047.0,Construction Materials,Non-Energy Minerals
