Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,0.54,66.33,1.5,7.9,7.7,13.5,33.2,24.7,10.5,63.5,0.95,16.25,67.08,6.84,1.08,0.68,147.48,2.68,117.28,52.11,73.54,1.51,0.41,,0.18,0.63,30.45,25.66,26.3,26.16,22.94,6.32,6.44,3.28,0.57,24.48,3.82,0.65,26.87,16.44,9.5,3.58,142.49,50.56,14.22,,18.35,,19.42,6.98,35.11,28.8,2.4,6.44,,0.92,1.65,,26.42,5.58,1.31,,,22.23,32.43,2.07,2.23,24.3,2.04,11.42,62.86,15.64,21.32,,14.14,,2.23,50.16,,,10,33913792728.0,Medical Specialties,Health Technology
AA,,59.33,1.4,10.2,,,,,5.9,66.32,1.34,,63.31,1.01,0.31,0.49,30.44,1.45,86.07,58.94,24.77,12.36,0.45,,,1.34,,41.04,,15.83,5.88,0.59,0.6,,0.3,,,1.34,68.94,,,,40.32,7,,,,,,1.28,,,,0.51,,,,,,,,,,58.57,,,1.06,1.34,0.74,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAON,43.7,56.87,,26.3,8.1,29.5,31.8,,29.5,63.76,0.59,38.96,56.62,22.6,,0.01,82.45,3.23,98.85,15.62,46.26,0.18,0.07,,0.15,0.39,29.3,24.31,135.2,,,,5.72,3.41,0.78,4.23,0.73,0.39,,20.5,,,80.34,34.15,46.97,,15.2,,19.47,9.14,38.64,38.64,1.54,5.88,,2.13,12.09,,139.49,4.44,1.19,,33.11,43.26,78.74,1.79,6.75,11.48,1.54,19.75,39.21,30.05,27.34,,22.64,,0.51,82.45,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,79.18,3.6,,26,,,,8.9,90.12,59.01,8.07,84.71,1.86,0.09,0.13,81.77,1.2,267.62,213.38,25.65,9.72,1.59,,2.7,2.76,78.07,19.99,183.14,21.5,11.91,0.72,0.73,1.28,0.21,0.4,0.92,1.19,21.78,8.49,14,1.34,196.17,40.1,1.14,,0.17,,0.89,1.93,110.5,110.5,,0.44,,,,,110.17,5.06,0.37,,,16.96,,,0.68,5.2,0.29,0.15,2.06,1.5,0.72,,1.49,,,10.65,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,20.18,36.92,2.9,1.3,5.7,20.9,23.2,14.6,15.7,45.5,0.76,5.06,38.6,8.03,0.55,0.68,172.55,1.07,11.88,92.38,21.56,0.81,1.46,,0.15,0.55,22.3,20.38,25.34,22.47,20.57,6.97,7.02,4.48,0.21,27.71,4.01,0.55,26.5,21.42,12.46,2.63,178.4,45.03,40.5,,26.16,,30.76,36.04,26.89,26.89,1.59,7.01,,1.11,1.21,,25.4,6.56,1.76,,,23.29,26.93,1.47,2.01,36.02,1.02,29.33,279.4,57.36,159.97,,34.58,,3.8,40.71,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
ABBV,14.62,53.71,,,7.8,9.6,49.1,7.4,3.8,38.81,5.49,16.09,47.96,2.09,0.34,0.22,177.88,0.87,69.9,59.2,76.32,3.46,5.73,,0.67,3.36,43.27,21.35,16.51,14.43,13.98,6.73,6.75,2.31,0.08,40.62,7.02,3.46,16.11,26.27,32.5,1.15,137.61,62.42,6.09,,8.95,,24.92,30.3,65.16,20.07,1.29,5.88,,0.9,0.47,,14.44,,1.33,,,13.94,24.8,0.97,1.5,,0.76,3.58,171.32,8.18,36.93,,9.52,,6.77,39.35,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,40.33,,8.7,,,,,,30.96,,,36.86,2.97,6.39,9.83,4.71,7.33,,,330.79,,0.07,,,,,,,,,8.29,18.22,,0.77,,,,,,,,1.41,,,,,,,1.19,,,,35.56,,,,,,,,3.23,2.56,,,,,1.39,7.32,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,40.35,,2.2,20.8,5.4,3.2,9.8,11,29.5,9.61,,37.93,3.31,0.4,4.67,2.5,0.89,106.25,196.84,24.3,0.14,0.04,,0.77,6.05,10.33,7.59,10.09,8.85,6.67,2.19,2.31,9.68,0.6,23.91,9.73,6.05,13.39,14.12,,5.85,3.25,50.72,6.73,,18.19,,23.76,2.53,13.51,12.82,2.62,2.53,,,,,10.76,1.94,0.44,,,8.16,12.27,2.07,0.76,6.41,0.67,10.71,61.69,18.14,17.21,,17.86,,5.63,12.5,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,11.06,49.49,,50.3,,28.2,37.8,,24,54.44,,,50.81,2.56,0.02,0.01,210.0,1.06,37.87,13.72,8,5.3,1.69,,,,9.93,9.28,56.26,10.1,9.31,0.55,0.65,10.07,0.32,1.15,3.98,,6.44,31.95,13.9,11.75,241.57,18.62,6.47,,4.07,,7.23,1.32,7.34,6.44,0.2,0.3,,0.21,2.31,,26.61,,1.02,,,14.28,83.32,0.26,0.49,,0.45,7.04,28.44,13.52,19.42,,10.24,,0.31,12.14,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,,55.47,2,8.4,5.9,40.8,24.6,,11.1,59.76,2.58,2.47,57.76,2.93,0.05,0.04,42.31,1.48,,,60.22,2.73,0.8,,0.27,2.11,9.69,7.57,15.42,10.57,8.3,0.49,0.49,10.32,0.37,3.2,9.77,2.13,12.85,25.44,,1.9,52.02,,4.92,,3.15,,5.04,1.47,10.82,13.1,0.81,0.33,,0.71,0.93,,10.67,,0.87,,,8.84,9.61,0.72,0.77,,1.48,5.21,63.86,11.09,14.3,,7.6,,,22.51,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
