Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,23.72,56.8,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,48.8,0.97,,55.59,6.27,0.74,0.61,144.97,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.64,26.25,22.75,30.12,25.61,22.39,6.25,6.57,3.81,0.54,21.81,3.4,0.64,25.65,15.59,4.88,2.33,133.73,54.39,17.3,,21.75,,22.9,7.06,30.08,27.83,2.32,6.55,,0.81,1.72,,29.93,5.77,1.29,,,23.75,29.92,2.15,2.23,26.95,1.37,13.03,74.15,18.1,23.78,,16.15,,3.09,46.76,,,10,33913792728.0,Medical Specialties,Health Technology
AA,12.22,62.03,1.4,10.2,,,,,75.95,5.9,57.14,1,,63.04,1.31,0.44,0.55,39.12,1.55,79.98,58.53,26.31,10.94,0.65,,,1,,47.27,,8.71,5.63,1.02,1.03,,0.27,,,1,15.06,,,2.64,39.74,8.14,,,,,,1.8,,,,0.64,,,,,,,,,,20.95,,,1.72,1.89,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,48.58,,10.4,,,,,597.78,27,37.43,,,44.85,0.66,0.34,0.21,11.52,0.6,20.92,21.96,14.01,19.76,,,,,19.09,19.09,,10.22,6.1,0.68,0.71,5.24,,,,,6.18,,,4,16.47,20.23,1.4,,,,5.34,,,11.9,,0.15,,,,,,,0.35,,,3.7,,,,,0.5,,5.17,4.89,,,12.18,,44,8.59,,,8,8696254174.0,Airlines,Transportation
AAON,58.11,73.37,,26.3,8.1,29.5,31.8,,20.3,29.5,70.12,0.46,3.81,75.12,22.55,,,107.72,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.3,36.13,29.62,85.66,,,,7.36,2.77,0.73,8.59,1.18,0.3,39.05,20.46,16.3,10.75,78.82,36.27,88.05,,15.61,,20.32,11.77,48.52,48.52,1.93,7.54,,2.41,7.05,,87.91,5.68,1.49,,56.99,39.72,62.02,1.94,7.92,14.96,1.7,19.5,39.13,29.71,25.86,,21.83,,0.51,98.81,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,36.45,3.6,,26,,,,,8.9,45.6,55.16,,40.12,1.72,0.09,0.12,38.69,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.58,127.34,16.29,16.48,21.73,10.42,0.51,0.52,0.79,0.21,3.13,15.26,2.58,14,7.2,82.89,,147.42,39.48,0.41,,,,0.3,0.89,3869,3869,,0.2,,,,,6.55,19.54,0.18,,,4.24,13.99,,0.34,2.22,0.3,,0.91,0.64,,,0.32,,,5.17,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,27.17,51.23,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,44.04,0.59,30.82,49.43,10.1,0.47,0.61,226.73,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.43,28,25.68,33.26,25.92,23.76,8.15,9,3.57,0.2,27.06,3.03,0.44,30.34,19.86,11.17,6.04,185.01,45.96,120.35,,26.44,,31.27,51.78,34.52,34.52,2.04,9.08,,1.3,1.46,,33.7,8.91,2.11,,,31.13,36.33,1.99,2.56,51.76,0.91,29.81,269.91,59,151.08,,35.41,,3.26,49.96,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,45.03,45.51,,,9.7,8.1,22.2,18.4,28.45,8.5,27.09,6.2,28,38.71,0.72,0.99,0.07,26.47,1.84,,145.05,6.23,6.69,1.44,,1.49,5.05,23.58,12.44,22.85,,,,7.16,4.24,0.4,31.33,8.65,5.07,37.28,8.24,,2.74,26.94,62.62,1.87,,15.39,,27.37,1.35,29.74,29.74,12.93,4.57,,2.38,1.16,11.58,14.54,1.35,0.58,,,9.89,19.89,,1.18,1.37,1.84,2.29,628.91,4.67,5.7,,4.27,,3.87,32.68,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,33.39,54.12,,,7.8,9.6,49.1,7.4,26.06,3.8,51.98,5.18,17.34,53.12,2.04,0.31,0.19,194.29,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.17,42.08,22.27,22.65,14.51,14.13,6.84,7.32,2.38,0.05,32.33,5.18,3.2,16.04,20.09,7.21,4.99,146.59,62.76,5.48,,9.71,,24.95,50.6,64.76,18.16,1.17,6.26,,0.74,0.58,,19.51,,1.42,,,18.6,32.93,1.26,1.74,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.9,42.15,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,42.66,,8.7,,,,,,,34.02,,,40.37,1.86,9.52,9.3,2.5,10.96,,,406.96,,0.07,,,,,,,,,8.29,4.01,,0.79,,,,,,,32.02,1.06,,,,,,,0.66,,,,21.96,,,,,,,,2,1.56,,,,,0.75,10.96,,,,,,,,0.74,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,61.91,,2.2,20.8,5.4,3.2,9.8,60.73,11,60.69,9.71,,62.55,3.81,0.44,4.44,2.47,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.11,9.58,7.16,9.77,9.11,6.99,2.22,2.3,10.44,0.66,25.65,10.56,6.11,13.42,14.31,4.92,6.6,2.66,50.83,7.5,,17.86,,24.06,2.21,13.57,13,2.65,2.6,,,,,10.37,1.78,0.48,,,8.12,11.59,1.87,0.77,5.04,0.79,10.57,68.13,19.18,16.5,,16.25,,5.63,13,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
