Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,3.3,59.94,1.5,7.9,7.7,13.5,33.2,24.7,10.5,56.86,0.94,22.33,58.32,6.92,1.08,0.68,145.51,2.68,117.28,52.11,73.54,1.51,0.41,,0.18,0.62,30.9,26.03,26.68,26.54,23.27,6.41,6.53,3.24,0.57,24.48,3.87,0.64,26.54,16.4,8.05,3.58,142.65,50.56,14.22,,18.35,,19.42,6.89,34.65,28.42,2.37,6.41,,0.91,1.63,,26.05,5.5,1.29,,,21.88,32.03,2.04,2.2,23.97,2.04,11.42,62.86,15.64,21.32,,14.14,,2.22,49.49,,,10,33913792728.0,Medical Specialties,Health Technology
AA,,67.15,1.4,10.2,,,,,5.9,79.65,1.19,,72.53,1.05,0.31,0.49,33.79,1.45,86.07,58.94,24.77,12.36,0.45,,,1.19,,44.74,,17.26,6.41,0.65,0.66,,0.3,,,1.19,75.27,,44.3,,40.35,7,,,,,,1.42,,,,0.56,,,,,,,,,,65.2,,,1.17,1.48,0.74,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,10.59,61.97,,10.4,,,,,27,84.18,,19.66,69.37,0.76,0.34,0.19,15.33,0.62,20.89,20.46,14.17,12.45,,,,,13.2,13.2,35.71,11.09,6.89,0.77,0.82,7.58,,2.29,12.01,,5.7,,48.7,4.15,19.69,22.37,1.87,,1.56,,7.6,,13.95,6.73,,0.2,,,,,7.72,,0.44,,,2.71,,,,,0.51,1.25,8.53,7.75,,,4.5,,29.24,10.3,,,8,8696254174.0,Airlines,Transportation
AAON,37.24,62.4,,26.3,8.1,29.5,31.8,,29.5,64.83,0.56,51.13,63.64,23.88,,0.01,88.06,3.23,98.85,15.62,46.26,0.18,0.07,,0.15,0.37,31.23,25.91,144.14,,,,6.09,3.2,0.78,4.23,0.69,0.37,,20.46,,,80.89,34.15,46.97,,15.2,,19.47,9.77,41.28,41.28,1.64,6.27,,2.27,12.92,,149.08,4.74,1.28,,35.38,46.25,84.2,1.91,7.22,12.27,1.54,19.75,39.21,30.05,27.34,,22.64,,0.48,88.1,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,75.3,3.6,,26,,,,8.9,71.05,56.01,20.61,75.68,1.88,0.09,0.13,85.09,1.2,267.62,213.38,25.65,9.72,1.59,,2.7,2.62,81.34,20.83,190.81,22.4,12.41,0.76,0.76,1.23,0.21,0.4,0.89,1.17,22.58,7.92,104.7,1.34,196.23,40.1,1.14,,0.17,,0.89,2.01,114.99,114.99,,0.46,,,,,114.72,5.26,0.39,,,17.69,,,0.7,5.42,0.29,0.15,2.06,1.5,0.72,,1.49,,,11.08,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,15.08,45.65,2.9,1.3,5.7,20.9,23.2,14.6,15.7,54.01,0.77,6.29,48.79,8.04,0.55,0.68,171.48,1.07,11.88,92.38,21.56,0.81,1.46,,0.15,0.56,22.34,20.42,25.38,22.51,20.6,6.98,7.03,4.48,0.21,27.71,4.04,0.56,26.29,21.41,11,2.63,178.5,45.03,40.5,,26.16,,30.76,35.78,26.7,26.7,1.58,7.02,,1.1,1.2,,25.19,6.52,1.75,,,23.14,26.72,1.46,1.99,35.78,1.02,29.33,279.4,57.36,159.97,,34.58,,3.8,40.43,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,21.15,53.54,,,9.7,8.1,22.2,18.4,8.5,64.58,7.38,8.92,58.1,0.63,0.84,0.05,21.91,1.94,,145.67,6.48,6.84,1.43,,1.57,6.01,22.52,11.77,27.87,,,,6.68,4.44,0.4,23.98,7.93,6.08,,6.32,,,33.17,62.84,1.88,,14.66,,27.6,1.11,26.08,26.08,11.34,3.75,,2.26,1.37,9.73,15.54,1.15,0.48,,,8.76,17.67,,1.01,1.13,1.94,2.15,576.18,4.53,5.34,,4.22,,3.27,28.45,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,12.48,58.34,,,7.8,9.6,49.1,7.4,3.8,65.16,5.39,16.91,58.58,2.1,0.34,0.22,182.1,0.87,69.9,59.2,76.32,3.46,5.73,,0.67,3.3,43.18,21.31,16.59,14.4,13.95,6.72,6.74,2.32,0.08,40.62,6.84,3.42,16.27,26.26,3.71,1.15,137.79,62.42,6.09,,8.95,,24.92,31.02,66.7,20.55,1.33,5.89,,0.92,0.48,,14.56,,1.36,,,14.06,24.93,1,1.53,,0.76,3.58,171.32,8.18,36.93,,9.52,,6.77,40.29,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABEV,,42.23,,2.2,20.8,5.4,3.2,9.8,11,46.29,9.66,5.08,42.66,3.25,0.4,4.67,2.48,0.89,106.25,196.84,24.3,0.14,0.04,,0.77,6.08,10.26,7.54,9.8,8.59,6.52,2.17,2.3,9.75,0.6,23.91,9.81,6.08,13.25,14.34,6.69,5.85,3.25,50.72,6.73,,18.19,,23.76,2.48,13.41,12.72,2.6,2.48,,,,,10.53,1.91,0.44,,,7.97,12.04,2.02,0.74,6.36,0.67,10.71,61.69,18.14,17.21,,17.86,,5.78,12.4,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,4.46,71.29,,50.3,,28.2,37.8,,24,87.09,,,78.67,2.61,0.02,0.01,235.78,1.06,37.87,13.72,8,5.3,1.69,,,,10.55,9.86,59.73,10.72,9.89,0.58,0.69,9.48,0.32,1.15,3.55,,7.28,30.47,,11.75,243.29,18.62,6.47,,4.07,,7.23,1.48,8.24,7.23,0.23,0.33,,0.23,2.59,,29.92,,1.14,,,16.04,93.57,0.29,0.54,,0.45,7.04,28.44,13.52,19.42,,10.24,,0.27,13.63,,,10,4632090814.999999,Specialty Stores,Retail Trade
