Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,24.25,55.45,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,54.37,1.01,,54.66,6.27,0.74,0.61,139.11,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.67,26.26,22.76,30.06,25.62,22.4,6.25,6.57,3.81,0.54,21.81,3.55,0.67,24.63,15.59,4.82,2.36,133.81,54.39,17.3,,21.75,,22.9,6.78,28.86,26.7,2.23,6.26,,0.85,1.79,,28.77,5.54,1.24,,,22.77,28.77,2.06,2.14,25.86,1.37,13.03,74.15,18.1,23.78,,16.15,,3.09,44.87,,,10,33913792728.0,Medical Specialties,Health Technology
AA,22.35,66.15,1.4,10.2,,,,,75.95,5.9,69.67,0.95,,68.27,1.36,0.44,0.55,42.07,1.55,79.98,58.53,26.31,10.94,0.65,,,0.95,,50.74,,9.35,6.05,1.09,1.1,,0.27,,,0.95,15.51,,,3.15,39.94,8.14,,,,,,1.94,,,,0.69,,,,,,,,,,22.67,,,1.85,2.03,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,64.82,,10.4,,,,,597.78,27,74.92,,,68.28,0.66,0.34,0.21,12.89,0.6,20.92,21.96,14.01,19.76,,,,,19.49,19.49,,10.43,6.22,0.69,0.73,5.13,,,,,6.55,,,4.04,16.43,20.23,1.4,,,,5.34,,,13.33,,0.15,,,,,,,0.39,,,4.16,,,,,0.5,,5.17,4.89,,,12.18,,39.54,9.62,,,8,8696254174.0,Airlines,Transportation
AAON,67.59,71.69,,26.3,8.1,29.5,31.8,,20.3,29.5,64.38,0.44,8.01,70.51,23.23,,,110.86,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.29,37.39,30.65,89.44,,,,7.61,2.67,0.73,8.59,1.14,0.29,40.17,20.44,16.31,10.76,78.91,36.27,88.05,,15.61,,20.32,12.12,49.94,49.94,1.99,7.75,,2.71,7.84,,90.55,5.84,1.53,,58.66,40.91,63.89,2,8.15,15.4,1.7,19.5,39.13,29.71,25.86,,21.83,,0.49,101.71,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,43.51,3.6,,26,,,,,8.9,61.69,56.44,,50.37,1.72,0.09,0.12,38.62,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.64,128.1,16.38,16.58,21.86,10.48,0.52,0.52,0.78,0.21,3.13,15.29,2.64,14.16,6.97,82.73,,147.32,39.48,0.41,,,,0.3,0.88,3862,3862,,0.21,,,,,6.55,19.51,0.18,,,4.2,13.95,,0.34,2.22,0.3,,0.91,0.64,,,0.32,,,5.16,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,24.41,61.18,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,72.27,0.58,28.84,64.78,10.39,0.47,0.61,231.78,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.42,29,26.6,34.1,26.84,24.61,8.44,9.32,3.45,0.2,27.06,2.96,0.43,30.99,19.77,11.14,6.1,185.52,45.96,120.35,,26.44,,31.27,52.92,35.28,35.28,2.09,9.34,,1.46,1.64,,34.44,9.11,2.16,,,31.81,37.09,2.03,2.62,52.92,0.91,29.81,269.91,59,151.08,,35.41,,3.15,51.05,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,45.98,66.34,,,9.7,8.1,22.2,18.4,28.45,8.5,85.85,5.88,30.05,73.32,0.75,0.99,0.07,27.92,1.84,,145.05,6.23,6.69,1.44,,1.49,4.79,24.34,12.84,23.32,,,,7.39,4.11,0.4,31.33,8.2,4.81,39.32,7.99,,2.88,27.06,62.62,1.87,,15.39,,27.37,1.43,31.37,31.37,13.64,4.73,,2.72,1.33,12.14,15.22,1.42,0.61,,,10.38,20.87,,1.25,1.45,1.84,2.29,628.91,4.67,5.7,,4.27,,3.68,34.47,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,31.26,43.97,,,7.8,9.6,49.1,7.4,26.06,3.8,31.65,5.27,20.13,38.93,2.01,0.31,0.19,190.46,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.23,41.41,21.91,22.67,14.56,14.18,6.78,7.21,2.41,0.05,32.33,5.29,3.23,15.78,20.2,7.1,4.99,146.79,62.76,5.48,,9.71,,24.95,49.6,63.49,17.8,1.15,6.22,,0.8,0.62,,19.15,,1.4,,,18.25,32.22,1.24,1.7,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.96,41.31,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,49.15,,8.7,,,,,,,53.43,,,50.73,1.9,9.52,9.3,2.62,10.96,,,406.96,,0.07,,,,,,,,,8.29,4.72,,0.79,,,,,,,32.02,1.06,,,,,,,0.69,,,,23.09,,,,,,,,2.1,1.64,,,,,0.79,10.96,,,,,,,,0.72,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,40.72,,2.2,20.8,5.4,3.2,9.8,60.73,11,25.37,10.44,,34.66,3.71,0.44,4.44,2.3,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.57,8.9,6.65,9.4,8.74,6.71,2.13,2.13,11.24,0.66,25.65,11.33,6.57,12.64,14.58,4.92,6.6,2.65,50.83,7.5,,17.86,,24.06,2.15,12.64,12.11,2.47,2.56,,,,,10.1,1.73,0.47,,,7.94,11.26,1.83,0.75,4.89,0.79,10.57,68.13,19.18,16.5,,16.25,,5.97,12.78,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
