Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
AA,24.6,28.25,1.4,10.2,,,,,5.9,28.16,1.37,54.16,26.52,1.14,0.44,0.55,29.21,1.55,79.98,58.53,26.31,10.94,0.65,,,1.37,,37.53,,23.59,8.52,0.85,0.82,,0.27,,,1.37,233.98,,,2.82,39.65,8.14,,,,,,1.35,,,,0.49,,,,,,,,,,15.36,,,1.29,1.41,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,28.07,,10.4,,,,,27,17.67,,,24.61,0.65,0.34,0.21,9.27,0.6,20.92,21.96,14.01,19.76,,,,,18.59,18.59,,18.78,8.54,0.69,0.69,5.38,,,,,13.34,,,4.05,16.78,20.23,1.4,,,,5.34,,,9.58,,0.12,,,,,,,0.28,,,2.93,,,,,0.5,,5.17,4.89,,,12.18,,51.19,6.91,,,8,8696254174.0,Airlines,Transportation
AAON,38.23,49.7,,26.3,8.1,29.5,31.8,,29.5,42.93,0.53,15.54,46.73,18.79,,,85.93,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.35,29.16,23.9,69.14,,,,5.94,3.43,0.73,8.59,1.47,0.35,38.4,20.57,18.37,11.35,78.24,36.27,88.05,,15.61,,20.32,9.39,38.7,38.7,1.54,5.97,,1.95,5.62,,70.08,4.53,1.19,,45.47,31.67,49.49,1.55,6.32,11.93,1.7,19.5,39.13,29.71,25.86,,21.83,,0.63,78.83,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,41.85,3.6,,26,,,,8.9,36,35.49,,40.2,1.28,0.09,0.11,58.99,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.66,69.37,17.09,14.85,18.86,10.27,0.62,0.62,1.44,0.21,4.18,13.4,1.66,16.23,7.07,102.47,1.3,163.68,39.77,1.15,,0.14,,0.85,1.37,85.49,85.49,,0.31,,,,,7.49,3.67,0.28,,,5.21,11.59,,0.51,3.55,0.29,0.13,1.96,1.42,0.62,,1.21,,,7.73,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,26.55,40.25,2.9,1.3,5.7,20.9,23.2,14.6,15.7,31.44,0.63,19.5,34.49,9.47,0.47,0.61,209.82,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.46,25.72,23.59,30.56,24.61,22.87,7.63,8.27,3.89,0.2,27.06,3.27,0.47,28.26,20.08,10.04,5.41,182.35,45.96,120.35,,26.44,,31.27,47.91,31.94,31.94,1.89,8.43,,1.2,1.35,,31.19,8.24,1.96,,,28.82,33.64,1.84,2.37,47.9,0.91,29.81,269.91,59,151.08,,35.41,,3.57,46.22,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,,57.61,,,9.7,8.1,22.2,18.4,8.5,50.35,6.5,0.83,54.97,0.71,0.99,0.07,25.29,1.84,,145.05,6.23,6.69,1.44,,1.49,5.29,23.31,12.3,22.59,,,,7.08,4.29,0.4,31.33,8.98,5.32,39.55,8.34,,2.7,29.11,62.62,1.87,,15.39,,27.37,1.3,28.66,28.66,12.46,4.38,,2.28,1.11,11.17,13.98,1.29,0.56,,,9.53,19.14,,1.13,1.31,1.84,2.29,628.91,4.67,5.7,,4.27,,3.97,31.35,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,11.26,64.07,,,7.8,9.6,49.1,7.4,3.8,62.47,5.42,,64.3,1.94,0.44,0.24,187.51,0.94,72.03,65.71,76.29,4.7,9.24,,0.57,3.32,41.05,24.39,17.54,15.51,14.76,6.92,6.98,2.44,0.05,39.8,6.68,3.36,36.07,23.75,7.37,5.1,142.93,62.76,6,,9.71,,24.95,40.95,61.9,17.36,1.12,5.99,,0.72,0.45,,15.03,,1.39,,,14.51,22.11,0.97,1.63,,0.83,3.87,188.7,9.07,47.16,,9.28,,4.72,40.42,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,35.96,,8.7,,,,,,22.59,,,31.33,2.07,9.52,9.3,2.64,10.96,,,406.96,,0.07,,,,,,,,,8.29,5.97,,0.79,,,,,,,31.92,1.23,,,,,,,0.75,,,,25,,,,,,,,2.11,1.65,,,,,0.8,10.96,,,,,,,,0.65,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,67.72,,2.2,20.8,5.4,3.2,9.8,11,86.7,10.74,,75.86,3.53,0.44,4.44,2.24,1.11,98.87,188.94,24.71,0.13,0.04,,0.79,6.76,8.62,6.44,8.7,8.69,6.63,2.09,2.06,11.6,0.66,25.65,11.64,6.76,13.76,15.02,5.39,6.5,2.63,50.83,7.78,,17.86,,24.2,2.09,12.31,11.79,2.41,2.48,,,,,9.82,1.68,0.46,,,7.71,10.9,1.79,0.73,4.77,0.78,10.57,67.86,19.1,16.5,,16.34,,6.5,12.44,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,,40.02,,50.3,,28.2,37.8,,24,25.51,,6.65,34.45,2.69,0.01,0.01,227.23,1.06,39.87,15.83,3.89,6.19,1.53,,,,12.93,11.82,99.57,12.24,9.67,0.57,0.61,7.73,0.33,0.62,2.14,,7.85,31.33,,8.9,257.25,17.75,4.56,,2.51,,6.31,1.37,11.66,7.86,0.24,0.31,,0.23,3.8,,47.48,,1.04,,,14.68,123.3,0.29,0.5,,0.38,4.45,21.33,10.46,12.53,,9.09,,,12.49,,,10,4632090814.999999,Specialty Stores,Retail Trade
