Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,4.23,50.62,1.5,7.9,7.7,13.5,33.2,24.7,10.5,44.34,1.03,,49.07,6.59,0.85,0.65,135.6,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.68,28.81,24.37,26.55,24.39,21.36,5.99,6.19,3.47,0.57,23.33,3.89,0.69,27.22,15.89,5.44,2.44,135.25,50.63,14.64,,18.84,,19.54,6.36,32.06,25.49,2.12,6.03,,0.74,1.49,,25.97,4.94,1.2,,,21.12,31.79,1.93,2.04,21.56,1.64,11.49,63.42,15.6,20.99,,14.11,,2.76,44.46,,,10,33913792728.0,Medical Specialties,Health Technology
AA,21.87,39.23,1.4,10.2,,,,,5.9,55.59,1.28,39.61,43.17,1.18,0.44,0.55,31.19,1.55,79.98,58.53,26.31,10.94,0.65,,,1.28,,38.83,,24.41,8.81,0.88,0.85,,0.27,,,1.28,239.72,,,2.82,39.31,8.14,,,,,,1.44,,,,0.53,,,,,,,,,,16.95,,,1.38,1.51,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,37.76,,10.4,,,,,27,40.61,,,38.66,0.65,0.34,0.21,9.61,0.6,20.92,21.96,14.01,19.76,,,,,18.78,18.78,,18.97,8.62,0.7,0.7,5.32,,,,,13.79,,,4.06,16.76,20.23,1.4,,,,5.34,,,9.94,,0.13,,,,,,,0.29,,,3.09,,,,,0.5,,5.17,4.89,,,12.18,,48.28,7.17,,,8,8696254174.0,Airlines,Transportation
AAON,42.72,53.67,,26.3,8.1,29.5,31.8,,29.5,61.69,0.56,9.53,54.18,18.86,,,87.39,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.37,29.29,24.01,69.46,,,,5.97,3.41,0.73,8.59,1.45,0.37,39.16,20.56,18.37,11.35,78.28,36.27,88.05,,15.61,,20.32,9.55,39.36,39.36,1.57,6.09,,1.98,5.72,,71.32,4.61,1.21,,46.24,32.25,50.36,1.57,6.43,12.14,1.7,19.5,39.13,29.71,25.86,,21.83,,0.63,80.17,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,40.62,3.6,,26,,,,8.9,33.16,36.77,,38.33,1.29,0.09,0.11,58.06,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.72,70.55,17.38,15.1,20.73,10.95,0.63,0.63,1.42,0.21,4.18,13.61,1.72,15.97,6.71,102.47,1.3,163.68,39.77,1.15,,0.14,,0.85,1.35,84.14,84.14,,0.32,,,,,7.34,3.61,0.27,,,5.18,11.42,,0.5,3.49,0.29,0.13,1.96,1.42,0.62,,1.21,,,7.61,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,29.67,50.77,2.9,1.3,5.7,20.9,23.2,14.6,15.7,59.46,0.62,23.18,51.3,9.78,0.47,0.61,217.53,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.45,26.84,24.62,31.89,25.68,23.87,7.96,8.63,3.73,0.2,27.06,3.15,0.46,29.3,19.97,10.44,5.62,182.56,45.96,120.35,,26.44,,31.27,49.66,33.11,33.11,1.96,8.76,,1.25,1.4,,32.41,8.55,2.03,,,29.86,34.84,1.91,2.46,49.66,0.91,29.81,269.91,59,151.08,,35.41,,3.4,47.91,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,5.88,50.17,,,9.7,8.1,22.2,18.4,8.5,33.5,6.73,4.7,44.66,0.7,0.99,0.07,24.45,1.84,,145.05,6.23,6.69,1.44,,1.49,5.48,23.14,12.21,22.43,,,,7.03,4.32,0.4,31.33,9.37,5.52,38.33,8.41,,2.7,27.2,62.62,1.87,,15.39,,27.37,1.25,27.47,27.47,11.94,4.13,,2.2,1.07,10.72,13.41,1.24,0.54,,,9.15,18.38,,1.09,1.27,1.84,2.29,628.91,4.67,5.7,,4.27,,4.01,30.19,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,11.89,66.34,,,7.8,9.6,49.1,7.4,3.8,68.56,5.31,,67.58,1.99,0.31,0.19,190.18,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.25,41.06,21.73,22.1,15.88,15.11,7.08,7.14,2.44,0.05,32.33,5.29,3.28,36.07,20.26,7.41,5.2,146.02,62.76,5.48,,9.71,,24.95,49.53,63.39,17.77,1.15,6.16,,0.73,0.57,,18.96,,1.39,,,18.05,31.98,1.23,1.7,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.98,41.25,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,37.82,,8.7,,,,,,30.24,,,34.81,1.97,9.52,9.3,2.64,10.96,,,406.96,,0.07,,,,,,,,,8.29,5.79,,0.79,,,,,,,31.92,1.13,,,,,,,0.7,,,,23.13,,,,,,,,2.11,1.65,,,,,0.79,10.96,,,,,,,,0.69,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,68.32,,2.2,20.8,5.4,3.2,9.8,11,82.44,10.63,,75.24,3.62,0.44,4.44,2.26,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.69,8.84,6.61,9.04,9.03,6.89,2.17,2.12,11.31,0.66,25.65,11.54,6.69,13.01,14.83,5.17,6.56,2.63,50.83,7.5,,17.86,,24.06,2.05,12.42,11.89,2.43,2.44,,,,,9.65,1.65,0.45,,,7.57,10.67,1.74,0.72,4.71,0.79,10.57,68.13,19.18,16.5,,16.25,,6.2,11.89,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,9.68,40.73,,50.3,,28.2,37.8,,24,30.12,,11.5,36.29,2.69,0.01,0.01,226.55,1.06,39.87,15.83,3.89,6.19,1.53,,,,12.97,11.85,99.82,12.27,9.7,0.57,0.62,7.71,0.33,,2.15,,7.83,31.27,,8.9,257.87,17.75,4.56,,2.51,,6.31,1.37,11.62,7.83,0.24,0.3,,0.23,3.79,,47.3,,1.04,,,14.63,122.95,0.29,0.5,,0.38,4.45,21.33,10.46,12.53,,9.09,,,12.45,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,11.16,47.63,2,8.4,5.9,40.8,24.6,,11.1,34.3,2.11,24.89,40.95,3.08,0.05,0.04,52.47,1.44,,,58.62,2.69,0.76,,0.28,1.73,11.45,8.97,13.39,11.52,9.31,0.55,0.57,8.73,0.37,4.23,10.55,1.73,15.88,26.4,,2.09,50.75,,4.81,,3.04,,4.88,1.79,13.74,16.71,1.04,0.42,,0.83,0.79,,9.88,,1.06,,,8.42,9.11,0.84,0.91,,1.44,5.04,65.99,10.75,13.69,,7.32,,2.56,26.77,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,9.8,23.52,,38.3,,,,,8,20.3,,,21.19,3.15,0.71,4.95,113.62,1.41,,29.97,7.3,1.12,0.28,,,,32.37,31.54,14.68,20.33,16.43,5.79,6.07,3.09,0.3,41.38,6.05,,27.29,,,11.88,165.43,82.59,20.75,,46.11,,15.21,9,15.46,15.46,,7.07,,,,,17.1,2.62,,,18.3,17.03,12.89,,,9.98,1.41,21.22,720.92,19.41,63.33,,55.65,,3.93,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,,53.88,0.7,6.3,12.3,6.8,6.7,,5.8,42.87,3.75,,52.01,5.16,0.52,0.49,107.8,1.68,135.1,83.18,58.61,1.42,0.38,,0.48,2.01,27.64,18.98,34.79,21.19,18.3,4.7,4.83,3.62,0.54,13.88,3.01,2.04,31.19,13.03,8.41,6.41,106.44,55.24,10.7,,13.65,,15.92,4.77,34.01,24.22,2.11,4.62,,0.77,1.58,,33.35,4.97,1.09,,,23.89,43.72,2.49,1.83,22.94,1.18,7.63,64.74,12.05,14.52,,10.37,,3.23,39.34,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,10.52,43.43,,6.9,,13.2,4.1,,5.9,43.22,0.24,2.75,41.93,2.98,0.24,0.15,81.43,2.31,71.3,47.91,58.17,1.84,0.29,,0.07,0.24,21.4,11.9,280.39,,,1.72,1.88,4.67,0.63,0.67,0.41,0.24,20.66,20.29,,,70.07,19.03,5.57,,6.05,,7.68,1.65,27.05,27.12,1.34,1.61,,,,,244.54,2.11,,,,17.62,27.27,1.53,1.15,3.68,1.36,4.09,12.41,6.71,6.29,,4.98,,0.65,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,34.63,,,,38.8,40.9,46.1,16.4,21.69,,,28.42,1.92,1.48,8.69,15.29,2.16,197.37,87.05,38.64,1.68,0.11,,,,94.21,62.71,26.69,21.66,33.52,2.26,2.41,1.06,0.57,9.04,3.18,,26.77,,,17.91,32.52,91.73,,,3.43,,2.56,4.9,84.94,84.94,3.81,2.85,,,,,31.55,4.84,,24.66,7.65,31.55,129.57,,,6.19,1.95,4.03,40.04,4.61,7.04,,7.75,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,56.42,,12.2,,,16.9,,10.9,55.41,,,57.34,2.21,0.14,0.04,70.98,1.18,18.83,519.12,44.07,8.34,0.67,,,,89.5,36.11,,14.31,11.4,2.67,2.79,1.12,0.52,,,,20.33,,15.72,10.23,85.86,96.46,5.51,,,,17.58,2.2,,19.88,,2.11,,,,,,3.05,0.96,,,61.51,,,2.09,10.53,1.17,,3.96,2,,,,,,221.81,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,35.71,,100.9,,,,,,19.89,,,28.22,,5.78,,,6.01,,,,,,,,,,,,,,209.96,,,,,,,,,16.47,,,,,,,,,2.98,,,,,,,,,,,,4.13,3.9,,,,,3.01,6.01,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,38.29,,18.8,33.9,6,,,4.2,27.04,2.48,,34.41,3.59,0.04,0.02,19.25,0.88,31.49,25.97,3.45,3.24,4.86,,0.18,2.48,13.25,5.76,30.29,10.92,6.1,0.31,0.32,7.55,0.11,1.05,7.45,2.48,9.67,19.8,,1.71,21.8,27.84,3.99,,1.41,,2.43,3.83,10.03,7.35,0.54,0.14,,,,,13.5,,,,,4.02,12,0.82,0.75,,0.21,4.28,12.32,10.22,45.12,,6.91,,4.63,29.62,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,70.78,63.18,2.6,5.9,,7,21.8,,6.8,56.39,,29.14,61.08,2.84,0.15,0.15,45.63,1.32,,22.1,60.56,2.39,0.84,,,,18.54,13.23,23.32,,15.06,3.65,3.77,5.39,0.37,16.16,5.17,,30.29,13.64,23.91,6.24,32.45,50.71,3.86,,12.01,,19.46,3.87,26.84,24.4,2.03,3.22,,1.13,1.58,,19.92,,1.26,,,17.02,21.93,2.33,1.43,,1.32,5.59,174.23,13.31,14.81,,7.6,,3.14,49.6,,,10,2556336665.0,Packaged Software,Technology Services
