Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ACN,46.93,54.38,0.3,15.1,11.9,7.8,16.1,6.2,13.6,50.38,2.11,17.18,52.71,8.46,,0.41,2.32,378.21,1.33,,20.67,69.65,0.29,0.12,,0.4,1.27,25.34,21.96,25.85,23.42,19.27,3.52,3.61,3.95,0.52,13.98,3.81,1.35,31.44,15.05,12.3,6.75,343.67,32.5,160.43,,,10.65,,13.6,8.89,35.05,32.72,2.92,3.72,,1.83,1.15,,26.76,6.45,1.36,,,25.37,38.37,2.75,1.95,28.59,1.33,13.89,213.29,28.33,27.64,,20.55,,2.49,43.88,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,8.95,62.18,,,,,,,30.6,49.59,,,59.37,3.81,,1.23,3.57,17.35,2.12,,500.24,126.62,,0.25,,,,,,,,,4.22,5.38,,0.5,,,,428.64,,,22.28,15.68,49.2,,,,,,,6.15,,,,5.71,,,,,,,,,11.64,,,,,10.64,2.12,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,81.4,50.94,1.7,9.4,,17.7,14.1,11.4,16.8,63.14,,9.51,55.26,14.84,,0.95,1.92,571.47,1.34,,51.51,36.2,0.52,0.25,,,,37.01,32.86,36.85,26,24,11.93,13.18,2.7,0.56,35.77,2.69,,31.89,22.2,15.1,11.31,579.35,87.87,58.85,,,27.97,,34.26,15.71,48.3,41.1,1.92,13.51,,1.32,1.21,,37.72,13.44,1.07,,,35.83,50.53,1.89,2.71,98.86,1.34,19.31,290.37,34.43,36,,21.47,,1.78,81.84,,,10,241068062221.0,Packaged Software,Technology Services
ADC,,42.42,,5.9,6.7,5.7,1.7,14.6,5.9,34.92,7.26,,41.28,1.43,,0.09,0.01,55.23,0.8,,516.77,50.06,5.2,0.46,,1.65,5.3,32.33,17.74,21.01,22.79,13.72,134.91,15.31,3.09,0.67,72.86,7.05,5.36,29.21,13.12,,,61.23,87.59,3.2,,,31.62,,48.32,1.11,32.3,31.31,5.05,9.79,,2.71,1.06,13.91,13.45,1.36,0.79,,,13.45,,4.66,0.84,1.33,0.8,2.34,,3.56,3.42,,3.55,,,25.69,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,40.09,40.92,,,,,,,,35.74,0.33,21.35,38.42,1.77,,0.82,0.14,10.88,2.02,,,39.32,2.51,1.67,,0.25,1.83,11.91,7.14,11.6,,,4.27,4.37,8.4,0.32,37.66,12.54,1.83,8.23,23.77,,,7.45,,2.33,,,17.33,,37.44,3.27,18.42,13.59,4.38,3.15,,,,,8.35,,1.52,,,8.05,11.28,,0.56,,2.02,5.89,739.29,13.76,20.45,,11.86,,18.05,25.88,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,,58.44,,30.2,11.6,25.1,26.1,12.4,17.3,64.57,3.22,3.7,61.23,5.41,,0.45,0.19,194.43,1.51,135.78,43.38,47.51,1.26,0.2,,0.46,1.82,31.29,18.74,32.13,37.51,23.38,11.5,9,3.2,0.74,28.02,3.36,1.9,31.89,18.18,8.72,0.21,179.38,62.47,12.28,,,24.34,,29.87,2.71,34.78,26.2,2.15,8.42,,1.44,1.49,,30.14,,1.26,,,21.45,26.03,1.74,1.55,,0.98,5.72,79.68,7.17,7.84,,6.96,,3.78,46.63,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,63.95,2.6,9.4,7.7,25.1,24.8,,15,91.85,4.12,,77.97,3.45,,0.07,0.14,58.21,1.6,54.59,25.95,21.61,1.6,0.4,,0.26,3.14,7.68,6.32,12.79,11.27,8.41,0.42,0.4,13.02,0.44,3.16,9.99,3.41,10.89,19.93,,,83.6,8,6.27,,,3.71,,4.32,1.24,9.07,8.37,0.46,0.35,,,,,10.43,0.79,0.83,,,6.94,9.18,0.37,26.82,1.68,0.95,6.14,22.76,13.62,14.11,,6.91,,17.4,12.94,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,49.9,0.1,22.6,,89.8,,,6.1,43.73,,,49.05,2.05,,0.28,0.39,32.52,1.15,22.66,64.76,44.66,3.04,1.12,,,,9.47,5.6,11.23,8.86,5.32,0.3,0.31,10.56,0.25,2.72,14.09,,12.25,,25.9,2.07,41.46,6.83,2.3,,,1.39,,2.99,1.3,14.52,11.66,,0.21,,,,,7.68,,,,,4.84,11.94,,1.29,,0.91,2.27,35.35,8.59,9.62,,7.63,,11.09,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,17.47,42.61,1.4,,10.8,13.1,11.6,16.2,8.4,36.62,3.91,1.05,37,2.3,,0.03,0.5,243.25,1.01,,2.87,64.89,0.6,0.77,,0.6,2.18,20.61,18.52,30.08,19.19,15.94,5.03,5.77,4.85,0.08,19.19,3.39,2.29,24.21,14.71,9.01,7.41,262.36,42.37,11.09,,,20.13,,21.44,23.12,28.32,28.22,2.14,5.71,,1.4,1.75,,29.7,14.05,1.23,,,25.52,46.73,2.34,2.7,156.94,1.01,6.55,468.47,59.97,98.92,,5.75,,3.33,40.07,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,31.6,53.19,0.9,25.4,,21.7,23.3,,14.2,54.26,,21,53,4.72,,0.52,0.86,258.5,0.82,,82.86,41.82,2.07,1.42,,,,49.39,43.97,44.5,44.43,40.18,9.22,10.14,2.02,0.19,22.78,2.26,,32.12,22.59,20.7,11.4,256.65,90.7,1128,,,16.48,,20.52,29.82,61.41,33.93,0.62,10.17,,,,,44.61,,0.97,,,42.49,92.63,1.36,2.85,,0.82,9.69,298.41,21.13,68.79,,9.08,,1.73,263.81,,,6,45606470933.0,Packaged Software,Technology Services
ADT,,45.45,,3.7,,,,,,35.45,2.37,15.31,41.51,0.42,,0.01,,6.77,0.68,71.99,87.8,30.02,4.06,2.08,,0.34,2.37,25.76,7.22,16.41,,5.23,2.87,2.46,3.88,0.24,15.02,13.63,2.37,,11.08,,,7.82,74.17,1.97,,,8.17,,19.94,1.65,13.27,16.24,,1.09,,,,,7.4,,,,,3.79,7.39,,0.52,,0.52,2.69,16.27,3.6,13.58,,,,11.67,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,,61.12,,9.9,,22.2,30.1,,10.6,60.04,,8.83,62.32,4.85,,0.45,0.37,98.0,1.38,,11.39,40.81,1.64,0.25,,,,18.59,16.13,16.72,15.81,14.31,1.5,1.62,5.38,0.69,9.71,6.46,,20.6,24.2,15,5.71,109.28,32.11,8.19,,,5.91,,8.59,2.25,25.53,22.7,1.21,1.53,,0.94,0.5,,15.67,,1.02,,,14.36,16.95,1.12,1.09,,1.38,6.43,121.61,11.05,9.36,,8.72,,3.93,44.98,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEHR,,38.76,,63.2,,,,,31.7,24.89,,,35.23,20.6,,6.35,7.88,14.48,11.53,233.81,55.61,50.03,0.33,0.07,,,,20.65,19.88,61.37,,,,4.82,4.84,0.86,7.85,1.53,,,,,,31.02,50.65,,,,25.77,,23.32,4.8,20.42,18.59,,5.28,,,,,67.42,1.99,2.39,11.42,5.37,52.93,73.61,,5.47,4.8,7.28,23,57.74,24.19,28.53,,52.84,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,5.3,42.05,0.9,13,,,,,6.1,30.86,0.41,,38.79,3.56,,3.11,1.02,96.75,5.1,128.37,54.08,61.89,4.98,0.89,,0.08,0.41,26.19,17.71,24.61,,12.08,2.33,2.2,3.82,0.45,8.93,4.09,0.41,41.61,23.08,,,95.68,35.78,19.54,,,7.75,,8.5,3.16,28.48,19.88,1.48,2.2,,1.02,1.61,,24.69,2.14,0.76,,12.07,17.45,25.13,0.9,1.35,5.17,4.1,5.83,21.34,7.5,11.59,,12.21,,,34.09,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,,73.74,,20.5,20.8,11.8,7.9,4,3.1,88.5,12.22,,81.47,2.44,,0.32,0.17,55.62,2.09,107.83,53.92,0.46,0.5,0.1,,0.73,2.87,11.88,7.43,31.67,13.28,7.33,4.11,4.46,8.42,0.68,14.13,3.39,2.87,22.5,21.86,,3.6,52.79,33.23,13.32,,,29.69,,26.12,1.43,13.53,25.27,0.98,4.13,,,,,29.04,1.43,0.98,,,10.49,11.74,1.01,1.51,1.82,0.74,7,11.61,9.28,10.3,,5.33,,0.54,40.3,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,67.98,55.88,,3.1,,,,,,55.55,1.3,45.36,54.29,4.33,,0.51,0.38,23.08,1.61,73.44,28.27,15.98,2.04,0.68,,0.28,1.83,15.25,9.15,9.14,11.33,7.71,0.98,1.01,6.56,0.49,11.05,12.75,2.15,13.21,0.17,,4.67,17.32,38.48,222.07,,,3.23,,6.93,2.63,26.84,15.2,,0.85,,,,,7.88,1.45,1.12,,,5.88,8.44,,1.44,3.11,0.89,4.91,15.2,13.07,10.16,,8.74,,13.75,22.41,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,,54.1,,5.1,5.9,3.4,,1.3,6.7,35.11,5.51,,50.42,0.82,,0.05,0.01,81.88,0.53,75.18,108.41,19.58,6.06,1.73,,0.79,4.16,21.6,12.04,,17.09,10.69,4.09,4.57,4.63,0.26,,,4.29,14.59,0.63,8.35,7.03,96.67,58.62,2.08,,,11.63,,19.78,1.71,19.35,19.19,3.49,2.24,,,,,,1.21,1,,,8.49,,3.51,44.25,1.71,0.36,2.32,5.32,4.85,9.04,,3.81,,,18.07,,,10,41234689544.0,Electric Utilities,Utilities
AESC,,35.72,,,5,,6.9,,7.2,31.65,,,33.54,0.43,,0.19,0.07,62.61,0.68,30.19,73.93,49.06,10.54,10.8,,,,26.06,14.54,,,,,2.93,3.84,0.06,,,,8.26,,7.12,4.2,0.0,19.77,1.7,,,1.97,,17.69,6.39,47.73,8.95,,0.87,,,,,,,,,,3.65,,,,,0.61,0.6,5.35,4.24,9.91,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AFRM,309.49,49.76,,,,,,5.8,30.4,61.59,,73.54,53.09,1.7,,12.29,0.31,33.42,48.83,,14.68,41.18,,2.37,,,,,,493.8,34.31,36.23,5.97,8.46,,0.29,1.71,0.32,,,,,26.97,41.46,54.6,,,,,,,3.88,,,,5.99,,,,,369.79,,,,7.74,71.01,,,,4.91,48.83,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
AFYA,85.11,56.07,,6.5,,24.4,19.9,26.5,26.8,68.1,,27.79,60.38,2.23,,0.68,0.29,20.27,1.18,3.2,142.83,61.71,2.73,0.81,,,,14.51,10.85,15.1,13.17,10.07,3.85,4.22,6.89,0.45,27.92,8.29,,,24.19,,26.88,21.9,61.25,1.97,,,12.98,,27.12,2.57,26.08,32.31,0.59,3.35,,,,,12.01,,,,,8.94,22.6,1.29,,,1.18,4.77,61.33,12.5,10.8,,9.96,,,,,,6,1469574000.0000002,Other Consumer Services,Consumer Services
AG,,67.19,,9.1,,,,,8,81.71,0.37,,75.02,1.21,,1.56,0.73,5.4,2.57,42.22,38.29,5.06,,0.19,,,0.37,,,,,,3.44,2.84,,0.69,,,0.35,,18.53,,,6.88,4.42,,,,,,,1.14,,,,2.59,,,,,,,0.65,,,27.94,,,5.4,1.14,2.04,,,,,,,,,,,,2,1664184423.375635,Precious Metals,Non-Energy Minerals
AGCO,,60.5,0.2,16.3,20.1,25.7,36.4,,16.7,79.53,1.85,,69.03,3.43,,0.14,0.39,115.99,1.46,122.38,46.12,39.04,0.9,0.33,,0.07,0.99,6.9,5.72,16.53,6.65,5.39,0.71,0.67,14.49,0.41,4.06,6.76,0.99,8.88,26.46,10.85,,155.94,26.21,24.95,,,8.13,,11.91,1.86,7.42,7.65,0.3,0.62,,,,,14.77,0.99,0.96,,,7.82,10.38,0.31,0.73,2.87,0.67,10.63,38.57,20.48,27.67,,19.36,,1.87,16.74,,,10,9201222919.0,Trucks/Construction/Farm Machinery,Producer Manufacturing
AGI,6.9,69.17,,2,17.3,10.6,13.1,24.2,12.7,80.67,3.51,,75.57,3.36,,0.96,589.71,13.59,2.36,148.57,91.98,14.67,,,,0.2,0.73,16.5,10.31,42.52,,,5.08,5.11,6.06,0.73,12.1,2.3,0.73,20.01,18.22,,4.58,10.74,37.68,126.42,,,20.48,,31.08,1.85,25.64,27.85,1.59,5.28,,,,,43.71,1.51,1.35,,,11.41,28.75,1.57,2.06,1.85,1.27,5.46,9.48,8.74,7.4,,6.58,,0.73,,,,5,4919131767.945206,Precious Metals,Non-Energy Minerals
AGIO,13.35,54.32,6.9,36,,,,,,27.43,,,46.55,6.56,,11.43,10.79,29.48,12.27,1821.5,1569.84,27.82,,0.09,,,,,,,,,17.49,36.59,,0.87,,,,,,,,79.26,89.26,,,,,,,2.03,,,,62.09,,,,,,,,2.53,2.33,,,,,2.03,11.99,,,,,,,,0.76,,,,1,1454238439.0,Pharmaceuticals: Major,Health Technology
AGL,,30.82,,,,,,,49.4,14.61,,,25.12,2.61,,0.5,9.87,5.23,1.51,,87.16,87.99,,0.08,,,,,,,,,0.27,0.4,,0.38,,,,,,,48.43,51.51,1.61,,,,,,,3.21,,,,0.54,,,,,,,,,5.28,,,,,3.71,1.51,,,,,,,,8.84,,,,,7602789688.0,Medical/Nursing Services,Health Services
