Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,6.88,60.02,0.42,1.9,5,6.8,3.9,10.3,3.7,5.12,2.8,69.73,0.98,3.73,65.08,5.26,0.7,0.39,140.58,2.09,123.03,58.99,71.61,1.81,0.58,,0.18,0.68,25.59,22.08,30.14,23.81,21.19,6.02,6.36,3.91,0.5,21.09,3.49,0.72,25.25,15.22,8.66,5.96,134.88,54.3,15.5,,19.8,,22.86,6.67,31.19,26.06,2.29,6.17,,0.85,1.47,,29.22,1.04,7.36,1.25,,,22.92,29.69,2.15,2.1,44.91,1.58,11.63,68.51,17.6,21.45,,14.54,,3.46,42.68,,,10,33913792728.0,Medical Specialties,Health Technology
AA,80.57,43.7,58.99,1.4,10.2,,,,,75.95,5.9,21.23,0.88,6.35,35.58,1.5,0.38,0.45,42.49,1.41,78.33,59.38,26.65,4.45,0.56,,,0.87,1036.21,20.44,,7.39,5.38,1.18,1.22,0.1,0.36,,,0.87,12.65,,,4.18,32.97,11.35,1.6,,,,2.02,2.27,,,,0.8,,,,,,1.29,,,,,22.38,,,1.66,2.16,0.8,,0.18,0.12,,,6.28,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,3.86,81,29.63,,10.4,,,,,597.78,27,91.91,,22.48,85.77,0.69,0.33,0.22,17.4,0.57,21.4,22.29,13.62,16.51,,,,,17.75,17.75,,8.48,5.71,0.71,0.79,5.63,,,,,8.52,,,4.01,16.24,20.34,1.4,,0.51,,5.17,,52.67,15.99,,0.22,,,,,,1.07,,0.56,,,5.07,,,,,0.47,0.43,6.13,5.96,,,2.95,,24.21,15.11,,,8,8696254174.0,Airlines,Transportation
AAP,,62.55,,3.6,,26,,,,,8.9,70.98,48.96,,66,1.9,0.08,0.12,44.97,1.34,232.75,194.44,24.05,7.27,1.47,,1.28,2.29,28.77,11.36,27.21,30.08,13.6,0.7,0.48,3.48,0.21,1.77,8.39,2.29,25.8,4.05,,,103.72,40.02,2.38,,0.36,,1.55,1,59.74,55.91,,0.21,,,,,11.92,0.43,2.08,0.2,,,6.26,84.84,,0.42,1.64,0.62,0.36,4.12,2.95,1.7,,1.76,,4.3,6.01,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,15.81,72.57,0.86,2.7,,4.9,6.2,6.4,8.6,,5.4,90.42,0.54,14.52,81.23,9.19,0.37,0.61,242.84,0.87,11.29,98.23,24.41,0.79,1.87,,0.15,0.41,30.15,27.59,34.14,28.08,25.86,8.91,9.5,3.32,0.16,27.83,2.96,0.41,32.85,18.11,11.49,6.89,188.17,46.21,,,23.97,,31.51,64.47,39.97,36.01,2.26,9.58,,1.52,1.68,,34.45,1.29,10.15,2.11,,,31.7,36.91,2.29,2.68,64.47,0.83,26.93,278.63,59.87,140.28,,32.51,,3.13,52.72,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,32.29,48.52,7.69,,,9.7,8.1,22.2,18.4,28.45,8.5,32.28,5.9,29.36,43.56,0.79,4.87,0.25,27.74,5.78,,148.94,6.31,7.97,1.8,,1.38,4.81,23.34,12.46,24.3,,,,7.29,4.28,0.35,29.66,8,4.81,56.22,8.95,,2.18,27.74,63.33,1.92,,16.36,,28.14,1.43,28.69,28.69,12.47,4.66,,2.48,1.36,11.63,15.71,1,1.36,0.61,,,10.36,19.1,,1.22,1.45,5.78,2.43,683.81,4.81,6.24,,4.5,,,33.74,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,37.45,41.92,4.03,,,7.8,9.6,1.7,7.4,21.19,3.8,36,5.75,19.36,41.66,1.8,0.17,0.1,176.19,0.65,84.15,73.91,75.86,3.9,11.78,,0.57,3.52,38.02,20.58,24.01,13.69,13.2,6.35,6.75,2.63,0.04,28.13,5.02,3.72,14.47,16.55,7.63,5.52,150.26,67.21,5.43,,9.22,,26.13,51.6,61.17,16.39,1.06,5.62,,0.6,0.66,,20.02,1.17,,1.28,,,18.95,35.27,1.62,1.58,,0.54,3.63,196.81,9.75,59.19,,8.83,,1.7,37.7,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,57.1,15.48,,8.7,,,,,,,62.89,,,59.03,1.87,8.08,9.01,3.0,9.34,,,376.42,,0.07,,,,,,,,,8.29,8.64,,0.77,,,,,,,22.79,1.02,,,,,,,0.78,,,,25.22,,,,,,2.94,,,2.7,2.07,,,,,0.91,9.34,,,,,,,,1.06,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,55.8,,,2.2,20.8,5.4,3.2,9.8,60.73,11,59.57,10.22,,58.4,4.01,0.59,6.19,2.29,1.2,93.05,189.94,25.24,0.13,0.03,,0.85,6.45,10.57,7.93,10.14,9.59,7.36,2.34,2.54,9.46,0.67,25.25,9.1,6.45,12.38,14.99,3.83,6.46,2.76,50.98,7.91,,16.92,,23.87,2.31,16.29,15.95,3.26,2.77,,,,,11.06,0.83,1.86,0.51,,,8.73,11.82,1.89,0.79,5.07,0.9,10.03,70.19,19.21,15.52,,15.33,,5.57,13.99,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,20.77,54.63,16.81,,50.3,,28.2,37.8,,8.08,24,39.32,,10.1,50.37,2.79,0.03,0.01,258.98,1.2,48.06,16.14,4.32,6.36,1.52,,,,13.86,12.6,38.83,11.82,10.77,0.57,0.61,7.22,0.33,1.58,5.13,,9.49,30.26,,6.16,263.59,17.41,3.89,,2.16,,5.9,1.51,14.67,9.63,0.3,0.32,,0.31,1.7,,19.63,0.98,,1.1,,,10.37,87.79,0.38,0.53,,0.41,3.64,17.42,9.79,10.8,,7.97,,,13.75,,,10,4632090814.999999,Specialty Stores,Retail Trade
