Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,33.84,44.35,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,41.07,1.06,,43.82,5.91,0.74,0.61,134.28,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.7,24.33,21.09,27.92,23.74,20.75,5.79,6.09,4.11,0.54,21.81,3.67,0.7,23.77,15.8,4.77,2.33,134.14,54.39,17.3,,21.75,,22.9,6.54,27.86,25.77,2.15,5.98,,0.82,1.73,,27.76,5.35,1.2,,,22.04,27.75,1.99,2.06,24.96,1.37,13.03,74.15,18.1,23.78,,16.15,,3.36,43.32,,,10,33913792728.0,Medical Specialties,Health Technology
AA,66.75,47.77,1.4,10.2,,,,,75.95,5.9,30.65,0.99,2.14,41.59,1.41,0.38,0.45,40.59,1.41,78.33,59.38,26.65,4.45,0.56,,,0.99,938.43,18.51,,6.65,4.84,1.06,1.11,0.11,0.36,,,0.99,12.72,,,4.06,33.81,11.35,1.6,,,,2.02,2,,,,0.71,,,,,,,,,,19.68,,,1.59,2.07,0.8,,0.18,0.12,,,6.28,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,0.08,62.86,,10.4,,,,,597.78,27,60.83,,,61.85,0.67,0.33,0.22,14.01,0.57,21.4,22.29,13.62,16.51,,,,,16.79,16.79,,6.2,4.55,0.7,0.74,5.96,,,,,6.93,,,4,15.93,20.34,1.4,,0.51,,5.17,,42.45,12.89,,0.18,,,,,,,0.45,,,4.14,,,,,0.47,0.43,6.13,5.96,,,2.95,,30.27,12.18,,,8,8696254174.0,Airlines,Transportation
AAON,90.59,69.7,,26.3,8.1,29.5,31.8,,20.3,29.5,67.38,0.35,48.96,69.64,32.02,,,134.63,3.06,92.39,12.1,42.3,0.24,0.09,,0.14,0.23,46.17,37.24,109.34,,,,9.31,2.17,0.77,8.52,0.94,0.23,45.89,20.37,19.69,14.93,79.69,35.65,94.37,,15.78,,20.14,13.72,59.31,59.31,2.36,9.31,,3.22,9.47,,109.23,6.72,1.81,,56.33,46.29,70.45,2.37,9.13,17.15,1.79,19.56,38.79,29.01,25.52,,21.87,,0.46,118.1,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,58.57,3.6,,26,,,,,8.9,72.61,51.95,,65.43,1.72,0.09,0.12,40.94,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.43,128.68,16.46,16.76,24.89,9.95,0.53,0.52,0.78,0.21,3.13,14.42,2.43,15.23,6.57,81.48,,147.0,39.48,0.41,,,,0.3,0.94,4094,4094,,0.22,,,,,6.91,20.68,0.19,,,4.47,14.81,,0.36,2.35,0.3,,0.91,0.64,,,0.32,,,5.47,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,23.13,45.9,2.7,,4.9,6.2,6.4,8.6,,5.4,46.44,0.58,22.15,44.5,8.64,0.37,0.61,225.12,0.87,11.29,98.23,24.41,0.79,1.87,,0.15,0.44,27.84,25.48,31.53,25.95,23.92,8.21,8.77,3.59,0.16,27.83,3.2,0.45,30.47,18.31,11.69,6.97,187.48,46.21,,,23.97,,31.51,59.71,37.03,33.35,2.1,8.86,,1.41,1.56,,31.93,9.41,1.96,,,29.38,34.19,2.12,2.49,59.71,0.83,26.93,278.63,59.87,140.28,,32.51,,3.39,48.83,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,44.05,49.99,,,9.7,8.1,22.2,18.4,28.45,8.5,39.33,6.01,19.59,46.87,0.78,4.87,0.25,27.35,5.78,,148.94,6.31,7.97,1.8,,1.38,4.89,22.89,12.22,24.12,,,,7.15,4.37,0.35,29.66,8.14,4.91,37.99,9.01,,2.94,26.71,63.33,1.92,,16.36,,28.14,1.4,28.2,28.2,12.26,4.53,,2.44,1.34,11.28,15.25,1.34,0.6,,,10.03,18.56,,1.2,1.42,5.78,2.43,683.81,4.81,6.24,,4.5,,,33.35,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,40.07,25.54,,,7.8,9.6,1.7,7.4,21.19,3.8,9.41,5.91,20.41,19.13,1.76,0.17,0.1,170.35,0.65,84.15,73.91,75.86,3.9,11.78,,0.57,3.62,37.11,20.09,23.44,13.36,12.89,6.2,6.59,2.69,0.04,28.13,5.19,3.82,14.04,16.74,7.57,5.47,149.8,67.21,5.43,,9.22,,26.13,49.96,59.15,15.85,1.02,5.42,,0.58,0.64,,19.23,,1.24,,,18.19,33.89,1.57,1.53,,0.54,3.63,196.81,9.75,59.19,,8.83,,1.73,36.48,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,56.15,,8.7,,,,,,,56.05,,,56.5,1.93,8.08,9.01,2.93,9.34,,,376.42,,0.07,,,,,,,,,8.29,9.09,,0.77,,,,,,,26.46,1.04,,,,,,,0.8,,,,24.91,,,,,,,,2.64,2.02,,,,,0.88,9.34,,,,,,,,1.03,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,44.88,,2.2,20.8,5.4,3.2,9.8,60.73,11,52.62,10.77,,46.65,3.65,0.59,6.19,2.22,1.2,93.05,189.94,25.24,0.13,0.03,,0.85,6.78,8.28,6.22,8.74,8.26,6.34,2.01,2,12.08,0.67,25.25,11.47,6.78,11.81,15.97,4.12,6.42,2.75,50.98,7.91,,16.92,,23.87,2.02,12.91,12.61,2.57,2.45,,,,,9.64,1.66,0.46,,,7.63,10.29,1.68,0.7,4.44,0.9,10.03,70.19,19.21,15.52,,15.33,,6.22,12.33,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
