Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,29.87,40.53,1.5,7.9,7.7,13.5,33.2,24.7,10.5,45.38,1.03,10.6,41.3,6.43,0.85,0.65,133.25,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.68,27.95,23.65,25.75,25.65,22.36,6.12,6.01,3.58,0.57,23.33,3.96,0.7,25.48,15.98,4.95,102.1,135.94,50.63,14.64,,18.84,,19.54,6.25,31.5,25.05,2.09,5.98,,0.8,1.59,,25.53,4.86,1.18,,,20.74,31.18,1.9,2.01,21.18,1.64,11.49,63.42,15.6,20.99,,14.11,,2.84,43.69,,,10,33913792728.0,Medical Specialties,Health Technology
AAL,,29.53,,10.4,,,,,27,31.25,,,28.35,0.66,0.33,0.21,11.19,0.58,20.92,21.48,13.98,14.34,,,,,14.01,14.01,,11.88,6.91,0.71,0.74,7.14,,,,,5.17,,46,4,18.56,21.59,1.73,,0.94,,6.83,,18.67,6.1,,0.15,,,,,,,0.32,,,2.8,,,,,0.48,0.76,7.26,6.75,,,3.98,,39.48,8.12,,,8,8696254174.0,Airlines,Transportation
AAON,15.13,60.95,,26.3,8.1,29.5,31.8,,29.5,82,0.62,6.08,70.81,26.86,0.07,0.49,79.26,3.13,101.08,13.09,45.31,0.06,0.02,,0.15,0.41,28.65,23.55,51.98,,,,5.67,3.49,0.82,10.92,1.95,0.41,,20.63,,,77.43,35.56,58.55,,15.44,,19.77,8.29,36.93,36.93,1.47,5.68,,2.03,4.52,,52.13,4.11,1.14,,29.04,26.94,39.75,1.59,5.63,10.3,1.57,19.39,38.08,29.18,25.9,,21.96,,0.82,76.23,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,2.91,46.52,3.6,,26,,,,8.9,68.21,32.92,16.53,52.17,1.31,0.09,0.11,65.76,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.54,74.05,18.24,15.85,19.84,10.87,0.66,0.66,1.35,0.21,4.18,12.02,1.54,17.87,5.77,116.65,1.3,163.7,39.77,1.15,,0.14,,0.85,1.53,95.3,95.3,,0.35,,,,,8.34,4.09,0.31,,,5.81,12.89,,0.57,3.95,0.29,0.13,1.96,1.42,0.62,,1.21,,,8.62,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,4.56,64.68,2.9,1.3,5.7,20.9,23.2,14.6,15.7,50.23,0.63,,61.09,9.67,0.54,0.64,207.72,1.04,11.92,90.05,21.43,0.8,1.41,,0.15,0.46,27.09,24.74,31.9,25.15,23.31,7.86,8.52,3.69,0.22,26.71,3.2,0.48,28.17,20.37,10.5,5,178.67,45.59,59.12,,26.31,,30.98,42.87,32.27,32.27,1.91,8.49,,1.33,1.51,,31.8,7.84,2.1,,,29.28,34.36,1.81,2.42,42.87,0.99,29.34,275.4,56.47,150.79,,34.62,,3.21,46.94,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,16.86,48.52,,,9.7,8.1,22.2,18.4,8.5,44.82,7.63,,47.72,0.64,0.98,0.06,21.53,2.06,,143.65,6.4,6.71,1.43,,1.49,6.21,21.6,11.46,23.93,,,,6.58,4.63,0.4,27.51,9.32,6.25,,8.09,,2.19,29.23,62.64,1.88,,15.46,,27.6,1.09,24.19,24.19,10.52,3.7,,2.1,1.17,9.45,13.45,1.09,0.47,,,8.54,16.7,,0.97,1.11,2.06,2.29,612.23,4.67,5.68,,4.28,,3.97,26.91,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,19.05,65.57,,,7.8,9.6,49.1,7.4,3.8,79.68,5.8,6.78,71.7,1.84,0.44,0.24,170.39,0.94,71.9,58.89,77.13,4,9.24,,0.55,3.55,36.5,19.45,16.44,14.08,13.61,6.52,6.62,2.74,0.05,40.24,7.28,3.63,15.18,24.23,6.21,3.88,141.92,62.28,5.83,,11.02,,24.96,37.53,50.56,15.55,1,5.48,,0.7,0.45,,13.68,,1.26,,,13.2,20.12,0.88,1.48,,0.83,4.34,199,9.56,52.94,,9.67,,5.03,37.12,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,20.29,,8.7,,,,,,3.3,,,11.93,2.01,6.66,9.48,2.89,7.76,,,342.96,,0.07,,,,,,,,,8.29,6.71,,0.77,,,,,,,,1.2,,,,,,,0.75,,,,23.83,,,,,,,,2.34,1.77,,,,,0.88,7.75,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,31.68,,2.2,20.8,5.4,3.2,9.8,11,30,11.53,,29.9,3.41,0.4,3.65,2.08,0.99,102.26,192.59,24.29,0.15,0.04,,0.77,7.26,8.25,6.09,8.31,8.15,6.19,1.95,1.91,12.12,0.65,25.4,12.55,7.26,12.18,14.86,6.1,6.19,2.99,50.66,6.83,,18.25,,23.83,2.06,11.12,10.67,2.18,2.24,,,,,8.87,1.59,0.41,,,6.86,9.99,1.72,0.67,4.84,0.7,10.77,64.69,18.64,17.03,,17.22,,6.59,10.95,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABM,16.13,67.42,2,8.4,5.9,40.8,24.6,,11.1,69.92,2.07,6.7,68.01,3.06,0.05,0.04,52.64,1.44,,,58.62,2.69,0.76,,0.28,1.69,11.23,8.79,13.13,11.92,9.35,0.55,0.56,8.9,0.37,4.23,10.51,1.71,16.06,26.58,,2.11,50.49,,4.81,,3.04,,4.88,1.79,13.78,16.76,1.04,0.42,,0.9,0.86,,9.87,,1.06,,,8.43,9.09,0.84,0.91,,1.44,5.04,65.99,10.75,13.69,,7.32,,2.65,26.86,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
