Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABG,,58.33,,58.9,,53,58.9,21.4,22.6,66.26,,,61.81,3.52,,0.02,0.01,216.89,1.06,37.87,17.45,7.15,3.4,1.09,,,,8.3,7.75,50.2,7.59,7.05,0.44,0.54,12.05,0.39,1.08,3.51,,6.72,31.31,1.3,15.63,250.29,18.62,6.46,,,4.07,,7.23,1.4,7.74,6.78,0.19,0.31,,0.21,0.94,,30.06,0.64,1.09,,,17.6,13.43,0.25,0.49,1.4,0.45,7.45,38.82,18.88,19.42,,13.63,,15.77,12.87,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,,50.31,2,8.4,5.9,40.8,24.6,,11.1,63.47,2.63,,54.71,2.89,,0.06,0.05,40.58,1.4,,,59.87,2.7,0.8,,0.28,2.13,9.64,7.46,20.53,10.4,8.17,0.49,0.49,10.37,0.37,2.36,7.3,2.17,12.58,24.32,,1.68,53.18,,4.97,,,3.1,,5.06,1.45,10.96,13.36,0.83,0.34,,0.7,1.21,,14.28,,0.85,,,11.22,12.54,0.8,0.77,,1.4,5.1,67.17,11.18,14.12,,7.45,,,22.46,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,,65.17,,,,,,201.3,10.9,70.91,,4.8,67.25,5.79,,1.12,4.75,152.5,1.78,,31.31,7.83,0.8,0.25,,,,32.47,32.01,20.33,26.95,23.34,8.35,9.63,3.3,0.43,44.22,4.2,,34.6,,21.09,12.78,180.99,82.67,132.29,,,56.87,,23.43,11.04,19.07,19.07,,10.65,,,,,24.02,3.07,,,18.71,23.8,,,,11.93,1.78,28.81,1074.22,33.01,89.29,,89.42,,1.65,,,,1,92399740712.0,Other Consumer Services,Consumer Services
ABT,7.24,55.95,0.5,6.2,13.7,16.4,23.1,20.5,11.4,62.02,3.43,8.83,56.37,5.19,,0.54,0.45,114.01,1.74,130.37,85.61,57,1.53,0.41,,0.49,1.83,28.53,20.33,45.2,22.23,19.29,4.91,5.13,3.51,0.52,11.2,2.28,1.94,24.69,17.45,0.9,3.02,108.73,55.19,11.82,,,14.27,,16.15,5.26,34.86,27.3,1.73,4.96,,1.14,3.12,,44.29,7.13,1.26,,,30.38,33.14,1.98,1.84,40.01,1.23,7.81,74.02,12.19,15.55,,10.69,,2.99,44.22,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,32.88,60.01,,6.8,,27.8,,,8.8,63.62,0.24,2.59,61.49,3.54,,0.38,0.3,82.91,2.35,68.58,44.74,60.01,0.94,0.22,,0.09,0.24,11.46,8.17,,,,1.79,2,8.73,0.66,,,0.24,24.08,22.86,,6.9,63.91,19.25,5.91,,,12.88,,7.54,1.77,14.26,35.82,1.87,1.83,,,,,,2.4,,,,21.46,12.88,1.46,1.15,3.71,1.46,8.37,24.29,12.82,12.97,,4.58,,4.42,,,,8,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,54.73,40.03,,,,6.1,5.7,12,11.6,34.5,,,37.31,4.55,,1.65,6.06,25.11,2.38,135.45,198.95,41.42,,0.16,,,,,,,21.08,27.17,4.18,6.09,,0.57,,,,34.97,,,25.48,29.93,95.86,,,,,,,11.39,,,,6.52,,,,,,,,54.59,17.94,,,,,13.99,2.28,,,,,,,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,3.77,55.56,,3.1,,15.1,48.7,,7.6,62.54,,10.8,56.73,2.37,,0.12,0.07,82.93,0.81,18.13,447.67,43.2,7.9,0.56,,,,142.32,47.56,103.81,15.28,12.26,2.81,3.17,0.7,0.51,3.03,1.13,,23.09,8.01,,11.04,84.55,96.32,6.15,,,,,17.44,2.8,,24.87,9.95,2.66,,,,,87.58,4.49,1.15,,,16.53,,4.38,2.03,18.31,0.81,,2.93,1.39,,,7.69,,1.35,401.04,,,8,6460318360.000001,Medical/Nursing Services,Health Services
ACI,5.59,37.46,,,,13.9,48,21.1,10.6,49.15,2.23,2.25,39.22,3.55,,0.03,0.02,21.58,0.85,31.8,26.09,3.33,3.19,5.83,,0.16,2.25,12.34,5.8,68.39,10.68,6.11,0.33,0.34,8.1,0.1,0.49,3.18,2.25,8.19,22.8,3.62,1.86,21.91,27.77,3.79,,,1.71,,2.6,4.85,9.1,7.17,0.28,0.15,,,,,30.69,,,,,4.83,19.4,0.5,0.94,,0.19,5.02,14.24,12.08,73.94,,7.61,,,39.44,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,13.01,62.36,2.3,4.3,,14.6,29.6,8.3,5.5,71.53,,29.3,65.38,2.31,,0.15,0.13,30.82,1.3,,22.68,72.2,3.25,0.91,,,,21.96,13.08,54.33,,12.27,2.87,3.1,4.55,0.37,5.62,2.32,,19.46,16.99,,4.79,31.11,49.84,2.62,,,6.24,,13.75,2.86,39.8,23.24,1.35,2.44,,1.47,3.03,,43.32,,0.91,,,28.05,58.64,1.73,1.17,,1.3,2.82,94.88,8.74,7.5,,4.65,,3.13,38.36,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,39.87,,16.5,,87.5,121.9,,39.3,30.67,,,35.68,8.52,,1.78,11.2,116.78,3.79,162.49,34,59.97,0.15,0.05,,,,12.1,11.71,17.46,,11.25,2.98,3.04,8.26,0.68,17.63,5.11,,,22.34,,14.06,110.82,43.46,49.71,,,21.78,,23.51,4.51,16.05,16.05,0.49,3.5,,,,,19.88,1.76,1.93,42.93,5.76,18.55,22.04,0.67,2.05,4.5,2.71,21.61,84.29,32.35,32.58,,38.22,,1.31,50.42,,,8,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,85.59,56.63,,,,,,,,52.17,,53.88,54.84,4.8,,2.54,4.05,61.3,2.84,,,211.86,,0.41,,,,,,28.88,,,47.27,63.21,,0.43,221.31,3.15,,,,,,0.0,,,,,,,,11.67,,,,64.5,,,,,28.68,,,32.61,20.78,24.66,,,,11.21,2.84,,,,,,,,,,,,,1598748014.0,Biotechnology,Health Technology
ACM,,56.3,4.6,,,0.1,22.9,46.8,7.7,65.45,0.84,1.54,59.44,2.14,,0.2,0.44,89.19,1.05,,54.73,61.01,4.81,1.21,,0.21,0.84,35.48,24.49,23.17,14.89,12.97,1.9,0.93,2.82,0.2,3.98,4.81,0.97,20.12,8.77,58.7,,83.59,6.54,5.01,,,0.42,,5.51,5.49,201.56,25.08,8.96,0.85,,,,,21.2,,2.02,,,17.5,77.39,,1.76,,1.05,0.54,42.47,6.94,2.56,,9.39,,4.22,135.37,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,26.08,58.89,0.3,15.1,11.9,7.8,16.1,6.2,13.6,59.22,2.18,15.25,57.84,8.34,,0.41,2.32,369.48,1.33,,20.67,69.65,0.29,0.12,,0.4,1.3,24.85,21.53,25.31,22.97,18.9,3.45,3.54,4.02,0.52,13.98,3.88,1.39,30.86,15.11,12.3,6.75,342.82,32.5,160.43,,,10.65,,13.6,8.73,34.43,32.14,2.87,3.67,,1.78,1.12,,26.28,6.3,1.33,,,24.9,37.73,2.69,1.91,28.08,1.33,13.89,213.29,28.33,27.64,,20.55,,2.52,43.1,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,25.77,55.12,,,,,,,49.8,62.32,,,58.41,2.95,,1.23,4.29,14.29,2.02,,514.57,130.55,,0.23,,,,,,,,,3.44,4.31,,0.49,,,,242.22,,,21.67,14.92,48.65,,,,,,,4.98,,,,4.99,,,,,,,,,9.22,253.33,,,,8.45,2.02,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,63.68,42.08,1.7,9.4,,17.7,14.1,11.4,16.8,26.7,,16.17,36.64,15.17,,0.95,1.92,546.62,1.34,,51.51,36.2,0.52,0.25,,,,38.07,33.8,38.8,26.75,24.69,12.28,13.56,2.63,0.56,35.77,2.6,,33,22.14,15.1,11.31,574.96,87.87,58.85,,,27.97,,34.26,16.26,49.99,42.54,1.99,13.97,,1.26,1.16,,39.06,12.88,1.02,,,37.13,52.28,1.81,2.59,94.73,1.34,19.31,290.37,34.43,36,,21.47,,1.73,84.67,,,10,241068062221.0,Packaged Software,Technology Services
ADC,,39.98,,5.9,6.7,5.7,1.7,14.6,5.9,43.54,6.95,1.12,39.93,1.45,,0.09,0.01,57.03,0.8,,516.77,50.06,5.2,0.46,,1.65,5.1,32.76,17.97,21,22.79,13.72,136.7,15.51,3.05,0.67,72.86,6.79,5.17,30.67,13,,,66.14,87.59,3.2,,,31.62,,48.32,1.15,33.53,32.51,5.24,10.18,,2.8,1.09,14.45,13.96,1.41,0.81,,,13.96,,4.82,0.86,1.38,0.8,2.34,,3.56,3.42,,3.55,,,26.67,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,3.33,53.25,,,,45.3,,,,49.72,0.38,10.05,51,1.89,,1,0.13,12.13,2.68,,,49.87,2.5,1.8,,0.21,1.62,12.31,7.52,11.88,,,4.58,4.6,8.12,0.31,37.58,11.49,1.62,8.69,27.37,,1.28,6.69,,2.49,,,31.69,,38.22,3.85,10.95,13.16,1.02,3.46,,,,,9.2,,1.6,,,9.08,12.38,1.99,0.63,,2.68,9.48,403.78,12.38,28.12,,18.67,,14.15,42.66,,,4,1062196184.9999998,Packaged Software,Technology Services
ADI,,43.6,,30.2,11.6,25.1,26.1,12.4,17.3,37.75,3.22,5.99,40.44,5.06,,0.3,0.14,188.27,1.37,130.6,45.57,48.24,1.14,0.2,,0.4,1.83,25.58,16.06,27.68,30.1,19.16,9.8,8.05,3.91,0.73,28.9,3.82,1.83,26.11,16.95,9.26,1.92,189.77,64.01,15.05,,,26.94,,32.37,2.62,28.68,22.48,1.84,7.71,,1.24,1.33,,26.72,,1.16,,,19.7,23.39,1.65,1.54,,0.86,6.68,97.52,8.25,9.18,,7.92,,4.51,45.19,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,37.99,0.6,8.8,4.6,30.8,34.3,,16.4,57.17,4.25,,43.79,3.57,,0.08,0.16,53.65,1.69,53.88,25.28,21.49,1.48,0.38,,0.23,3.41,6.86,5.75,74.62,10.54,8.22,0.41,0.38,14.58,0.46,0.5,1.68,3.68,10.19,18.1,,,84.32,7.78,6.66,,,4.06,,4.23,1.15,7.56,7.2,0.44,0.31,,,,,57.35,0.69,0.75,,43.62,14.5,15.25,0.34,,1.54,1.07,6.85,24.67,14.91,15.96,,7.05,,13.12,12.12,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,52.55,0.1,22.6,,89.8,,,6.1,58.17,,,53.95,2.05,,0.28,0.39,34.5,1.15,22.66,64.76,44.66,3.04,1.12,,,,9.56,5.66,11.11,8.94,5.37,0.31,0.31,10.46,0.25,2.72,13.13,,12.59,,25.9,2.07,41.39,6.83,2.3,,,1.39,,2.99,1.39,15.58,12.51,,0.22,,,,,7.93,,,,,4.98,12.29,,1.37,,0.91,2.27,35.35,8.59,9.62,,7.63,,10.93,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,3.43,73.85,1.4,,10.8,13.1,11.6,16.2,8.4,79.27,3.68,,77,2.34,,0.03,0.5,253.0,1.01,,2.87,64.89,0.6,0.77,,0.6,2.04,21.27,19.11,30.89,21.27,17.61,5.5,5.96,4.7,0.08,19.19,3.27,2.22,27.55,14.63,9.01,7.41,259.09,42.37,11.09,,,20.13,,21.44,23.96,29.34,29.24,2.22,5.9,,1.45,1.82,,30.79,14.62,1.28,,,26.44,48.46,2.43,2.81,163.23,1.01,6.55,468.47,59.97,98.92,,5.75,,3.16,41.55,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,8.72,61.13,0.7,,,35.7,33.4,14.9,16,56.14,,18.59,59.33,4.87,,0.5,0.74,258.28,0.75,,88.76,39.8,2.11,1.79,,,,50.62,45.02,32.76,33.4,30.88,9.26,10.59,1.98,0.16,32.42,3.1,,32.89,,20.1,10.95,255.16,90.55,363.33,,,17.15,,20.39,37.73,61.47,35.35,,10.57,,,,,32.71,,1.02,,,31.72,53.78,,3.01,,0.75,10.08,284.48,21.54,81.35,,9.59,,2.12,297.35,,,6,45606470933.0,Packaged Software,Technology Services
ADT,,58.95,,,,,,,,62.53,2.05,,60.98,0.41,,0.1,0.03,6.83,0.72,55.53,62.14,28.64,4.52,2.99,,0.35,2.04,25.76,7.36,15.73,,6.01,3.06,2.26,3.88,0.19,14.28,15.76,2.33,18.33,9.84,,,6.65,65.95,2,,,0.54,,15.76,1.96,171.75,17.39,,0.99,,,,,6.97,,,,,3.78,13.11,,0.53,,0.63,0.22,18.01,4.04,1.15,,13.55,,3.01,,,,2,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,,57.75,,8.9,,16,16.2,125.9,8.9,63.01,,,60.23,4.33,,0.57,0.37,94.3,1.51,,10.95,42.73,2.2,0.32,,,,19.58,16.81,16.82,15.13,13.1,1.46,1.61,5.11,0.66,9.42,6.37,,19.49,23.3,15,6.09,111.92,31.69,7.89,,,5.61,,8.14,2.22,26.43,22.83,1.49,1.48,,1.17,0.83,,15.77,,1.01,,,14.35,17.03,1.2,1.01,,1.51,6.04,110.49,10.3,8.88,,8.32,,5.51,45.13,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,,47.58,,7,7.1,6.9,6.1,,8.6,61.18,4.81,,52.33,0.83,,,,69.51,0.52,56.33,70.22,27.34,4.75,1.45,,0.59,3.62,18.27,10.17,,17.4,9.74,4.03,4.33,5.47,0.28,,,3.85,15.11,,5.68,5.36,106.13,43.39,2.89,,,14.59,,19.8,1.66,15.8,16.43,4.44,2.3,,1.23,,,,1.12,0.91,,,6.77,,3.13,144.81,1.72,0.33,3.01,5.88,5.34,10.9,,3.55,,,18.54,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,50.85,,63.2,,,,,31.7,63.18,,,57.95,24.32,,6.35,7.88,17.68,11.53,233.81,55.61,50.03,0.33,0.07,,,,25.21,24.27,77.74,,,,5.88,3.97,0.86,7.85,1.22,,,,,,30.6,50.65,,,,25.77,,23.32,6,25.56,23.27,,6.59,,,,,84.42,2.43,2.92,13.93,6.55,66.24,92.13,,6.67,6.01,7.28,23,57.74,24.19,28.53,,52.84,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,5.48,49.31,0.9,13,,,,,,51.66,0.39,,49.33,3.1,,3.11,1.12,103.51,5.1,128.37,54.08,61.14,4.7,0.82,,0.08,0.39,28.4,18.89,25.04,,12.08,2.4,2.27,3.52,0.45,8.93,3.83,0.39,44.44,22.92,,,95.94,35.78,19.54,,,7.75,,8.5,3.38,30.49,21.29,7.89,2.36,,,,,26.43,2.28,0.81,,12.89,18.72,26.96,0.99,1.44,5.53,4.1,5.83,20.41,7.13,11.59,,12.24,,,36.44,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,1.83,40.09,,19.8,44.3,,34.8,,8.8,47.73,16,9.3,41.28,2.13,,0.33,0.17,47.8,1.99,110.15,55.91,0.47,0.48,0.11,,0.79,3.43,8.15,5.59,39.63,19.97,9.15,3.48,3.96,12.27,0.68,9.82,2.67,3.43,18.28,21.75,,0.01,51.23,32.72,16.58,,,40.53,,24.71,1.13,8.75,23.08,1.24,3.48,,,,,36.02,1.24,0.85,,,9.69,8.1,0.92,1.27,1.46,0.71,9.41,14.65,11.8,13.8,,5.17,,1.19,38.23,,,8,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,34.93,66.05,,3.1,,,,,,74.54,1.36,29.65,70.3,4.28,,0.29,0.2,22.23,1.63,78.83,27.1,16.59,2.57,0.7,,0.23,1.89,22.74,11.41,9.24,11.74,8.08,1.01,1.07,4.4,0.49,11.45,13.1,2.23,13.59,0.29,,4.27,17.37,37.75,81.6,,,4.3,,6.51,2.55,20.23,17.57,,0.87,,,,,7.65,1.57,1.07,,,5.72,8.22,,1.39,3.2,0.7,6.27,9.8,8.72,13.49,,7.93,,14.24,21.81,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,,60.63,,5.4,5.4,6.6,7.6,8.6,6.8,81.22,5.57,2.26,67.98,0.84,,0.05,0.01,81.35,0.6,65.49,106.07,18.49,6.03,1.69,,0.74,4.2,21.67,11.97,,17.75,10.38,4.01,4.41,4.61,0.27,,,4.33,14.47,1.1,6.07,6.36,104.45,57.84,2.14,,,11.7,,19.33,1.69,18.7,18.22,4.14,2.18,,,,,,1.17,0.97,,,9.97,,3.22,22.85,1.69,0.44,2.4,5.33,4.83,9.31,,3.92,,,17.76,,,10,41234689544.0,Electric Utilities,Utilities
AER,16.74,62.64,,,,,,,,68.82,,19.87,63.99,0.68,,1.58,0.05,77.64,4.44,4.44,63.59,5.66,10.74,2.92,,,,30.71,13.78,,15.95,9.39,7.73,8.17,3.26,0.23,,,,,,,13.1,62.12,32.4,,,,33.76,,26.6,1.03,7.27,9.44,,2.48,,,,,,0.72,1.43,,,3.43,7.68,,2.17,1.26,4.39,3.6,3.34,2.9,15.72,,2.65,,24.85,14.23,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,47.27,,,5,,7.1,,7.3,58.15,5.27,,50.58,0.47,,0.26,0.08,16.77,0.83,32.17,58.38,50.8,12.73,9.86,,0.43,3.99,34.96,17.27,,17.48,11.09,3.11,2.91,2.86,0.06,,,3.99,8.83,,6.91,5.08,24.15,20.17,1.84,,,,,18.33,5.79,,11.04,,0.9,,,,,,,1.02,,,3.4,,,,,0.74,,4.21,3.23,,,14.81,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,35.72,,,5,,7.1,,7.3,31.65,,,33.54,0.47,,0.26,0.08,62.61,0.83,32.17,58.38,50.8,12.73,9.86,,,,34.56,17.07,,,,,2.88,2.89,0.06,,,,8.81,,6.91,5.08,0.0,20.17,1.84,,,,,18.33,5.79,,11.04,,0.9,,,,,,,,,,3.4,,,,,0.74,,4.21,3.23,,,14.81,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,,57.31,,,,,,,,64.78,3.07,,60.25,3.57,,2.42,2.61,17.97,3.22,20.1,45.73,49.34,0.41,1.71,,0.05,3.1,2.84,2.54,11.27,,2.47,1.15,1.34,35.21,0.06,11.65,6.89,4.73,8.67,,,19.99,0.0,52.8,24.18,,,36.66,,47.14,13.24,21.03,6.06,,1.68,,,,,14.38,1.91,,,,3.53,,,,13.15,3.1,23.66,45.2,34.45,80.3,,41.34,,,,,,2,2304000047.0,Construction Materials,Non-Energy Minerals
