Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ACAD,,49.87,,,,,38.8,40.9,46.1,223.57,16.4,36.01,,9.01,45.89,2.82,,1.64,11.45,16.73,2.29,235.21,82.57,38.31,0.4,0.09,,,,20.47,18.45,11.33,14.04,17.32,2.24,2.47,4.89,0.59,21.82,7.21,,21.93,,,15.88,34.15,91.61,,,,13.83,,12.08,4.87,21.68,21.68,0.97,3.02,,,,,13.8,0.49,2.37,,16.73,7.15,13.8,21.11,,,5.95,2.11,15.57,203.67,21.17,27.32,,51.02,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,35.19,,,12.2,,,16.9,,,10.9,24.13,,,34.02,1.7,,0.13,0.04,38.59,1.07,18.46,542.09,44.04,3.16,0.66,,,,11.56,8.82,,8.93,7.05,1.61,1.82,8.65,0.52,,,,10.8,0.9,10.72,8.88,85.23,96.45,5.11,,,8.99,,17.48,1.18,12.8,11.13,,1.15,,,,,,0.45,1.58,0.53,,,27.66,,,1.16,5.17,1.06,5.05,19.42,10.06,9.78,,8.25,,,115.07,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,65.89,68.2,,100.9,,,,,,,69.2,,67.65,66.29,,,5.79,,,6.03,,,,,,,,,,,,,,68.81,,,,,,,,,23.13,,,,,,,,,,8.13,,,,,,,,,,,,,11.23,10.53,,,,,8.14,6.03,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,47.64,3.83,,18.8,33.9,6,,,132.17,4.2,42.45,2.54,,45.82,3.52,,0.04,0.02,19.41,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.53,14.29,5.9,31.67,12.43,6.45,0.3,0.32,6.94,0.11,0.99,7.16,3.17,8.32,16.69,,1.77,21.48,27.85,3.83,,,1.25,,2.28,3.63,11.08,7.58,0.56,0.14,,,,,14.03,0.9,,,,,4.11,13.91,1.23,0.82,,0.22,3.79,11.26,9.28,37.17,,6.52,,7.23,27.76,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,79.35,40.22,10.09,2.6,5.9,,7,21.8,,142.28,6.8,26.85,,51.17,34.5,3.6,,0.26,0.17,52.43,1.56,,21.51,50.45,2.07,0.77,,,,17.03,12.72,22.57,,13.96,3.64,3.89,5.87,0.43,17.25,5.12,,27.89,13.35,23.1,7.94,34.09,52.2,4.73,,,14.04,,22.14,4.1,24.51,22.4,1.87,3.45,,1.15,1.74,,20.01,1.54,,1.34,,,17.56,22.4,2.18,1.55,,1.56,6.9,262.89,15.7,17.86,,8.99,,3.51,53.01,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,33.61,,0.9,22.7,,62.7,72,31,57.41,34.8,18.8,,,30.11,6.51,,2.3,13.15,69.18,4.45,183.28,30.95,67.21,0.16,0.05,,,,6.7,6.34,10.07,,7.13,1.7,1.65,14.93,0.73,16.36,7.62,,14.06,25.37,,,112.54,44.28,44.08,,,20.65,,21.88,2.37,10.5,10.5,0.21,2.17,,,,,13.26,0.61,1.02,0.94,10.37,2.96,12.05,13.02,0.41,0.95,2.37,3.29,17.31,67.54,25.93,24.8,,28.79,,2.68,22.51,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,68.12,34.21,2.53,,,,2.6,0.1,,,,18.03,,62.78,27.89,8.61,,4.19,8.79,75.21,4.29,,,71.34,,0.14,,,,,,996.35,,,38.37,22.91,,0.63,2.3,0.09,,,,,16.03,0.0,,,,,,,,8.43,,,,24.89,,,,,513.13,,,,13.9,13.29,157.15,,,,8.43,4.29,,,,,,,,0.33,,,,,1598748014.0,Biotechnology,Health Technology
ACM,16.46,33.18,7.5,2.5,,,13,17,11,,9.8,5.93,0.81,23.04,20.77,2.39,,0.25,0.52,107.04,1.13,,56.38,59.69,2.8,1.39,,0.19,0.82,17.48,14.6,22.32,14.26,12.72,2.03,1,5.72,0.18,4.4,5,0.97,21.01,10.24,11.48,4.13,101.98,6.73,4.98,,,2.5,,5.74,6.49,36.13,23.66,2.44,0.91,,,,,20.58,1.05,,1.89,,,17.61,44,3.9,1.9,,1.13,3.46,112.49,16.41,18.05,,11.41,,3.41,156.24,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,3.64,38.34,5.58,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,18.21,2.71,24.04,31.2,7.23,,0.26,1.22,372.16,1.1,,20.51,69.84,0.37,0.15,,0.43,1.54,22.28,19.43,25.24,20.34,16.56,3.16,3.35,4.49,0.51,13.27,3.96,1.7,29.37,13.32,8.86,6.99,331.21,32.61,162.73,,,11.19,,14.79,7.68,30.41,29.06,3.12,3.41,,1.5,1.2,,25.64,1.12,8.69,1.29,,,24.19,36.93,3.26,1.8,50.97,1.1,13.75,236.59,27.79,26.8,,19.63,,2.72,37.66,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,44.12,42.93,3.82,,,,,,,,30.6,30.11,,21.17,37.18,3.46,,0.68,2.5,20.94,1.51,,452.01,118.12,,0.25,,,,,,377.6,,,4.14,5.39,,0.44,1.43,0.25,,529.26,,,28.45,18.87,51.48,,,,,,,7.4,,,,5.41,,,,,412.45,1.11,,,,56.59,79.57,,,,29.85,1.51,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,27.65,,2.5,0.9,,8.8,13.9,6.9,48.68,13.3,10.36,,,20.38,10.52,,0.75,1.3,437.39,1.07,,51.08,33.15,0.76,0.43,,,,27.1,24.18,24.44,17.88,16.58,8.19,8.95,3.69,0.47,36.61,4.05,,21.62,18.46,12.12,9.73,570.46,89.04,45.8,,,25.85,,36,13.77,35.59,23.96,1.47,9.22,,0.76,0.8,,25.11,0.77,19.49,0.71,,,24.54,32.98,1.57,1.84,361.73,1.07,18.71,304.83,35.09,36.84,,23.74,,4.03,52.85,,,10,241068062221.0,Packaged Software,Technology Services
ADC,24.91,29.88,4.57,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,15.34,5.81,25.78,23.35,1.7,,0.08,0.01,69.44,0.74,,573.52,54.1,5.08,0.51,,1.67,4.24,35.41,19.95,23.95,30.63,18.45,16.01,17.49,2.82,0.65,73.03,5.72,4.3,37.45,12.01,2.94,11.61,74.1,87.94,2.87,,,31.62,,48.86,1.43,39.02,39.61,6.39,11.85,,3.37,1.26,16.7,16.24,0.94,1.7,0.93,,,16.24,,5.89,0.98,1.71,0.74,2.41,,3.83,3.64,,3.69,,,31.39,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,,57.75,,,,,,,,13.28,,45.2,0.26,7.17,55.87,2.06,,1.25,0.17,13.73,3.42,,,38.31,2.94,1.41,,0.19,1.45,19.52,10.73,14.94,,,4.99,5.67,5.12,0.35,37.93,8.67,1.45,9.75,12.29,,,9.58,,1.91,,,12.01,,30.96,3.98,38.22,12.86,4.15,4.52,,,,,11.91,1.43,,2.17,,,10.76,16.25,,0.7,,3.42,3.78,475.57,9.9,11.55,,10.09,,9.07,105.85,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,6.37,36.69,,1.9,,10.4,9.3,16.8,1.7,,1.2,17.33,3.05,,30.37,5.44,,0.79,0.31,207.78,1.84,136.23,40.16,47.5,1.82,0.22,,0.89,1.77,51.63,25.79,34.72,29.72,22.5,10.54,11.5,1.94,0.73,33.12,3.03,1.77,29.24,17.01,20.59,10.86,153.25,57.08,6.42,,,17.35,,21.96,2.93,63.15,51.14,4.69,10.99,,2.67,1.76,,33.19,1.36,,1.58,,,26.9,34.55,3.66,1.69,,1.35,3.37,46.57,4.62,4.63,,4.23,,1.51,47.98,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,32.34,,2.6,9.4,7.7,25.1,24.8,,89.18,15,17.51,5.27,,27.31,3.09,,0.04,0.07,49.38,1.4,50.57,24.48,21.74,2.74,0.52,,0.39,4.01,11.51,8.37,9.84,13.34,9.33,0.41,0.4,8.69,0.42,4.05,14.79,4.01,10.66,23.33,,,78.3,7.08,3.58,,,2.07,,2.85,1.08,14.16,10.09,0.55,0.29,,,,,7.27,0.63,0.84,0.71,,,5.06,6.81,0.52,1.29,1.59,0.84,3.34,14.4,8.6,7.7,,4.13,,17.17,10.93,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,30.41,,3.5,,,,,,,4.5,13.1,,,24.11,1.73,,0.26,0.39,17.26,1.11,21.21,66.18,45.49,3.67,1.13,,,,10.26,5.07,12.01,7.58,4.14,0.21,0.2,9.75,0.23,1.89,18.9,,8.79,26.59,30.6,,37.59,6.32,2.09,,,0.12,,2.72,0.69,75.09,9.4,0.48,0.11,,,,,5.5,0.46,,,,,2.83,8.58,0.45,0.52,,0.9,0.19,23.38,5.76,0.85,,4.79,,22.48,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,27.32,33.61,7.15,1.2,,13.8,15.3,15.1,13,13.01,9,13.87,3.48,21.74,24.96,3.02,,0.19,0.79,291.33,1.01,,3.27,65.98,1.56,1.75,,0.59,1.99,22.05,19.99,29.31,22.3,20.59,5.86,6.48,4.54,0.11,22.11,3.47,2.14,29.27,14.95,8.76,7.46,272.09,42.56,9.92,,,20.87,,21.92,21.99,30.79,30.59,2.53,6.43,,1.52,1.67,,29.07,1.07,9.94,1.27,,,25.46,41.82,2.47,2.95,71.23,1.01,7.01,518.83,59.25,86.24,,6.18,,1.86,43.32,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,28.15,41.52,13.14,0.9,25.4,,21.7,23.3,,,14.2,22.46,,25.02,34.63,5.71,,0.38,0.66,293.63,0.65,,102.91,35.66,1.75,0.99,,,,49.1,43.4,51.01,32.17,29.97,9.29,10.73,2.04,0.26,21.04,1.99,,31.84,22.33,11.65,11.74,261.1,90.71,,,,18.3,,21.86,24.12,58.1,35.37,0.65,10.65,,,,,50.59,1.12,,1,,,46.94,99.53,1.42,2.83,,0.65,11.12,392,23.35,51.52,,9.86,,0.71,218.53,,,6,45606470933.0,Packaged Software,Technology Services
ADUS,25.21,60.79,,,9.9,,22.2,30.1,,18.33,10.6,73.8,,0.75,66.72,8.78,,1.41,4.48,129.6,2.11,,11.17,35.23,0.41,0.05,,,,20.36,18.01,17.25,14.01,12.59,1.49,1.92,4.91,0.82,11.15,5.37,,21.91,23.53,13.56,13.67,100.84,32.28,12.12,,,6.5,,9.15,2.48,29.7,25.05,1.34,1.93,,1.03,0.56,,17.48,1.28,3.64,1.25,133.61,18.44,16.22,20.12,1.29,1.28,11.92,2.11,6.89,155.12,11.61,9.24,,9.02,,2.83,52.73,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEHR,,57.19,,,99.7,,,,,52.85,46.7,61.73,,,60.29,11.44,,2.45,5.64,13.32,6.03,461.76,71.29,51.67,0.87,0.06,,,,60.98,48.23,,,,,6.36,1.64,0.84,,,,44.4,,,24.38,21.41,50.48,,,,49.64,,10.43,3.3,13.93,12.52,,6.86,,,,,,0.62,1.46,2.53,27.18,5.67,2275,22.86,,3.84,4.03,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,1.2,50.36,9.63,0.9,13,,,,,,6.1,40.07,0.34,2.42,46.91,4.51,,2.25,0.99,113.93,4.62,139.39,54.35,65.57,5.33,0.57,,0.11,0.34,78.69,35.25,59.34,,12.08,2.77,2.98,1.27,0.53,5.01,1.69,0.34,23.21,15.13,,,85.19,35.16,2.31,,,2.91,,4.34,3.76,101.84,31.81,2.37,2.97,,1.6,3.78,,58.87,1.34,2.88,1.02,,13.53,32.97,90.77,2.46,1.76,6.07,3.32,1.74,8.27,2.59,3.75,,8.16,,,41.17,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,48.72,36.94,0.76,,20.5,20.8,11.4,7.9,4,4.55,3.1,18.13,8.81,27.61,30.26,3.27,,0.59,0.61,77.36,1.75,111.46,54.12,0.39,0.48,0.08,,0.47,2.06,23.03,12.64,22.61,12.73,8.8,4.22,5.4,4.34,0.69,23.84,4.49,2.06,15.8,11.58,28.12,14.59,63.94,40.9,27.86,,,13.05,,34.15,2.03,41.05,24.06,0.94,5.29,,,,,22.19,1.21,1.64,1.19,,,11.63,25.56,2.59,1.85,2.54,0.83,3.5,8.35,6.58,5.13,,5.69,,2.49,51.53,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,,34.62,,,10.5,45.5,,,66.4,90.5,5.8,19.08,2.66,,29.89,3.72,,0.19,0.12,16.36,1.57,78.76,29.59,15.73,2.12,0.8,,0.3,3.05,10.14,6.67,22.79,9.18,6.3,0.79,0.81,9.86,0.47,3.56,6.1,3.05,8.98,1.69,10.05,3.02,17.92,38.95,,,,4.28,,8,1.8,14.02,9.94,,0.6,,,,,16.58,0.91,0.97,0.74,,,8.25,44.81,,1.07,2.13,0.63,6.46,18.28,15.69,13.34,,11.06,,8.38,14.14,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,17.74,29.23,,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,11.4,5.21,10.45,21.75,0.87,,0.04,0.01,91.24,0.57,84.7,104.49,18.81,5.79,1.66,,0.71,3.93,21.45,12.07,,16.56,10.51,4.16,4.7,4.66,0.27,,,4.09,15.52,0.89,12.99,4.6,94.05,61.23,2.17,,,13.46,,20.61,1.82,18.33,18.26,3.32,2.46,,,,,,0.97,1.22,1.06,,,7.51,,,10.73,1.82,0.41,2.7,5.48,4.94,10.22,,4.35,,0.8,19.34,,,10,41234689544.0,Electric Utilities,Utilities
AER,30.78,36.35,,,6.4,,,5.5,,3.17,,23.82,0.79,3.72,31.13,0.73,,2.25,0.08,93.08,4.5,5.24,57.13,3.06,10.49,2.89,,0.05,0.82,30.42,13.59,,15.95,9.39,7.73,8.02,3.29,0.23,,,1.09,7.59,,12.74,2.68,85.32,32.61,,,,32.41,,26.37,1.04,7.42,9.43,,2.33,,,,,,1.09,0.72,1.39,,,3.29,7.09,,1.56,1.22,4.45,3.53,3.38,2.94,15.15,,2.69,,12.26,14.34,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,31.61,,,,5,,6.9,,,7.2,17.24,7.05,,28.17,0.41,,0.16,0.07,12.44,0.85,25.49,94.7,48.4,11.13,8.95,,0.3,5.52,28.51,15.38,,9.69,6.61,2.07,3.31,3.51,0.07,,,5.55,6.06,,6.76,2.84,21.28,19.44,1.43,,,8.34,,17.25,2.7,8.68,5.39,,0.73,,,,,,0.58,1.44,0.75,,,3.73,,,,8.74,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,34.25,,,,5,,6.9,,,7.2,31.64,,,33.3,0.41,,0.16,0.07,62.61,0.85,25.49,94.7,48.4,11.13,8.95,,,,28.51,15.38,,,,,3.31,3.51,0.07,,,,6.72,,6.76,2.84,0.0,19.44,1.43,,,8.34,,17.25,2.7,8.68,5.39,,0.73,,,,,,,,,,,3.73,,,,,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AFRM,26.75,48.22,42.2,,,,85.6,17.5,,1.59,11.1,29.8,,109.5,41.26,2.44,,15.58,0.3,63.0,64.66,,18.63,43.32,66.55,2.51,,,,,232.61,65.41,36.06,38.28,8.11,9.86,,0.28,15.07,1.91,,,,,26.03,38.89,65.71,,,,,,,7.01,,,,7.84,,,,,52.33,1.62,,,,13.24,36.29,,,,8.7,64.66,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
