Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,23.72,57.67,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,51.8,1,,56.97,6.29,0.74,0.61,143.89,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.66,26.33,22.82,30.21,25.69,22.46,6.27,6.59,3.8,0.54,21.81,3.43,0.66,25.46,15.58,4.88,2.33,133.75,54.39,17.3,,21.75,,22.9,7.01,29.85,27.62,2.3,6.49,,0.8,1.7,,29.69,5.73,1.28,,,23.58,29.69,2.13,2.21,26.75,1.37,13.03,74.15,18.1,23.78,,16.15,,3.09,46.42,,,10,33913792728.0,Medical Specialties,Health Technology
AA,12.22,64.75,1.4,10.2,,,,,75.95,5.9,66.49,1,,67.22,1.33,0.44,0.55,39.47,1.55,79.98,58.53,26.31,10.94,0.65,,,1,,48.32,,8.9,5.76,1.04,1.05,,0.27,,,1,15.2,,,3.14,39.83,8.14,,,,,,1.82,,,,0.65,,,,,,,,,,21.47,,,1.74,1.9,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,59.56,,10.4,,,,,597.78,27,65.85,,,61.35,0.66,0.34,0.21,11.53,0.6,20.92,21.96,14.01,19.76,,,,,19.32,19.32,,10.34,6.17,0.68,0.72,5.18,,,,,6.03,,,4.04,16.46,20.23,1.4,,,,5.34,,,11.92,,0.15,,,,,,,0.35,,,3.73,,,,,0.5,,5.17,4.89,,,12.18,,41.33,8.6,,,8,8696254174.0,Airlines,Transportation
AAON,58.11,74.25,,26.3,8.1,29.5,31.8,,20.3,29.5,74.31,0.46,3.81,76.59,22.64,,,107.83,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.3,36.31,29.76,86.08,,,,7.39,2.75,0.73,8.59,1.17,0.3,39.12,20.45,16.3,10.75,78.84,36.27,88.05,,15.61,,20.32,11.79,48.59,48.59,1.94,7.55,,2.42,7.06,,88.06,5.69,1.49,,57.08,39.82,62.1,1.94,7.93,14.98,1.7,19.5,39.13,29.71,25.86,,21.83,,0.51,98.97,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,35.96,3.6,,26,,,,,8.9,43.76,54.3,,39.23,1.72,0.09,0.12,39.09,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.54,127.08,16.25,16.45,21.68,10.4,0.51,0.51,0.79,0.21,3.13,15.1,2.54,14.34,7.29,82.69,,147.4,39.48,0.41,,,,0.3,0.89,3909,3909,,0.21,,,,,6.65,19.74,0.18,,,4.32,14.12,,0.34,2.24,0.3,,0.91,0.64,,,0.32,,,5.22,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,27.17,52.92,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,49.72,0.59,30.82,52.17,10.14,0.47,0.61,221.69,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.43,28.13,25.8,33.42,26.04,23.87,8.18,9.04,3.55,0.2,27.06,3.1,0.44,29.63,19.85,11.26,6.08,185.16,45.96,120.35,,26.44,,31.27,50.61,33.74,33.74,2,8.9,,1.27,1.43,,32.97,8.71,2.07,,,30.42,35.54,1.94,2.5,50.61,0.91,29.81,269.91,59,151.08,,35.41,,3.25,48.83,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,45.03,50.56,,,9.7,8.1,22.2,18.4,28.45,8.5,48.6,6.25,28,48.15,0.72,0.99,0.07,26.31,1.84,,145.05,6.23,6.69,1.44,,1.49,5.09,23.74,12.53,23.01,,,,7.21,4.21,0.4,31.33,8.71,5.11,37.06,8.19,,2.88,27.08,62.62,1.87,,15.39,,27.37,1.34,29.56,29.56,12.85,4.5,,2.37,1.15,11.55,14.38,1.34,0.58,,,9.8,19.79,,1.17,1.36,1.84,2.29,628.91,4.67,5.7,,4.27,,3.82,32.48,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,33.39,50.76,,,7.8,9.6,49.1,7.4,26.06,3.8,41.94,5.16,17.34,47.7,2.03,0.31,0.19,193.61,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.16,41.86,22.15,22.53,14.43,14.06,6.81,7.28,2.39,0.05,32.33,5.2,3.19,16,20.13,7.32,5.01,146.66,62.76,5.48,,9.71,,24.95,50.42,64.54,18.09,1.17,6.28,,0.74,0.58,,19.29,,1.42,,,18.38,32.57,1.26,1.73,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.91,42,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,44.04,,8.7,,,,,,,40.05,,,42.87,1.87,9.52,9.3,2.63,10.96,,,406.96,,0.07,,,,,,,,,8.29,4.19,,0.79,,,,,,,32.02,1.06,,,,,,,0.7,,,,23.09,,,,,,,,2.1,1.64,,,,,0.79,10.96,,,,,,,,0.74,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,60.59,,2.2,20.8,5.4,3.2,9.8,60.73,11,57.7,9.99,,60.63,3.78,0.44,4.44,2.41,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.29,9.35,6.99,9.68,9.03,6.93,2.2,2.24,10.7,0.66,25.65,10.82,6.29,13.1,14.37,4.92,6.6,2.65,50.83,7.5,,17.86,,24.06,2.13,13.24,12.68,2.59,2.55,,,,,10.08,1.72,0.47,,,7.92,11.21,1.83,0.75,4.92,0.79,10.57,68.13,19.18,16.5,,16.25,,5.81,12.68,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
