Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,10.51,58.84,1.5,7.9,7.7,13.5,33.2,24.7,10.5,68.24,1,,61.78,6.73,,0.85,0.65,139.75,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.66,29.6,25.04,27.23,25.02,21.91,6.15,6.36,3.38,0.57,23.33,3.77,0.67,28.04,15.82,5.44,2.44,135.17,50.63,14.64,,,18.84,,19.54,6.56,33.04,26.27,2.19,6.26,,0.76,1.54,,26.75,5.09,1.24,,,21.72,32.77,1.99,2.11,22.22,1.64,11.49,63.42,15.6,20.99,,14.11,,2.69,45.82,,,10,33913792728.0,Medical Specialties,Health Technology
AA,20.54,53.79,1.4,10.2,,,,,5.9,80.43,1.19,30.84,63.38,1.24,,0.44,0.55,33.76,1.55,79.98,58.53,26.31,10.94,0.65,,,1.19,,42.64,,28.68,9.78,0.88,0.93,,0.27,,,1.19,253.06,,,2.82,39.24,8.14,,,,,,,1.57,,,,0.57,,,,,,,,,,18.48,,,1.49,1.63,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,51.16,,10.4,,,,,27,70.25,,,57.64,0.65,,0.34,0.21,10.29,0.6,20.92,21.96,14.01,19.76,,,,,18.91,18.91,,19.12,8.69,0.7,0.71,5.29,,,,,14.83,,,4.06,16.66,20.23,1.4,,,,,5.34,,,10.64,,0.13,,,,,,,0.31,,,3.33,,,,,0.5,,5.17,4.89,,,12.18,,46.18,7.68,,,8,8696254174.0,Airlines,Transportation
AAON,40.79,62.42,,26.3,8.1,29.5,31.8,,29.5,80.23,0.53,6.35,68.38,19.62,,,,89.56,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.35,30.73,25.19,72.82,,,,6.26,3.25,0.73,8.59,1.41,0.35,39.98,20.54,18.37,11.35,78.3,36.27,88.05,,,15.61,,20.32,9.79,40.34,40.34,1.61,6.23,,2.03,5.86,,73.1,4.72,1.24,,47.39,33.05,51.57,1.61,6.59,12.44,1.7,19.5,39.13,29.71,25.86,,21.83,,0.59,82.17,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAPL,28.55,60.47,2.9,1.3,5.7,20.9,23.2,14.6,15.7,78.55,0.59,23.55,65.53,10.11,,0.47,0.61,226.51,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.43,28,25.68,33.29,25.9,24.02,8.27,9,3.57,0.2,27.06,3.03,0.44,30.51,19.86,10.44,5.62,182.73,45.96,120.35,,,26.44,,31.27,51.71,34.48,34.48,2.04,9.1,,1.3,1.46,,33.65,8.9,2.11,,,31.07,36.26,1.99,2.56,51.71,0.91,29.81,269.91,59,151.08,,35.41,,3.26,49.89,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,14.4,61.51,,,9.7,8.1,22.2,18.4,8.5,71.64,6.39,10.54,63.21,0.71,,0.99,0.07,25.63,1.84,,145.05,6.23,6.69,1.44,,1.49,5.2,23.45,12.38,22.77,,,,7.12,4.26,0.4,31.33,8.94,5.25,41.34,8.27,,2.7,27.16,62.62,1.87,,,15.39,,27.37,1.31,28.8,28.8,12.52,4.45,,2.31,1.12,11.38,14.18,1.3,0.56,,,9.71,19.43,,1.14,1.33,1.84,2.29,628.91,4.67,5.7,,4.27,,3.91,31.64,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,14.77,73.67,,,7.8,9.6,49.1,7.4,3.8,88.22,5.13,,78.71,2.05,,0.31,0.19,196.15,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.14,42.37,22.42,22.79,16.34,15.71,7.29,7.37,2.36,0.05,32.33,5.13,3.18,38.38,20.05,7.41,5.2,146.22,62.76,5.48,,,9.71,,24.95,51.08,65.38,18.33,1.18,6.36,,0.75,0.58,,19.65,,1.44,,,18.74,33.12,1.27,1.76,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.89,42.55,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,42.72,,8.7,,,,,,51.53,,,43.74,1.99,,9.52,9.3,2.6,10.96,,,406.96,,0.07,,,,,,,,,8.29,6.06,,0.79,,,,,,,31.92,1.13,,,,,,,,0.72,,,,23.77,,,,,,,,2.08,1.63,,,,,0.78,10.96,,,,,,,,0.68,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,76.13,,2.2,20.8,5.4,3.2,9.8,11,84.1,10.17,,81.07,3.73,,0.44,4.44,2.37,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.4,9.22,6.89,9.47,9.46,7.22,2.27,2.21,10.85,0.66,25.65,11,6.4,13.54,14.51,5.17,6.56,2.62,50.83,7.5,,,17.86,,24.06,2.1,13.02,12.47,2.54,2.52,,,,,9.91,1.69,0.46,,,7.8,10.95,1.8,0.74,4.84,0.79,10.57,68.13,19.18,16.5,,16.25,,5.93,12.47,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,11.06,44.91,,50.3,,28.2,37.8,,24,45.33,,18.1,43.69,2.67,,0.03,0.02,226.26,1.25,45.36,16.38,4.15,6.36,1.58,,,,12.94,11.82,,12.24,9.67,0.57,0.61,7.73,0.32,,,,7.81,30.4,,8.9,254.42,17.75,4.56,,,2.51,,6.31,1.36,11.61,7.82,0.24,0.3,,0.23,,,,,0.99,,,41.54,,0.31,0.52,,0.45,4.25,19.44,10.28,12.31,,8.62,,,12.37,,,10,4632090814.999999,Specialty Stores,Retail Trade
