Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABNB,12.61,61.89,,38.3,,,,,322.31,8,56.87,,,62.09,3.61,0.71,4.95,135.59,1.41,,29.97,7.3,1.12,0.28,,,,39.46,38.45,17.89,22.31,21.94,6.36,7.4,2.53,0.3,41.38,5.07,,29.37,,,10.63,168.38,82.59,20.75,,46.11,,15.21,10.74,18.45,18.45,,8.55,,,,,20.66,3.12,,,21.83,20.59,15.55,,,11.9,1.41,21.22,720.92,19.41,63.33,,55.65,,3.29,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,17.48,52.99,0.7,6.3,12.3,6.8,6.7,,,5.8,43.36,3.51,6.19,50.5,5.41,0.52,0.49,116.12,1.68,134.41,82.76,57.91,1.58,0.38,,0.48,1.88,29.7,22.62,37.33,22.54,17.84,4.69,5.12,3.37,0.54,13.72,2.8,1.88,22.51,12.12,8.86,6.47,107.67,55.55,20.35,,13.99,,16.24,5.14,35.29,25.69,2.23,4.93,,0.9,1.86,,35.89,5.35,1.18,,,25.68,47.1,2.88,2.01,24.71,1.18,7.92,64.67,12.04,15.07,,10.67,,3,42.38,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,35.64,47.89,,6.9,,13.2,4.1,,3.27,5.9,29.46,0.21,22.35,41.71,3.24,0.24,0.15,92.27,2.31,71.3,47.91,58.17,1.84,0.29,,0.07,0.21,24.22,13.46,317.32,,,1.73,2.12,4.13,0.63,0.67,0.36,0.21,20.34,19.95,27.49,12.61,72.37,19.03,5.57,,6.05,,7.68,1.86,30.65,30.73,1.52,1.88,,,,,277.07,2.39,,,,20,30.89,1.74,1.31,4.18,1.36,4.09,12.41,6.71,6.29,,4.98,,0.56,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,38.36,,,,38.8,40.9,46.1,223.57,16.4,30.07,,,35.88,1.7,1.48,8.69,14.52,2.16,197.37,87.05,38.64,1.68,0.11,,,,87.88,58.5,24.9,12.18,9.73,1.96,2.25,1.14,0.57,9.04,3.34,,17.84,,,16.6,33.23,91.73,,,3.43,,2.56,4.65,80.67,80.67,3.62,2.66,,,,,29.95,4.59,,23.42,7.26,29.95,123.08,,,5.88,1.95,4.03,40.04,4.61,7.04,,7.75,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,1.79,27.93,,12.2,,,16.9,,,10.9,28.55,,8.74,27.88,1.82,0.14,0.04,51.66,1.18,18.83,519.12,44.07,8.34,0.67,,,,71.58,28.88,,10.33,8.21,1.93,2.24,1.4,0.52,,,,13.03,,15.85,10.03,87.23,96.46,5.51,,,,17.58,1.6,,14.47,,1.59,,,,,,2.22,0.7,,,45.75,,,1.52,7.66,1.17,,3.96,2,,,,,,161.44,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACI,,47.98,,18.8,33.9,6,,,132.17,4.2,49.33,2.58,,49.9,3.52,0.04,0.02,18.54,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.58,14.22,5.87,31.51,13.08,6.28,0.31,0.31,7.03,0.11,0.99,7.32,2.58,8.15,16.81,,1.82,21.43,27.85,3.83,,1.25,,2.28,3.56,10.84,7.42,0.55,0.14,,,,,13.75,,,,,4.03,13.64,1.17,0.78,,0.22,3.79,11.26,9.28,37.17,,6.52,,7.28,27.26,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,137.85,41.56,2.6,5.9,,7,21.8,,142.28,6.8,19.13,,56.06,33.25,2.92,0.15,0.15,48.91,1.32,,22.1,60.56,2.39,0.84,,,,19.35,13.81,24.34,,13.56,3.5,3.93,5.17,0.37,16.16,4.83,,24.79,13.48,35.18,6.72,33.07,50.71,3.86,,12.01,,19.46,4.15,28.77,26.16,2.18,3.45,,1.33,1.84,,21.37,,1.35,,,18.24,23.51,2.5,1.53,,1.32,5.59,174.23,13.31,14.81,,7.6,,2.98,53.16,,,10,2556336665.0,Packaged Software,Technology Services
ACLX,159.86,61.66,,,,2.6,0.1,,,,52.81,,66.56,59.45,11.67,5.85,6.96,90.46,6.01,,,69.04,,0.15,,,,,,,,,46.04,30.47,,0.66,,,,,,,6.9,0.0,,,,,,,9.94,,,,31.61,,,,,,,,17.98,17.13,,,,,9.96,6.01,,,,,,,,,,,,,1598748014.0,Biotechnology,Health Technology
ACN,13.21,64.25,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,56.83,2.52,5.92,63.44,7.62,0.26,1.22,371.79,1.1,,20.51,69.84,0.37,0.15,,0.43,1.43,23.99,20.92,27.17,21.99,17.9,3.42,3.61,4.17,0.51,13.27,3.71,1.58,28.87,13.04,8.94,7.15,328.67,32.61,162.73,,11.19,,14.79,8.22,32.53,31.09,3.34,3.66,,1.5,1.19,,27.39,8.68,1.29,,,25.88,39.52,3.26,1.8,54.51,1.1,13.75,236.59,27.79,26.8,,19.63,,2.52,40.28,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,47.37,41.95,,,,,,,,30.6,33.38,,18.57,38.07,3.25,0.66,2.48,18.56,1.49,,469.19,121.47,,0.24,,,,,,,,,3.84,5.4,,0.45,,,,486.81,,,29.41,17.98,50.64,,,,,,6.72,,,,5.57,,,,,,,,,50.16,530.27,,,,26.51,1.49,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,39.44,1.7,9.4,,17.7,14.1,11.4,,16.8,35.95,,11.87,38.66,11.84,0.78,1.24,493.11,1.11,,49.25,33.27,0.78,0.42,,,,31.57,28.06,33.23,19.77,18.5,9.14,10.39,3.17,0.49,31.27,3.02,,23.99,19.34,13.41,10.8,575.56,88.66,51.2,,25.59,,35.93,15.08,41.65,27.58,1.29,10.71,,0.88,1.09,,34.11,17.55,0.83,,,33.2,48.55,1.66,2.19,251.59,1.11,18.17,291.22,33.73,34.74,,22.82,,3.11,61.87,,,10,241068062221.0,Packaged Software,Technology Services
ADC,35.83,53.44,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,50.46,5.47,30.84,52.43,1.71,0.07,,75.11,0.9,,535.71,52.31,5.24,0.52,,1.65,3.99,36.38,20.37,25.44,29.95,18.33,16.01,17.8,2.75,0.65,69.98,5.4,4.07,40.69,11.51,3.56,10.39,74.37,87.98,3.02,,32.09,,48.78,1.52,41.73,41.8,6.74,12.81,,3.62,1.44,18.09,18.31,1.84,1.03,,,18.31,,6.37,1.1,1.82,0.9,2.43,,3.76,3.63,,3.67,,,33.68,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,48.52,58.16,,,,,,,13.28,,63.7,0.29,25.58,61.07,1.91,1.29,0.17,12.34,3,,,33.87,2.68,1.52,,0.19,1.63,15.93,8.77,13.01,,,4.55,4.96,6.28,0.34,38.16,10.19,1.63,8.51,16.77,,,9.31,,2.01,,12.87,,32.86,3.74,30.85,12,3.87,3.87,,,,,10.2,,1.83,,,9.21,13.19,,0.63,,3,4.2,606.5,11.04,13.34,,10.28,,13.12,32.47,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,36.19,46.32,,30.2,11.6,25.1,26.1,12.4,8.32,17.3,34.19,2.83,21.72,42.42,5.7,0.79,0.31,224.62,1.69,139.48,41.5,48.27,1.9,0.23,,0.81,1.6,54.86,27.58,39.9,28.66,22.37,11.1,12.12,1.82,0.72,30.39,2.64,1.63,29.77,17.57,12,,151.48,57.85,7.22,,17.07,,23.16,3.17,67.45,51.02,4.18,11.53,,2.81,1.88,,38.04,,1.69,,,28.12,35.46,3.44,1.84,,1.24,3.39,48.07,4.69,4.66,,4.47,,1.74,52.73,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,33.78,2.6,9.4,7.7,25.1,24.8,,89.18,15,22.25,4.6,,29.4,3.23,0.04,0.06,55.69,1.44,50.79,24.24,21.73,2.36,0.54,,0.35,3.5,9.68,7.56,12.01,12.68,9.16,0.44,0.43,10.33,0.42,3.56,11.86,3.59,10.43,22.42,,,79.41,7.44,4.48,,2.93,,3.39,1.2,11.14,10.19,0.56,0.33,,,,,9.34,0.89,0.8,,,6.21,8.06,0.46,1.62,1.75,0.88,4.77,18.59,10.96,10.87,,5.18,,17.61,11.87,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,47.37,0.1,22.6,,89.8,,,,6.1,44.06,,,46.43,1.81,0.24,0.35,21.64,1.08,21.59,65.9,45.85,3.8,1.32,,,,10.65,5.29,11.59,9.13,4.93,0.24,0.24,9.39,0.21,2.05,16.16,,8.39,,,,39.6,6.28,2.09,,0.5,,2.67,0.98,29.24,8.1,,0.14,,,,,6.54,,,,,3.47,8.61,,0.67,,0.87,0.79,24,5.88,3.46,,7.03,,13.64,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADSK,31.87,66.77,0.9,25.4,,21.7,23.3,,,14.2,61.12,,23.1,66.58,5.65,0.43,0.72,288.48,0.64,,94.05,32.85,1.8,1.05,,,,48.93,43.57,58.99,32.13,30.39,9.22,10.88,2.04,0.25,18.45,1.72,,31.44,22.36,11.94,11.62,256.73,90.8,1291,,18.21,,22.24,25.13,58.99,35.27,0.64,10.79,,,,,58.31,,1.03,,,53.83,139.84,1.41,2.84,,0.64,11,369.7,23.5,57.58,,9.97,,0.49,238.41,,,6,45606470933.0,Packaged Software,Technology Services
ADT,16,45.57,,3.7,,,,,,,46.37,2.87,15.45,45.79,0.48,0.03,0.01,6.96,0.75,99.17,116.01,32.51,3.42,2.03,,0.37,2.87,15.05,6.2,13.81,,5.02,2.76,2.88,6.64,0.24,20.86,16.02,3.17,8.34,12.41,29.94,2.64,6.62,81.58,2.1,,13.82,,22.19,1.67,9.41,14.12,,1.33,,,,,6.4,,,,,3.64,5.17,,0.56,,0.59,4.07,28.19,6.32,18.83,,4.34,,28.12,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,61.16,49.67,,9.9,,22.2,30.1,,18.33,10.6,42.13,,39.52,48.04,9.18,1.17,3.5,130.08,2,,10.69,36.33,0.43,0.05,,,,21.89,19.24,22.64,14.57,14.29,1.66,2.02,4.57,0.83,8.9,4.21,,22.48,23.64,12.79,13.69,109.91,32.34,9,,6.18,,9.03,2.55,30.82,25.86,1.38,1.91,,1.07,0.69,,21.46,4,1.26,,23.52,19.49,23.41,1.27,1.25,13.9,2,6.73,148.57,11.63,9.3,,9.04,,0.99,54.66,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,12.17,58.02,,6.5,8,7.3,6.3,10.2,5.28,6.9,47.99,4.15,15.11,54.77,0.9,0.01,,87.76,0.67,74.06,86.49,26.35,5.01,1.54,,0.61,3,20.75,11.63,,18.9,10.85,4.94,5.75,4.82,0.27,,,3.05,17.87,1.19,7.58,3.78,82.05,50.31,3.09,,16.28,,26.85,2.03,19.86,20.7,3.76,3.25,,1.5,,,,1.39,1.25,,,9.32,,3.03,,2.1,0.45,2.88,5.92,5.36,10.43,,4.04,,,22.33,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,65.02,,99.7,,,,,52.85,46.7,75.23,,16.24,69.91,13.02,2.45,5.64,16.1,6.03,461.76,71.29,51.67,0.87,0.06,,,,71.05,56.19,,,,,7.41,1.41,0.84,,,,53.67,,,24.38,20.56,50.48,,,49.64,,10.43,3.89,16.43,14.77,,8.1,,,,,,1.77,3.06,32.86,6.85,2683.33,26.95,,4.64,4.75,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,11.78,51.81,0.9,13,,,,,,6.1,38.51,0.37,11.6,48.69,3.7,3.21,0.97,106.71,5.47,137.27,54.32,63.98,5.91,0.88,,0.1,0.37,39.18,23.89,36.96,,12.08,2.51,2.74,2.55,0.46,7.41,2.78,0.37,20.24,22.01,,,85.2,35.21,3.81,,6,,5.38,3.45,44.46,27.02,2.02,2.65,,1.38,2.35,,35.94,2.6,0.94,,13.36,23.58,43.55,1.39,1.62,5.61,4.22,3.75,15.66,5.02,7.97,,7.79,,,36.92,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,66.93,73.42,,20.5,20.8,11.4,7.9,4,4.55,3.1,93.88,7.79,33.52,82.14,3.32,0.52,0.47,87.99,1.51,106.42,52.57,0.4,0.72,0.1,,0.59,1.83,35.69,15.97,34.35,12.73,8.8,5.07,6.1,2.8,0.68,18.06,2.98,1.83,20.67,19.17,18.53,9.11,58.62,36.6,20.97,,8.56,,29.57,2.22,71.54,32.23,1.26,6.11,,,,,33.92,2.02,1.41,,,15.05,44.58,1.89,2.16,2.8,0.76,2.16,5.78,4.54,3.17,,4.24,,1.68,60.27,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,16.68,39.59,,10.5,45.5,,,66.4,90.5,5.8,21.58,2.21,,33.16,4.2,0.24,0.15,19.74,1.57,75.18,28.64,16.47,1.99,0.78,,0.29,2.53,11.72,7.67,17.33,9.98,6.94,0.91,0.94,8.53,0.48,5.42,7.74,2.53,10.18,0.63,11.52,3.39,18.04,39.18,,,4.58,,8.01,2.24,15.79,11.89,,0.73,,,,,13.18,1.19,0.88,,,8.17,24.28,,1.27,2.66,0.74,7.04,18.72,16.01,14.43,,11.24,,11.54,17.63,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,39.26,48.04,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,47.34,4.63,20.32,47.63,0.92,0.04,0.01,99.89,0.65,83.79,105.01,18.99,5.86,1.7,,0.69,3.49,22.67,12.85,,17.53,11.08,4.4,4.98,4.41,0.26,,,3.49,16.73,1.44,13.41,4.74,94.34,60.67,2.21,,13.49,,20.7,2.03,20.02,19.91,3.62,2.68,,,,,,1.34,1.17,,,8.66,,3.84,12.99,2.04,0.48,2.71,5.54,5.01,10.42,,4.34,,,21.53,,,10,41234689544.0,Electric Utilities,Utilities
AER,66.84,53.31,,6.4,,,5.5,,3.17,,45.15,0.52,14.94,52,0.77,0.89,0.03,96.23,3.42,5.35,58.48,3.06,9.64,2.69,,0.02,0.52,28.39,13.3,,15.95,9.39,7.73,8.14,3.52,0.24,,,1.04,7.97,,11.72,3.18,78.78,34.83,,,42.04,,28.67,1.1,6.29,9.47,,2.57,,,,,,0.74,1.5,,,3.65,5.67,,1.7,1.3,3.38,4.6,3.68,3.2,19.62,,2.94,,15.7,14.94,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,36.66,36.93,,,5,,6.9,,,7.2,28.19,5.14,13.17,32.02,0.51,0.19,0.06,17.0,0.97,26.58,87.18,46.9,10.74,9.24,,0.31,4.03,26.68,14.65,,10.91,8.65,2.3,3.13,3.75,0.07,,,4.07,8.21,,7.1,2.31,22.97,20.79,1.61,,6.07,,18.51,3.91,16.19,7.69,,0.97,,,,,,2.19,1.03,,,4.78,,,,13.93,0.91,1.68,4.94,4.08,27.42,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,35.85,,,5,,6.9,,,7.2,31.65,,,33.54,0.51,0.19,0.06,62.61,0.97,26.58,87.18,46.9,10.74,9.24,,,,26.68,14.66,,,,,3.13,3.75,0.07,,,,6.72,,7.1,2.31,0.0,20.79,1.61,,6.07,,18.51,3.96,16.39,7.79,,0.99,,,,,,,,,,4.85,,,,,0.91,1.68,4.94,4.08,27.42,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,13.19,42.52,,14.3,,129.9,,,49.89,64.1,45.09,4.24,1.75,40.43,2.2,0.44,0.21,20.28,1.53,19.27,53.52,60.18,1.97,0.47,,0.66,4.24,14.11,10.13,,,5.12,2.04,3.31,7.09,0.54,,,4.54,7.79,,34.07,29.15,0.0,34.88,9.58,,13.71,,23.57,2.05,15.8,15.7,,2.32,,,,,,1.35,,,,7.26,,,,2.54,1.35,7,16.82,13.32,17.82,,12.65,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
AFYA,6.42,46.2,1.2,12.1,,32.7,10.6,54.7,11.9,37.5,45.74,,0.74,45.99,2.47,0.74,0.27,16.4,1.47,0.97,136.81,63.94,2.04,0.68,,,,10,7.47,10.39,7.93,6.22,2.66,3.03,10,0.51,29.13,11.96,,9.45,26.46,35.53,7.07,19.86,62.12,2.57,,17.97,,28.66,2,13.67,15.17,0.36,2.49,,,,,8.64,,,,,6.6,12.26,0.61,0.8,,1.47,7.04,66.61,13.76,14.96,,12.04,,,,,,7,1469574000.0000002,Other Consumer Services,Consumer Services
AGCO,,55.19,0.2,16.3,20.1,25.7,40.5,,36.02,16.7,44.22,2.2,,52.31,2.42,0.15,0.16,98.63,1.52,134.68,45.83,43.28,4.56,1,,0.09,1.18,19.1,12.13,12.5,12.03,8.11,0.91,0.8,5.24,0.3,6.4,11.67,1.18,13.38,26.49,,,125.71,26.24,14.69,,3.13,,10.32,1.82,17.61,7.83,0.31,0.54,,,,,8.6,1.64,0.87,,,5.54,13.27,0.32,0.85,7.69,0.72,3.43,14.41,7.05,9.57,,13.47,,,15.27,,,10,9201222919.0,Trucks/Construction/Farm Machinery,Producer Manufacturing
AGI,63.94,69.02,,2,17.3,10.3,15.9,23.9,17.21,12.4,84.19,2.26,41.06,75.18,5.19,1.73,956.31,21.38,3.04,140.5,93.05,12.32,,,,0.18,0.47,24.33,15.39,46.38,,,5.56,7.47,4.11,0.74,16.32,2.03,0.47,20.27,16.87,19.71,14.33,15.26,40.19,749.09,,17.74,,33.47,2.82,42.76,38.87,2.23,7.74,,,,,47.39,2.23,1.99,,,16.16,32.68,2.45,2.91,2.82,1.97,5.01,10.11,9.2,6.81,,6.38,,0.35,,,,5,4919131767.945206,Precious Metals,Non-Energy Minerals
AGIO,117.73,56.61,6.9,36,,,,,39.42,,72.52,,54.09,62.25,11.4,9.1,8.82,45.38,10.09,2163.74,1220.68,31.37,,0.1,,,,,,,,,18.94,66.84,,0.85,,,,,,,92.71,0.0,89.33,,,,,,3.91,,,,82.8,,,,,,,,5.64,4.96,,,,,3.91,9.71,,,,,,,,0.53,,,,1,1454238439.0,Pharmaceuticals: Major,Health Technology
AGL,,34.36,,,,,,,,49.4,23.72,,,31.18,1.9,0.29,8.69,2.82,1.36,,93.8,95.75,,0.07,,,,,,,,,0.11,0.16,,0.31,,,,,,63.38,27.07,52.93,0.83,,,,,,1.71,,,,0.22,,,,,,,,,2.91,,,,,2.01,1.36,,,,,,,,,,,,,7602789688.0,Medical/Nursing Services,Health Services
