Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,4.27,57.81,1.5,7.9,7.7,13.5,33.2,24.7,10.5,65.54,1.03,,60.23,6.56,0.85,0.65,139.89,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.68,28.63,24.22,26.38,24.24,21.23,5.95,6.16,3.49,0.57,23.33,3.77,0.68,28.09,15.91,5.44,2.44,135.22,50.63,14.64,,18.84,,19.54,6.56,33.07,26.3,2.19,6.24,,0.76,1.54,,26.8,5.1,1.24,,,21.79,32.74,2,2.11,22.24,1.64,11.49,63.42,15.6,20.99,,14.11,,2.78,45.87,,,10,33913792728.0,Medical Specialties,Health Technology
AA,29.53,44.8,1.4,10.2,,,,,5.9,64.64,1.24,43.48,50.97,1.2,0.44,0.55,32.09,1.55,79.98,58.53,26.31,10.94,0.65,,,1.24,,39.43,,26.51,9.04,0.81,0.86,,0.27,,,1.24,246.7,,,2.82,39.31,8.14,,,,,,1.48,,,,0.54,,,,,,,,,,17.65,,,1.41,1.55,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAON,44.62,59.2,,26.3,8.1,29.5,31.8,,29.5,79.98,0.53,7.7,64.12,19.09,,,89.37,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.35,29.73,24.37,70.48,,,,6.05,3.36,0.73,8.59,1.42,0.35,40.06,20.55,18.37,11.35,78.3,36.27,88.05,,15.61,,20.32,9.77,40.26,40.26,1.6,6.28,,2.03,5.84,,72.95,4.71,1.23,,47.29,33.01,51.48,1.61,6.57,12.41,1.7,19.5,39.13,29.71,25.86,,21.83,,0.62,81.99,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,54.22,3.6,,26,,,,8.9,67.14,33.99,,58.79,1.29,0.09,0.11,62.39,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.59,70.72,17.42,15.14,20.79,10.98,0.63,0.63,1.41,0.21,4.18,12.67,1.59,17.2,6.66,102.47,1.3,163.68,39.77,1.15,,0.14,,0.85,1.45,90.42,90.42,,0.33,,,,,7.9,3.88,0.29,,,5.53,12.29,,0.54,3.75,0.29,0.13,1.96,1.42,0.62,,1.21,,,8.18,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,32.09,59.27,2.9,1.3,5.7,20.9,23.2,14.6,15.7,77.3,0.61,27.49,63.95,9.97,0.47,0.61,224.71,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.44,27.51,25.24,32.69,25.42,23.58,8.12,8.84,3.64,0.2,27.06,3.05,0.45,30.19,19.9,10.44,5.62,182.69,45.96,120.35,,26.44,,31.27,51.31,34.2,34.2,2.02,9.02,,1.29,1.45,,33.43,8.83,2.09,,,30.86,36.05,1.97,2.54,51.3,0.91,29.81,269.91,59,151.08,,35.41,,3.32,49.5,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,12.94,57.62,,,9.7,8.1,22.2,18.4,8.5,60.39,6.45,9.19,56.99,0.69,0.99,0.07,25.39,1.84,,145.05,6.23,6.69,1.44,,1.49,5.25,23,12.14,22.29,,,,6.98,4.35,0.4,31.33,9.23,5.29,37.87,8.46,,2.7,27.2,62.62,1.87,,15.39,,27.37,1.27,27.89,27.89,12.13,4.26,,2.29,1.11,10.87,13.6,1.29,0.56,,,9.27,18.62,,1.13,1.32,1.84,2.29,628.91,4.67,5.7,,4.27,,4.06,30.5,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,10.46,69.91,,,7.8,9.6,49.1,7.4,3.8,79.52,5.22,,73.11,2.02,0.31,0.19,193.4,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.2,41.62,22.03,22.41,16.07,15.45,7.17,7.24,2.4,0.05,32.33,5.22,3.23,36.16,20.16,7.41,5.2,146.02,62.76,5.48,,9.71,,24.95,50.29,64.33,18.04,1.16,6.22,,0.74,0.58,,19.24,,1.42,,,18.36,32.44,1.26,1.73,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.97,41.87,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABEV,,78.03,,2.2,20.8,5.4,3.2,9.8,11,90.53,9.9,,84.61,3.64,0.44,4.44,2.41,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.23,9.36,7,9.12,9.12,6.95,2.19,2.25,10.68,0.66,25.65,10.82,6.23,13.59,14.76,5.17,6.56,2.62,50.83,7.5,,17.86,,24.06,2.15,13.24,12.68,2.59,2.58,,,,,10.13,1.73,0.48,,,7.95,11.24,1.83,0.76,4.92,0.79,10.57,68.13,19.18,16.5,,16.25,,6.13,12.68,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,11.84,46.09,,50.3,,28.2,37.8,,24,48.96,,12.77,45.45,2.66,0.03,0.02,231.99,1.25,45.36,16.38,4.15,6.36,1.58,,,,12.75,11.65,,12.06,9.53,0.56,0.61,7.84,0.32,,,,8.01,30.72,,8.9,253.72,17.75,4.56,,2.51,,6.31,1.39,11.9,8.02,0.25,0.3,,0.23,,,,,1.02,,,42.57,,0.32,0.54,,0.45,4.25,19.44,10.28,12.31,,8.62,,,12.68,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,12.81,60.78,2,8.4,5.9,40.8,24.6,,11.1,72.87,2.02,23.54,62.99,3.09,0.05,0.04,54.45,1.44,,,58.62,2.69,0.76,,0.28,1.65,11.53,9.03,13.48,11.6,9.37,0.56,0.57,8.67,0.37,4.23,10.16,1.66,16.48,26.34,,2.09,50.77,,4.81,,3.04,,4.88,1.85,14.25,17.34,1.08,0.43,,0.86,0.82,,10.23,,1.1,,,8.74,9.41,0.87,0.94,,1.44,5.04,65.99,10.75,13.69,,7.32,,2.54,27.78,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
