Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABM,32.2,54.47,15.65,2,8.4,5.9,40.8,24.6,,23.18,11.1,49.6,1.93,15.25,52.72,2.98,,0.07,0.06,56.73,1.38,,,56.6,3.53,0.8,,0.26,1.58,16.22,11.95,18.12,12.32,9.94,0.59,0.6,6.17,0.36,3.3,7.64,1.86,15.48,25.91,,1.62,51.54,,3.58,,,1.89,,3.62,1.95,23.5,16.39,1.02,0.44,,0.88,1.16,,13.38,1.1,,1.11,,,10.88,16.45,0.82,0.98,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.16,29.47,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,,54.07,16.93,,38.3,,,,,322.31,8,58.49,,,54.96,4.77,,0.99,4.98,138.84,1.62,,33.1,6.78,0.96,0.27,,,,33.75,32.9,18.81,21.99,21.64,6.31,7.14,3,0.38,37.96,4.76,,31.08,,,10.78,167.18,83.07,22.92,,,16.96,,15.01,10.22,48.53,48.53,,8.27,,,,,21.83,0.83,4.95,,,18.79,21.83,36.61,,,11.25,1.62,7.98,839.68,21.23,22.05,,19.8,,3.99,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,11.56,45.56,,0.7,6.3,12.3,6.8,6.7,,,5.8,37.4,3.55,8.47,41.71,5.26,,0.52,0.52,114.14,1.6,134.18,82.06,59.46,1.42,0.38,,0.48,1.9,28.2,19.61,32,22.14,17.49,4.61,5.03,3.55,0.54,15.74,3.24,1.9,22.11,11.32,8.9,6.48,108.69,55.55,11.5,,,13.99,,16.24,5.03,35.11,25.55,2.22,4.9,,1.36,1.59,,31.12,1.05,5.03,1.12,,,23.13,40.65,3.13,1.9,22.78,1.14,7.9,65.41,12.45,14.86,,10.65,,3.39,41.25,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,35.94,56.59,28.07,,6.9,,13.2,4.1,,3.27,5.9,41.32,0.19,25.16,51.69,2.91,,1.75,0.61,107.97,3.61,70.83,47.61,57.32,3.31,0.51,,0.06,0.19,28.68,15.24,47.16,,,1.92,2.3,3.48,0.56,4.86,2.32,0.19,24.42,18.02,26.64,11.51,77.47,19.84,4.58,,,5.17,,7.87,2.15,40.71,33.15,1.64,2.1,,,,,43.24,1.4,2.65,,,,16.53,25.35,2.13,1.46,4.67,2.77,3.4,11.35,5.93,5.41,,5.14,,,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACHC,,36.98,,,12.2,,,16.9,,,10.9,30.61,,,38.71,1.72,,0.13,0.04,39.84,1.07,18.46,542.09,44.04,3.16,0.66,,,,11.48,8.85,,9.05,7.15,1.63,1.83,8.71,0.52,,,,11.1,0.86,10.74,8.88,85.16,96.45,5.11,,,8.99,,17.48,1.21,13.07,11.37,,1.17,,,,,,0.47,1.63,0.55,,,28.24,,,1.2,5.28,1.06,5.05,19.42,10.06,9.78,,8.25,,,117.48,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,61.73,17.88,,100.9,,,,,,,55,,17.88,59.48,,,5.79,,,6.03,,,,,,,,,,,,,,57.06,,,,,,,,,23.13,,,,,,,,,,6.72,,,,,,,,,,,,,9.85,9.24,,,,,6.72,6.03,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACIW,108.44,43.43,23.27,2.6,5.9,,7,21.8,,142.28,6.8,22.15,,68.44,35.49,3.65,,0.26,0.17,55.85,1.56,,21.51,50.45,2.07,0.77,,,,17.44,13.02,23.11,,14.3,3.73,3.99,5.73,0.43,17.25,4.98,,28.02,13.27,27.68,7.94,34.09,52.2,4.73,,,14.04,,22.14,4.21,25.19,23.02,1.92,3.55,,1.22,1.85,,20.57,1.64,,1.43,,,18.05,23.02,2.32,1.65,,1.56,6.9,262.89,15.7,17.86,,8.99,,3.42,54.5,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,44.35,,0.9,22.7,,62.7,72,31,57.41,34.8,56.5,,,49.41,6.8,,2.3,13.15,75.85,4.45,183.28,30.95,67.21,0.16,0.05,,,,7.38,6.98,11.09,,7.33,1.75,1.81,13.55,0.73,16.36,7.08,,15.41,24.98,,,113.11,44.28,44.08,,,20.65,,21.88,2.55,11.32,11.32,0.23,2.34,,,,,14.29,0.67,1.12,1.03,11.37,3.25,12.99,14.02,0.45,1.05,2.55,3.29,17.31,67.54,25.93,24.8,,28.79,,2.48,24.28,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,83.32,40.5,38.91,,,,2.6,0.1,,,,27.75,,90.39,35.56,9.4,,4.19,8.79,86.98,4.29,,,71.34,,0.14,,,,,,1099.58,,,42.35,26.08,,0.63,2.3,0.08,,,,,14.8,0.0,,,,,,,,9.72,,,,28.84,,,,,595.23,,,,16.08,15.37,182.29,,,,9.72,4.29,,,,,,,,0.3,,,,,1598748014.0,Biotechnology,Health Technology
ACM,21,51.22,16.2,2.5,,,13,17,11,,9.8,26.73,0.78,28.72,44.29,2.44,,0.25,0.52,112.77,1.13,,56.38,59.69,2.8,1.39,,0.19,0.78,18.09,15.1,23.09,14.93,13.32,2.12,1.02,5.52,0.18,4.4,4.75,0.92,22.13,10.04,11.48,4.13,101.82,6.73,4.98,,,2.5,,5.74,6.83,38,24.88,2.56,0.95,,,,,21.64,1.11,,1.99,,,18.52,46.28,4.11,2.01,,1.13,3.46,112.49,16.41,18.05,,11.41,,3.26,164.33,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,5.43,53.9,2.25,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,58.69,2.59,22.42,55.37,7.44,,0.26,1.22,363.84,1.1,,20.51,69.84,0.37,0.15,,0.43,1.47,23.15,20.19,26.22,21.22,17.28,3.3,3.48,4.32,0.51,13.27,3.8,1.63,28.45,13.16,9.06,7.08,331.53,32.61,162.73,,,11.19,,14.79,8.02,31.75,30.34,3.26,3.56,,1.47,1.17,,26.76,1.1,8.49,1.27,,,25.25,38.56,3.19,1.76,53.21,1.1,13.75,236.59,27.79,26.8,,19.63,,2.62,39.32,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,40.28,50.41,3.98,,,,,,,,30.6,30.05,,9.64,43.95,3.66,,0.68,2.5,21.65,1.51,,452.01,118.12,,0.25,,,,,,400.04,,,4.38,5.72,,0.44,1.43,0.24,,559.16,,,28.45,18.79,51.48,,,,,,,7.82,,,,5.87,,,,,435.71,1.15,,,,58.51,84.06,,,,31.54,1.51,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,65.92,,1.7,9.4,,17.7,16.7,11.4,,16.8,73.9,,7.55,70.38,12.69,,0.78,1.24,549.93,1.11,,49.25,33.27,0.78,0.42,,,,34.72,30.86,36.55,21.74,20.31,10.06,11.43,2.88,0.49,31.27,2.72,,26.76,19.09,13.39,10.79,586.17,88.66,51.2,,,25.59,,35.93,16.73,46.2,30.6,1.43,11.84,,0.98,1.22,,37.82,0.94,19.58,0.93,,,36.8,53.84,1.85,2.44,279.11,1.11,18.17,291.22,33.73,34.74,,22.82,,2.82,68.64,,,10,241068062221.0,Packaged Software,Technology Services
ADC,28.73,40.68,,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,25.54,5.55,26.12,34.92,1.78,,0.08,0.01,74.32,0.74,,573.52,54.1,5.08,0.51,,1.67,4.05,36.65,20.64,24.79,31.7,19.1,16.57,18.1,2.73,0.65,73.03,5.46,4.1,40.48,11.77,2.17,11.35,74.06,87.94,2.87,,,31.62,,48.86,1.5,40.88,41.5,6.69,12.42,,3.61,1.34,17.49,17.02,1,1.82,0.99,,,17.02,,6.3,1.05,1.79,0.74,2.41,,3.83,3.64,,3.69,,,33.18,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,16.48,63.52,1.5,,,,,,,13.28,,76.65,0.27,0.09,68.87,2.04,,1.25,0.17,13.89,3.42,,,38.31,2.94,1.41,,0.19,1.47,19.35,10.64,14.81,,,4.94,5.62,5.17,0.35,37.93,8.77,1.47,9.66,12.47,,,9.51,,1.91,,,12.01,,30.96,3.93,37.78,12.71,4.1,4.47,,,,,11.77,1.46,,2.19,,,10.63,16.06,,0.71,,3.42,3.78,475.57,9.9,11.55,,10.09,,9.22,104.62,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,22.13,45.79,3.24,1.9,,10.4,9.3,16.8,1.7,,1.2,41.2,2.95,,45.03,5.62,,0.79,0.31,217.12,1.84,136.23,40.16,47.5,1.82,0.22,,0.89,1.71,53.48,26.71,35.97,30.79,23.31,10.92,11.91,1.87,0.73,33.12,2.92,1.71,30.32,16.9,20.58,10.84,153.0,57.08,6.42,,,17.35,,21.96,3.04,65.53,53.07,4.87,11.41,,2.79,1.83,,34.44,1.42,,1.66,,,27.91,35.85,3.82,1.76,,1.35,3.37,46.57,4.62,4.63,,4.23,,1.45,49.79,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,41.34,,2.6,9.4,7.7,25.1,24.8,,89.18,15,40.94,5.04,,41.33,3.11,,0.04,0.07,52.92,1.4,50.57,24.48,21.74,2.74,0.52,,0.39,3.84,11.77,8.56,10.06,13.75,9.62,0.43,0.41,8.5,0.42,4.05,14.15,3.84,11.47,23.16,,,78.06,7.08,3.58,,,2.07,,2.85,1.13,14.8,10.54,0.58,0.3,,,,,7.59,0.68,0.9,0.76,,,5.29,7.12,0.56,1.38,1.66,0.84,3.34,14.4,8.6,7.7,,4.13,,16.44,11.42,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,48.33,,3.5,,,,,,,4.5,53.61,,,50.44,1.75,,0.26,0.39,19.41,1.11,21.21,66.18,45.49,3.67,1.13,,,,9.67,4.77,11.34,8.13,4.44,0.22,0.21,10.34,0.23,1.89,16.48,,9.88,25.75,30.6,,37.63,6.32,2.09,,,0.12,,2.72,0.79,86.09,10.77,0.55,0.12,,,,,6.31,0.52,,,,,3.25,9.84,0.51,0.58,,0.9,0.19,23.38,5.76,0.85,,4.79,,19.61,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,32.91,52.69,9.12,1.2,,13.8,15.3,15.1,13,13.01,9,48.4,3.23,23.44,49.81,3.1,,0.19,0.79,300.75,1.01,,3.27,65.98,1.56,1.75,,0.59,1.85,23.08,20.92,30.68,23.34,21.56,6.13,6.78,4.33,0.11,22.11,3.31,2.04,30.22,14.84,8.76,7.46,271.24,42.56,9.92,,,20.87,,21.92,23.04,32.26,32.05,2.65,6.73,,1.57,1.72,,30.45,1.11,10.26,1.31,,,26.68,43.81,2.55,3.04,74.62,1.01,7.01,518.83,59.25,86.24,,6.18,,1.75,45.38,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,36.4,52.06,18.61,0.9,25.4,,21.7,23.3,,,14.2,47.15,,40.04,49.74,5.9,,0.38,0.66,307.46,0.65,,102.91,35.66,1.75,0.99,,,,50.94,45.03,52.93,33.38,31.1,9.64,11.14,1.96,0.26,21.04,1.91,,32.98,22.24,11.62,11.72,260.51,90.71,,,,18.3,,21.86,25.04,60.32,36.71,0.67,11.05,,,,,52.52,1.18,,1.04,,,48.72,103.33,1.49,2.96,,0.65,11.12,392,23.35,51.52,,9.86,,0.68,226.86,,,6,45606470933.0,Packaged Software,Technology Services
ADT,21.65,41.17,10.78,,3.7,,,,,,,18.04,2.74,5.11,31.8,0.42,,0.08,0.01,7.4,0.81,70.1,85.15,27.53,4.22,1.98,,0.38,2.73,29.19,7.77,12.81,,5.15,2.81,2.76,3.43,0.24,21.42,16.92,3,9.04,7.8,26.47,2.59,6.71,78.76,1.95,,,17.19,,20.04,1.72,7.64,14.07,,1.35,,,,,6.34,1.1,,,,,3.81,5.08,,0.59,,0.64,5.45,14.81,3.29,24.01,,10.07,,34.19,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,39.08,48.66,0.43,,9.9,,22.2,30.1,,18.33,10.6,58.41,,9.23,51.48,8.42,,1.41,4.48,120.9,2.11,,11.17,35.23,0.41,0.05,,,,18.83,16.65,16.27,13.22,11.88,1.41,1.78,5.31,0.82,11.15,5.72,,20.87,23.76,12.62,12.5,101.27,32.28,12.12,,,6.5,,9.15,2.33,27.87,23.51,1.26,1.83,,0.96,0.52,,16.57,1.19,3.39,1.17,124.64,17.2,15.37,19.07,1.2,1.2,11.18,2.11,6.89,155.12,11.61,9.24,,9.02,,2.99,49.51,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,15.6,49.46,6.22,,6.5,8,7.3,6.3,10.2,5.28,6.9,30.45,3.98,26.14,43.14,0.9,,,,89.85,0.63,73.28,83.66,27.63,5.15,1.54,,0.61,2.89,21.71,12.02,,19.39,11.16,5.1,5.84,4.61,0.27,,,2.94,18.48,1.36,7.87,3.92,82.52,49.45,2.94,,,15.52,,25.95,2.06,21.47,21.25,3.86,3.33,,1.52,,,,1.09,1.4,1.25,,,9.8,,3.02,,2.13,0.41,2.73,5.71,5.17,9.9,,3.91,,,23.05,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,48.7,,,99.7,,,,,52.85,46.7,53.23,,,50.7,10.27,,2.45,5.64,11.89,6.03,461.76,71.29,51.67,0.87,0.06,,,,53.53,42.33,,,,,5.58,1.87,0.84,,,,39.63,,,24.38,21.29,50.48,,,,49.64,,10.43,2.93,12.36,11.11,,6.09,,,,,,0.56,1.3,2.26,24.27,5.06,2018.33,20.28,,3.43,3.57,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,21.84,54.84,25.13,0.9,13,,,,,,6.1,48.93,0.34,11.43,53.07,4.52,,2.25,0.99,117.84,4.62,139.39,54.35,65.57,5.33,0.57,,0.11,0.34,78.99,35.38,59.57,,12.08,2.78,2.99,1.27,0.53,5.01,1.68,0.34,23.4,15.12,,,85.23,35.16,2.31,,,2.91,,4.34,3.77,102.24,31.93,2.38,2.98,,1.65,3.91,,59.1,1.38,2.97,1.06,,14,33.1,91.13,2.55,1.82,6.1,3.32,1.74,8.27,2.59,3.75,,8.16,,,41.33,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,63.62,52.66,6.25,,20.5,20.8,11.4,7.9,4,4.55,3.1,51.63,8.04,28.51,53.04,3.45,,0.59,0.61,87.35,1.75,111.46,54.12,0.39,0.48,0.08,,0.47,1.9,24.51,13.45,24.05,12.73,8.8,4.51,5.74,4.08,0.69,23.84,4.22,1.9,18.25,11.43,25.2,13.26,63.51,40.9,27.86,,,13.05,,34.15,2.16,43.72,25.62,1,5.64,,,,,23.64,1.38,1.82,1.32,,,12.39,27.23,2.87,2.05,2.71,0.83,3.5,8.35,6.58,5.13,,5.69,,2.41,54.88,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,,42.58,,,10.5,45.5,,,66.4,90.5,5.8,36.36,2.46,,41.3,3.79,,0.19,0.12,17.65,1.57,78.76,29.59,15.73,2.12,0.8,,0.3,2.82,10.71,7.06,24.09,9.7,6.66,0.83,0.86,9.34,0.47,3.56,5.65,2.82,9.72,1.31,10.09,3.09,17.92,38.95,,,,4.28,,8,1.95,15.13,10.73,,0.65,,,,,17.9,0.98,1.04,0.8,,,8.9,48.36,,1.15,2.3,0.63,6.46,18.28,15.69,13.34,,11.06,,7.75,15.26,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,21.04,40.81,,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,27.74,4.97,8.87,36.78,0.89,,0.04,0.01,93.63,0.57,84.7,104.49,18.81,5.79,1.66,,0.71,3.75,21.96,12.36,,16.96,10.76,4.26,4.82,4.55,0.27,,,3.91,15.93,1.06,13,4.64,93.87,61.23,2.17,,,13.46,,20.61,1.9,19.17,19.1,3.47,2.57,,,,,,1,1.25,1.08,,,7.86,,,11.02,1.91,0.41,2.7,5.48,4.94,10.22,,4.35,,0.79,20.23,,,10,41234689544.0,Electric Utilities,Utilities
AER,35.16,48.11,8.13,,6.4,,,5.5,,3.17,,43.5,0.79,5.88,45.89,0.74,,2.25,0.08,96.31,4.5,5.24,57.13,3.06,10.49,2.89,,0.05,0.78,30.43,13.59,,15.95,9.39,7.73,8.03,3.29,0.23,,,1.04,7.95,,12.74,2.68,85.02,32.61,,,,32.41,,26.37,1.09,7.78,9.89,,2.45,,,,,,1.13,0.75,1.43,,,3.45,7.43,,1.61,1.28,4.45,3.53,3.38,2.94,15.15,,2.69,,11.74,15.02,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,45.26,,,,5,,6.9,,,7.2,66.01,6.46,,53.19,0.42,,0.16,0.07,13.59,0.85,25.49,94.7,48.4,11.13,8.95,,0.3,5.06,26.03,14.05,,9.91,6.76,2.12,3.03,3.84,0.07,,,5.08,6.57,,6.54,2.97,21.29,19.44,1.43,,,8.34,,17.25,2.95,9.47,5.88,,0.79,,,,,,0.64,1.57,0.82,,,4.07,,,,9.54,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,36.33,,,,5,,6.9,,,7.2,31.65,,,33.69,0.42,,0.16,0.07,62.61,0.85,25.49,94.7,48.4,11.13,8.95,,,,26.03,14.05,,,,,3.03,3.84,0.07,,,,6.72,,6.54,2.97,0.0,19.44,1.43,,,8.34,,17.25,2.95,9.47,5.88,,0.79,,,,,,,,,,,4.07,,,,,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,21.84,58,3.72,,14.3,,129.9,,,49.89,64.1,55.44,3.85,,57.51,2.38,,0.3,0.16,22.8,1.23,16.62,48.15,58.05,2.21,0.47,,0.99,3.87,21.69,12.84,,,6.82,2.5,3.11,4.61,0.53,,,4.13,11.97,,,25.9,0.0,26.47,4.92,,,8.78,,15.35,2.43,29.39,26.74,,2.7,,,,,,,1.85,,,,9.08,,,,2.91,1.08,4.84,10.74,8.84,10.25,,8.11,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
