Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABG,25.3,43.8,,50.3,,28.2,37.8,,8.08,24,32.71,,6.72,40.34,2.66,0.03,0.02,222.87,1.25,45.36,16.38,4.15,6.36,1.58,,,,12.8,11.7,,10.78,9.87,0.54,0.61,7.81,0.32,,,,7.76,30.63,,6.44,261.28,17.75,4.56,,2.51,,6.31,1.34,11.44,7.71,0.24,0.29,,0.25,,,,,0.98,,,40.89,,0.31,0.52,,0.45,4.25,19.44,10.28,12.31,,8.62,,,12.19,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,28.48,48.69,2,8.4,5.9,40.8,24.6,,23.18,11.1,34.09,2.08,14.48,45.54,2.94,0.07,0.06,52.75,1.38,,,56.6,3.53,0.8,,0.26,1.7,15.45,11.38,17.26,11.74,9.47,0.56,0.57,6.47,0.36,3.3,8.24,1.7,14.4,26.33,,1.62,51.45,,3.58,,1.89,,3.62,1.8,21.8,15.2,0.94,0.41,,0.82,1.07,,12.38,,1.03,,,10.09,15.26,0.76,0.91,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.4,27.33,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,10.3,57.75,,38.3,,,,,322.31,8,53.67,,,56.44,3.5,0.71,4.95,134.58,1.41,,29.97,7.3,1.12,0.28,,,,38.04,37.06,17.13,21.11,20.79,6.12,7.14,2.63,0.3,41.38,5.11,,29.21,,,10.67,168.38,82.59,20.75,,46.11,,15.21,10.66,18.31,18.31,,8.29,,,,,20.19,3.1,,,21.67,20.12,15.17,,,11.82,1.41,21.22,720.92,19.41,63.33,,55.65,,3.43,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,20.35,45.61,0.7,6.3,12.3,6.8,6.7,,,5.8,30,3.58,5.38,40.41,5.4,0.52,0.49,114.22,1.68,134.41,82.76,57.91,1.58,0.38,,0.48,1.92,29.59,22.53,37.2,22.44,17.72,4.67,5.1,3.38,0.54,13.72,2.85,1.92,22.13,12.13,8.91,6.5,107.81,55.55,20.35,,13.99,,16.24,5.05,34.72,25.27,2.2,4.84,,1.36,1.83,,35.34,5.26,1.16,,,25.28,46.34,2.84,1.97,24.3,1.18,7.92,64.67,12.04,15.07,,10.67,,3.04,41.69,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,38.28,53.03,,6.9,,13.2,4.1,,3.27,5.9,49.51,0.21,21.98,51.05,3.25,0.24,0.15,93.88,2.31,71.3,47.91,58.17,1.84,0.29,,0.07,0.21,24.25,13.48,317.74,,,1.74,2.13,4.12,0.63,0.67,0.36,0.21,20.7,19.94,27.49,12.61,72.37,19.03,5.57,,6.05,,7.68,1.9,31.17,31.24,1.55,1.88,,,,,281.71,2.43,,,,20.35,31.46,1.77,1.33,4.25,1.36,4.09,12.41,6.71,6.29,,4.98,,0.56,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,37.69,,,,38.8,40.9,46.1,223.57,16.4,31.98,,,35.51,1.63,1.48,8.69,14.34,2.16,197.37,87.05,38.64,1.68,0.11,,,,85.85,57.15,24.32,11.9,9.51,1.91,2.2,1.16,0.57,9.04,3.39,,17.62,,,16.61,33.25,91.73,,,3.43,,2.56,4.6,79.67,79.67,3.57,2.71,,,,,29.58,4.54,,23.13,7.17,29.58,121.53,,,5.81,1.95,4.03,40.04,4.61,7.04,,7.75,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,1.1,27.93,,12.2,,,16.9,,,10.9,28.62,,3.16,27.92,1.78,0.14,0.04,50.89,1.18,18.83,519.12,44.07,8.34,0.67,,,,69.7,28.12,,10.06,7.99,1.87,2.18,1.43,0.52,,,,12.84,,15.85,10.03,87.23,96.46,5.51,,,,17.58,1.59,,14.35,,1.54,,,,,,2.19,0.69,,,44.38,,,1.5,7.55,1.17,,3.96,2,,,,,,159.48,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,47.94,,100.9,,,,,,,46.18,,,48.66,,4.31,,,4.49,,,,,,,,,,,,,,18.47,,,,,,,,,11.38,,,,,,,,,3.11,,,,,,,,,,,,4.92,4.63,,,,,3.13,4.49,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,45.57,,18.8,33.9,6,,,132.17,4.2,40.58,2.6,,45.09,3.52,0.04,0.02,18.41,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.6,14.23,5.87,31.66,13.08,6.29,0.31,0.31,7.03,0.11,0.99,7.37,2.6,8.19,16.69,,1.85,21.43,27.85,3.83,,1.25,,2.28,3.53,10.77,7.36,0.55,0.14,,,,,13.8,,,,,4.03,13.69,1.16,0.77,,0.22,3.79,11.26,9.28,37.17,,6.52,,7.26,27.07,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,142.41,41.34,2.6,5.9,,7,21.8,,142.28,6.8,22.09,,50.02,33.66,2.92,0.15,0.15,48.8,1.32,,22.1,60.56,2.39,0.84,,,,19.35,13.81,24.34,,13.56,3.5,3.93,5.17,0.37,16.16,4.84,,26.26,13.48,35.18,6.72,33.1,50.71,3.86,,12.01,,19.46,4.14,28.71,26.1,2.18,3.46,,1.33,1.83,,21.27,,1.34,,,18.2,23.44,2.49,1.53,,1.32,5.59,174.23,13.31,14.81,,7.6,,2.98,53.04,,,10,2556336665.0,Packaged Software,Technology Services
ACM,32.59,52.66,4.6,,,0.1,22.9,46.8,,7.7,26.73,0.84,7.98,44.27,2.35,0.26,0.55,104.49,1.13,,55.01,59.44,3.29,1.31,,0.21,0.84,20.89,16.82,22.16,14.2,12.61,1.98,0.97,4.79,0.19,4.4,4.97,0.84,20.95,8.07,13.8,7.12,98.81,6.58,4.87,,1.61,,5.59,6.17,56.18,26.02,9.29,0.91,,,,,20.75,,1.96,,,17.73,27.08,,1.95,,1.13,2.22,88.12,13.4,11.18,,10.64,,3.44,163.27,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,15.16,50.5,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,25.6,2.59,9.08,42.71,7.46,0.26,1.22,360.8,1.1,,20.51,69.84,0.37,0.15,,0.43,1.47,23.23,20.26,26.32,21.29,17.34,3.31,3.49,4.3,0.51,13.27,3.82,1.63,28.02,13.15,8.94,7.15,328.86,32.61,162.73,,11.19,,14.79,7.98,31.57,30.17,3.24,3.53,,1.46,1.16,,26.59,8.42,1.26,,,25.07,38.29,3.16,1.75,52.9,1.1,13.75,236.59,27.79,26.8,,19.63,,2.59,39.09,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,56.84,32.49,,,,,,,,30.6,15.02,,17.1,25.11,3.1,0.66,2.48,17.56,1.49,,469.19,121.47,,0.24,,,,,,,,,3.65,5.14,,0.45,,,,460.61,,,29.41,17.98,50.64,,,,,,6.44,,,,5.3,,,,,,,,,47.46,507.14,,,,25.09,1.49,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,35.78,1.7,9.4,,17.7,16.7,11.4,,16.8,26.65,,9.39,32.92,11.58,0.78,1.24,483.72,1.11,,49.25,33.27,0.78,0.42,,,,30.62,27.22,32.23,19.17,17.91,8.87,10.08,3.27,0.49,31.27,3.08,,23.54,19.42,13.41,10.8,576.23,88.66,51.2,,25.59,,35.93,14.8,40.85,27.05,1.26,10.5,,0.87,1.07,,33.41,17.22,0.82,,,32.52,47.67,1.63,2.15,246.8,1.11,18.17,291.22,33.73,34.74,,22.82,,3.19,60.69,,,10,241068062221.0,Packaged Software,Technology Services
ADEA,38.29,53.09,,,,,,,13.28,,46.61,0.29,14.58,52.36,1.91,1.29,0.17,12.14,3,,,33.87,2.68,1.52,,0.19,1.63,15.9,8.75,12.98,,,4.55,4.95,6.29,0.34,38.16,10.36,1.63,8.37,16.82,,,9.32,,2.01,,12.87,,32.86,3.68,30.35,11.81,3.81,3.8,,,,,10,,1.8,,,9.09,12.99,,0.62,,3,4.2,606.5,11.04,13.34,,10.28,,13.15,31.95,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,41.84,53.19,,30.2,11.6,25.1,26.1,12.4,8.32,17.3,61.14,2.78,14.5,54.83,5.79,0.79,0.31,230.17,1.69,139.48,41.5,48.27,1.9,0.23,,0.81,1.57,55.78,28.05,40.57,29.15,22.75,11.29,12.33,1.79,0.72,30.39,2.58,1.59,30.51,17.52,12,,151.33,57.85,7.22,,17.07,,23.16,3.25,69.12,52.28,4.29,11.86,,2.88,1.93,,38.98,,1.73,,,28.86,36.38,3.53,1.88,,1.24,3.39,48.07,4.69,4.66,,4.47,,1.74,54.03,,,10,90112565563.0,Semiconductors,Electronic Technology
ADNT,,41.87,0.1,22.6,,89.8,,,,6.1,30.39,,,38.2,1.81,0.24,0.35,20.89,1.08,21.59,65.9,45.85,3.8,1.32,,,,10.46,5.2,11.38,8.96,4.84,0.24,0.23,9.56,0.21,2.05,16.71,,8.1,,,,39.6,6.28,2.09,,0.5,,2.67,0.95,28.28,7.84,,0.13,,,,,6.37,,,,,3.37,8.34,,0.65,,0.87,0.79,24,5.88,3.46,,7.03,,14.12,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,26.07,57.53,1.2,,13.8,15.3,15.1,13,20.5,9.9,33.6,3.37,11.74,51.05,2.71,0.06,0.79,287.96,1.01,,2.97,62.22,0.64,0.82,,0.59,1.93,22.71,20.5,33.06,22.23,20.23,5.87,6.19,4.4,0.08,18.72,3.06,1.93,28.7,14.41,8.68,5.36,268.86,45.44,13.74,,19.54,,25.85,25.85,31.61,31.37,2.59,6.2,,1.54,1.88,,32.98,13.82,1.29,,,28.49,50.2,2.61,2.79,137.12,1.01,6.8,497.94,59.7,91.62,,7.53,,2.87,44.44,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,33.86,62.3,0.9,25.4,,21.7,23.3,,,14.2,48.91,,23.84,59.45,5.58,0.43,0.72,286.04,0.64,,94.05,32.85,1.8,1.05,,,,48.27,42.97,58.18,31.69,29.98,9.1,10.73,2.07,0.25,18.45,1.74,,31.17,22.39,11.94,11.62,256.93,90.8,1291,,18.21,,22.24,24.92,58.49,34.97,0.64,10.64,,,,,57.83,,1.02,,,53.35,138.65,1.4,2.82,,0.64,11,369.7,23.5,57.58,,9.97,,0.5,236.4,,,6,45606470933.0,Packaged Software,Technology Services
ADT,21.02,65.67,,3.7,,,,,,,73.24,2.54,12.8,69.66,0.47,0.03,0.01,7.88,0.75,99.17,116.01,32.51,3.42,2.03,,0.37,2.54,16.13,6.64,13.79,,5.38,3.01,3.09,6.2,0.24,21.42,14.15,2.79,9.61,12.48,27.48,2.49,6.62,81.58,2.1,,13.82,,22.19,1.89,10.65,15.98,,1.27,,,,,6.2,,,,,3.54,5.03,,0.63,,0.59,4.07,28.19,6.32,18.83,,4.34,,28.22,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,65.35,43.99,,9.9,,22.2,30.1,,18.33,10.6,26.44,,45.21,39.07,9.08,1.17,3.5,127.96,2,,10.69,36.33,0.43,0.05,,,,21.57,18.95,22.3,14.35,14.08,1.64,1.99,4.64,0.83,8.9,4.28,,22.12,23.69,12.79,13.69,109.91,32.34,9,,6.18,,9.03,2.51,30.32,25.44,1.36,1.9,,1.05,0.68,,21.35,3.93,1.24,,23.14,19.39,23.31,1.25,1.23,13.67,2,6.73,148.57,11.63,9.3,,9.04,,1.01,53.76,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,12.35,54.86,,6.5,8,7.3,6.3,10.2,5.28,6.9,43.3,4.12,15.49,50.8,0.9,0.01,,87.8,0.67,74.06,86.49,26.35,5.01,1.54,,0.61,2.98,20.85,11.69,,18.89,10.87,4.97,5.77,4.8,0.27,,,3.02,17.86,1.24,7.63,3.75,81.93,50.31,3.09,,16.28,,26.85,2.03,19.86,20.71,3.77,3.25,,1.5,,,,1.39,1.25,,,9.34,,3.03,,2.11,0.45,2.88,5.92,5.36,10.43,,4.04,,,22.34,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,66.51,,99.7,,,,,52.85,46.7,75.51,,6.37,70.71,12.9,2.45,5.64,16.96,6.03,461.76,71.29,51.67,0.87,0.06,,,,70.28,55.58,,,,,7.33,1.42,0.84,,,,56.53,,,24.38,20.6,50.48,,,49.64,,10.43,4.1,17.31,15.56,,8.57,,,,,,1.86,3.22,34.61,7.22,2826.65,28.4,,4.89,5,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,13.42,52.62,0.9,13,,,,,,6.1,44.93,0.37,6.17,50.52,3.68,3.21,0.97,107.13,5.47,137.27,54.32,63.98,5.91,0.88,,0.1,0.37,38.7,23.59,36.51,,12.08,2.48,2.71,2.58,0.46,7.41,2.77,0.37,20.32,22.04,,,85.14,35.21,3.81,,6,,5.38,3.46,44.64,27.12,2.02,2.69,,1.39,2.36,,36.09,2.61,0.94,,13.41,23.64,43.72,1.39,1.62,5.64,4.22,3.75,15.66,5.02,7.97,,7.79,,,37.07,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,72.59,65.35,,20.5,20.8,11.4,7.9,4,4.55,3.1,64.31,7.83,29.72,67.64,3.36,0.52,0.47,86.88,1.51,106.42,52.57,0.4,0.72,0.1,,0.59,1.84,36.15,16.18,34.89,12.73,8.8,5.1,6.18,2.77,0.68,18.06,3.03,1.84,18.96,19.14,22.71,9.15,58.75,36.6,20.97,,8.56,,29.57,2.2,70.63,31.82,1.25,6.06,,,,,33.58,2,1.4,,,14.87,44.07,1.87,2.13,2.77,0.76,2.16,5.78,4.54,3.17,,4.24,,1.63,59.51,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,14.5,41.79,,10.5,45.5,,,66.4,90.5,5.8,33.39,2.18,,37.68,4.14,0.24,0.15,19.86,1.57,75.18,28.64,16.47,1.99,0.78,,0.29,2.5,11.32,7.4,16.74,9.63,6.7,0.88,0.91,8.83,0.48,5.42,7.7,2.5,10.24,0.82,11.52,3.39,18.04,39.18,,,4.58,,8.01,2.25,15.89,11.96,,0.71,,,,,13.3,1.19,0.89,,,8.24,24.44,,1.28,2.68,0.74,7.04,18.72,16.01,14.43,,11.24,,12.06,17.73,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,34.22,40.86,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,29.51,4.73,16.45,36.94,0.91,0.04,0.01,98.19,0.65,83.79,105.01,18.99,5.86,1.7,,0.69,3.57,22.57,12.79,,17.46,11.03,4.38,4.96,4.43,0.26,,,3.76,16.43,1.41,13.42,4.79,94.37,60.67,2.21,,13.49,,20.7,2,19.68,19.58,3.56,2.69,,,,,,1.32,1.15,,,8.56,,3.78,12.77,2,0.48,2.71,5.54,5.01,10.42,,4.34,,,21.16,,,10,41234689544.0,Electric Utilities,Utilities
AER,62.39,49.77,,6.4,,,5.5,,3.17,,35.25,0.52,11.9,46.24,0.77,0.89,0.03,95.42,3.42,5.35,58.48,3.06,9.64,2.69,,0.02,0.52,28.3,13.26,,15.95,9.39,7.73,8.11,3.53,0.24,,,1.04,7.89,,11.72,3.18,78.81,34.83,,,42.04,,28.67,1.09,6.24,9.39,,2.59,,,,,,0.73,1.49,,,3.61,5.61,,1.69,1.29,3.38,4.6,3.68,3.2,19.62,,2.94,,15.88,14.82,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,33.04,36.98,,,5,,6.9,,,7.2,29.15,5.11,14.01,32.41,0.51,0.19,0.06,16.96,0.97,26.58,87.18,46.9,10.74,9.24,,0.31,4,26.57,14.59,,10.86,8.62,2.29,3.12,3.76,0.07,,,4.04,8.21,,6.84,2.39,23.02,20.79,1.62,,6.07,,18.57,3.9,16.15,7.67,,0.97,,,,,,2.18,1.02,,,4.77,,,,13.9,0.91,1.68,4.94,4.08,27.42,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,35.79,,,5,,6.9,,,7.2,31.65,,,33.54,0.51,0.19,0.06,62.61,0.97,26.58,87.18,46.9,10.74,9.24,,,,26.57,14.59,,,,,3.12,3.76,0.07,,,,6.72,,6.84,2.39,0.0,20.79,1.62,,6.07,,18.57,3.91,16.17,7.68,,0.97,,,,,,,,,,4.79,,,,,0.91,1.68,4.94,4.08,27.42,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,17.49,42.28,,14.3,,129.9,,,49.89,64.1,46.57,4.29,,41.3,2.18,0.44,0.21,20.03,1.53,19.27,53.52,60.18,1.97,0.47,,0.66,4.29,13.97,10.03,,,5.07,2.02,3.28,7.16,0.54,,,4.6,8.41,,34.07,29.15,0.0,34.88,9.58,,13.71,,23.57,2.03,15.62,15.52,,2.29,,,,,,1.33,,,,7.18,,,,2.51,1.35,7,16.82,13.32,17.82,,12.65,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
AFRM,159.86,45.29,,,,85.6,17.5,,1.59,11.1,27.46,,36.62,39.15,1.9,17.16,0.32,40.7,65.7,,16.58,43.65,,2.42,,,,,,60.33,29.44,30.25,5.91,7.55,,0.29,12.52,2.22,,,,,24.33,38.11,63.62,,,,,,4.79,,,,5.61,,,,,44.81,,,,8.91,28.95,,,,5.79,65.7,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
AFYA,3.19,48.64,1.2,12.1,,32.7,10.6,54.7,11.9,37.5,47.81,,,49.02,2.5,0.74,0.27,16.56,1.47,0.97,136.81,63.94,2.04,0.68,,,,10.22,7.64,10.62,8.15,6.39,2.73,3.09,9.78,0.51,29.13,11.56,,9.5,26.27,35.53,7.07,19.86,62.12,2.57,,17.97,,28.66,2.07,14.13,15.69,0.38,2.58,,,,,8.92,,,,,6.78,12.69,0.61,0.81,,1.47,7.04,66.61,13.76,14.96,,12.04,,,,,,7,1469574000.0000002,Other Consumer Services,Consumer Services
AG,19.18,68.47,,9.1,,,,,,8,68.16,0.24,,70.21,2.16,1.88,0.82,7.67,3.05,49.42,37.39,6.56,4.11,0.19,,,0.24,,38.14,,,,4.91,4.67,,0.69,,,0.25,26.63,19,,5.53,5.87,8.95,,,,,,1.68,,,,4.51,,,,,,,1.13,,,33.54,,,6.5,1.68,2.44,,,,,,,,,,,,2,1664184423.375635,Precious Metals,Non-Energy Minerals
