Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABM,22.42,31.71,6.72,2.3,5.9,5.8,,24.3,,,12.8,20.72,2.24,8.2,25.77,2.47,,0.05,0.04,50.34,1.33,,,59.1,5.06,0.82,,0.26,1.76,21.05,16.03,18.04,11.46,9.25,0.55,0.55,4.75,0.35,3.05,7.94,2.07,13.66,24.22,,,52.25,,2.5,,,0.98,,2.54,1.8,40.27,15,1.65,0.39,,0.77,1.09,,12.73,0.96,,0.96,,,9.45,36.98,0.86,0.84,,1.33,1.63,36.65,5.81,4.49,,3.02,,5.52,27.64,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABT,7.94,36.87,1.96,0.7,6.3,12.3,6.8,6.7,,,5.8,31.39,3.66,8.78,32.43,5.17,,0.52,0.52,114.23,1.6,134.18,82.06,59.46,1.42,0.38,,0.48,1.96,27.5,19.12,31.21,21.56,17.01,4.49,4.91,3.64,0.54,15.74,3.33,2.1,22.13,11.41,8.9,6.44,108.87,55.55,11.5,,,13.99,,16.24,4.9,34.17,24.87,2.16,4.77,,1.36,1.6,,30.29,1.05,5.03,1.12,,,22.52,39.57,3.13,1.9,22.17,1.14,7.9,65.41,12.45,14.86,,10.65,,3.49,40.15,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,30.67,34.35,13.72,,6.9,,13.2,4.1,,3.27,5.9,11.64,0.2,26.86,23.88,2.78,,1.75,0.61,99.35,3.61,70.83,47.61,57.32,3.31,0.51,,0.06,0.2,26.72,14.2,43.94,,,1.79,2.14,3.74,0.56,4.86,2.47,0.2,22.46,18.21,26.64,11.51,77.76,19.84,4.58,,,5.17,,7.87,2.01,38.11,31.03,1.54,2.02,,,,,40.93,1.28,2.43,,,,15.63,23.96,1.96,1.34,4.37,2.77,3.4,11.35,5.93,5.41,,5.14,,,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,48.13,,,,,38.8,40.9,46.1,223.57,16.4,32.03,,10.31,43.36,2.77,,1.64,11.45,16.87,2.29,235.21,82.57,38.31,0.4,0.09,,,,20.21,18.21,11.19,13.86,17.09,2.21,2.44,4.95,0.59,21.82,7.28,,22.02,,,15.88,34.16,91.61,,,,13.83,,12.08,4.82,21.45,21.45,0.96,2.99,,,,,13.66,0.49,2.39,,16.87,7.21,13.66,20.89,,,5.89,2.11,15.57,203.67,21.17,27.32,,51.02,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,33.51,,,12.2,,,16.9,,,10.9,19.76,,,31.01,1.69,,0.13,0.04,37.9,1.07,18.46,542.09,44.04,3.16,0.66,,,,11.47,8.85,,8.86,6.99,1.6,1.82,8.72,0.52,,,,10.66,0.92,10.72,8.88,85.24,96.45,5.11,,,8.99,,17.48,1.17,12.65,11,,1.14,,,,,,0.44,1.55,0.52,,,27.33,,,1.14,5.11,1.06,5.05,19.42,10.06,9.78,,8.25,,,113.71,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,60.78,65.36,,100.9,,,,,,,53.19,,62.18,58.53,,,5.79,,,6.03,,,,,,,,,,,,,,64.24,,,,,,,,,23.13,,,,,,,,,,7.65,,,,,,,,,,,,,12.65,11.86,,,,,8.63,6.03,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,53.39,2.41,,18.8,33.9,6,,,132.17,4.2,55.66,2.48,,53.95,3.53,,0.04,0.02,19.52,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.47,14.44,5.9,32,12.57,6.52,0.31,0.31,6.93,0.11,0.99,6.99,3.09,8.52,16.44,,1.77,21.48,27.85,3.83,,,1.25,,2.28,3.72,11.35,7.76,0.57,0.14,,,,,14.37,0.91,,,,,4.21,14.25,1.23,0.82,,0.22,3.79,11.26,9.28,37.17,,6.52,,7.06,28.43,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,84.34,42.24,8.74,2.6,5.9,,7,21.8,,142.28,6.8,33.39,,49.86,37.84,3.62,,0.26,0.17,53.04,1.56,,21.51,50.45,2.07,0.77,,,,17.16,12.82,22.74,,14.07,3.67,3.92,5.83,0.43,17.25,5.08,,28.21,13.32,23.1,7.94,34.09,52.2,4.73,,,14.04,,22.14,4.13,24.73,22.6,1.88,3.48,,1.16,1.76,,20.19,1.56,,1.36,,,17.72,22.6,2.21,1.57,,1.56,6.9,262.89,15.7,17.86,,8.99,,3.48,53.5,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,30.76,,0.9,22.7,,62.7,72,31,57.41,34.8,14.29,,,25.98,6.41,,2.3,13.15,69.47,4.45,183.28,30.95,67.21,0.16,0.05,,,,6.48,6.13,9.74,,7.13,1.7,1.59,15.43,0.73,16.36,7.82,,14.11,25.51,,,112.47,44.28,44.08,,,20.65,,21.88,2.3,10.23,10.23,0.21,2.11,,,,,12.92,0.62,1.03,0.94,10.42,2.97,11.75,12.68,0.41,0.96,2.3,3.29,17.31,67.54,25.93,24.8,,28.79,,2.74,21.96,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,72.17,33.99,0.7,,,,2.6,0.1,,,,17.68,,59.77,27.6,8.58,,4.19,8.79,75.63,4.29,,,71.34,,0.14,,,,,,993.03,,,38.25,22.83,,0.63,2.3,0.09,,,,,16.03,0.0,,,,,,,,8.4,,,,24.81,,,,,511.63,,,,13.98,13.36,156.69,,,,8.45,4.29,,,,,,,,0.33,,,,,1598748014.0,Biotechnology,Health Technology
ACM,19.85,33.71,8.18,2.5,,,13,17,11,,9.8,8.1,0.82,23.12,21.8,2.39,,0.25,0.52,107.99,1.13,,56.38,59.69,2.8,1.39,,0.19,0.82,17.5,14.61,22.34,14.28,12.73,2.03,0.98,5.71,0.18,4.4,4.99,0.97,21.2,10.24,11.48,4.13,101.99,6.73,4.98,,,2.5,,5.74,6.5,36.16,23.68,2.44,0.91,,,,,20.6,1.06,,1.91,,,17.63,44.05,3.94,1.92,,1.13,3.46,112.49,16.41,18.05,,11.41,,3.42,156.4,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACVA,45.87,48.6,2.99,,,,,,,,30.6,46.76,,20.8,46.28,3.59,,0.68,2.5,21.89,1.51,,452.01,118.12,,0.25,,,,,,391.97,,,4.29,5.6,,0.44,1.43,0.24,,548.4,,,28.45,18.88,51.48,,,,,,,7.67,,,,5.75,,,,,427.35,1.16,,,,59.16,82.44,,,,30.93,1.51,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,26.88,,2.5,0.9,,8.8,13.9,6.9,48.68,13.3,9.64,,,19.57,10.46,,0.75,1.3,447.17,1.07,,51.08,33.15,0.76,0.43,,,,26.86,23.97,24.22,17.72,16.44,8.12,8.87,3.72,0.47,36.61,4.09,,21.91,18.49,11.4,9.76,570.64,89.04,45.8,,,25.85,,36,13.65,35.27,23.75,1.46,9.14,,0.78,0.81,,24.89,0.78,19.93,0.73,,,24.32,32.69,1.6,1.88,358.52,1.07,18.71,304.83,35.09,36.84,,23.74,,4.06,52.44,,,10,241068062221.0,Packaged Software,Technology Services
ADC,24.39,26.77,3.44,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,12.01,5.91,25.79,19.96,1.68,,0.08,0.01,70.17,0.74,,573.52,54.1,5.08,0.51,,1.67,4.31,34.98,19.7,23.66,30.25,18.23,15.81,17.28,2.86,0.65,73.03,5.82,4.37,37.85,12.11,2.92,11.61,74.09,87.94,2.87,,,31.62,,48.86,1.4,38.36,38.95,6.28,11.65,,3.41,1.27,16.42,15.97,0.95,1.72,0.94,,,15.97,,5.95,0.99,1.68,0.74,2.41,,3.83,3.64,,3.69,,,30.86,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,0.52,57.32,,,,,,,,13.28,,44.17,0.26,4.54,55.2,2.05,,1.25,0.17,13.66,3.42,,,38.31,2.94,1.41,,0.19,1.46,19.49,10.71,14.92,,,4.98,5.66,5.13,0.35,37.93,8.69,1.46,9.7,12.32,,,9.59,,1.91,,,12.01,,30.96,3.97,38.14,12.83,4.14,4.51,,,,,11.89,1.42,,2.16,,,10.73,16.21,,0.7,,3.42,3.78,475.57,9.9,11.55,,10.09,,9.11,105.62,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,9.79,36.71,,1.9,,10.4,9.3,16.8,1.7,,1.2,17.4,3.05,,30.41,5.44,,0.79,0.31,211.78,1.84,136.23,40.16,47.5,1.82,0.22,,0.89,1.77,51.63,25.79,34.72,29.72,22.5,10.55,11.5,1.94,0.73,33.12,3.03,1.77,29.81,17.01,20.59,10.86,153.28,57.08,6.42,,,17.35,,21.96,2.93,63.16,51.14,4.69,10.99,,2.72,1.79,,33.19,1.38,,1.61,,,26.9,34.55,3.73,1.72,,1.35,3.37,46.57,4.62,4.63,,4.23,,1.51,47.99,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,30.64,,2.6,9.4,7.7,25.1,24.8,,89.18,15,15.1,5.32,,25.11,3.09,,0.04,0.07,50.49,1.4,50.57,24.48,21.74,2.74,0.52,,0.39,4.05,11.44,8.32,9.78,13.25,9.27,0.41,0.4,8.74,0.42,4.05,14.93,4.05,10.9,23.37,,,78.33,7.08,3.58,,,2.07,,2.85,1.07,14.03,10,0.55,0.29,,,,,7.2,0.64,0.86,0.72,,,5.01,6.75,0.53,1.32,1.58,0.84,3.34,14.4,8.6,7.7,,4.13,,17.38,10.83,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,30.35,,3.5,,,,,,,4.5,13.02,,,24.04,1.73,,0.26,0.39,16.85,1.11,21.21,66.18,45.49,3.67,1.13,,,,10.26,5.07,12,7.58,4.14,0.21,0.23,9.75,0.23,1.89,18.91,,8.58,26.6,30.6,,37.59,6.32,2.09,,,0.12,,2.72,0.69,75.04,9.39,0.48,0.11,,,,,5.5,0.45,,,,,2.83,8.58,0.44,0.51,,0.9,0.19,23.38,5.76,0.85,,4.79,,22.49,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,28.58,39.08,8.02,1.2,,13.8,15.3,15.1,13,13.01,9,30.76,3.44,21.35,34,3.04,,0.19,0.79,294.02,1.01,,3.27,65.98,1.56,1.75,,0.59,1.97,22.26,20.18,29.6,22.51,20.79,5.91,6.54,4.49,0.11,22.11,3.44,2.11,29.54,14.93,8.76,7.46,272.19,42.56,9.92,,,20.87,,21.92,22.21,31.09,30.89,2.55,6.49,,1.53,1.69,,29.35,1.08,10.03,1.28,,,25.71,42.23,2.49,2.97,71.93,1.01,7.01,518.83,59.25,86.24,,6.18,,1.86,43.74,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,30.05,42.36,15.17,0.9,25.4,,21.7,23.3,,,14.2,25.82,,26.42,36.12,5.72,,0.38,0.66,298.27,0.65,,102.91,35.66,1.75,0.99,,,,49.23,43.52,51.15,32.25,30.06,9.32,10.76,2.03,0.26,21.04,1.98,,32.32,22.32,11.65,11.74,261.18,90.71,,,,18.3,,21.86,24.19,58.26,35.46,0.65,10.68,,,,,50.73,1.14,,1.01,,,47.06,99.81,1.44,2.87,,0.65,11.12,392,23.35,51.52,,9.86,,0.71,219.13,,,6,45606470933.0,Packaged Software,Technology Services
ADT,15.27,25.53,4.14,,3.7,,,,,,,6.58,3.22,5.15,15.4,0.4,,0.08,0.01,6.83,0.81,70.1,85.15,27.53,4.22,1.98,,0.38,3.24,28.2,7.47,12.37,,5.15,2.71,2.66,3.54,0.24,21.42,18.27,3.24,8.37,8.96,26.47,2.59,6.67,78.76,1.95,,,17.19,,20.04,1.59,7.07,13.03,,1.25,,,,,5.87,1.02,,,,,3.53,4.71,,0.54,,0.64,5.45,14.81,3.29,24.01,,10.07,,37.17,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,27.82,60.35,,,9.9,,22.2,30.1,,18.33,10.6,72.14,,3.5,65.95,8.77,,1.41,4.48,131.4,2.11,,11.17,35.23,0.41,0.05,,,,20.34,18.01,17.22,13.99,12.57,1.49,1.92,4.91,0.82,11.15,5.38,,22.19,23.54,13.56,13.67,100.75,32.28,12.12,,,6.5,,9.15,2.48,29.66,25.02,1.34,1.92,,1.05,0.57,,17.46,1.3,3.69,1.27,135.46,18.69,16.2,20.1,1.3,1.3,11.9,2.11,6.89,155.12,11.61,9.24,,9.02,,2.84,52.66,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,28.04,41.72,7.73,,6.5,8,7.3,6.3,10.2,5.28,6.9,39.75,4.19,29.81,37.96,0.88,,,,89.29,0.63,73.28,83.66,27.63,5.15,1.54,,0.61,3.03,21.41,11.86,,19.06,10.97,5.02,5.76,4.67,0.27,,,3.03,18.08,1.19,7.87,3.92,82.77,49.45,2.94,,,15.52,,25.95,2,20.84,20.63,3.75,3.23,,1.51,,,,1.08,1.39,1.25,,,9.52,,3,,2.07,0.41,2.73,5.71,5.17,9.9,,3.91,,,22.37,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,54.81,,,99.7,,,,,52.85,46.7,55.48,,5.62,56.6,11.19,,2.45,5.64,14.25,6.03,461.76,71.29,51.67,0.87,0.06,,,,59.39,46.97,,,,,6.19,1.68,0.84,,,,47.5,,,24.38,21.43,50.48,,,,49.64,,10.43,3.22,13.59,12.22,,6.7,,,,,,0.67,1.56,2.7,29.09,6.07,2220,22.31,,4.11,3.93,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,2.48,46.51,9.04,0.9,13,,,,,,6.1,33.11,0.35,1.97,41.77,4.46,,2.25,0.99,112.97,4.62,139.39,54.35,65.57,5.33,0.57,,0.11,0.35,77.22,34.59,58.23,,12.08,2.72,2.92,1.3,0.53,5.01,1.72,0.35,22.59,15.18,,,85.18,35.16,2.31,,,2.91,,4.34,3.69,99.94,31.21,2.33,2.91,,1.58,3.75,,57.77,1.33,2.85,1.01,,13.42,32.36,89.08,2.44,1.74,5.96,3.32,1.74,8.27,2.59,3.75,,8.16,,,40.4,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEP,20.52,31.32,,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,20.32,5.18,10.15,25.61,0.87,,0.04,0.01,92.75,0.57,84.7,104.49,18.81,5.79,1.66,,0.71,3.91,21.5,12.1,,16.59,10.53,4.17,4.71,4.65,0.27,,,4.08,15.78,0.9,12.99,4.6,94.07,61.23,2.17,,,13.46,,20.61,1.83,18.4,18.32,3.33,2.47,,,,,,0.99,1.24,1.07,,,7.54,,,10.91,1.83,0.41,2.7,5.48,4.94,10.22,,4.35,,0.81,19.41,,,10,41234689544.0,Electric Utilities,Utilities
AER,32.55,40.94,,,6.4,,,5.5,,3.17,,35.75,0.82,3.48,38.1,0.73,,2.25,0.08,94.53,4.5,5.24,57.13,3.06,10.49,2.89,,0.05,0.81,30.12,13.45,,15.95,9.39,7.73,7.94,3.32,0.23,,,1.07,7.81,,12.74,2.68,85.36,32.61,,,,32.41,,26.37,1.05,7.52,9.55,,2.36,,,,,,1.11,0.73,1.41,,,3.33,7.18,,1.58,1.23,4.45,3.53,3.38,2.94,15.15,,2.69,,12.15,14.53,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,31.02,,,,5,,6.9,,,7.2,16.19,7.08,,27.27,0.41,,0.16,0.07,13.0,0.85,25.49,94.7,48.4,11.13,8.95,,0.3,5.55,28.48,15.37,,9.68,6.6,2.07,3.31,3.51,0.07,,,5.57,6.34,,6.76,2.84,21.29,19.44,1.43,,,8.34,,17.25,2.69,8.64,5.36,,0.72,,,,,,0.61,1.51,0.79,,,3.71,,,,8.7,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,35.73,,,,5,,6.9,,,7.2,31.66,,,33.7,0.41,,0.16,0.07,62.61,0.85,25.49,94.7,48.4,11.13,8.95,,,,28.48,15.37,,,,,3.31,3.51,0.07,,,,6.72,,6.76,2.84,0.0,19.44,1.43,,,8.34,,17.25,2.69,8.64,5.36,,0.72,,,,,,,,,,,3.71,,,,,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,26.4,41.95,,,14.3,,129.9,,,49.89,64.1,22.03,4.2,9.33,34.55,2.25,,0.3,0.16,21.44,1.23,16.62,48.15,58.05,2.21,0.47,,0.99,4.22,20.83,12.33,,,6.34,2.33,2.99,4.8,0.53,,,4.5,11.1,,,26.12,0.0,26.47,4.92,,,8.78,,15.35,2.24,27.1,24.66,,2.49,,,,,,,1.74,,,,8.38,,,,2.72,1.08,4.84,10.74,8.84,10.25,,8.11,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
AFRM,38.85,47.78,40.64,,,,85.6,17.5,,1.59,11.1,29.09,,109.65,40.69,2.43,,15.58,0.3,65.64,64.66,,18.63,43.32,66.55,2.51,,,,,231.66,65.14,35.91,38.13,8.08,9.82,,0.28,15.07,1.92,,,,,26.03,38.92,65.71,,,,,,,6.98,,,,7.83,,,,,52.07,1.69,,,,13.79,36.1,,,,8.66,64.66,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
AFYA,,39.41,,1.2,12.1,,32.7,10.6,54.7,11.9,37.5,42.75,,,38.98,2.15,,0.9,0.27,15.45,1.6,0.45,126.67,62.76,2.29,0.76,,,,9.29,6.92,10.39,8.4,6.46,2.76,2.77,10.76,0.47,27.65,12.29,,10.46,27.58,32.26,5.01,17.69,62.43,2.75,,,18.26,,29.03,1.85,12.41,13.47,0.32,2.3,,,,,8.4,0.87,,,,,5.74,10.8,0.55,0.71,,1.6,7.26,66.82,13.65,15.16,,12.45,,1.25,,,,7,1469574000.0000002,Other Consumer Services,Consumer Services
AG,7.21,33.97,5.65,,9.1,,,,,,8,19.21,0.33,2.35,28.67,1.61,,1.86,0.94,5.46,3.03,51.44,36.36,8.18,2.7,0.17,,,0.33,,19.3,,,,3.08,3.16,,0.7,,,0.35,20.76,18.62,,5.53,5.95,11.66,,,,,,,1.27,,,,3.21,,,,,,0.92,,0.82,,,18.87,,,4.55,1.27,2.45,,,,,,,,,,,,2,1664184423.375635,Precious Metals,Non-Energy Minerals
