Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABG,3.5,40.02,,50.3,,28.2,37.8,,24,25.51,,9.9,34.45,2.68,,0.01,0.01,234.3,1.06,39.87,15.83,3.89,6.19,1.53,,,,12.79,11.69,98.45,12.1,9.56,0.56,0.61,7.82,0.33,0.62,2.08,,8.07,31.6,,8.9,257.37,17.75,4.56,,,2.51,,6.31,1.41,12.02,8.1,0.25,0.29,,0.24,3.92,,49,,1.07,,,15.1,127.15,0.3,0.52,,0.38,4.45,21.33,10.46,12.53,,9.09,,,12.87,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,8.13,43.82,2,8.4,5.9,40.8,24.6,,11.1,15.48,2.08,22.86,32.92,3.07,,0.05,0.04,52.41,1.44,,,58.62,2.69,0.76,,0.28,1.7,11.33,8.87,13.24,11.39,9.2,0.55,0.56,8.83,0.37,4.23,10.56,1.71,15.83,26.5,,2.09,50.73,,4.81,,,3.04,,4.88,1.78,13.72,16.69,1.04,0.41,,0.82,0.79,,9.85,,1.06,,,8.47,9.1,0.84,0.9,,1.44,5.04,65.99,10.75,13.69,,7.32,,2.58,26.74,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,8.89,20.89,,38.3,,,,,8,15.2,,0.94,17.6,3.11,,0.71,4.95,114.64,1.41,,29.97,7.3,1.12,0.28,,,,31.71,30.89,14.38,18.37,15.77,5.57,5.95,3.15,0.3,41.38,6.08,,27.52,,,11.88,170.02,82.59,20.75,,,46.11,,15.21,8.95,15.38,15.38,,7.04,,,,,17.02,2.64,,,18.46,16.96,12.81,,,10.06,1.41,21.22,720.92,19.41,63.33,,55.65,,4,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,,61.21,0.7,6.3,12.3,6.8,6.7,,5.8,65.52,3.68,,63.68,5.2,,0.52,0.49,109.76,1.68,135.1,83.18,58.61,1.42,0.38,,0.48,1.97,27.99,19.22,35.16,21.42,18.5,4.75,4.89,3.57,0.54,13.88,2.96,2,31.76,12.99,8.41,6.41,106.39,55.24,10.7,,,13.65,,15.92,4.86,34.62,24.67,2.15,4.68,,0.78,1.61,,33.97,5.06,1.11,,,24.27,44.52,2.53,1.86,23.35,1.18,7.63,64.74,12.05,14.52,,10.37,,3.18,40.06,,,10,176555322492.0,Medical Specialties,Health Technology
ACAD,,31.82,,,,38.8,40.9,46.1,16.4,13.99,,,23.73,1.4,,1.48,10.62,15.72,2.16,197.37,87.05,38.64,1.49,0.09,,,,91.55,65.89,32.54,22.9,37.44,2.21,2.35,1.09,0.57,7.15,2.44,,27.55,,,17.91,33.46,91.73,,,,3.43,,2.56,5.02,87.31,87.31,3.92,2.92,,,,,40.91,4.96,,24.95,7.82,40.91,1428.65,,,6.34,1.95,4.03,40.04,4.61,7.04,,8.04,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,56.71,,12.2,,,16.9,,10.9,58.21,,,58.21,2.19,,0.14,0.04,71.7,1.18,18.83,519.12,44.07,8.34,0.67,,,,88.71,35.78,,14.18,11.3,2.64,2.77,1.13,0.52,,,,20.6,,15.49,9.88,85.81,96.46,5.51,,,,,17.58,2.2,,19.82,,2.12,,,,,,3.08,0.97,,,61.32,,,2.11,10.64,1.17,,3.96,2,,,,,,220.32,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,39.95,,100.9,,,,,,18.58,,,31.76,,,5.78,,,6.01,,,,,,,,,,,,,,187.46,,,,,,,,,16.47,,,,,,,,,,3.24,,,,,,,,,,,,4.64,4.38,,,,,3.38,6.01,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,41.22,,18.8,33.9,6,,,4.2,32.67,2.46,,38.33,3.59,,0.04,0.02,19.57,0.88,31.49,25.97,3.45,3.24,4.86,,0.18,2.46,13.23,5.75,30.25,10.9,6.09,0.31,0.32,7.56,0.11,1.05,7.37,2.46,9.81,19.84,,1.71,21.8,27.84,3.99,,,1.41,,2.43,3.87,10.13,7.42,0.55,0.14,,,,,13.64,,,,,4.07,12.14,0.83,0.76,,0.21,4.28,12.32,10.22,45.12,,6.91,,4.66,29.97,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,65.35,65.46,2.6,5.9,,7,21.8,,6.8,62.82,,32.09,64.41,2.81,,0.15,0.15,46.3,1.32,,22.1,60.56,2.39,0.84,,,,18.16,12.96,22.79,,14.73,3.57,3.69,5.51,0.37,16.16,5.1,,30.72,13.72,23.83,6.2,32.42,50.71,3.86,,,12.01,,19.46,3.93,27.24,24.76,2.06,3.22,,1.15,1.61,,19.94,,1.27,,,17.06,21.97,2.36,1.45,,1.32,5.59,174.23,13.31,14.81,,7.6,,3.22,50.34,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,32.53,0.9,22.7,,62.7,72,31,34.8,24.14,,17.49,28.53,8.48,,2.25,12.33,114.92,4.42,179.55,30.91,63.45,0.15,0.05,,,,10.13,9.64,18.62,,11.25,2.98,2.58,9.87,0.73,13.75,4.08,,18.1,23.41,,,121.79,44.63,48.8,,,21.54,,23.4,4.01,15.82,15.82,0.32,3.42,,,,,24.75,1.68,1.58,19.25,5.17,22,26.31,0.63,1.67,4.01,3.26,19.31,74.1,28.93,28.19,,33.01,,1.76,38.66,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACM,,57.75,4.6,,,0.1,22.9,46.8,7.7,64.61,0.89,,60.22,2.24,,0.26,0.55,96.91,1.13,,55.01,59.44,3.29,1.31,,0.21,0.89,18.47,14.88,19.6,12.79,11.15,1.75,0.86,5.41,0.19,4.4,5.36,0.93,18.04,8.65,13.08,6.91,95.52,6.58,4.87,,,1.61,,5.59,5.72,52.1,24.14,8.62,0.8,,,,,18.48,,1.82,,,15.84,24.17,,1.81,,1.13,2.22,88.12,13.4,11.18,,10.64,,3.9,151.42,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,,49.66,0.3,15.1,11.9,7.8,16.1,6.2,13.6,36.04,2.68,,43.97,7.08,,0.3,1.2,315.88,1.16,,20.04,71.1,0.43,0.17,,0.42,1.61,21.15,18.38,22.87,17.73,15.37,2.91,3.08,4.73,0.51,13.44,4.38,1.61,24.85,14.36,6.4,4.64,325.64,32.58,171.01,,,10.79,,14.2,7.13,28.93,26.59,2.37,3.09,,1.36,0.91,,23.2,6.74,1.12,,,21.98,33.44,2.57,1.57,38.43,1.16,13.46,227.4,27.32,26.23,,19.64,,3.23,34.98,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,7.39,27.26,,,,,,,30.6,8.75,,24.25,19.37,2.55,,0.66,2.48,18.07,1.49,,469.19,121.47,,0.24,,,,,,,,,3.86,4.41,,0.45,,,,502.16,,,28.84,17.12,50.64,,,,,,,5.36,,,,4.44,,,,,,,,,48.84,424.86,,,,25.45,1.49,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,10.53,38.92,1.7,9.4,,17.7,14.1,11.4,16.8,28.25,,,33.09,12.12,,0.85,1.32,530.97,1.16,,49.57,33.69,0.82,0.41,,,,34.43,30.42,35.45,20.47,19.12,9.44,11.08,2.9,0.5,31.17,2.71,,33.16,20.78,13.83,11.16,583.04,88.24,58.8,,,24.86,,35.4,16.04,47.64,30.61,1.43,11.84,,0.89,1.11,,38.03,17.13,0.93,,,36.74,54.06,1.68,2.43,214.97,1.16,17.46,275.62,32.26,32.8,,22.15,,2.61,69.86,,,10,241068062221.0,Packaged Software,Technology Services
ADC,,75.35,,5.9,6.7,5.7,1.7,14.6,5.9,72.19,5.7,6.9,75.3,1.65,,0.07,,71.58,0.9,,535.71,52.31,5.24,0.52,,1.65,4.16,35.23,19.73,24.65,32.55,19.83,17.36,17.24,2.84,0.65,69.98,5.66,4.2,40.3,11.73,2.82,9.74,73.67,87.98,3.02,,,32.09,,48.78,1.44,39.77,39.83,6.42,12.2,,3.19,1.27,17.23,17.45,1.75,0.98,,,17.45,,6.07,1.05,1.74,0.9,2.43,,3.76,3.63,,3.67,,,32.1,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,11.61,41.32,,,,,,,,42.8,0.33,,40.31,1.58,,0.96,0.16,11.03,2.23,,,36.57,2.76,1.59,,0.19,1.81,14.26,7.85,10.83,,,3.98,4.44,7.01,0.32,38.16,11.45,1.81,26.23,23.2,,,8.86,,1.81,,,11.06,,31.03,3.33,27.58,10.73,3.46,3.46,,,,,9.06,,1.61,,,8.25,11.85,,0.56,,2.23,3.51,616.28,10.4,11.57,,9.33,,18.51,29.03,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,25.04,34.26,,30.2,11.6,25.1,26.1,12.4,17.3,25.79,2.97,20.24,30.33,5.13,,0.72,0.29,213.64,1.58,139.52,42.88,48.16,1.69,0.23,,0.58,1.68,41.15,22.31,34.43,22.04,18.41,9.71,10.14,2.43,0.72,29.28,2.89,1.74,41.11,18.5,15.55,,158.03,59.84,9.13,,,20.45,,25.76,3.01,49.92,35.14,2.88,10.17,,1.77,1.58,,34.89,,1.51,,,25,31.07,2.28,1.73,,1.13,4.37,59.43,5.61,6,,5.53,,2.65,50.39,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,32.59,2.6,9.4,7.7,25.1,24.8,,15,16.85,4.23,20.27,25.34,3.25,,0.04,0.06,58.48,1.44,50.79,24.24,21.73,2.36,0.54,,0.35,3.22,9.95,7.76,12.32,11.86,8.71,0.44,0.44,10.05,0.42,3.56,11.3,3.39,11.14,22.33,,,78.06,7.44,4.48,,,2.93,,3.39,1.26,11.7,10.7,0.58,0.34,,,,,9.8,0.94,0.84,,,6.48,8.44,0.48,1.7,1.84,0.88,4.77,18.59,10.96,10.87,,5.18,,16.92,12.47,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,26.23,0.1,22.6,,89.8,,,6.1,10.47,,,19.94,1.81,,0.24,0.35,21.28,1.08,21.59,65.9,45.85,3.8,1.32,,,,10.6,5.27,11.54,6.36,3.94,0.24,0.24,9.43,0.21,2.05,16.29,,7.81,,22.64,,40.41,6.28,2.09,,,0.5,,2.67,0.97,29.01,8.04,,0.13,,,,,6.53,,,,,3.45,8.55,,0.66,,0.87,0.79,24,5.88,3.46,,7.03,,13.77,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,,63.29,1.2,,13.8,15.3,15.1,13,9.9,56.8,3.63,,63.26,2.56,,0.06,0.79,262.79,1.01,,2.97,62.22,0.64,0.82,,0.59,2.08,20.33,18.36,29.6,19.92,16.98,5.26,5.54,4.92,0.08,18.72,3.35,2.14,26.23,14.68,8.2,5.15,265.09,45.44,13.74,,,19.54,,25.85,23.59,28.85,28.63,2.37,5.65,,1.29,1.57,,30.13,12.61,1.18,,,26.06,45.96,2.39,2.57,125.14,1.01,6.8,497.94,59.7,91.62,,7.52,,3.13,40.55,,,10,101064499899.00002,Data Processing Services,Technology Services
ADT,16.64,39.18,,3.7,,,,,,34.97,2.43,10.84,35.62,0.48,,0.03,0.01,7.26,0.75,99.17,116.01,32.51,3.42,2.03,,0.37,2.43,15.19,6.26,13.94,,5.62,2.89,2.91,6.58,0.24,20.86,15.73,2.97,10.41,12.11,31.03,3.2,6.69,81.58,2.1,,,13.82,,22.19,1.7,9.58,14.38,,1.37,,,,,6.56,,,,,3.74,5.31,,0.58,,0.59,4.07,28.19,6.32,18.83,,4.34,,27.32,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,25.8,54.15,,9.9,,22.2,30.1,,10.6,53.23,,30.72,53.31,8.69,,1.17,3.5,124.47,2,,10.69,36.33,0.43,0.05,,,,20.35,17.88,21.04,18.09,15.87,1.84,1.87,4.91,0.83,8.9,4.49,,26.34,23.9,12.15,11.93,108.53,32.34,9,,,6.18,,9.03,2.4,28.95,24.29,1.3,1.79,,0.93,0.6,,20.15,3.82,1.21,,22.51,18.29,21.98,1.21,1.19,13.3,2,6.73,148.57,11.63,9.3,,9.04,,1.06,51.31,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,,67.24,,6.5,8,7.3,6.3,10.2,6.9,60.49,4.47,4.11,66.48,0.86,,0.01,,80.2,0.67,74.06,86.49,26.35,5.01,1.54,,0.61,3.23,19.72,11.06,,20.53,11.49,4.94,5.46,5.07,0.27,,,3.33,18.47,0.65,7.47,4.4,80.86,50.31,3.09,,,16.28,,26.85,1.85,18.14,18.92,3.44,2.97,,1.27,,,,1.27,1.14,,,8.49,,2.77,,1.92,0.45,2.88,5.92,5.36,10.43,,4.04,,,20.41,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,39.04,,99.7,,,,,46.7,19.45,,,31.22,15.62,,4.68,7.93,13.93,9.31,357.33,69.43,54.67,0.54,0.06,,,,34.28,30.19,340.12,,,,5.22,2.92,0.87,1.52,0.24,,,,,24.21,24.29,49.15,,,,50.07,,15.22,3.62,12.44,11.61,,6.17,,,,,449.33,1.37,2.5,12.33,4.96,240.13,20.78,,4.42,3.62,5.75,31.03,24.62,10.7,37.59,,56.45,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,,34.92,0.9,13,,,,,6.1,23.48,0.41,7.82,30.29,3.49,,3.21,0.97,99.28,5.47,137.27,54.32,63.98,5.91,0.88,,0.1,0.41,34.61,21.1,32.61,,12.08,2.5,2.42,2.89,0.46,7.41,2.98,0.41,65.73,22.35,,,86.74,35.21,3.81,,,6,,5.38,3.22,41.43,25.17,1.88,2.46,,1.18,2.01,,33.51,2.42,0.87,,12.43,21.95,40.54,1.29,1.5,5.22,4.22,3.75,15.66,5.02,7.97,,7.79,,,34.41,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEO,28.78,44.1,,10.5,45.5,,,66.4,5.8,35.8,1.97,,41.54,4.16,,0.39,0.23,20.84,1.7,75.33,27.97,17.12,2.06,0.75,,0.3,2.26,12.35,7.81,12.82,10.25,7.04,0.92,0.93,8.1,0.49,7.25,9.43,2.38,11.67,0.74,11.53,3.69,17.78,38.98,418.66,,,4.12,,7.48,2.34,18.77,13.71,,0.77,,,,,10.58,1.3,0.95,,,7.4,18.6,,1.37,2.76,0.81,6.29,17.29,14.86,12.87,,10.26,,12.86,19.3,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,7.78,67.93,,5.1,5.9,3.4,0.9,1.3,6.7,61.78,4.69,14.71,66.47,0.91,,0.04,0.01,98.04,0.65,83.79,105.01,18.99,5.86,1.7,,0.69,3.54,22.6,12.81,,18.58,11.72,4.58,4.96,4.42,0.26,,,3.6,17.43,1.42,13.56,4.02,93.49,60.67,2.21,,,13.49,,20.7,2,19.65,19.55,3.55,2.64,,,,,,1.32,1.15,,,8.55,,3.77,12.75,2,0.48,2.71,5.54,5.01,10.42,,4.34,,,21.13,,,10,41234689544.0,Electric Utilities,Utilities
AER,45.61,42.1,,6.4,,,5.5,,,43.15,0.28,20.54,40.64,0.76,,0.89,0.03,92.0,3.42,5.35,58.48,3.06,9.64,2.69,,0.02,0.28,27.79,13.02,,15.95,9.39,7.73,7.97,3.6,0.24,,,1.09,10.27,,9.73,2.97,76.44,34.83,,,,42.04,,28.67,1.06,6.02,9.05,,2.43,,,,,,0.71,1.43,,,3.43,5.27,,1.63,1.24,3.38,4.6,3.68,3.2,19.62,,2.94,,16.63,14.29,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,36.73,,,5,,6.9,,7.2,27.71,5.22,10.19,33.65,0.5,,0.19,0.06,16.65,0.97,26.58,87.18,46.9,10.74,9.24,,0.31,4.09,26.3,14.45,,16.98,10.43,2.75,3.09,3.8,0.07,,,4.09,6.42,,6.88,3.01,22.67,20.79,1.61,,,6.07,,18.51,3.83,15.86,7.53,,0.96,,,,,,2.14,1.01,,,4.7,,,,13.65,0.91,1.68,4.94,4.08,27.42,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,35.72,,,5,,6.9,,7.2,31.65,,,33.54,0.5,,0.19,0.06,62.61,0.97,26.58,87.18,46.9,10.74,9.24,,,,26.28,14.44,,,,,3.09,3.81,0.07,,,,6.35,,6.88,3.01,0.0,20.79,1.61,,,6.07,,18.51,3.77,15.61,7.42,,0.94,,,,,,,,,,4.62,,,,,0.91,1.68,4.94,4.08,27.42,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AFRM,78.16,32.62,,,,,,5.8,30.4,19.12,,,27.07,1.33,,14.67,0.32,25.22,56.68,,15.45,40.55,,2.44,,,,,,42.31,20.46,23.09,4.3,5.6,,0.29,13.24,3.75,,,,33.19,27.21,40.81,59.46,,,,,,,2.84,,,,3.5,,,,,26.68,,,,5.72,17.48,,,,3.75,56.68,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
AFYA,13.15,40.94,1.2,12.1,,32.7,10.6,54.7,37.5,29.93,,,35.89,2.26,,0.62,0.23,17.16,1.28,1.55,144.86,62,2.26,0.7,,,,10.41,7.73,10.88,13.17,10.07,3.85,3.06,9.61,0.5,28.12,11.47,,13.54,26.02,37.44,6.93,19.98,61.88,2.28,,,16.04,,27.76,1.97,15.75,17.98,0.43,2.57,,,,,9.21,,,,,6.82,14.4,0.73,0.92,,1.28,6.21,64.41,13.31,13.65,,11.44,,,,,,7,1469574000.0000002,Other Consumer Services,Consumer Services
AG,9,30.02,,9.1,,,,,8,21.99,0.37,40.65,25.9,1.26,,1.88,0.82,4.93,3.05,49.42,37.39,6.56,4.11,0.19,,,0.37,,23.68,,,,2.83,2.9,,0.69,,,0.37,,18.36,,5.53,5.73,8.95,,,,,,,1.07,,,,2.74,,,,,,,0.72,,,20.29,,,4.14,1.07,2.44,,,,,,,,,,,,2,1664184423.375635,Precious Metals,Non-Energy Minerals
AGCO,,28.72,0.2,16.3,20.1,25.7,36.4,,16.7,15.14,2.46,,23.62,2.36,,0.15,0.16,88.91,1.52,134.68,45.83,43.28,4.56,1,,0.09,1.32,17.56,11.15,11.51,11.54,9.46,0.79,0.74,5.69,0.3,6.4,12.96,1.32,24.65,27.34,,,129.99,26.24,14.69,,,3.13,,10.32,1.64,15.88,7.06,0.28,0.49,,,,,7.73,1.51,0.79,,,4.99,11.9,0.29,0.77,7.27,0.72,3.43,14.41,7.05,9.57,,13.45,,,13.76,,,10,9201222919.0,Trucks/Construction/Farm Machinery,Producer Manufacturing
