Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,42.48,49.67,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,68.77,1.04,5.67,54.62,5.79,0.74,0.61,136.87,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.69,23.74,20.57,27.24,23.16,20.25,5.65,5.94,4.21,0.54,21.81,3.6,0.69,24.23,15.88,4.82,2.34,133.91,54.39,17.3,,21.75,,22.9,6.67,28.4,26.27,2.19,6.14,,0.84,1.77,,28.28,5.45,1.22,,,22.45,28.28,2.03,2.1,25.44,1.37,13.03,74.15,18.1,23.78,,16.15,,3.44,44.15,,,10,33913792728.0,Medical Specialties,Health Technology
AA,56.53,54.86,1.4,10.2,,,,,75.95,5.9,43.28,0.98,14.39,50.47,1.41,0.38,0.45,40.57,1.41,78.33,59.38,26.65,4.45,0.56,,,0.98,921.3,18.17,,6.53,4.75,1.04,1.09,0.11,0.36,,,0.98,12.71,,,4.06,34.57,11.35,1.6,,,,2.02,2,,,,0.71,,,,,,,,,,19.87,,,1.59,2.07,0.8,,0.18,0.12,,,6.28,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,66.81,,10.4,,,,,597.78,27,59.84,,,65.59,0.67,0.33,0.22,13.54,0.57,21.4,22.29,13.62,16.51,,,,,16.65,16.65,,6.15,4.52,0.69,0.74,6.01,,,,,6.78,,,3.98,16.15,20.34,1.4,,0.51,,5.17,,41.03,12.46,,0.17,,,,,,,0.43,,,3.98,,,,,0.47,0.43,6.13,5.96,,,2.95,,31.4,11.77,,,8,8696254174.0,Airlines,Transportation
AAON,88.61,57.79,,26.3,8.1,29.5,31.8,,20.3,29.5,49.62,0.42,12.84,54.75,23.81,,,113.47,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.28,38.47,31.53,91.22,,,,7.83,2.6,0.73,8.59,1.12,0.28,40.1,20.43,16.6,10.85,79.06,36.27,88.05,,15.61,,20.32,12.4,51.11,51.11,2.04,7.9,,2.78,8.02,,92.65,5.98,1.57,,60.04,41.87,65.34,2.04,8.34,15.76,1.7,19.5,39.13,29.71,25.86,,21.83,,0.47,104.1,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,37.74,3.6,,26,,,,,8.9,38.26,59.01,,37.77,1.7,0.09,0.12,36.25,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.76,123.15,15.75,15.94,21.01,9.49,0.5,0.5,0.81,0.21,3.13,16.29,2.76,13.12,8.61,83.75,,147.13,39.48,0.41,,,,0.3,0.83,3625,3625,,0.19,,,,,6.16,18.31,0.17,,,3.97,13.08,,0.32,2.08,0.3,,0.91,0.64,,,0.32,,,4.84,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,30.03,39.45,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,18.33,0.61,33.61,31.57,10.11,0.47,0.61,222.91,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.44,28.21,25.81,33.32,25.99,23.83,8.16,8.89,3.54,0.2,27.83,3.2,0.45,29.94,19.86,11.11,6.06,186.16,45.96,120.35,,26.44,,31.27,50.98,36.73,36.73,2.17,8.99,,1.4,1.58,,33.19,8.76,2.08,,,30.65,35.82,1.96,2.52,50.89,0.91,29.81,269.91,59,151.08,,35.41,,3.26,49.18,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,46.69,44.06,,,9.7,8.1,22.2,18.4,28.45,8.5,28.42,6.2,22.89,38.2,0.75,6.41,0.25,26.64,7.59,,148.94,6.31,7.89,1.78,,1.38,5.05,22.53,12.03,23.07,,,,7.04,4.44,0.35,30.53,8.6,5.07,37,8.1,,2.87,27.09,63.33,1.92,,16.36,,28.14,1.37,27.46,27.46,11.94,4.51,,2.38,1.26,10.99,14.76,1.29,0.59,,,10.06,20.21,,1.19,1.37,7.59,2.43,664.38,4.78,6.24,,4.54,,4.38,32.89,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,38.25,68.77,,,7.8,9.6,1.7,7.4,21.19,3.8,84.6,4.96,21.79,75.23,2.1,0.31,0.19,203.55,0.81,82.56,73.91,75.89,4.41,10.42,,0.57,3.04,42.88,26.07,23.49,15.34,14.94,7.14,7.52,2.33,0.05,32.02,4.94,3.22,16.78,19.86,7.09,4.96,146.99,67.21,5.91,,9.22,,27.02,53.12,70.79,18.96,1.22,6.51,,0.69,0.67,,20.33,,1.49,,,19.39,34.26,1.32,1.82,,0.71,3.67,195.79,9.57,51.11,,9.39,,2.83,44.23,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABEV,,30.79,,2.2,20.8,5.4,3.2,9.8,60.73,11,14.75,11.18,6.84,23.69,3.66,0.44,4.44,2.15,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,7.04,8.39,6.31,8.91,8.31,6.37,2.02,2.04,11.92,0.66,25.25,11.85,7.04,11.75,14.72,4.9,6.71,2.64,50.83,7.5,,17.86,,24.06,2.05,12.5,12.22,2.49,2.42,,,,,9.72,1.65,0.45,,,7.61,10.76,1.75,0.72,4.67,0.79,10.57,68.13,19.18,16.5,,16.25,,5.97,11.94,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,18.86,49.03,,50.3,,28.2,37.8,,8.08,24,47.38,,10.79,48.75,2.74,0.03,0.01,227.98,1.2,48.06,16.14,4.32,6.36,1.52,,,,13.02,11.84,36.47,11.1,10.12,0.53,0.58,7.68,0.33,1.58,5.83,,8.14,31.67,,6.45,260.38,17.41,3.89,,2.16,,5.9,1.33,12.9,8.47,0.26,0.28,,0.27,1.5,,17.24,,0.97,,,9.15,77.24,0.34,0.47,,0.41,3.64,17.42,9.79,10.8,,7.97,,,12.09,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,31.22,49.98,2,8.4,5.9,40.8,24.6,,23.18,11.1,40.48,2.1,15.29,47.69,2.94,0.07,0.06,53.09,1.38,,,56.6,3.53,0.8,,0.26,1.72,15.43,11.37,17.24,11.72,9.46,0.56,0.57,6.48,0.36,3.3,8.19,1.72,14.49,26.34,,1.62,51.47,,3.58,,1.89,,3.62,1.82,21.94,15.3,0.95,0.41,,0.83,1.08,,12.46,,1.04,,,10.17,15.34,0.77,0.92,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.41,27.51,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,5.02,58.64,,38.3,,,,,322.31,8,57.43,,,58.08,3.56,0.71,4.95,136.46,1.41,,29.97,7.3,1.12,0.28,,,,38.69,37.7,17.54,21.48,21.14,6.23,7.26,2.58,0.3,41.38,5.1,,29.62,,,10.64,168.77,82.59,20.75,,46.11,,15.21,10.68,18.34,18.34,,8.4,,,,,20.3,3.14,,,21.97,20.23,15.27,,,11.98,1.41,21.22,720.92,19.41,63.33,,55.65,,3.35,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,19.52,59.91,0.7,6.3,12.3,6.8,6.7,,,5.8,70.57,3.47,6.84,62.97,5.3,0.52,0.49,118.6,1.68,134.41,82.76,57.91,1.58,0.38,,0.48,1.86,27.78,19.32,36.16,21.81,17.23,4.54,4.96,3.6,0.54,15.74,3.14,1.86,22.98,12.21,8.91,6.5,107.93,55.55,20.35,,13.99,,16.24,5.25,36.05,26.24,2.28,5.03,,1.42,1.9,,36.69,5.47,1.2,,,26.27,48.09,2.95,2.05,25.23,1.18,7.92,64.67,12.04,15.07,,10.67,,3.11,43.28,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,34.13,50.84,,6.9,,13.2,4.1,,3.27,5.9,43.48,0.21,22.12,47.96,2.7,1.75,0.61,93.69,3.61,70.83,47.61,57.32,3.31,0.51,,0.07,0.21,25.39,13.49,41.76,,,1.69,2.03,3.94,0.56,4.86,2.65,0.21,20.65,18.36,27.72,12.61,72.6,19.84,4.58,,5.17,,7.87,1.88,35.6,30.96,1.53,1.84,,,,,37.82,2.3,,,,14.46,22.17,1.85,1.27,4.09,2.77,3.4,11.35,5.93,5.41,,5.14,,,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,47.27,,,,38.8,40.9,46.1,223.57,16.4,57.57,,,50.68,1.66,1.48,8.69,14.81,2.16,197.37,87.05,38.64,1.68,0.11,,,,86.5,57.58,24.51,11.99,9.58,1.93,2.22,1.16,0.57,9.04,3.28,,18.19,,,16.61,33.33,91.73,,,3.43,,2.56,4.75,82.28,82.28,3.69,2.74,,,,,30.55,4.69,,23.89,7.41,30.55,125.53,,,6,1.95,4.03,40.04,4.61,7.04,,7.75,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,19.99,,12.2,,,16.9,,,10.9,11.12,,,16.64,1.77,0.13,0.04,42.02,1.07,18.46,542.09,44.04,3.16,0.66,,,,12.01,9.27,,8.91,7.08,1.66,1.89,8.33,0.52,,,,10.65,0.74,15.85,10.03,87.37,96.45,5.11,,8.99,,17.48,1.27,13.78,11.98,,1.26,,,,,,1.72,0.57,,,30.22,,,1.27,5.56,1.06,5.05,19.42,10.06,9.78,,8.25,,,123.59,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,53.38,,100.9,,,,,,,55.79,,,55.13,,4.31,,,4.49,,,,,,,,,,,,,,18.95,,,,,,,,,11.38,,,,,,,,,3.17,,,,,,,,,,,,5.21,4.9,,,,,3.31,4.49,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACIW,149.31,46.77,2.6,5.9,,7,21.8,,142.28,6.8,45.05,,46.9,44.23,2.92,0.15,0.15,49.49,1.32,,22.1,60.56,2.39,0.84,,,,19.41,13.85,24.41,,13.6,3.51,3.95,5.15,0.37,16.16,4.77,,26.64,13.47,29.66,7.84,33.16,50.71,3.86,,12.01,,19.46,4.2,29.11,26.47,2.21,3.5,,1.34,1.86,,21.57,,1.36,,,18.45,23.78,2.53,1.55,,1.32,5.59,174.23,13.31,14.81,,7.6,,2.97,53.79,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,31.88,0.9,22.7,,62.7,72,31,57.41,34.8,24.92,,0.06,27.95,7.52,2.25,12.33,86.09,4.42,179.55,30.91,63.45,0.15,0.05,,,,8.07,7.68,14.93,,8.57,2.05,2.05,12.39,0.73,13.75,5.44,,11.8,24.1,,4.15,117.67,44.63,48.8,,21.54,,23.4,3,11.86,11.86,0.24,2.54,,,,,18.59,1.26,1.18,14.42,3.87,16.52,19.71,0.47,1.25,3,3.26,19.31,74.1,28.93,28.19,,33.01,,2.11,28.99,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,136.81,52.53,,,,2.6,0.1,,,,47.34,,56.08,49.4,10.88,5.85,6.96,86.17,6.01,,,69.04,,0.15,,,,,,,,,42.67,28.24,,0.66,,,,,,,8.25,0.0,,,,,,,9.28,,,,29.51,,,,,,,,17.13,16.32,,,,,9.49,6.01,,,,,,,,,,,,,1598748014.0,Biotechnology,Health Technology
ACM,34.69,63.4,4.6,,,0.1,22.9,46.8,,7.7,66.24,0.81,10.42,63.77,2.37,0.26,0.55,108.4,1.13,,55.01,59.44,3.29,1.31,,0.21,0.81,21.24,17.1,22.53,14.43,12.82,2.01,0.99,4.71,0.19,4.4,4.79,0.81,21.74,8,13.78,7.62,98.92,6.58,4.87,,1.61,,5.59,6.4,58.28,27,9.64,0.93,,,,,21.18,,2.04,,,18.09,27.65,,2.02,,1.13,2.22,88.12,13.4,11.18,,10.64,,3.38,169.38,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,17.08,37.59,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,17.31,2.73,17.85,28.42,7.18,0.26,1.22,345.67,1.1,,20.51,69.84,0.37,0.15,,0.43,1.55,21.99,19.18,24.91,20.15,16.41,3.13,3.31,4.55,0.51,13.27,3.99,1.72,26.85,13.35,8.94,7.15,329.31,32.61,162.73,,11.19,,14.79,7.64,30.24,28.9,3.11,3.34,,1.4,1.11,,25.43,8.07,1.2,,,24.01,36.69,3.03,1.68,50.68,1.1,13.75,236.59,27.79,26.8,,19.63,,2.71,37.45,,,10,207617355910.0,Information Technology Services,Technology Services
