Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,21.04,50.63,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,48.17,1.04,,48.38,6.05,0.74,0.61,138.7,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.69,25.09,21.75,28.8,24.49,21.41,5.98,6.28,3.99,0.54,21.81,3.56,0.69,24.52,15.66,4.91,2.34,133.75,54.39,17.3,,21.75,,22.9,6.76,28.78,26.62,2.22,6.26,,0.77,1.65,,28.72,5.52,1.24,,,22.82,28.62,2.07,2.13,25.78,1.37,13.03,74.15,18.1,23.78,,16.15,,3.26,44.74,,,10,33913792728.0,Medical Specialties,Health Technology
AA,6.56,42.24,1.4,10.2,,,,,75.95,5.9,47.6,1.35,0.23,43.09,1.14,0.44,0.55,29.86,1.55,79.98,58.53,26.31,10.94,0.65,,,1.35,,36.18,,6.89,4.4,0.78,0.79,,0.27,,,1.35,10.75,,,2.67,39.47,8.14,,,,,,1.38,,,,0.47,,,,,,,,,,15.41,,,1.32,1.44,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAP,,17.74,3.6,,26,,,,,8.9,8.15,55.37,,12.13,1.72,0.09,0.12,38.77,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.59,126.87,16.23,16.42,21.65,10.38,0.51,0.51,0.79,0.21,3.13,15.23,2.59,13.99,7.35,82.92,,147.6,39.48,0.41,,,,0.3,0.89,3877,3877,,0.2,,,,,6.56,19.58,0.18,,,4.29,14.03,,0.34,2.23,0.3,,0.91,0.64,,,0.32,,,5.18,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,20.56,50.33,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,50.36,0.61,25.18,48.8,9.91,0.47,0.61,222.66,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.44,27.32,25.05,32.45,25.29,23.2,7.95,8.78,3.66,0.2,27.06,3.08,0.44,29.74,19.92,11.24,6.09,183.96,45.96,120.35,,26.44,,31.27,50.81,33.88,33.88,2,8.95,,1.28,1.44,,33.08,8.75,2.08,,,30.56,35.59,1.95,2.52,50.84,0.91,29.81,269.91,59,151.08,,35.41,,3.34,49.02,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,22.71,49.68,,,9.7,8.1,22.2,18.4,28.45,8.5,38.27,6.38,18.76,44.56,0.72,0.99,0.07,25.8,1.84,,145.05,6.23,6.69,1.44,,1.49,5.19,23.56,12.43,22.83,,,,7.15,4.24,0.4,31.33,8.88,5.21,36.34,8.25,,2.74,27.02,62.62,1.87,,15.39,,27.37,1.32,28.99,28.99,12.6,4.41,,2.32,1.13,11.24,13.99,1.31,0.57,,,9.53,19.16,,1.15,1.34,1.84,2.29,628.91,4.67,5.7,,4.27,,3.88,31.85,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,27.44,54.08,,,7.8,9.6,49.1,7.4,26.06,3.8,43.68,5.16,5.73,49.13,2.07,0.31,0.19,194.59,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.16,42.8,22.65,23.04,14.75,14.37,6.96,7.45,2.34,0.05,32.33,5.17,3.2,16.09,19.98,7.21,5.07,146.38,62.76,5.48,,9.71,,24.95,50.67,64.86,18.19,1.17,6.43,,0.74,0.58,,19.85,,1.43,,,18.93,33.46,1.26,1.74,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.84,42.21,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,51.88,,8.7,,,,,,,72.25,,,58.81,1.91,9.52,9.3,2.68,10.96,,,406.96,,0.07,,,,,,,,,8.29,4.9,,0.79,,,,,,,32.02,1.06,,,,,,,0.71,,,,23.62,,,,,,,,2.14,1.68,,,,,0.81,10.96,,,,,,,,0.71,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,54.32,,2.2,20.8,5.4,3.2,9.8,60.73,11,46.81,10.31,,51.56,3.78,0.44,4.44,2.33,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.49,9.08,6.79,9.65,9,6.91,2.19,2.18,11.01,0.66,25.65,11.19,6.49,12.73,14.39,4.92,6.6,2.63,50.83,7.5,,17.86,,24.06,2.16,12.8,12.26,2.5,2.55,,,,,10.14,1.73,0.47,,,7.96,11.21,1.83,0.76,4.96,0.79,10.57,68.13,19.18,16.5,,16.25,,5.88,12.94,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,5.83,34.99,,50.3,,28.2,37.8,,8.08,24,16.36,,11.12,28.06,2.65,0.03,0.02,214.52,1.25,45.36,16.38,4.15,6.36,1.58,,,,12.57,11.49,,10.59,9.69,0.53,0.6,7.96,0.32,,,,7.23,31.05,,8.25,256.61,17.75,4.56,,2.51,,6.31,1.29,11.01,7.42,0.23,0.28,,0.22,,,,,0.94,,,39.36,,0.3,0.5,,0.45,4.25,19.44,10.28,12.31,,8.62,,,11.73,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,35.04,27.18,2,8.4,5.9,40.8,24.6,,23.18,11.1,9.1,2.26,25.68,18.89,2.9,0.07,0.06,49.05,1.38,,,56.6,3.53,0.8,,0.26,1.85,14.78,10.89,16.52,11.23,9.06,0.54,0.54,6.77,0.36,3.3,8.86,1.85,13.37,26.74,,2.06,51.09,,3.58,,1.89,,3.62,1.68,20.27,14.14,0.88,0.39,,0.7,0.92,,11.52,,0.96,,,9.4,14.24,0.71,0.85,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.57,25.41,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
