Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,27.33,36.93,1.5,7.9,7.7,13.5,33.2,24.7,10.5,43.07,1.04,12.14,36.17,6.4,0.85,0.65,134.9,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.69,27.77,23.49,25.58,25.48,22.21,6.08,5.97,3.6,0.57,23.33,3.91,0.71,25.88,16,4.95,102.1,135.97,50.63,14.64,,18.84,,19.54,6.33,31.89,25.36,2.11,6.02,,0.81,1.61,,25.9,4.92,1.19,,,20.94,31.61,1.92,2.03,21.45,1.64,11.49,63.42,15.6,20.99,,14.11,,2.87,44.38,,,10,33913792728.0,Medical Specialties,Health Technology
AA,15.72,36.43,1.4,10.2,,,,,5.9,11.59,1.05,35.06,26.02,1.05,0.45,0.53,37.49,1.61,83.25,57.67,25.57,134.11,0.64,,,1.05,,416.08,,21.33,7.7,0.77,0.75,,0.28,,,1.05,306.27,,63.4,3.09,39.53,6.37,,,,,,1.69,,,,0.64,,,,,,,,,,205.22,,,1.69,1.77,0.93,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,31.74,,10.4,,,,,27,42.06,,3.44,32.28,0.66,0.33,0.21,11.28,0.58,20.92,21.48,13.98,14.34,,,,,14.06,14.06,,11.92,6.93,0.71,0.74,7.11,,,,,5.26,,46,4,18.54,21.59,1.73,,0.94,,6.83,,18.8,6.14,,0.15,,,,,,,0.32,,,2.87,,,,,0.48,0.76,7.26,6.75,,,3.98,,38.81,8.17,,,8,8696254174.0,Airlines,Transportation
AAON,17.24,59.62,,26.3,8.1,29.5,31.8,,29.5,86.58,0.61,5.85,70.59,26.61,0.07,0.49,80.62,3.13,101.08,13.09,45.31,0.06,0.02,,0.15,0.4,28.33,23.29,51.41,,,,5.61,3.53,0.82,10.92,1.92,0.4,,20.64,,,77.4,35.56,58.55,,15.44,,19.77,8.43,37.55,37.55,1.5,5.77,,2.07,4.6,,53.05,4.18,1.16,,29.53,27.36,40.39,1.62,5.73,10.47,1.57,19.39,38.08,29.18,25.9,,21.96,,0.86,77.52,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,7.7,39.53,3.6,,26,,,,8.9,44.65,33.14,22.9,40.38,1.3,0.09,0.11,64.28,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.55,72.89,17.96,15.61,19.53,10.7,0.65,0.65,1.37,0.21,4.18,12.3,1.55,17.51,6.06,116.65,1.3,163.69,39.77,1.15,,0.14,,0.85,1.49,93.16,93.16,,0.34,,,,,8.15,4,0.3,,,5.72,12.61,,0.56,3.87,0.29,0.13,1.96,1.42,0.62,,1.21,,,8.42,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,2.68,78.67,2.9,1.3,5.7,20.9,23.2,14.6,15.7,83.24,0.62,,81.2,9.91,0.54,0.64,214.29,1.04,11.92,90.05,21.43,0.8,1.41,,0.15,0.45,28,25.57,32.97,25.99,24.09,8.12,8.8,3.57,0.22,26.71,3.1,0.46,29.18,20.28,10.5,5,178.61,45.59,59.12,,26.31,,30.98,44.27,33.33,33.33,1.97,8.73,,1.38,1.56,,32.84,8.1,2.17,,,30.31,35.5,1.87,2.5,44.27,0.99,29.34,275.4,56.47,150.79,,34.62,,3.13,48.48,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
ABCL,,21.96,,8.7,,,,,,4.28,,,13.56,2.07,6.66,9.48,3.02,7.76,,,342.96,,0.07,,,,,,,,,8.29,7.7,,0.77,,,,,,,,1.2,,,,,,,0.78,,,,24.76,,,,,,,,2.44,1.84,,,,,0.92,7.75,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,31.68,,2.2,20.8,5.4,3.2,9.8,11,30,11.55,,29.9,3.4,0.4,3.65,2.08,0.99,102.26,192.59,24.29,0.15,0.04,,0.77,7.27,8.29,6.12,8.28,8.12,6.17,1.94,1.92,12.06,0.65,25.4,12.55,7.27,12,14.89,6.1,6.19,2.98,50.66,6.83,,18.25,,23.83,2.04,11.12,10.67,2.18,2.22,,,,,8.84,1.59,0.4,,,6.85,9.97,1.7,0.67,4.84,0.7,10.77,64.69,18.64,17.03,,17.22,,6.57,10.95,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,8.72,54.15,,50.3,,28.2,37.8,,24,58.28,,8.1,54.58,2.7,0.01,0.01,233.12,1.06,41.41,16.44,4.01,5.01,1.53,,,,10.32,9.62,100.2,10.9,10.04,0.56,0.64,9.69,0.33,0.64,2.09,,7.88,31.18,,9.41,251.33,18.22,5.43,,3.68,,6.86,1.41,8.5,7.41,0.23,0.32,,0.24,4.22,,48.71,,1.07,,,15.08,126.49,0.3,0.51,,0.38,6.33,26.89,13.18,17.8,,9.59,,,12.81,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,11.22,64.02,2,8.4,5.9,40.8,24.6,,11.1,60.63,2.15,2.84,63.02,3.05,0.05,0.04,50.7,1.44,,,58.62,2.69,0.76,,0.28,1.76,11.11,8.7,12.98,11.79,9.24,0.55,0.55,9,0.37,4.23,10.91,1.77,15.48,26.69,,2.11,50.47,,4.81,,3.04,,4.88,1.73,13.27,16.15,1,0.4,,0.87,0.83,,9.53,,1.02,,,8.15,8.79,0.81,0.88,,1.44,5.04,65.99,10.75,13.69,,7.32,,2.7,26,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
