Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABM,31.01,59.38,,2,8.4,5.9,40.8,24.6,,23.18,11.1,62.12,1.94,16,60.22,2.99,0.07,0.06,57.17,1.38,,,56.6,3.53,0.8,,0.26,1.59,16.24,11.97,18.14,12.34,9.95,0.59,0.6,6.16,0.36,3.3,7.6,1.59,15.58,25.9,,1.62,51.52,,3.58,,1.89,,3.62,1.96,23.62,16.48,1.02,0.44,,0.89,1.17,,13.43,1.11,,1.12,,,10.91,16.54,0.83,0.99,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.17,29.62,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,8.93,54.52,18.16,,38.3,,,,,322.31,8,56.87,,,55.16,4.77,0.99,4.98,136.11,1.62,,33.1,6.78,0.96,0.27,,,,33.74,32.89,18.81,21.99,21.63,6.29,7.14,2.96,0.38,37.96,4.84,,30.63,,,10.67,166.35,83.07,22.92,,16.96,,15.01,10.05,47.76,47.76,,8.14,,,,,21.46,0.82,4.85,,,18.42,21.46,36.02,,,11.07,1.62,7.98,839.68,21.23,22.05,,19.8,,3.99,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,9.43,59.98,0.57,0.7,6.3,12.3,6.8,6.7,,,5.8,73.66,3.47,12.58,64.32,5.37,0.52,0.52,118.77,1.6,134.18,82.06,59.46,1.42,0.38,,0.48,1.86,29.01,20.17,32.92,22.78,17.99,4.74,5.18,3.45,0.54,15.74,3.15,1.86,23.02,11.23,8.9,6.48,108.42,55.55,11.5,,13.99,,16.24,5.18,36.1,26.28,2.29,5.07,,1.42,1.66,,31.98,1.1,5.23,1.17,,,23.78,41.78,3.26,1.98,23.43,1.14,7.9,65.41,12.45,14.86,,10.65,,3.3,42.42,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,28.06,61.57,4.22,,6.9,,13.2,4.1,,3.27,5.9,50.66,0.19,9.02,58.95,2.91,1.75,0.61,108.64,3.61,70.83,47.61,57.32,3.31,0.51,,0.06,0.19,28.76,15.28,47.29,,,1.93,2.3,3.48,0.56,4.86,2.31,0.19,24.54,18.01,26.64,11.51,76.87,19.84,4.58,,5.17,,7.87,2.15,40.83,33.24,1.65,2.11,,,,,43.36,1.41,2.66,,,,16.58,25.42,2.15,1.47,4.74,2.77,3.4,11.35,5.93,5.41,,5.14,,,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,51.59,,,,,38.8,40.9,46.1,223.57,16.4,43.04,,0.82,48.83,2.66,1.64,11.45,16.32,2.29,235.21,82.57,38.31,0.4,0.09,,,,19.55,17.62,10.83,13.41,16.54,2.14,2.36,5.12,0.59,21.82,7.47,,21.33,,,15.87,33.78,91.61,,,13.83,,12.08,4.7,20.92,20.92,0.94,2.9,,,,,13.32,0.48,2.31,,16.32,6.97,13.32,20.38,,,5.75,2.11,15.57,203.67,21.17,27.32,,51.02,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHR,,84.71,,,100.9,,,,,,,89.23,,11.63,87.1,,5.79,,,6.03,,,,,,,,,,,,,,60.11,,,,,,,,,17.54,,,,,,,,,7.34,,,,,,,,,,,,,12.76,11.96,,,,,8.7,6.03,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,62.22,,,18.8,33.9,6,,,132.17,4.2,75.53,2.42,,66.81,3.53,0.04,0.02,19.85,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.42,14.51,5.99,32.16,12.63,6.55,0.31,0.32,6.89,0.11,0.99,6.84,2.42,8.69,16.34,,1.83,21.46,27.85,3.83,,1.25,,2.28,3.81,11.61,7.94,0.59,0.14,,,,,14.52,0.92,,,,,4.25,14.41,1.25,0.83,,0.22,3.79,11.26,9.28,37.17,,6.52,,6.98,29.19,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,83.76,58.8,0.44,2.6,5.9,,7,21.8,,142.28,6.8,52.45,,43.53,57.39,3.77,0.26,0.17,56.82,1.56,,21.51,50.45,2.07,0.77,,,,18.36,13.71,24.33,,15.06,3.93,4.2,5.45,0.43,17.25,4.68,,28.72,13.1,31.06,7.94,34.11,52.2,4.73,,14.04,,22.14,4.48,26.8,24.49,2.04,3.76,,1.24,1.88,,21.88,1.67,,1.45,,,19.2,24.48,2.36,1.68,,1.56,6.9,262.89,15.7,17.86,,8.99,,3.22,57.98,,,10,2556336665.0,Packaged Software,Technology Services
ACLX,72.12,48.5,29.3,,,,2.6,0.1,,,,42.7,,72.94,45.49,10.18,4.19,8.79,88.07,4.29,,,71.34,,0.14,,,,,,1202.21,,,46.3,27.64,,0.63,2.3,0.07,,,,,12.84,0.0,,,,,,,9.96,,,,29.39,,,,,605.92,,,,16.28,15.56,185.56,,,,9.84,4.29,,,,,,,,0.28,,,,,1598748014.0,Biotechnology,Health Technology
ACM,23.53,68.09,8.97,2.5,,,13,17,11,,9.8,79.99,0.75,26.87,71.69,2.47,0.25,0.52,116.97,1.13,,56.38,59.69,2.8,1.39,,0.19,0.75,18.72,15.62,23.89,15.45,13.78,2.2,1.05,5.34,0.18,4.4,4.57,0.89,22.89,9.89,11.6,,101.52,6.73,4.98,,2.5,,5.74,7.1,39.52,25.88,2.67,0.99,,,,,22.46,1.15,,2.07,,,19.22,48.05,4.26,2.08,,1.13,3.46,112.49,16.41,18.05,,11.41,,3.14,172.01,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,8.91,54.05,6.71,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,59.88,2.61,23.58,55.73,7.43,0.26,1.22,362.37,1.1,,20.51,69.84,0.37,0.15,,0.43,1.48,23.1,20.15,26.17,21.17,17.24,3.29,3.47,4.33,0.51,13.27,3.8,1.63,28.19,13.17,8.98,7.11,331.04,32.61,162.73,,11.19,,14.79,8.01,31.7,30.3,3.26,3.54,,1.46,1.16,,26.73,1.09,8.46,1.26,,,25.21,38.51,3.18,1.76,53.13,1.1,13.75,236.59,27.79,26.8,,19.63,,2.61,39.26,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,14.67,67.96,,,,,,,,,30.6,70.5,,,70.09,3.9,0.68,2.5,22.62,1.51,,452.01,118.12,,0.25,,,,,,426.82,,,4.61,6.1,,0.44,1.43,0.22,,592.46,,,29.19,18.63,51.48,,,,,,8.32,,,,6.24,,,,,463.47,1.21,,,,61.14,89.41,,,,33.26,1.51,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,53.65,,1.7,9.4,,17.7,16.7,11.4,,16.8,52.11,,1.63,54.34,12.12,0.78,1.24,515.93,1.11,,49.25,33.27,0.78,0.42,,,,32.59,28.97,34.3,20.4,19.06,9.44,10.73,3.07,0.49,31.27,2.88,,25.09,19.25,13.4,10.79,583.99,88.66,51.2,,25.59,,35.93,15.78,43.58,28.86,1.35,11.19,,0.92,1.14,,35.69,0.88,18.37,0.87,,,34.71,50.77,1.74,2.29,263.23,1.11,18.17,291.22,33.73,34.74,,22.82,,3.01,64.73,,,10,241068062221.0,Packaged Software,Technology Services
ADC,26.57,61.85,1.4,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,71.11,5.3,25.48,65.27,1.86,0.08,0.01,76.8,0.74,,573.52,54.1,5.08,0.51,,1.67,3.87,37.98,21.39,25.69,32.85,19.79,17.17,18.76,2.63,0.65,73.03,5.26,3.94,41.85,11.52,2.17,11.35,74.16,87.94,2.87,,31.62,,48.86,1.55,42.43,43.07,6.95,12.9,,3.73,1.39,18.18,17.67,1.04,1.89,1.03,,,17.67,,6.51,1.09,1.86,0.74,2.41,,3.83,3.64,,3.69,,,34.44,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,33.23,49.1,2.66,,,,,,,13.28,,50.88,0.3,11.35,49.25,1.9,1.25,0.17,12.12,3.42,,,38.31,2.94,1.41,,0.19,1.67,17.64,9.7,13.5,,,4.73,5.12,5.67,0.35,37.93,9.85,1.67,8.9,14.58,,,9.32,,1.91,,12.01,,30.96,3.5,33.67,11.33,3.65,4,,,,,10.51,1.3,,1.91,,,9.47,14.29,,0.62,,3.42,3.78,475.57,9.9,11.55,,10.09,,10.41,93.23,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,28.75,47.23,1.88,1.9,,10.4,9.3,,1.7,,1.2,51.82,2.81,3.1,48.86,5.65,0.79,0.31,218.05,1.84,136.23,40.16,47.5,1.82,0.22,,0.89,1.63,53.85,26.9,36.22,27.91,21.51,10.74,11.99,1.86,0.73,33.12,2.88,1.65,29.2,16.88,20.75,11.22,152.68,57.08,6.42,,17.35,,21.96,3.08,66.28,53.67,4.92,11.57,,2.8,1.84,,34.83,1.43,,1.66,,,28.23,36.24,3.84,1.77,,1.35,3.37,46.57,4.62,4.63,,4.23,,1.42,50.36,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,51.21,,2.6,9.4,7.7,25.1,24.8,,89.18,15,73.93,4.81,,58.88,3.13,0.04,0.07,54.6,1.4,50.57,24.48,21.74,2.74,0.52,,0.39,3.66,12.13,8.82,10.37,13.95,9.7,0.42,0.42,8.24,0.42,4.05,13.5,3.66,10.9,23,,,78.12,7.08,3.58,,2.07,,2.85,1.19,15.51,11.05,0.6,0.32,,,,,7.99,0.7,0.93,0.78,,,5.56,7.48,0.57,1.43,1.74,0.84,3.34,14.4,8.6,7.7,,4.13,,15.77,11.97,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,41,,3.5,,,,,,,4.5,40.6,,,40.51,1.75,0.26,0.39,19.23,1.11,21.21,66.18,45.49,3.67,1.13,,,,9.55,4.72,11.17,8.02,4.38,0.22,0.21,10.47,0.23,1.89,16.95,,9.63,25.91,30.81,,37.64,6.32,2.09,,0.12,,2.72,0.77,83.74,10.48,0.54,0.12,,,,,6.14,0.51,,,,,3.16,9.57,0.51,0.58,,0.9,0.19,23.38,5.76,0.85,,4.79,,20.15,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,25.65,65.1,5.34,1.2,,13.8,15.3,15.1,13,13.01,9,68.35,3.16,19.93,65.82,3.12,0.19,0.79,306.93,1.01,,3.27,65.98,1.56,1.75,,0.59,1.81,23.43,21.24,31.15,23.7,21.89,6.22,6.89,4.27,0.11,22.11,3.26,2,30.84,14.81,8.76,7.46,269.97,42.56,9.92,,20.87,,21.92,23.39,32.76,32.55,2.69,6.83,,1.6,1.76,,30.93,1.14,10.48,1.34,,,27.08,44.46,2.6,3.1,75.79,1.01,7.01,518.83,59.25,86.24,,6.18,,1.71,46.09,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,35.45,42.8,12.17,0.9,25.4,,21.7,23.3,,,14.2,23.84,,38.92,35.67,5.67,0.38,0.66,291.9,0.65,,102.91,35.66,1.79,0.99,,,,48.73,44.07,50.64,32.3,30.55,9.27,10.65,2.05,0.26,21.04,1.99,,31.8,22.35,11.52,11.61,259.61,90.71,651.5,,18.3,,21.86,24.04,57.92,35.25,0.72,10.63,,,,,50.44,1.12,,0.99,,,46.75,117.02,1.41,2.81,,0.65,11.12,392,23.35,51.52,,9.86,,0.72,217.84,,,6,45606470933.0,Packaged Software,Technology Services
ADT,26.07,57.74,,,3.7,,,,,,,65.44,2.63,4.7,60.07,0.44,0.08,0.01,7.62,0.81,70.1,85.15,27.53,4.22,1.98,,0.38,2.63,29.8,7.89,13.08,,5.16,2.86,2.8,3.36,0.24,21.42,16.19,2.89,9.49,7.17,26.05,2.58,6.8,78.76,1.95,,17.19,,20.04,1.79,7.98,14.7,,1.41,,,,,6.63,1.12,,,,,3.98,5.31,,0.61,,0.64,5.45,14.81,3.29,24.01,,10.07,,32.7,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,47.98,42.91,,,9.9,,22.2,30.1,,18.33,10.6,41.52,,16.98,42.48,8.33,1.41,4.48,122.84,2.11,,11.17,35.23,0.41,0.05,,,,18.93,16.74,16.03,13.02,11.7,1.39,1.79,5.28,0.82,11.15,5.67,,21.02,23.82,12.51,12.28,102.47,32.28,12.12,,6.5,,9.15,2.35,28.11,23.71,1.27,1.8,,0.98,0.53,,16.34,1.2,3.45,1.19,126.64,17.47,15.16,18.81,1.22,1.22,11.28,2.11,6.89,155.12,11.61,9.24,,9.02,,3.03,49.93,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,11.72,69.01,4.53,,6.5,8,7.3,6.3,10.2,5.28,6.9,79.9,3.89,22.7,72.87,0.92,,,94.39,0.63,73.28,83.66,27.63,5.15,1.54,,0.61,2.81,22.22,12.3,,19.84,11.42,5.22,5.97,4.5,0.27,,,2.85,19.18,1.58,7.76,3.78,82.28,49.45,2.94,,15.52,,25.95,2.13,22.21,21.99,4,3.45,,1.6,,,,1.15,1.47,1.32,,,10.16,,3.17,,2.21,0.41,2.73,5.71,5.17,9.9,,3.91,,,23.84,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,43.88,6.69,,99.7,,,,,52.85,46.7,45.7,,44.34,44.38,9.98,2.45,5.64,11.89,6.03,461.76,71.29,51.67,0.87,0.06,,,,51.69,40.88,,,,,5.39,1.93,0.84,,,,39.67,,,24.38,21.12,50.48,,,49.64,,10.43,2.87,12.13,10.91,,5.98,,,,,,0.56,1.3,2.26,24.27,5.06,1981.66,19.92,,3.43,3.51,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,14.07,55.87,3.71,0.9,13,,,,,,6.1,51.81,0.34,6.42,54.85,4.48,2.25,0.99,115.04,4.62,139.39,54.35,65.57,5.33,0.57,,0.11,0.34,77.65,34.78,58.56,,12.08,2.73,2.94,1.29,0.53,5.01,1.7,0.34,23.07,15.16,,,85.29,35.16,2.31,,2.91,,4.34,3.72,100.91,31.52,2.35,2.94,,1.61,3.82,,58.32,1.35,2.9,1.03,,13.66,32.65,89.94,2.49,1.78,6.02,3.32,1.74,8.27,2.59,3.75,,8.16,,,40.79,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,66.35,52.69,8.23,,20.5,20.8,11.4,7.9,4,4.55,3.1,57.89,8.04,31.84,54.49,3.4,0.59,0.61,84.42,1.75,111.46,54.12,0.39,0.48,0.08,,0.47,1.89,23.29,12.75,23.64,12.73,8.8,4.49,5.43,4.29,0.69,23.84,4.41,1.89,17.54,11.47,24.88,12.89,62.95,40.9,27.86,,13.05,,34.15,2.14,42.21,24.55,0.96,5.64,,,,,23.48,1.34,1.74,1.27,,,12.3,27.04,2.75,1.97,2.69,0.83,3.5,8.35,6.58,5.13,,5.69,,2.43,54.46,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,4.97,48.57,,,10.5,45.5,,,66.4,90.5,5.8,61.07,2.25,,53.25,4.07,0.24,0.15,19.24,1.57,75.18,28.64,16.47,1.99,0.78,,0.29,2.58,10.83,7.08,16.01,9.28,6.43,0.84,0.87,9.23,0.48,5.42,7.94,2.58,9.93,1.08,11.57,3.38,18.03,39.18,,,4.58,,8.01,2.18,15.39,11.59,,0.7,,,,,12.84,1.07,1.16,0.86,,,8.03,23.66,,1.24,2.59,0.74,7.04,18.72,16.01,14.43,,11.24,,12.82,17.18,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,22.94,59.31,,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,81.46,4.73,11.34,67.04,0.91,0.04,0.01,99.86,0.57,84.7,104.49,18.81,5.79,1.66,,0.71,3.57,22.56,12.69,,17.42,11.05,4.38,4.95,4.43,0.27,,,3.72,17,1.23,12.97,4.81,93.59,61.23,2.17,,13.46,,20.61,2,20.13,20.05,3.65,2.68,,,,,,1.07,1.34,1.16,,,8.2,,,11.75,2,0.41,2.7,5.48,4.94,10.22,,4.35,,0.72,21.25,,,10,41234689544.0,Electric Utilities,Utilities
AER,43.98,59.92,,,6.4,,,5.5,,3.17,,63.8,0.76,5.94,62.41,0.75,2.25,0.08,99.36,4.5,5.24,57.13,3.06,10.49,2.89,,0.05,0.76,30.78,13.75,,15.95,9.39,7.73,8.12,3.25,0.23,,,1,8.16,,12.74,2.68,84.55,32.61,,,32.41,,26.37,1.13,8.03,10.2,,2.53,,,,,,1.18,0.77,1.48,,,3.56,7.63,,1.66,1.32,4.45,3.53,3.38,2.94,15.15,,2.69,,11.4,15.5,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,31.73,,,,5,,6.9,,,7.2,38.92,6.78,,33.27,0.42,0.16,0.07,13.04,0.85,25.49,94.7,48.4,11.13,8.95,,0.3,5.31,25.71,13.87,,9.79,7.97,2.09,2.99,3.89,0.07,,,5.31,6.38,,6.56,3.94,21.53,19.44,1.43,,8.34,,17.25,2.82,9.06,5.62,,0.75,,,,,,0.61,1.51,0.79,,,3.89,,,,9.12,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,36.04,,,,5,,6.9,,,7.2,31.65,,,33.57,0.42,0.16,0.07,62.61,0.85,25.49,94.7,48.4,11.13,8.95,,,,25.71,13.87,,,,,2.99,3.89,0.07,,,,6.72,,6.56,3.94,0.0,19.44,1.43,,8.34,,17.25,2.81,9.02,5.6,,0.75,,,,,,,,,,,3.88,,,,,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,20.75,65.2,,,14.3,,129.9,,,49.89,64.1,75.06,3.82,,69.76,2.4,0.3,0.16,23.57,1.23,16.62,48.15,58.05,2.21,0.47,,0.99,3.82,22.56,13.35,,,6.87,2.52,3.24,4.43,0.53,,,4.08,12.16,,,25.7,0.0,26.47,4.92,,8.78,,15.35,2.46,29.76,27.08,,2.73,,,,,,,1.91,,,,9.2,,,,3.01,1.08,4.84,10.74,8.84,10.25,,8.11,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
AFRM,25.64,71.06,2.9,,,,85.6,17.5,,1.59,11.1,71.31,,49.27,72.22,2.57,15.58,0.3,70.01,64.66,,18.63,43.32,66.55,2.51,,,,,247.42,69.58,38.35,40.72,8.63,10.48,,0.28,15.07,1.77,,,,,25.58,38.19,65.71,,,,,,7.57,,,,8.49,,,,,56.5,1.83,,,,14.71,39.18,,,,9.62,64.66,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
