Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
AA,57.57,64.31,1.4,10.2,,,,,75.95,5.9,73.8,0.89,,66.88,1.47,0.38,0.45,45.74,1.41,78.33,59.38,26.65,4.45,0.56,,,0.89,1030.84,20.34,,7.31,5.32,1.16,1.22,0.1,0.36,,,0.89,14.33,,,4.06,33.34,11.35,1.6,,,,2.02,2.25,,,,0.75,,,,,,,,,,21.42,,,1.79,2.33,0.8,,0.18,0.12,,,6.28,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,5.56,66.5,,10.4,,,,,597.78,27,71.4,,,67.52,0.68,0.33,0.22,14.46,0.57,21.4,22.29,13.62,16.51,,,,,16.91,16.91,,6.24,4.59,0.71,0.75,5.91,,,,,7.07,,,4.01,16.11,20.34,1.4,,0.51,,5.17,,43.82,13.3,,0.18,,,,,,,0.46,,,4.21,,,,,0.47,0.43,6.13,5.96,,,2.95,,29.37,12.57,,,8,8696254174.0,Airlines,Transportation
AAON,72.95,64.6,,26.3,8.1,29.5,31.8,,20.3,29.5,57.05,0.36,45.83,62.75,30.65,,,132.05,3.06,92.39,12.1,42.3,0.24,0.09,,0.14,0.24,43.98,35.47,104.16,,,,8.87,2.27,0.77,8.52,0.96,0.24,44.84,20.39,19.72,15.07,79.73,35.65,94.37,,15.78,,20.14,13.46,58.17,58.17,2.32,9.12,,3.16,9.29,,107.18,6.59,1.78,,55.25,45.39,69.1,2.33,8.95,16.82,1.79,19.56,38.79,29.01,25.52,,21.87,,0.48,115.83,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,48.63,3.6,,26,,,,,8.9,45.71,54.73,,48.68,1.89,0.08,0.12,38.63,1.34,232.75,194.44,24.05,7.27,1.47,,1.28,2.56,27.29,10.77,26.25,28.54,12.9,0.67,0.46,3.66,0.21,1.77,9.47,2.56,17.12,5.18,77.36,,112.7,40.02,2.38,,0.36,,1.55,0.89,52.92,49.53,,0.18,,,,,10.6,1.79,0.17,,,5.5,75.14,,0.36,1.45,0.62,0.36,4.12,2.95,1.7,,1.76,,4.68,5.32,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,22.75,53.27,2.7,,4.9,6.2,6.4,8.6,,5.4,63.83,0.56,23.01,56.16,8.76,0.37,0.61,229.0,0.87,11.29,98.23,24.41,0.79,1.87,,0.15,0.43,28.34,25.93,32.09,26.41,24.34,8.36,8.93,3.53,0.16,27.83,3.14,0.44,30.97,18.27,11.58,6.93,187.58,46.21,,,23.97,,31.51,60.74,37.66,33.93,2.13,8.99,,1.43,1.58,,32.49,9.57,1.99,,,29.85,34.77,2.16,2.53,60.74,0.83,26.93,278.63,59.87,140.28,,32.51,,3.33,49.67,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,47.9,54.16,,,9.7,8.1,22.2,18.4,28.45,8.5,58.07,5.96,27.35,54.79,0.79,4.87,0.25,27.67,5.78,,148.94,6.31,7.97,1.8,,1.38,4.85,23.07,12.31,24.3,,,,7.21,4.33,0.35,29.66,8.04,4.86,38.43,8.95,,2.94,26.45,63.33,1.92,,16.36,,28.14,1.42,28.53,28.53,12.4,4.66,,2.47,1.35,11.66,15.73,1.35,0.61,,,10.4,19.12,,1.22,1.44,5.78,2.43,683.81,4.81,6.24,,4.5,,,33.74,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,36.55,27.71,,,7.8,9.6,1.7,7.4,21.19,3.8,23.51,6.07,14.77,24.15,1.72,0.17,0.1,167.76,0.65,84.15,73.91,75.86,3.9,11.78,,0.57,3.72,36.3,19.65,22.92,13.07,12.61,6.06,6.45,2.75,0.04,28.13,5.27,3.93,13.77,16.92,7.46,5.43,149.97,67.21,5.43,,9.22,,26.13,49.2,58.25,15.61,1.01,5.4,,0.57,0.63,,19.01,,1.22,,,17.99,33.54,1.55,1.51,,0.54,3.63,196.81,9.75,59.19,,8.83,,1.83,35.92,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,48.37,,8.7,,,,,,,43.16,,,46.36,1.79,8.08,9.01,2.67,9.34,,,376.42,,0.07,,,,,,,,,8.29,6.94,,0.77,,,,,,,,1.02,,,,,,,0.74,,,,23.98,,,,,,,,2.41,1.84,,,,,0.81,9.34,,,,,,,,1.12,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,38.49,,2.2,20.8,5.4,3.2,9.8,60.73,11,28.35,11.06,,35.67,3.62,0.59,6.19,2.17,1.2,93.05,189.94,25.24,0.13,0.03,,0.85,6.96,8.12,6.1,8.63,8.16,6.26,1.99,1.96,12.32,0.67,25.25,11.74,6.96,11.54,16.07,3.93,6.4,2.76,50.98,7.91,,16.92,,23.87,1.99,12.62,12.33,2.52,2.37,,,,,9.49,1.63,0.45,,,7.5,10.14,1.66,0.69,4.34,0.9,10.03,70.19,19.21,15.52,,15.33,,6.27,12.06,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,10.58,54.52,,50.3,,28.2,37.8,,8.08,24,37.18,,,50.52,2.78,0.03,0.01,250.48,1.2,48.06,16.14,4.32,6.36,1.52,,,,13.63,12.39,38.17,11.62,10.59,0.56,0.6,7.34,0.33,1.58,5.31,,9.18,30.62,,6.16,262.23,17.41,3.89,,2.16,,5.9,1.46,14.18,9.31,0.29,0.31,,0.3,1.64,,18.96,,1.07,,,10.03,84.87,0.37,0.51,,0.41,3.64,17.42,9.79,10.8,,7.97,,,13.29,,,10,4632090814.999999,Specialty Stores,Retail Trade
