Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,,55.59,1.5,7.9,7.7,13.5,33.2,24.7,10.5,62.54,1.03,7.56,57.49,6.28,,0.99,0.58,134.84,2.61,116.07,53.51,73.66,1.6,0.47,,0.18,0.68,28.35,23.85,27.58,24.56,21.54,5.93,5.95,3.53,0.54,21.57,3.73,0.7,24.63,17.14,9.5,3.53,149.31,50.71,14.21,,,18.15,,19.76,6.74,32.03,26.86,2.24,5.85,,0.86,1.69,,27.08,5.77,1.19,,,22.53,34.75,1.86,2.11,27.92,1.97,11.55,64.95,15.98,22.07,,14.5,,2.2,46.45,,,10,33913792728.0,Medical Specialties,Health Technology
AA,,44.79,1.4,10.2,,,,,5.8,49.32,1.46,,45.06,0.98,,0.31,0.52,27.4,1.45,86.07,58.94,24.77,11.68,0.43,,,1.46,,37.14,,14.33,5.32,0.54,0.55,,0.3,,,1.46,62.11,,,,40.24,7,,,,,,,1.15,,,,0.46,,,,,,,,,,53.94,,,0.95,1.15,0.74,,,,,,,,0.48,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,53.04,,10.4,,,,,27,43.94,,,50.81,0.76,,0.34,0.19,14.66,0.62,20.89,20.46,14.17,12.45,,,,,13.07,13.07,35.36,10.98,6.82,0.77,0.81,7.65,,2.29,12.58,,5.27,,34.88,3.56,20.3,22.37,1.87,,,1.56,,7.6,,13.33,6.45,,0.19,,,,,8.61,,0.41,,,2.64,,,,,0.51,1.25,8.53,7.75,,,4.5,,30.54,9.85,,,8,8696254174.0,Airlines,Transportation
AAON,33.38,71.5,,23.5,10.5,20.6,22,,22.6,77.48,0.6,10.97,74.23,18.82,,,,84.36,3.03,97.77,18.07,48.15,0.36,0.13,,0.2,0.38,33.03,27.4,233.74,,,,6.22,3.03,0.72,2.66,0.43,0.38,,19.62,,,81.85,32.77,42.97,,,15.18,,18.83,10.04,41.21,41.21,3.38,6.27,,2.61,20.53,,236.97,4.83,1.29,,41.97,56.13,124.42,2.15,7.71,12.72,1.5,19.51,38.13,29.02,27.91,,22.62,,0.35,88.25,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,50.5,5.1,,192.4,8,16.8,,10.4,44.3,130.41,,47.27,1.9,,0.06,0.08,64.49,1.23,275.59,217.45,25.94,6.26,1.51,,0.77,3.49,22.44,11.77,,20.32,10.67,0.65,0.67,4.46,0.22,,,1.55,17.64,16.04,,2.05,208.0,41.67,3.92,,,1.72,,2.98,1.45,20.67,15.32,1.65,0.34,,1.04,,,,1.57,0.29,,,14.32,,2.52,0.54,3.63,0.27,1.6,6.46,4.79,7.26,,3.59,,,8.21,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,19.47,36.58,2.9,1.3,5.7,20.9,23.2,14.6,15.7,17.46,0.73,4,29.97,8.33,,0.55,0.68,182.31,1.07,11.88,92.38,21.56,0.81,1.46,,0.15,0.53,23.47,21.45,26.67,23.66,21.65,7.33,7.39,4.26,0.21,27.71,3.8,0.53,27.93,21.26,12.46,2.63,178.2,45.03,40.5,,,26.16,,30.76,38.04,28.4,28.4,1.68,7.42,,1.17,1.27,,26.79,6.93,1.86,,,24.59,28.42,1.55,2.12,38.06,1.02,29.33,279.4,57.36,159.97,,34.58,,3.6,42.99,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,,44.1,,,9.7,8.1,22.2,18.4,8.5,43.18,7.44,9.2,42.39,0.63,,0.84,0.05,21.78,1.94,,145.67,6.48,6.84,1.43,,1.57,6.06,22.59,11.81,27.95,,,,6.7,4.43,0.4,23.98,7.97,6.15,,6.29,,,32.89,62.84,1.88,,,14.66,,27.6,1.11,25.93,25.93,11.27,3.77,,2.25,1.36,9.78,15.71,1.16,0.48,,,8.81,17.85,,1.01,1.16,1.94,2.15,576.18,4.53,5.34,,4.22,,3.21,28.31,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,7.99,77.49,,,9.6,18.2,8.3,16.6,13.4,85.27,7.05,6.55,80.3,2.16,,0.38,0.22,177.49,0.96,66.58,52.46,75.76,3.62,5.02,,0.67,3.37,35.46,21.48,14.59,14.35,13.76,6.63,6.64,2.82,0.09,45.53,7.89,3.49,15.7,26.38,9.5,1.38,135.85,62.42,6.64,,,8.95,,24.92,25.91,65.01,20.03,1.01,5.79,,1.25,0.45,,12.74,,1.31,,,12.35,19.95,0.85,1.45,,0.84,3.54,206.51,9.61,34.02,,9.33,,7.64,38.77,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,52.21,,631.1,,,,,215.7,59.53,,,54.34,3.47,,7.13,9.73,5.34,8.34,330,3766.17,358.81,,0.07,,,,,,,,,8.29,16.76,,0.78,,,,,,,,1.61,96.92,,,,,,,1.31,,,,31.79,,,,,,,,3.38,2.62,381.43,,,,1.53,8.33,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,7.6,37.32,,10.1,15.8,5.3,6.9,2,15.3,35.54,8.11,,36.13,3.74,,0.52,4.74,2.55,1.11,107.16,185.4,23.19,0.17,0.04,,0.73,5.92,11.98,8.45,11.13,8.77,6.66,2.14,2.27,8.35,0.65,20.35,8.36,5.92,13.59,10.98,6.94,5.52,3.42,50.3,19.12,,,18.29,,22.51,2.23,13.17,12.61,5.48,2.45,,,,,12.03,1.66,0.43,,,8.95,13.82,,0.8,4.9,0.79,10.98,52.73,15.37,17.44,,18.54,,5.47,12.31,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
