Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABG,5.24,40.07,,50.3,,28.2,37.8,,8.08,24,25.16,,11.55,35.02,2.66,,0.03,0.02,216.53,1.25,45.36,16.38,4.15,6.36,1.58,,,,12.75,11.65,,10.73,9.83,0.54,0.61,7.84,0.32,,,,7.3,30.72,,8.25,256.49,17.75,4.56,,,2.51,,6.31,1.3,11.11,7.49,0.23,0.29,,0.22,,,,,0.95,,,39.73,,0.3,0.5,,0.45,4.25,19.44,10.28,12.31,,8.62,,,11.84,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,34.42,29.66,2,8.4,5.9,40.8,24.6,,23.18,11.1,11.02,2.15,25.95,21.32,2.9,,0.07,0.06,49.92,1.38,,,56.6,3.53,0.8,,0.26,1.76,14.79,10.9,16.52,11.17,9.02,0.54,0.54,6.76,0.36,3.3,8.71,1.77,13.62,26.74,,2.14,51.12,,3.58,,,1.89,,3.62,1.71,20.63,14.39,0.89,0.39,,0.71,0.94,,11.72,,0.98,,,9.52,14.45,0.72,0.86,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.58,25.87,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,,40.62,,38.3,,,,,322.31,8,52.62,,,45.06,3.14,,0.71,4.95,115.12,1.41,,29.97,7.3,1.12,0.28,,,,32.78,31.94,14.56,18.53,18.23,5.29,6.15,3.05,0.3,41.38,5.97,,25.03,,,10.53,166.18,82.59,20.75,,,46.11,,15.21,9.12,15.66,15.66,,7.08,,,,,17.26,2.65,,,18.54,17.19,13.01,,,10.11,1.41,21.22,720.92,19.41,63.33,,55.65,,3.96,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,7.92,70.34,0.7,6.3,12.3,6.8,6.7,,,5.8,78.89,3.47,,74.43,5.4,,0.52,0.49,117.11,1.68,135.1,83.18,58.61,1.42,0.38,,0.48,1.86,29.53,20.28,37.16,20.46,17.83,4.68,5.16,3.39,0.54,13.88,2.77,1.89,22.77,12.81,8.41,6.41,106.76,55.24,10.7,,,13.65,,15.92,5.18,36.94,26.32,2.29,5,,0.84,1.72,,36.21,5.4,1.19,,,25.88,47.48,2.7,1.99,24.92,1.18,7.63,64.74,12.05,14.52,,10.37,,3.01,42.74,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,8.77,40.71,,6.9,,13.2,4.1,,3.27,5.9,23.31,0.24,,34.66,3,,0.24,0.15,82.55,2.31,71.3,47.91,58.17,1.84,0.29,,0.07,0.24,21.58,12,282.82,,,1.59,1.89,4.63,0.63,0.67,0.4,0.24,19.19,20.26,,,70.95,19.03,5.57,,,6.05,,7.68,1.67,27.43,27.49,1.36,1.63,,,,,247.94,2.14,,,,17.92,27.68,1.55,1.17,3.74,1.36,4.09,12.41,6.71,6.29,,4.98,,0.63,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,43.98,,,,38.8,40.9,46.1,223.57,16.4,35.83,,,42.23,1.96,,1.48,8.69,15.63,2.16,197.37,87.05,38.64,1.68,0.11,,,,95.3,63.44,27,13.21,10.56,2.12,2.44,1.05,0.57,9.04,3.11,,18.81,,,16.93,32.73,91.73,,,,3.43,,2.56,5.01,86.83,86.83,3.89,2.91,,,,,32.24,4.95,,25.21,7.82,32.24,132.46,,,6.33,1.95,4.03,40.04,4.61,7.04,,7.75,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHR,,38.53,,100.9,,,,,,,39.31,,,37.15,,,4.31,,,4.49,,,,,,,,,,,,,,16.8,,,,,,,,,8.74,,,,,,,,,,3.3,,,,,,,,,,,,5.24,4.93,,,,,3.33,4.49,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,25.34,,18.8,33.9,6,,,132.17,4.2,5.96,2.69,,17.07,3.57,,0.04,0.02,18.06,0.88,31.49,25.97,3.45,3.24,4.86,,0.18,2.69,12.77,5.55,29.2,11.52,5.89,0.3,0.31,7.83,0.11,1.05,7.94,2.69,7.61,20.75,,1.68,21.83,27.84,3.99,,,1.41,,2.43,3.59,9.41,6.89,0.51,0.14,,,,,12.71,,,,,3.75,11.3,0.76,0.7,,0.21,4.28,12.32,10.22,45.12,,6.91,,5.03,27.78,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,101.25,53.4,2.6,5.9,,7,21.8,,142.28,6.8,32.98,,45.19,45.82,2.88,,0.15,0.15,47.06,1.32,,22.1,60.56,2.39,0.84,,,,18.91,13.5,23.79,,13.25,3.44,3.84,5.29,0.37,16.16,5.02,,24.08,13.56,24.56,6.73,32.7,50.71,3.86,,,12.01,,19.46,3.99,27.68,25.17,2.1,3.32,,1.17,1.63,,20.53,,1.29,,,17.56,22.63,2.4,1.47,,1.32,5.59,174.23,13.31,14.81,,7.6,,3.06,51.15,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,34.53,0.9,22.7,,62.7,72,31,57.41,34.8,22.8,,0.5,29.93,8.2,,2.25,12.33,97.63,4.42,179.55,30.91,63.45,0.15,0.05,,,,9.49,9.03,17.55,,10.08,2.41,2.41,10.54,0.73,13.75,4.8,,13.18,23.58,,4.24,120.15,44.63,48.8,,,21.54,,23.4,3.41,13.45,13.45,0.27,2.91,,,,,21.02,1.43,1.34,16.35,4.39,18.72,22.37,0.54,1.42,3.41,3.26,19.31,74.1,28.93,28.19,,33.01,,1.84,32.87,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,68.19,67.61,,,,2.6,0.1,,,,76.66,,,70.83,9.58,,5.85,6.96,74.19,6.01,,,69.04,,0.15,,,,,,,,,37.06,24.53,,0.66,,,,,,,6.1,0.0,,,,,,,,8.17,,,,25.94,,,,,,,,14.75,14.05,,,,,8.17,6.01,,,,,,,,,,,,,1598748014.0,Biotechnology,Health Technology
ACM,13.8,46.57,4.6,,,0.1,22.9,46.8,,7.7,27.58,0.9,5.29,39.51,2.27,,0.26,0.55,95.0,1.13,,55.01,59.44,3.29,1.31,,0.21,0.9,18.99,15.3,20.15,12.91,11.47,1.8,0.89,5.27,0.19,4.4,5.47,0.94,19.1,8.51,13.58,7.45,97.96,6.58,4.87,,,1.61,,5.59,5.61,51.08,23.66,8.45,0.82,,,,,18.89,,1.78,,,16.15,24.58,,1.77,,1.13,2.22,88.12,13.4,11.18,,10.64,,3.78,148.44,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACVA,8.81,59.11,,,,,,,,30.6,70.57,,,62.64,3.17,,0.66,2.48,19.36,1.49,,469.19,121.47,,0.24,,,,,,,,,3.98,5.6,,0.45,,,,506.61,,,29.29,17.48,50.64,,,,,,,7.01,,,,5.79,,,,,,,,,52.32,553.48,,,,27.66,1.49,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,57.98,1.7,9.4,,17.7,14.1,11.4,,16.8,55.81,,,57.94,13.1,,0.85,1.32,574.48,1.16,,49.57,33.69,0.82,0.41,,,,38.13,33.69,39.35,22.73,21.23,10.48,12.27,2.62,0.5,31.17,2.5,,27.91,20.53,13.84,11.17,589.48,88.24,58.8,,,24.86,,35.4,17.38,51.62,33.17,1.55,12.86,,0.96,1.2,,41.15,18.54,1,,,39.81,58.58,1.82,2.63,232.58,1.16,17.46,275.62,32.26,32.8,,22.15,,2.36,75.69,,,10,241068062221.0,Packaged Software,Technology Services
ADC,19.45,80.85,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,92.41,5.32,25.11,85.28,1.74,,0.07,,76.43,0.9,,535.71,52.31,5.24,0.52,,1.65,3.88,36.86,20.64,25.77,30.34,18.57,16.22,18.04,2.71,0.65,69.98,5.3,3.9,41.7,11.42,3.51,9.9,74.02,87.98,3.02,,,32.09,,48.78,1.54,42.46,42.53,6.86,13.03,,3.41,1.35,18.44,18.66,1.87,1.05,,,18.66,,6.48,1.12,1.85,0.9,2.43,,3.76,3.63,,3.67,,,34.27,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,18.61,43.36,,,,,,,13.28,,20.46,0.32,,35.94,1.83,,1.29,0.17,11.35,3,,,33.87,2.68,1.52,,0.19,1.79,15.08,8.3,12.32,,,4.55,4.7,6.63,0.34,38.16,11.08,1.79,7.83,18.26,,,9.06,,2.01,,,12.87,,32.86,3.44,28.38,11.04,3.56,3.6,,,,,9.38,,1.69,,,8.47,12.13,,0.58,,3,4.2,606.5,11.04,13.34,,10.28,,14.13,29.87,,,5,1062196184.9999998,Packaged Software,Technology Services
ADM,,44.03,2.6,9.4,7.7,25.1,24.8,,89.18,15,33.49,4.32,6.62,41.55,3.26,,0.04,0.06,59.05,1.44,50.79,24.24,21.73,2.36,0.54,,0.35,3.29,10.09,7.88,12.52,13.22,9.54,0.46,0.45,9.91,0.42,3.56,11.19,3.37,10.93,22.28,,,78.59,7.44,4.48,,,2.93,,3.39,1.27,11.81,10.8,0.59,0.35,,,,,9.9,0.95,0.85,,,6.56,8.51,0.49,1.72,1.86,0.88,4.77,18.59,10.96,10.87,,5.18,,16.56,12.59,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,37.42,0.1,22.6,,89.8,,,,6.1,26.04,,,34.71,1.81,,0.24,0.35,20.88,1.08,21.59,65.9,45.85,3.8,1.32,,,,10.52,5.23,11.45,8.61,4.71,0.24,0.24,9.51,0.21,2.05,16.75,,7.47,,20,,39.49,6.28,2.09,,,0.5,,2.67,0.94,28.22,7.82,,0.13,,,,,6.5,,,,,3.45,8.51,,0.65,,0.87,0.79,24,5.88,3.46,,7.03,,13.96,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,5.14,66.38,1.2,,13.8,15.3,15.1,13,20.5,9.9,64.97,3.44,8.16,65.6,2.64,,0.06,0.79,279.26,1.01,,2.97,62.22,0.64,0.82,,0.59,1.97,21.62,19.53,31.49,21.17,19.27,5.59,5.89,4.63,0.08,18.72,3.16,2.02,27.84,14.53,8.81,5.54,266.59,45.44,13.74,,,19.54,,25.85,25.07,30.65,30.42,2.51,5.93,,1.37,1.67,,31.95,13.4,1.25,,,27.61,48.69,2.54,2.71,132.98,1.01,6.8,497.94,59.7,91.62,,7.53,,2.99,43.1,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,9.69,57.55,0.9,25.4,,21.7,23.3,,,14.2,56.9,,,57.44,5.07,,0.43,0.72,257.61,0.64,,94.05,32.85,1.8,1.05,,,,43.24,38.5,52.12,41.88,38.37,9.14,9.62,2.31,0.25,18.45,1.93,,31.21,22.68,11.84,11.59,254.73,90.8,1291,,,18.21,,22.24,22.44,52.68,31.49,0.58,9.56,,,,,52.1,,0.92,,,48.06,124.87,1.26,2.54,,0.64,11,369.7,23.5,57.58,,9.97,,0.56,212.9,,,6,45606470933.0,Packaged Software,Technology Services
ADT,23.63,40.4,,3.7,,,,,,,32.54,2.57,10.91,36.92,0.48,,0.03,0.01,7.05,0.75,99.17,116.01,32.51,3.42,2.03,,0.37,2.57,15.16,6.24,13.91,,5.05,2.78,2.9,6.6,0.24,20.86,15.82,3.15,8.94,12.17,26.67,2.63,6.66,81.58,2.1,,,13.82,,22.19,1.69,9.53,14.3,,1.36,,,,,6.55,,,,,3.7,5.29,,0.57,,0.59,4.07,28.19,6.32,18.83,,4.34,,27.42,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,47.68,46.77,,9.9,,22.2,30.1,,18.33,10.6,28.93,,21.89,39.52,8.96,,1.17,3.5,127.03,2,,10.69,36.33,0.43,0.05,,,,21.19,18.62,21.92,14.1,13.84,1.61,1.95,4.72,0.83,8.9,4.32,,21.71,23.76,12.96,13.99,109.35,32.34,9,,,6.18,,9.03,2.49,30.1,25.25,1.35,1.86,,0.95,0.61,,21.11,3.9,1.23,,22.97,19.13,22.99,1.24,1.22,13.57,2,6.73,148.57,11.63,9.3,,9.04,,1.02,53.37,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEHR,,43.4,,99.7,,,,,52.85,46.7,36.88,,,40.82,15.88,,4.68,7.93,13.24,9.31,357.33,69.43,54.67,0.54,0.06,,,,34.69,30.56,347.16,,,,5.28,2.88,0.87,1.52,0.26,,43.41,,,24.21,24.46,49.15,,,,50.07,,15.22,3.44,11.82,11.03,,5.92,,,,,427.12,1.3,2.37,11.72,4.71,228.29,19.79,,4.2,3.44,5.75,31.03,24.62,10.7,37.59,,56.45,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,,31.57,0.9,13,,,,,,6.1,9.8,0.43,,23.2,3.44,,3.21,0.97,93.79,5.47,137.27,54.32,63.98,5.91,0.88,,0.1,0.43,33.52,20.43,31.62,,12.08,2.15,2.34,2.98,0.46,7.41,3.16,0.43,17.25,22.44,15.38,,86.02,35.21,3.81,,,6,,5.38,3.03,39.08,23.74,1.77,2.34,,1.11,1.9,,31.59,2.28,0.82,,11.74,20.74,38.26,1.22,1.42,4.93,4.22,3.75,15.66,5.02,7.97,,7.79,,,32.45,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,56.53,47.95,,20.5,20.8,11.4,7.9,4,4.55,3.1,34.5,8.68,36.03,41.79,2.98,,0.52,0.47,78.91,1.51,106.42,52.57,0.4,0.72,0.1,,0.59,2.04,32.03,14.33,30.3,13.04,8.54,4.63,5.48,3.12,0.68,18.06,3.34,2.04,19.27,19.42,17.8,7.76,56.92,36.6,20.97,,,8.56,,29.57,1.95,64.15,28.9,1.13,5.41,,,,,29.8,1.78,1.24,,,13.23,39.18,1.66,1.9,2.46,0.76,2.16,5.78,4.54,3.17,,4.24,,1.93,52.96,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,32.58,37.48,,10.5,45.5,,,66.4,90.5,5.8,26.21,2.17,,32.57,4.1,,0.24,0.15,19.04,1.57,75.18,28.64,16.47,1.99,0.78,,0.29,2.49,11.02,7.2,16.29,10.25,6.98,0.89,0.88,9.07,0.48,5.42,8.03,2.62,10.61,0.98,11.25,3.4,18.14,39.18,,,,4.58,,8.01,2.16,15.23,11.47,,0.7,,,,,12.7,1.14,0.85,,,7.88,23.39,,1.22,2.57,0.74,7.04,18.72,16.01,14.43,,11.24,,12.43,17,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,25.46,72.21,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,78.79,4.53,16.33,75.68,0.93,,0.04,0.01,103.23,0.65,83.79,105.01,18.99,5.86,1.7,,0.69,3.42,23.1,13.09,,17.87,11.29,4.48,5.07,4.33,0.26,,,3.42,17.25,1.57,13.47,4.75,93.59,60.67,2.21,,,13.49,,20.7,2.1,20.69,20.58,3.74,2.78,,,,,,1.39,1.21,,,8.96,,3.97,13.42,2.11,0.48,2.71,5.54,5.01,10.42,,4.34,,,22.25,,,10,41234689544.0,Electric Utilities,Utilities
AER,48.33,43.73,,6.4,,,5.5,,3.17,,34.78,0.55,12.61,40.26,0.76,,0.89,0.03,90.19,3.42,5.35,58.48,3.06,9.64,2.69,,0.02,0.55,27.94,13.09,,15.95,9.39,7.73,8.01,3.58,0.24,,,1.1,7.52,,11.23,3.05,77.71,34.83,,,,42.04,,28.67,1.03,5.9,8.87,,2.37,,,,,,0.69,1.41,,,3.35,5.33,,1.6,1.22,3.38,4.6,3.68,3.2,19.62,,2.94,,16.6,14,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,34.44,,,5,,6.9,,,7.2,18.04,5.25,2.52,28.01,0.5,,0.19,0.06,16.44,0.97,26.58,87.18,46.9,10.74,9.24,,0.31,4.11,26.19,14.39,,10.7,7.22,2.26,3.08,3.82,0.07,,,4.11,7.88,,7.08,3.65,22.89,20.79,1.61,,,6.07,,18.51,3.78,15.66,7.44,,0.94,,,,,,2.12,0.99,,,4.67,,,,13.48,0.91,1.68,4.94,4.08,27.42,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,35.72,,,5,,6.9,,,7.2,31.65,,,33.54,0.5,,0.19,0.06,62.61,0.97,26.58,87.18,46.9,10.74,9.24,,,,26.19,14.39,,,,,3.08,3.82,0.07,,,,6.72,,7.08,3.65,0.0,20.79,1.61,,,6.07,,18.51,3.73,15.43,7.33,,0.93,,,,,,,,,,4.57,,,,,0.91,1.68,4.94,4.08,27.42,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,,45.11,,14.3,,129.9,,,49.89,64.1,33.24,4.33,,41.67,2.22,,0.44,0.21,19.9,1.53,19.27,53.52,60.18,1.97,0.47,,0.66,4.33,14.12,10.14,,,4.47,1.96,3.31,7.08,0.54,,,4.63,6.6,,38.15,30.53,0.0,34.88,9.58,,,13.71,,23.57,2.05,15.83,15.73,,2.35,,,,,,1.32,,,,7.29,,,,2.49,1.35,7,16.82,13.32,17.82,,12.65,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
AFRM,13.22,62.58,,,,85.6,17.5,,1.59,11.1,52.61,,,61.18,1.8,,17.16,0.32,37.27,65.7,,16.58,43.65,,2.42,,,,,,56.21,27.43,28.53,5.52,7.04,,0.29,12.52,2.51,,,,,23.27,36.86,63.62,,,,,,,4.24,,,,4.95,,,,,39.77,,,,8.16,25.66,,,,5.3,65.7,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
AFYA,10.93,35.59,1.2,12.1,,32.7,10.6,54.7,11.9,37.5,23.64,,,30.22,2.44,,0.74,0.27,15.74,1.47,0.97,136.81,63.94,2.04,0.68,,,,9.83,7.34,10.21,7.8,6.12,2.61,2.97,10.17,0.51,29.13,12.46,,8.74,26.61,38.47,8.52,20.03,62.12,2.57,,,17.97,,28.66,1.92,13.12,14.56,0.35,2.38,,,,,8.26,,,,,6.31,11.74,0.58,0.77,,1.47,7.04,66.61,13.76,14.96,,12.04,,,,,,7,1469574000.0000002,Other Consumer Services,Consumer Services
AG,,28.31,,9.1,,,,,,8,8.66,0.38,,20.32,1.19,,1.88,0.82,4.79,3.05,49.42,37.39,6.56,4.11,0.19,,,0.38,,22.88,,,,2.92,2.8,,0.69,,,0.4,16.24,18.27,,5.53,5.8,8.95,,,,,,,1.03,,,,2.7,,,,,,,0.69,,,20.04,,,3.99,1.03,2.44,,,,,,,,,,,,2,1664184423.375635,Precious Metals,Non-Energy Minerals
