Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABG,11.8,60.27,,50.3,,28.2,37.8,,8.08,24,59.23,,,60.13,2.78,,0.03,0.01,258.16,1.2,48.06,16.14,4.32,6.36,1.52,,,,13.63,12.39,38.17,11.62,10.59,0.56,0.6,7.34,0.33,1.58,5.15,,9.46,30.62,,6.16,262.36,17.41,3.89,,,2.16,,5.9,1.5,14.61,9.59,0.3,0.31,,0.31,1.69,,19.57,,1.1,,,10.33,87.47,0.38,0.53,,0.41,3.64,17.42,9.79,10.8,,7.97,,,13.7,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,32.64,57.9,2,8.4,5.9,40.8,24.6,,23.18,11.1,61.22,1.94,12.22,58.32,2.97,,0.07,0.06,56.38,1.38,,,56.6,3.53,0.8,,0.26,1.59,15.95,11.75,17.82,12.11,9.78,0.58,0.59,6.27,0.36,3.3,7.71,1.59,15.39,26.05,,1.62,51.5,,3.58,,,1.89,,3.62,1.93,23.3,16.25,1.01,0.43,,0.88,1.15,,13.28,,1.1,,,10.79,16.27,0.81,0.97,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.25,29.21,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,8.18,48.46,,38.3,,,,,322.31,8,45.83,,,46.62,4.69,,0.99,4.98,133.26,1.62,,33.1,6.78,0.96,0.27,,,,32.91,32.09,18.35,21.45,21.1,6.14,6.97,3.04,0.38,37.96,4.87,,29.92,,,10.69,165.98,83.07,22.92,,,16.96,,15.01,9.99,47.46,47.46,,8.09,,,,,21.35,4.75,,,18.03,21.35,35.8,,,10.84,1.62,7.98,839.68,21.23,22.05,,19.8,,4.08,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,14.8,54.44,0.7,6.3,12.3,6.8,6.7,,,5.8,59.33,3.55,13.63,55.74,5.27,,0.52,0.52,117.26,1.6,134.18,82.06,59.46,1.42,0.38,,0.48,1.9,28.3,19.68,32.11,22.22,17.55,4.62,5.05,3.53,0.54,15.74,3.19,1.9,22.72,11.31,8.9,6.48,108.24,55.55,11.5,,,13.99,,16.24,5.11,35.64,25.94,2.26,4.97,,1.4,1.64,,31.59,5.17,1.15,,,23.52,41.3,3.21,1.95,23.13,1.14,7.9,65.41,12.45,14.86,,10.65,,3.37,41.88,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,27.37,70.95,,6.9,,13.2,4.1,,3.27,5.9,79.37,0.19,8.57,74.1,2.89,,1.75,0.61,108.34,3.61,70.83,47.61,57.32,3.31,0.51,,0.06,0.19,28.38,15.08,46.67,,,1.9,2.27,3.52,0.56,4.86,2.34,0.19,24.51,18.05,26.64,11.51,76.6,19.84,4.58,,,5.17,,7.87,2.12,40.24,32.76,1.62,2.08,,,,,42.74,2.65,,,,16.34,25.05,2.14,1.47,4.72,2.77,3.4,11.35,5.93,5.41,,5.14,,,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,50.9,,,,38.8,40.9,46.1,223.57,16.4,35.97,,,47.13,2.66,,1.64,11.45,16.18,2.29,235.21,82.57,38.31,0.4,0.09,,,,19.52,17.59,10.81,13.39,16.52,2.14,2.36,5.12,0.59,21.82,7.53,,20.56,,,15.87,33.64,91.61,,,,13.83,,12.08,4.66,20.74,20.74,0.93,2.88,,,,,13.21,2.3,,16.18,6.91,13.21,20.17,,,5.7,2.11,15.57,203.67,21.17,27.32,,51.02,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,26.75,,12.2,,,16.9,,,10.9,40.23,,,29.99,1.7,,0.13,0.04,38.59,1.07,18.46,542.09,44.04,3.16,0.66,,,,11.33,8.74,,8.93,7.05,1.61,1.78,8.83,0.52,,,,10.65,0.9,11.97,9.07,85.08,96.45,5.11,,,8.99,,17.48,1.17,12.65,11,,1.15,,,,,,1.58,0.53,,,27.83,,,1.16,5.1,1.06,5.05,19.42,10.06,9.78,,8.25,,,113.5,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACI,,53.29,,18.8,33.9,6,,,132.17,4.2,48.8,2.53,,52.85,3.53,,0.04,0.02,19.06,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.53,14.35,5.92,31.9,12.48,6.47,0.31,0.31,6.97,0.11,0.99,7.12,2.53,8.39,16.52,,1.83,21.45,27.85,3.83,,,1.25,,2.28,3.66,11.15,7.62,0.56,0.14,,,,,14.23,,,,,4.19,14.12,1.2,0.8,,0.22,3.79,11.26,9.28,37.17,,6.52,,7.07,28.03,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,86.03,60.2,2.6,5.9,,7,21.8,,142.28,6.8,62.1,,33.42,60.47,3.69,,0.26,0.17,55.72,1.56,,21.51,50.45,2.07,0.77,,,,17.81,13.3,23.5,,14.61,3.81,4.07,5.61,0.43,17.25,4.78,,28.14,13.21,31.06,7.94,34.12,52.2,4.73,,,14.04,,22.14,4.39,26.28,24.02,2,3.68,,1.22,1.85,,21.47,,1.42,,,18.8,24.02,2.32,1.65,,1.56,6.9,262.89,15.7,17.86,,8.99,,3.35,56.86,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,27.89,0.9,22.7,,62.7,72,31,57.41,34.8,33.74,,,27.57,6.51,,2.3,13.15,73.28,4.45,183.28,30.95,67.21,0.16,0.05,,,,6.7,6.34,10.08,,6.66,1.59,1.65,14.93,0.73,16.36,7.39,,14.89,25.37,,,114.53,44.28,44.08,,,20.65,,21.88,2.44,10.84,10.84,0.22,2.22,,,,,13.65,1.08,0.99,10.99,3.14,12.42,13.4,0.43,1.01,2.44,3.29,17.31,67.54,25.93,24.8,,28.79,,2.68,23.26,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,74.39,45.6,,,,2.6,0.1,,,,28.33,,69.48,39.77,9.97,,4.19,8.79,87.22,4.29,,,71.34,,0.14,,,,,,1174.29,,,45.23,27,,0.63,2.3,0.08,,,,,10.09,0.0,,,,,,,,9.75,,,,28.78,,,,,593.33,,,16.12,15.41,181.71,,,,9.75,4.29,,,,,,,,0.28,,,,,1598748014.0,Biotechnology,Health Technology
ACM,23.74,61.26,4.6,,,0.1,22.9,46.8,,7.7,69.4,0.79,19.25,62.79,2.37,,,0.52,112.56,,,54.18,84.61,3.18,1.38,,0.21,0.79,17.76,16.95,23.04,14.76,13.11,2.06,1,5.63,0.18,4.32,4.61,0.93,22.4,6.96,13.78,7.62,98.76,6.73,4.98,,,2.5,,5.74,6.91,38.03,26.33,9.4,0.93,,,,,21.8,2.84,2.11,,,18.65,28.56,,2.1,6.91,,3.46,57.7,13.32,18.05,,10.08,,3.31,175.88,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,13.86,53.45,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,60.62,2.63,23.84,55.07,7.36,,0.26,1.22,361.05,1.1,,20.51,69.84,0.37,0.15,,0.43,1.49,22.77,19.86,25.8,20.87,17,3.25,3.42,4.39,0.51,13.27,3.82,1.65,28.16,13.22,8.98,7.11,330.54,32.61,162.73,,,11.19,,14.79,7.98,31.59,30.19,3.25,3.55,,1.46,1.16,,26.67,8.43,1.26,,,25.15,38.38,3.16,1.75,52.94,1.1,13.75,236.59,27.79,26.8,,19.63,,2.66,39.12,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,21.03,65.2,,,,,,,,30.6,67.88,,,67.63,3.67,,0.68,2.5,21.54,1.51,,452.01,118.12,,0.25,,,,,,400.44,,,4.32,5.72,,0.44,1.43,0.24,,564.15,,,29.4,18.57,51.48,,,,,,,7.82,,,,5.87,,,,,436.12,,,,58.22,84.13,,,,31.68,1.51,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,50.69,1.7,9.4,,17.7,16.7,11.4,,16.8,49.2,,3.29,51.18,11.87,,0.78,1.24,504.44,1.11,,49.25,33.27,0.78,0.42,,,,31.68,28.16,33.36,19.84,18.53,9.18,10.43,3.16,0.49,31.27,2.95,,24.55,19.32,13.41,10.8,582.22,88.66,51.2,,,25.59,,35.93,15.43,42.6,28.21,1.32,10.91,,0.9,1.12,,34.88,17.96,0.85,,,33.94,49.67,1.7,2.24,257.37,1.11,18.17,291.22,33.73,34.74,,22.82,,3.09,63.29,,,10,241068062221.0,Packaged Software,Technology Services
ADC,31.54,60.19,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,65.46,5.32,23.42,62.84,1.85,,0.08,0.01,77.12,0.74,,573.52,54.1,5.08,0.51,,1.67,3.88,37.75,21.26,25.54,32.65,19.67,17.06,18.65,2.65,0.65,73.03,5.24,3.94,42,11.57,2.17,11.29,74.13,87.94,2.87,,,31.62,,48.86,1.56,42.61,43.25,6.98,12.92,,3.75,1.39,18.25,17.73,1.89,1.03,,,17.73,,6.54,1.09,1.87,0.74,2.41,,3.83,3.64,,3.69,,,34.58,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,24.69,50,,,,,,,13.28,,58.18,0.3,3.74,51.06,1.85,,1.25,0.17,12.1,3.42,,,38.31,2.94,1.41,,0.19,1.68,17.07,9.38,13.07,,,4.58,4.96,5.86,0.35,37.93,9.86,1.68,8.86,15.4,,,9.26,,1.91,,,12.01,,30.96,3.5,33.61,11.31,3.65,3.97,,,,,10.49,,1.91,,,9.49,14.23,,0.62,,3.42,3.78,475.57,9.9,11.55,,10.09,,10.9,93.08,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,24.51,42.7,,30.2,11.6,25.1,26.1,12.4,8.32,17.3,50.47,3.04,4.17,43.1,5.37,,0.79,0.31,213.96,1.69,139.48,41.5,48.27,1.9,0.23,,0.81,1.72,51.46,25.87,37.43,27.24,20.99,10.48,11.37,1.94,0.72,30.39,2.77,1.75,28.61,17.76,11.58,,151.78,57.85,7.22,,,17.07,,23.16,3.02,64.25,48.59,3.98,11.02,,2.67,1.79,,36.24,,1.61,,,26.84,33.77,3.28,1.75,,1.24,3.39,48.07,4.69,4.66,,4.47,,1.87,50.23,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,43.04,2.6,9.4,7.7,25.1,24.8,,89.18,15,53.11,4.81,,46.4,3.13,,0.04,0.07,53.19,1.4,50.57,24.48,21.74,2.74,0.52,,0.39,3.66,12,8.73,10.26,13.79,9.59,0.42,0.42,8.33,0.42,4.05,13.86,3.77,10.58,23.06,,,78.16,7.08,3.58,,,2.07,,2.85,1.16,15.11,10.77,0.59,0.31,,,,,7.76,0.9,0.76,,,5.4,7.25,0.56,1.39,1.7,0.84,3.34,14.4,8.6,7.7,,4.13,,15.94,11.66,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,36.68,3.5,,,,,,,4.5,27.32,,,33.23,1.75,,0.26,0.39,19.09,1.11,21.21,66.18,45.49,3.67,1.13,,,,9.5,4.69,11.11,8.01,4.3,0.21,0.21,10.53,0.23,1.89,17.12,,9.53,25.97,32.65,,37.92,6.32,2.09,,,0.12,,2.72,0.76,82.87,10.37,0.53,0.12,,,,,6.07,,,,,3.13,9.47,0.5,0.57,,0.9,0.19,23.38,5.76,0.85,,4.79,,20.37,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,25.82,63.97,1.2,,13.8,15.3,15.1,13,13.01,9,68.33,3.25,15.38,64.39,3.08,,0.19,0.79,304.57,1.01,,3.27,65.98,1.56,1.75,,0.59,1.86,22.8,20.67,30.32,23.06,21.3,6.06,6.7,4.39,0.11,22.11,3.29,2.02,30.6,14.87,8.76,7.46,269.13,42.56,9.92,,,20.87,,21.92,23.21,32.5,32.3,2.67,6.79,,1.59,1.75,,30.67,10.39,1.33,,,26.89,44.16,2.58,3.08,75.2,1.01,7.01,518.83,59.25,86.24,,6.18,,1.79,45.73,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,33.13,68.01,0.9,25.4,,21.7,23.3,,,14.2,73.24,,31.55,69.15,5.97,,0.43,0.72,315.41,0.64,,94.05,32.85,1.8,1.05,,,,51.95,46.25,62.62,34.11,32.26,9.79,11.55,1.92,0.25,18.45,1.58,,34.36,22.22,11.87,11.57,258.78,90.8,1291,,,18.21,,22.24,27.48,64.5,38.56,0.7,11.77,,,,,63.79,,1.13,,,58.89,152.88,1.54,3.1,,0.64,11,369.7,23.5,57.58,,9.97,,0.46,260.68,,,6,45606470933.0,Packaged Software,Technology Services
ADT,16.61,53.85,,3.7,,,,,,,47.82,2.65,,52.81,0.43,,0.08,0.01,7.54,0.81,70.1,85.15,27.53,4.22,1.98,,0.38,2.65,29.6,7.84,12.99,,5.13,2.85,2.78,3.38,0.24,21.42,16.43,2.91,9.39,7.37,26.05,2.58,6.84,78.76,1.95,,,17.19,,20.04,1.77,7.86,14.49,,1.39,,,,,6.53,,,,,3.92,5.24,,0.6,,0.64,5.45,14.81,3.29,24.01,,10.07,,33.16,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,49.93,40.03,,9.9,,22.2,30.1,,18.33,10.6,39.26,,18.23,38.59,8.32,,1.41,4.48,120.84,2.11,,11.17,35.23,0.41,0.05,,,,18.88,16.69,15.99,12.99,11.67,1.38,1.78,5.3,0.82,11.15,5.77,,20.74,23.83,12.51,12.28,103.1,32.28,12.12,,,6.5,,9.15,2.31,27.65,23.33,1.25,1.82,,0.96,0.52,,16.38,3.39,1.17,124.58,17.19,15.2,18.88,1.2,1.2,11.1,2.11,6.89,155.12,11.61,9.24,,9.02,,3.04,49.12,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,15.03,67.27,,6.5,8,7.3,6.3,10.2,5.28,6.9,77.43,3.9,18.33,70.7,0.9,,,,93.97,0.63,73.28,83.66,27.63,5.15,1.54,,0.61,2.82,21.85,12.1,,19.51,11.23,5.13,5.87,4.58,0.27,,,2.87,19.1,1.42,7.7,3.78,82.04,49.45,2.94,,,15.52,,25.95,2.12,22.11,21.89,3.98,3.43,,1.59,,,,1.46,1.31,,,10.11,,3.15,,2.2,0.41,2.73,5.71,5.17,9.9,,3.91,,,23.73,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,42.52,,99.7,,,,,52.85,46.7,53.32,,36.9,43.33,9.63,,2.45,5.64,11.7,6.03,461.76,71.29,51.67,0.87,0.06,,,,49.46,39.12,,,,,5.16,2.02,0.84,,,,39,,,24.38,21.0,50.48,,,,49.64,,10.43,2.83,11.94,10.73,,5.89,,,,,,1.28,2.22,23.88,4.98,1949.98,19.56,,3.37,3.45,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,13.9,54.52,0.9,13,,,,,,6.1,55.35,0.36,0.98,53.68,4.39,,2.25,0.99,112.53,4.62,139.39,54.35,65.57,5.33,0.57,,0.11,0.36,75.08,33.63,56.62,,12.08,2.64,2.84,1.33,0.53,5.01,1.74,0.36,22.6,15.25,,,85.33,35.16,2.31,,,2.91,,4.34,3.64,98.71,30.83,2.3,2.88,,1.58,3.73,,57.06,2.84,1.01,,13.36,31.98,87.98,2.43,1.74,5.89,3.32,1.74,8.27,2.59,3.75,,8.16,,,39.9,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,74.9,53.63,,20.5,20.8,11.4,7.9,4,4.55,3.1,68.1,8.13,23.55,56.99,3.36,,0.59,0.61,83.57,1.75,111.46,54.12,0.39,0.48,0.08,,0.47,1.91,23.19,12.69,23.31,12.73,8.8,4.57,5.4,4.31,0.69,23.84,4.44,1.91,18.33,11.5,21.9,11.41,62.52,40.9,27.86,,,13.05,,34.15,2.11,41.79,24.31,0.95,5.53,,,,,23.09,1.72,1.25,,,12.07,26.62,2.71,1.94,2.65,0.83,3.5,8.35,6.58,5.13,,5.69,,2.48,53.57,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,23.87,27.04,,10.5,45.5,,,66.4,90.5,5.8,17.18,2.56,,21.82,3.99,,0.24,0.15,17.22,1.57,75.18,28.64,16.47,1.99,0.78,,0.29,2.94,10.25,6.7,15.15,8.79,6.09,0.8,0.82,9.76,0.48,5.42,8.88,2.94,8.91,1.43,11.34,3.41,18.04,39.18,,,,4.58,,8.01,1.95,13.78,10.37,,0.63,,,,,11.45,1.03,0.77,,,7.19,21.18,,1.11,2.32,0.74,7.04,18.72,16.01,14.43,,11.24,,13.82,15.38,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,28.34,53.04,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,73.41,4.83,8.14,58.78,0.89,,0.04,0.01,98.08,0.57,84.7,104.49,18.81,5.79,1.66,,0.71,3.64,22.17,12.48,,17.12,10.86,4.31,4.86,4.51,0.27,,,3.78,16.65,1.12,12.97,4.3,93.15,61.23,2.17,,,13.46,,20.61,1.96,19.77,19.69,3.58,2.64,,,,,,1.31,1.13,,,8.11,,,11.54,1.97,0.41,2.7,5.48,4.94,10.22,,4.35,,0.76,20.87,,,10,41234689544.0,Electric Utilities,Utilities
AES,2.81,27.86,,,5,,6.9,,,7.2,23.54,6.66,,26.2,0.42,,0.16,0.07,13.25,0.85,25.49,94.7,48.4,11.13,8.95,,0.3,5.22,25.85,13.95,,9.84,8.02,2.1,3.01,3.87,0.07,,,5.22,6.5,,6.48,4.07,21.61,19.44,1.43,,,8.34,,17.25,2.86,9.2,5.71,,0.78,,,,,,1.54,0.8,,,3.92,,,,9.27,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,35.75,,,5,,6.9,,,7.2,31.65,,,33.54,0.42,,0.16,0.07,62.61,0.85,25.49,94.7,48.4,11.13,8.95,,,,25.85,13.95,,,,,3.01,3.87,0.07,,,,6.72,,6.48,4.07,0.0,19.44,1.43,,,8.34,,17.25,2.87,9.22,5.72,,0.77,,,,,,,,,,3.96,,,,,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,15.4,56.32,,14.3,,129.9,,,49.89,64.1,65.53,4.17,,59.4,2.24,,0.3,0.16,21.51,1.23,16.62,48.15,58.05,2.21,0.47,,0.99,4.17,20.73,12.27,,,6.31,2.32,2.98,4.82,0.53,,,4.49,11.09,,,25.28,0.0,26.47,4.92,,,8.78,,15.35,2.23,26.95,24.52,,2.47,,,,,,1.74,,,,8.33,,,,2.74,1.08,4.84,10.74,8.84,10.25,,8.11,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
