Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,46.76,33.06,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,28.76,1.07,8.35,28.71,5.82,0.74,0.61,131.49,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.71,23.9,20.71,27.42,23.32,20.39,5.69,5.98,4.18,0.54,21.81,3.75,0.71,23.28,15.86,4.82,2.34,133.88,54.39,17.3,,21.75,,22.9,6.4,27.28,25.24,2.1,5.97,,0.81,1.7,,27.14,5.24,1.17,,,21.56,27.14,1.95,2.02,24.44,1.37,13.03,74.15,18.1,23.78,,16.15,,3.41,42.42,,,10,33913792728.0,Medical Specialties,Health Technology
AAL,0.54,78.02,,10.4,,,,,597.78,27,89.05,,,82.97,0.67,0.33,0.22,13.94,0.57,21.4,22.29,13.62,16.51,,,,,16.76,16.76,,6.19,4.55,0.7,0.74,5.97,,,,,7.06,,,3.99,16.13,20.34,1.4,,0.51,,5.17,,42.24,12.82,,0.18,,,,,,,0.44,,,4.04,,,,,0.47,0.43,6.13,5.96,,,2.95,,30.46,12.12,,,8,8696254174.0,Airlines,Transportation
AAON,98.02,61.42,,26.3,8.1,29.5,31.8,,20.3,29.5,56.48,0.41,14.61,59.47,24.72,,,115.15,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.27,40.15,32.91,95.19,,,,8.18,2.49,0.73,8.59,1.1,0.27,41.6,20.41,16.34,10.7,79.04,36.27,88.05,,15.61,,20.32,12.58,51.85,51.85,2.07,8.07,,2.82,8.14,,93.94,6.07,1.59,,60.93,42.49,66.31,2.07,8.47,15.99,1.7,19.5,39.13,29.71,25.86,,21.83,,0.45,105.61,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,35.16,3.6,,26,,,,,8.9,26.46,58.15,,33.02,1.71,0.09,0.12,35.95,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.72,123.36,15.78,15.96,21.05,9.5,0.5,0.5,0.81,0.21,3.13,16.42,2.72,13.01,8.54,83.75,,147.15,39.48,0.41,,,,0.3,0.82,3595,3595,,0.19,,,,,6.06,18.16,0.17,,,3.97,13,,0.31,2.06,0.3,,0.91,0.64,,,0.32,,,4.8,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,36.83,50.19,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,37.43,0.58,36.79,46.43,10.38,0.47,0.61,230.1,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.42,28.99,26.59,34.44,26.87,24.64,8.44,9.32,3.45,0.2,27.06,2.98,0.43,30.86,19.77,11.11,6.06,186.09,45.96,120.35,,26.44,,31.27,52.55,35.03,35.03,2.07,9.27,,1.45,1.63,,34.19,9.04,2.15,,,31.61,36.88,2.02,2.6,52.53,0.91,29.81,269.91,59,151.08,,35.41,,3.15,50.7,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,49.02,59.3,,,9.7,8.1,22.2,18.4,28.45,8.5,63.06,5.9,25.15,60.45,0.76,6.41,0.25,27.79,7.59,,148.94,6.31,7.89,1.78,,1.49,4.8,23.98,12.65,23.24,,,,7.28,4.17,0.35,30.53,8.24,4.82,38.6,8.05,,2.87,27.09,63.33,1.92,,16.36,,28.14,1.43,31.22,31.22,13.57,4.59,,2.71,1.32,11.16,14.99,1.35,0.61,,,10.24,20.54,,1.24,1.43,7.59,2.43,664.38,4.78,6.24,,4.54,,4.38,34.31,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,39.18,66.97,,,7.8,9.6,1.7,7.4,21.19,3.8,84.41,5,21.42,73.7,1.99,0.31,0.19,201.5,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.06,40.97,21.68,22.05,14.41,14.03,6.7,7.13,2.44,0.05,32.33,5,3.06,16.66,20.27,7.09,4.96,146.99,62.76,4.9,,9.71,,22.31,52.47,67.17,18.83,1.21,6.5,,0.68,0.66,,20.11,,1.48,,,19.14,33.87,1.31,1.8,,0.71,3.83,192.43,9.41,53.28,,8.16,,3.01,43.71,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABG,28.23,54.37,,50.3,,28.2,37.8,,8.08,24,65.21,,13.48,57.72,2.68,0.03,0.02,233.03,1.25,45.36,16.38,4.15,6.36,1.58,,,,12.97,11.85,,10.92,10,0.55,0.62,7.71,0.32,,,,8.11,30.34,,6.45,261.89,17.75,4.56,,2.51,,6.31,1.4,11.96,8.06,0.25,0.31,,0.26,,,,,1.02,,,42.83,,0.32,0.54,,0.45,4.25,19.44,10.28,12.31,,8.62,,,12.74,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,34.25,54.19,2,8.4,5.9,40.8,24.6,,23.18,11.1,55.4,2.05,20.73,54.97,2.95,0.07,0.06,53.68,1.38,,,56.6,3.53,0.8,,0.26,1.68,15.55,11.46,17.38,11.81,9.53,0.57,0.57,6.43,0.36,3.3,8.1,1.68,14.65,26.27,,1.62,51.46,,3.58,,1.89,,3.62,1.84,22.18,15.47,0.96,0.41,,0.83,1.09,,12.62,,1.05,,,10.23,15.55,0.78,0.93,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.37,27.81,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABT,22.59,47.27,0.7,6.3,12.3,6.8,6.7,,,5.8,41.07,3.62,7.59,44.17,5.3,0.52,0.49,114.45,1.68,134.41,82.76,57.91,1.58,0.38,,0.48,1.94,28.82,21.95,36.23,21.86,17.26,4.55,4.97,3.47,0.54,13.72,2.84,1.94,22.17,12.21,8.91,6.5,107.89,55.55,20.35,,13.99,,16.24,5.06,34.79,25.32,2.2,4.83,,1.37,1.83,,35.34,5.27,1.16,,,25.33,46.43,2.84,1.98,24.35,1.18,7.92,64.67,12.04,15.07,,10.67,,3.12,41.77,,,10,176555322492.0,Medical Specialties,Health Technology
ACAD,,45.91,,,,38.8,40.9,46.1,223.57,16.4,56.25,,,48.89,1.7,1.48,8.69,14.78,2.16,197.37,87.05,38.64,1.68,0.11,,,,87.74,58.4,24.86,12.16,9.72,1.95,2.25,1.14,0.57,9.04,3.29,,18.14,,,16.61,33.3,91.73,,,3.43,,2.56,4.73,82.06,82.06,3.68,2.78,,,,,30.46,4.68,,23.84,7.39,30.46,125.19,,,5.98,1.95,4.03,40.04,4.61,7.04,,7.75,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,32.51,,12.2,,,16.9,,,10.9,44.78,,,35.47,1.79,0.14,0.04,52.09,1.18,18.83,519.12,44.07,8.34,0.67,,,,70.07,28.26,,10.11,8.03,1.88,2.19,1.43,0.52,,,,13.14,,15.85,10.03,87.37,96.46,5.51,,,,17.58,1.62,,14.59,,1.55,,,,,,2.24,0.7,,,44.93,,,1.54,7.73,1.17,,3.96,2,,,,,,162.75,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,53.71,,100.9,,,,,,,55.95,,,55.88,,4.31,,,4.49,,,,,,,,,,,,,,20.62,,,,,,,,,11.38,,,,,,,,,3.28,,,,,,,,,,,,5.21,4.9,,,,,3.31,4.49,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,43.92,,18.8,33.9,6,,,132.17,4.2,41.03,2.67,,43.25,3.51,0.04,0.02,18.23,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.67,13.98,5.77,30.97,12.85,6.17,0.3,0.31,7.15,0.11,0.99,7.45,2.67,8.08,17.23,,1.85,21.44,27.85,3.83,,1.25,,2.28,3.5,10.66,7.29,0.54,0.13,,,,,13.53,,,,,3.97,13.42,1.15,0.77,,0.22,3.79,11.26,9.28,37.17,,6.52,,7.57,26.81,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,155.52,49.24,2.6,5.9,,7,21.8,,142.28,6.8,52.59,,49.27,47.67,2.94,0.15,0.15,49.92,1.32,,22.1,60.56,2.39,0.84,,,,19.65,14.02,24.71,,13.77,3.55,3.99,5.09,0.37,16.16,4.73,,26.86,13.43,29.66,7.84,33.14,50.71,3.86,,12.01,,19.46,4.23,29.35,26.68,2.22,3.53,,1.36,1.88,,21.79,,1.37,,,18.6,23.98,2.55,1.56,,1.32,5.59,174.23,13.31,14.81,,7.6,,2.93,54.24,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,36.32,0.9,22.7,,62.7,72,31,57.41,34.8,34.91,,1.28,34.26,7.89,2.25,12.33,90.12,4.42,179.55,30.91,63.45,0.15,0.05,,,,8.84,8.41,16.36,,9.39,2.24,2.25,11.31,0.73,13.75,5.2,,12.36,23.8,,4.15,117.77,44.63,48.8,,21.54,,23.4,3.15,12.42,12.42,0.25,2.68,,,,,19.45,1.32,1.24,15.09,4.06,17.3,20.65,0.5,1.31,3.14,3.26,19.31,74.1,28.93,28.19,,33.01,,1.95,30.35,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,144.61,54.18,,,,2.6,0.1,,,,47.16,,66.95,50.82,11.27,5.85,6.96,86.91,6.01,,,69.04,,0.15,,,,,,,,,44.34,29.35,,0.66,,,,,,,8.25,0.0,,,,,,,9.56,,,,30.5,,,,,,,,17.28,16.46,,,,,9.57,6.01,,,,,,,,,,,,,1598748014.0,Biotechnology,Health Technology
