Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,22.33,53.45,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,46.37,0.98,,51.18,6.21,,0.74,0.61,143.82,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.65,25.93,22.48,29.76,25.3,22.12,6.18,6.49,3.86,0.54,21.81,3.43,0.65,25.47,15.62,4.82,2.37,133.78,54.39,17.3,,,21.75,,22.9,7.01,29.84,27.6,2.3,6.45,,0.88,1.86,,29.71,5.73,1.28,,,23.59,29.71,2.13,2.21,26.73,1.37,13.03,74.15,18.1,23.78,,16.15,,3.14,46.39,,,10,33913792728.0,Medical Specialties,Health Technology
AA,6.49,66.86,1.4,10.2,,,,,75.95,5.9,74.33,0.97,,69.95,1.33,,0.44,0.55,41.02,1.55,79.98,58.53,26.31,10.94,0.65,,,0.97,,48.46,,8.93,5.78,1.04,1.06,,0.27,,,0.97,16.25,,,3.14,39.83,8.14,,,,,,,1.89,,,,0.66,,,,,,,,,,21.22,,,1.81,1.98,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,61.43,,10.4,,,,,597.78,27,65.13,,,63.12,0.66,,0.34,0.21,11.79,0.6,20.92,21.96,14.01,19.76,,,,,19.4,19.4,,10.38,6.2,0.69,0.72,5.15,,,,,6,,,4.04,16.45,20.23,1.4,,,,,5.34,,,12.19,,0.15,,,,,,,0.36,,,3.81,,,,,0.5,,5.17,4.89,,,12.18,,40.47,8.8,,,8,8696254174.0,Airlines,Transportation
AAON,55.33,78.61,,26.3,8.1,29.5,31.8,,20.3,29.5,84.73,0.44,4.71,82.02,22.8,,,,112.45,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.29,36.59,30,86.77,,,,7.45,2.73,0.73,8.59,1.13,0.29,40.77,20.45,16.3,10.75,78.88,36.27,88.05,,,15.61,,20.32,12.29,50.65,50.65,2.02,7.86,,2.75,7.95,,91.77,5.93,1.55,,59.5,41.47,64.8,2.03,8.27,15.62,1.7,19.5,39.13,29.71,25.86,,21.83,,0.5,103.17,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAPL,23.84,53.06,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,52.2,0.59,27.21,52.82,10.22,,0.47,0.61,227.55,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.43,28.41,26.06,33.75,26.3,24.11,8.27,9.13,3.52,0.2,27.06,3.02,0.44,30.42,19.82,11.14,6.1,185.32,45.96,120.35,,,26.44,,31.27,51.93,34.62,34.62,2.05,9.12,,1.43,1.61,,33.81,8.94,2.12,,,31.21,36.44,2,2.57,51.95,0.91,29.81,269.91,59,151.08,,35.41,,3.22,50.1,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,36.94,53.26,,,9.7,8.1,22.2,18.4,28.45,8.5,61.81,6.2,22.62,54.12,0.72,,0.99,0.07,26.62,1.84,,145.05,6.23,6.69,1.44,,1.49,5.05,23.67,12.49,22.94,,,,7.19,4.22,0.4,31.33,8.61,5.07,37.49,8.21,,2.88,27.08,62.62,1.87,,,15.39,,27.37,1.36,29.91,29.91,13,4.53,,2.59,1.26,11.56,14.49,1.35,0.59,,,9.89,19.81,,1.19,1.38,1.84,2.29,628.91,4.67,5.7,,4.27,,3.87,32.86,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,30.3,50.57,,,7.8,9.6,49.1,7.4,26.06,3.8,46.75,5.14,16.16,48.47,2.03,,0.31,0.19,194.19,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.15,41.87,22.16,22.54,14.73,14.34,6.85,7.29,2.39,0.05,32.33,5.18,3.19,16.09,20.12,7.32,5.01,146.66,62.76,5.48,,,9.71,,24.95,50.57,64.73,18.15,1.17,6.24,,0.81,0.64,,19.34,,1.42,,,18.44,32.57,1.26,1.74,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.92,42.12,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,50.61,,8.7,,,,,,,59.02,,,53.36,1.87,,9.52,9.3,2.59,10.96,,,406.96,,0.07,,,,,,,,,8.29,4.19,,0.79,,,,,,,32.02,1.06,,,,,,,,0.69,,,,23.37,,,,,,,,2.07,1.62,,,,,0.78,10.96,,,,,,,,0.74,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,42.72,,2.2,20.8,5.4,3.2,9.8,60.73,11,22.86,10.44,,36.06,3.75,,0.44,4.44,2.31,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.57,9.01,6.74,9.55,8.91,6.83,2.17,2.16,11.1,0.66,25.65,11.29,6.57,12.62,14.46,4.92,6.6,2.66,50.83,7.5,,,17.86,,24.06,2.12,12.69,12.16,2.48,2.54,,,,,9.98,1.71,0.47,,,7.86,11.09,1.8,0.75,4.81,0.79,10.57,68.13,19.18,16.5,,16.25,,5.9,12.16,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,,44.52,,50.3,,28.2,37.8,,8.08,24,36.88,,,42.1,2.66,,0.03,0.02,223.13,1.25,45.36,16.38,4.15,6.36,1.58,,,,12.71,11.62,,10.7,9.8,0.54,0.6,7.87,0.32,,,,7.69,30.78,,6.95,260.01,17.75,4.56,,,2.51,,6.31,1.34,11.45,7.72,0.24,0.29,,0.25,,,,,0.98,,,40.96,,0.31,0.52,,0.45,4.25,19.44,10.28,12.31,,8.62,,,12.2,,,10,4632090814.999999,Specialty Stores,Retail Trade
