Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,30.17,54.3,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,66.14,1.04,1.85,58.79,6.04,0.74,0.61,139.63,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.69,25.06,21.72,28.75,24.45,21.37,5.97,6.27,3.99,0.54,21.81,3.53,0.69,24.72,15.72,4.77,2.33,134.02,54.39,17.3,,21.75,,22.9,6.8,28.97,26.8,2.23,6.3,,0.86,1.8,,28.85,5.56,1.25,,,22.88,28.84,2.07,2.15,25.95,1.37,13.03,74.15,18.1,23.78,,16.15,,3.25,45.04,,,10,33913792728.0,Medical Specialties,Health Technology
AA,54.54,72.37,1.4,10.2,,,,,75.95,5.9,87.77,0.86,5.06,78.11,1.49,0.38,0.45,45.69,1.41,78.33,59.38,26.65,4.45,0.56,,,0.86,1026.08,20.24,,7.27,5.29,1.16,1.21,0.1,0.36,,,0.86,14.32,,,4.06,34.18,11.35,1.6,,,,2.02,2.25,,,,0.79,,,,,,,,,,21.9,,,1.79,2.33,0.8,,0.18,0.12,,,6.28,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,61.04,,10.4,,,,,597.78,27,55.63,,,58.96,0.67,0.33,0.22,13.62,0.57,21.4,22.29,13.62,16.51,,,,,16.81,16.81,,6.21,4.56,0.7,0.74,5.95,,,,,6.73,,,3.98,16.13,20.34,1.4,,0.51,,5.17,,41.27,12.53,,0.18,,,,,,,0.43,,,3.97,,,,,0.47,0.43,6.13,5.96,,,2.95,,30.08,11.84,,,8,8696254174.0,Airlines,Transportation
AAP,,51.82,3.6,,26,,,,,8.9,74.45,55.16,,59.77,1.71,0.09,0.12,38.98,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.58,127.28,16.28,16.36,21.72,9.8,0.52,0.51,0.79,0.21,3.13,15.15,2.58,14.1,7.5,83.75,,147.07,39.48,0.41,,,,0.3,0.89,3898,3898,,0.2,,,,,6.63,19.69,0.18,,,4.28,14.09,,0.34,2.24,0.3,,0.91,0.64,,,0.32,,,5.2,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,21.93,49.3,2.7,,4.9,6.2,6.4,8.6,,5.4,55.89,0.56,21.54,49.46,8.59,0.37,0.61,227.48,0.87,11.29,98.23,24.41,0.79,1.87,,0.15,0.43,27.66,25.31,31.32,25.48,23.51,8.13,8.71,3.62,0.16,27.83,3.16,0.44,30.82,18.33,16.37,9.2,187.27,46.21,,,23.97,,31.51,60.34,37.42,33.7,2.12,8.99,,1.42,1.57,,32.27,9.51,1.99,,,29.66,34.53,2.15,2.51,60.34,0.83,26.93,278.63,59.87,140.28,,32.51,,3.41,49.35,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,37.75,58.73,,,9.7,8.1,22.2,18.4,28.45,8.5,66.13,5.85,19.43,60.67,0.79,4.87,0.25,27.96,5.78,,148.94,6.31,7.97,1.8,,1.38,4.76,23.14,12.36,24.38,,,,7.23,4.32,0.35,29.66,7.96,4.78,38.83,8.92,,2.94,27.11,63.33,1.92,,16.36,,28.14,1.44,28.82,28.82,12.53,4.69,,2.5,1.37,11.75,15.83,1.37,0.61,,,10.46,19.28,,1.23,1.46,5.78,2.43,683.81,4.81,6.24,,4.5,,,34.1,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,36.19,60.45,,,7.8,9.6,1.7,7.4,21.19,3.8,60.8,5.04,19.11,62.27,1.99,0.17,0.1,200.51,0.65,84.15,73.91,75.86,3.9,11.78,,0.57,3.09,42.5,23.01,26.84,15.3,14.76,7.14,7.55,2.35,0.04,28.13,4.41,3.28,16.53,15.75,7.26,5.09,147.37,67.21,5.43,,9.22,,26.13,58.8,69.62,18.65,1.2,6.42,,0.68,0.75,,22.88,,1.46,,,21.64,40.34,1.85,1.8,,0.54,3.63,196.81,9.75,59.19,,8.83,,1.5,42.94,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,52.18,,8.7,,,,,,,48.27,,,51.17,1.82,8.08,9.01,2.72,9.34,,,376.42,,0.07,,,,,,,,,8.29,7.34,,0.77,,,,,,,32.02,1.06,,,,,,,0.75,,,,24.38,,,,,,,,2.45,1.88,,,,,0.82,9.34,,,,,,,,1.1,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,43.85,,2.2,20.8,5.4,3.2,9.8,60.73,11,51.64,10.74,,45,3.64,0.59,6.19,2.23,1.2,94.19,189.94,25.24,0.13,0.03,,0.85,6.76,8.32,6.26,8.68,8.21,6.3,2,2.02,12.02,0.67,25.25,11.42,6.76,12.19,16.14,4.46,6.54,2.73,50.98,7.56,,16.92,,23.79,2.03,12.97,12.67,2.59,2.42,,,,,9.67,1.66,0.46,,,7.63,10.3,1.66,0.71,4.46,0.89,10.03,70.57,19.31,15.52,,15.27,,6.14,12.39,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,13,71.55,,50.3,,28.2,37.8,,8.08,24,88.67,,4.43,79.08,2.79,0.03,0.01,259.88,1.2,48.06,16.14,4.32,6.36,1.52,,,,13.86,12.6,38.83,11.82,10.78,0.57,0.61,7.22,0.33,1.58,5.11,,9.39,30.26,,6.43,260.78,17.41,3.89,,2.16,,5.9,1.51,14.71,9.66,0.3,0.32,,0.31,1.71,,19.7,,1.1,,,10.39,88.02,0.39,0.53,,0.41,3.64,17.42,9.79,10.8,,7.97,,,13.79,,,10,4632090814.999999,Specialty Stores,Retail Trade
