Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
AA,13.3,44.83,1.4,10.2,,,,,5.9,36.07,1.01,32.23,41.65,1.07,0.45,0.53,38.95,1.61,83.25,57.67,25.57,134.11,0.64,,,1.03,,430.73,,22.08,7.97,0.8,0.78,,0.28,,,1.03,329.57,,,3.32,40.02,6.37,,,,,,1.75,,,,0.66,,,,,,,,,,215.19,,,1.76,1.83,0.93,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,30.07,,10.4,,,,,27,26.03,,,28.83,0.66,0.33,0.21,10.68,0.58,20.92,21.48,13.98,14.34,,,,,13.88,13.88,,11.77,6.84,0.7,0.73,7.2,,,,,4.82,,20.05,4.55,18.67,21.59,1.73,,0.94,,6.83,,17.8,5.81,,0.14,,,,,,,0.31,,,2.68,,,,,0.48,0.76,7.26,6.75,,,3.98,,41.57,7.73,,,8,8696254174.0,Airlines,Transportation
AAON,14.65,67.79,,26.3,8.1,29.5,31.8,,29.5,75.36,0.55,4.67,71.22,29.72,0.07,0.49,90.02,3.13,101.08,13.09,45.31,0.06,0.02,,0.15,0.36,32.11,26.4,58.27,,,,6.36,3.11,0.82,10.92,1.72,0.36,,20.56,18.68,10.86,77.66,35.56,58.55,,15.44,,19.77,9.42,41.93,41.93,1.67,6.46,,2.31,5.13,,59.22,4.67,1.29,,32.97,30.56,45.1,1.81,6.39,11.69,1.57,19.39,38.08,29.18,25.9,,21.96,,0.75,86.22,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,49.25,3.6,,26,,,,8.9,68.11,33.78,5.92,55.45,1.3,0.09,0.11,62.92,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.59,72.15,17.78,15.45,19.62,10.68,0.64,0.65,1.39,0.21,4.18,12.56,1.59,17.27,6.26,102.47,1.3,163.68,39.77,1.15,,0.14,,0.85,1.46,91.19,91.19,,0.33,,,,,7.96,3.92,0.29,,,5.58,12.38,,0.55,3.78,0.29,0.13,1.96,1.42,0.62,,1.21,,,8.25,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,12.28,70.87,2.9,1.3,5.7,20.9,23.2,14.6,15.7,68.76,0.59,14.6,70.73,10.4,0.54,0.64,230.63,1.04,11.92,90.05,21.43,0.8,1.41,,0.15,0.42,29.78,27.2,35.07,27.63,25.63,8.55,9.37,3.36,0.22,26.71,2.88,0.43,31.15,20.13,9.92,5.23,179.29,45.59,59.12,,26.31,,30.98,47.68,35.87,35.87,2.12,9.44,,1.48,1.68,,35.34,8.72,2.34,,,32.58,38.13,2.02,2.69,47.65,0.99,29.34,262.55,56.47,150.79,,34.83,,2.92,52.23,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,3.16,71.42,,,9.7,8.1,22.2,18.4,8.5,87.63,6.98,,78.48,0.68,0.98,0.06,23.59,2.06,,143.65,6.4,6.71,1.43,,1.49,5.64,22.54,11.96,24.97,,,,6.87,4.44,0.4,27.51,8.5,5.68,,7.67,,2.41,29.16,62.64,1.88,,15.46,,27.6,1.2,26.51,26.51,11.53,4.06,,2.3,1.28,10.39,14.75,1.2,0.52,,,9.41,18.32,,1.06,1.22,2.06,2.29,612.23,4.67,5.68,,4.28,,3.68,29.46,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,23.05,55.74,,,7.8,9.6,49.1,7.4,3.8,64.28,5.86,2.27,57.47,1.82,0.44,0.24,170.28,0.94,71.9,58.89,77.13,4,9.24,,0.55,3.56,36.17,19.27,16.29,13.96,13.49,6.46,6.56,2.76,0.05,40.24,7.28,3.64,15.07,24.3,6.92,5,142.1,62.28,5.83,,11.02,,24.96,37.55,50.53,15.54,1,5.55,,0.7,0.45,,13.79,,1.26,,,13.3,20.27,0.88,1.48,,0.83,4.34,199,9.56,52.94,,9.67,,5.1,37.06,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,50.99,,8.7,,,,,,77.17,,,60.95,2.11,6.66,9.48,3.12,7.76,,,342.96,,0.07,,,,,,,,,8.29,8.19,,0.77,,,,,,,31.92,1.22,,,,,,,0.81,,,,25.16,,,,,,,,2.52,1.9,,,,,0.95,7.75,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABG,,67.11,,50.3,,28.2,37.8,,24,84.05,,15.98,74.15,2.72,0.01,0.01,247.98,1.06,41.41,16.44,4.01,5.01,1.53,,,,10.58,9.86,102.71,11.17,10.3,0.57,0.65,9.45,0.33,0.64,1.96,,8.4,30.63,,8.89,254.45,18.22,5.43,,3.68,,6.86,1.49,9.04,7.88,0.25,0.33,,0.25,4.49,,51.8,,1.14,,,16.03,134.55,0.32,0.55,,0.38,6.33,26.89,13.18,17.8,,9.59,,,13.62,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,20.5,60.08,2,8.4,5.9,40.8,24.6,,11.1,71.27,2.11,21.84,62.21,3.06,0.05,0.04,51.28,1.44,,,58.62,2.69,0.76,,0.28,1.75,11.22,8.78,13.11,11.28,9.11,0.54,0.55,8.91,0.37,4.23,10.79,1.76,13.99,26.59,,2.09,50.6,,4.81,,3.04,,4.88,1.75,13.42,16.33,1.01,0.4,,0.88,0.83,,9.63,,1.03,,,8.25,8.89,0.82,0.89,,1.44,5.04,65.99,10.75,13.69,,7.32,,2.64,26.21,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
