Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,23.65,36.63,1.5,7.9,7.7,13.5,33.2,24.7,10.5,38.05,1.04,10.48,33.84,6.45,0.85,0.65,130.57,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.69,28.04,23.72,25.84,25.73,22.43,6.14,6.03,3.57,0.57,23.33,4.04,0.71,25.04,15.97,4.95,102.1,136.01,50.63,14.64,,18.84,,19.54,6.13,30.87,24.54,2.05,5.84,,0.79,1.56,,25.04,4.76,1.16,,,20.28,30.55,1.86,1.97,20.76,1.64,11.49,63.42,15.6,20.99,,14.11,,2.84,42.95,,,10,33913792728.0,Medical Specialties,Health Technology
AA,9.43,45.47,1.4,10.2,,,,,5.9,22.91,1.03,54.52,37.19,1.08,0.45,0.53,38.54,1.61,83.25,57.67,25.57,134.11,0.64,,,1.03,,437.91,,22.45,8.1,0.81,0.79,,0.28,,,1.03,341.69,,63.4,3.09,39.49,6.37,,,,,,1.73,,,,0.68,,,,,,,,,,219.61,,,1.74,1.82,0.93,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAON,17.15,42.65,,26.3,8.1,29.5,31.8,,29.5,59,0.65,12.05,46.82,25.06,0.07,0.49,75.39,3.13,101.08,13.09,45.31,0.06,0.02,,0.15,0.43,26.45,21.74,48,,,,5.24,3.78,0.82,10.92,2.05,0.43,,20.68,,,77.36,35.56,58.55,,15.44,,19.77,7.89,35.11,35.11,1.4,5.38,,1.93,4.3,,49.59,3.91,1.08,,27.62,25.6,37.79,1.51,5.35,9.79,1.57,19.39,38.08,29.18,25.9,,21.96,,0.9,72.49,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,9.67,39.9,3.6,,26,,,,8.9,46,33.56,23.79,40.74,1.3,0.09,0.11,63.93,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.57,73.34,18.07,15.7,19.65,10.77,0.65,0.66,1.36,0.21,4.18,12.36,1.57,17.43,5.94,116.65,1.3,163.69,39.77,1.15,,0.14,,0.85,1.49,92.65,92.65,,0.34,,,,,8.08,3.98,0.3,,,5.71,12.58,,0.56,3.84,0.29,0.13,1.96,1.42,0.62,,1.21,,,8.38,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,1.62,78.85,2.9,1.3,5.7,20.9,23.2,14.6,15.7,85.92,0.62,,82.3,9.79,0.54,0.64,214.11,1.04,11.92,90.05,21.43,0.8,1.41,,0.15,0.45,27.54,25.15,32.42,25.6,23.69,7.99,8.66,3.63,0.22,26.71,3.1,0.46,29.11,20.32,10.5,5,178.47,45.59,59.12,,26.31,,30.98,44.26,33.32,33.32,1.97,8.76,,1.38,1.56,,32.85,8.1,2.17,,,30.26,35.45,1.87,2.5,44.26,0.99,29.34,275.4,56.47,150.79,,34.62,,3.17,48.47,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,13.22,45.04,,,9.7,8.1,22.2,18.4,8.5,42.49,7.44,,43.13,0.63,0.98,0.06,21.84,2.06,,143.65,6.4,6.71,1.43,,1.49,6.06,21.48,11.39,23.8,,,,6.55,4.66,0.4,27.51,9.19,6.12,,8.15,,2.19,29.24,62.64,1.88,,15.46,,27.6,1.11,24.54,24.54,10.67,3.65,,2.13,1.18,9.4,13.31,1.11,0.48,,,8.48,16.51,,0.98,1.13,2.06,2.29,612.23,4.67,5.68,,4.28,,4.04,27.3,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,16.61,54.5,,,7.8,9.6,49.1,7.4,3.8,52.22,5.94,4.52,56.11,1.79,0.44,0.24,166.56,0.94,71.9,58.89,77.13,4,9.24,,0.55,3.64,35.41,18.87,15.95,13.67,13.2,6.33,6.42,2.82,0.05,40.24,7.44,3.72,15.27,24.47,6.21,3.88,141.87,62.28,5.83,,11.02,,24.96,36.69,49.42,15.2,0.98,5.43,,0.68,0.44,,13.49,,1.23,,,13.02,19.83,0.86,1.45,,0.83,4.34,199,9.56,52.94,,9.67,,5.2,36.29,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,31.27,,8.7,,,,,,12.25,,,24.12,2.27,6.66,9.48,3.33,7.76,,,342.96,,0.07,,,,,,,,,8.29,10.65,,0.77,,,,,,,,1.2,,,,,,,0.89,,,,27.58,,,,,,,,2.69,2.03,,,,,1.02,7.75,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,27.99,,2.2,20.8,5.4,3.2,9.8,11,16.47,11.6,,23.11,3.4,0.4,3.65,2.07,0.99,102.26,192.59,24.29,0.15,0.04,,0.77,7.3,8.25,6.09,8.3,7.83,5.95,1.98,1.91,12.12,0.65,25.4,12.61,7.3,11.92,14.87,6.1,6.23,2.98,50.66,6.83,,18.25,,23.83,2.03,11.07,10.62,2.17,2.28,,,,,8.81,1.58,0.4,,,6.87,9.88,1.71,0.67,4.81,0.7,10.77,64.69,18.64,17.03,,17.22,,6.48,10.89,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,3.07,53.1,,50.3,,28.2,37.8,,24,52.73,,5.91,52.13,2.69,0.01,0.01,233.36,1.06,41.41,16.44,4.01,5.01,1.53,,,,10.3,9.6,99.95,10.87,10.02,0.56,0.64,9.71,0.33,0.64,2.09,,7.91,31.24,,9.41,250.7,18.22,5.43,,3.68,,6.86,1.41,8.5,7.42,0.23,0.31,,0.24,4.22,,48.75,,1.07,,,15.08,126.64,0.3,0.51,,0.38,6.33,26.89,13.18,17.8,,9.59,,,12.82,,,10,4632090814.999999,Specialty Stores,Retail Trade
