Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,,69.01,1.5,7.9,7.7,13.5,33.2,24.7,10.5,87.28,0.95,9.07,76.04,6.76,1.08,0.68,144.35,2.68,117.28,52.11,73.54,1.51,0.41,,0.18,0.63,29.97,25.25,25.88,25.74,22.57,6.22,6.34,3.34,0.57,24.48,3.9,0.65,26.34,16.48,9.5,3.58,142.33,50.56,14.22,,18.35,,19.42,6.83,34.37,28.19,2.35,6.31,,0.9,1.61,,25.91,5.46,1.28,,,21.77,31.76,2.03,2.18,23.78,2.04,11.42,62.86,15.64,21.32,,14.14,,2.29,49.1,,,10,33913792728.0,Medical Specialties,Health Technology
AA,,49.03,1.4,10.2,,,,,5.9,56.99,1.5,,51.47,0.98,0.31,0.49,26.91,1.45,86.07,58.94,24.77,12.36,0.45,,,1.5,,38.1,,14.7,5.46,0.55,0.56,,0.3,,,1.5,61.88,,,,40.31,7,,,,,,1.13,,,,0.46,,,,,,,,,,53.63,,,0.93,1.18,0.74,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAON,17.1,57.05,,23.5,10.5,20.6,22,,22.6,39.6,0.62,11.67,52.26,18.52,,,80.92,3.03,97.77,18.07,48.15,0.36,0.13,,0.2,0.39,32.22,26.73,228.02,,,,6.07,3.1,0.72,4.23,0.45,0.39,,19.63,,,82.5,32.77,42.97,,15.18,,18.83,9.63,39.53,39.53,3.24,6.02,,2.5,19.69,,227.3,4.63,1.23,,40.26,53.86,119.35,2.06,7.4,12.21,1.5,19.51,38.13,29.02,27.91,,22.62,,0.35,84.29,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,65.55,3.6,,26,,,,8.9,83.45,66.92,0.21,71.56,1.32,0.09,0.13,72.66,1.2,269.01,213.72,25.63,9.01,1.59,,2.7,3.13,55.54,17.21,175.1,19.96,11.06,0.67,0.68,1.8,0.21,0.39,1.01,1.42,19.33,11.08,14,1.84,196.11,40.37,1.5,,0.39,,1.17,1.72,98.19,98.19,,0.37,,,,,100.91,4.49,0.33,,,15.19,,,0.65,4.63,0.29,0.36,2.68,1.95,1.68,,1.62,,,9.46,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,23.06,28.59,2.9,1.3,5.7,20.9,23.2,14.6,15.7,13.67,0.77,,22.09,8.1,0.55,0.68,170.12,1.07,11.88,92.38,21.56,0.81,1.46,,0.15,0.56,22.56,20.61,25.63,22.73,20.8,7.05,7.1,4.43,0.21,27.71,4.07,0.56,26.1,21.38,12.46,2.63,178.32,45.03,40.5,,26.16,,30.76,35.52,26.5,26.5,1.57,6.9,,1.09,1.19,,24.97,6.47,1.74,,,22.94,26.51,1.45,1.98,35.52,1.02,29.33,279.4,57.36,159.97,,34.58,,3.73,40.12,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,,44.11,,,9.7,8.1,22.2,18.4,8.5,47.09,7.43,3.44,44.01,0.63,0.84,0.05,21.63,1.94,,145.67,6.48,6.84,1.43,,1.57,6.05,22.44,11.73,27.77,,,,6.66,4.46,0.4,23.98,8.03,6.15,,6.35,,,32.99,62.84,1.88,,14.66,,27.6,1.1,25.75,25.75,11.2,3.69,,2.23,1.35,9.64,15.36,1.13,0.48,,,8.67,17.49,,1,1.12,1.94,2.15,576.18,4.53,5.34,,4.22,,3.25,28.09,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,8.08,60.84,,,7.8,9.6,49.1,7.4,3.8,48.65,5.44,13.81,56.11,2.08,0.34,0.22,179.16,0.87,69.9,59.2,76.32,3.46,5.73,,0.67,3.33,42.4,20.92,16.44,14.28,13.7,6.6,6.62,2.36,0.08,40.62,6.97,3.45,15.99,26.31,32.5,0.85,137.63,62.42,6.09,,8.95,,24.92,30.52,65.63,20.22,1.3,5.83,,0.9,0.47,,14.38,,1.34,,,13.88,24.66,0.98,1.51,,0.76,3.58,171.32,8.18,36.93,,9.52,,6.82,39.64,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABM,,50.76,2,8.4,5.9,40.8,24.6,,11.1,59.24,2.65,,54.33,2.89,0.06,0.05,40.75,1.4,,,59.87,2.7,0.8,,0.28,2.17,9.64,7.46,20.89,10.4,8.17,0.49,0.49,10.37,0.37,2.36,7.39,2.21,12.3,24.38,,1.68,53.24,,4.97,,3.1,,5.06,1.42,10.75,13.1,0.81,0.34,,0.71,1.21,,13.98,,0.85,,,10.99,12.27,0.8,0.78,,1.4,5.1,67.17,11.18,14.12,,7.45,,,22.03,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,16.56,59.78,,38.3,,,,,8,63.79,,10.45,60.95,5.88,1.01,4.37,159.33,1.66,,30.09,8.04,1.03,0.28,,,,42.6,41.76,24.42,27.69,23.49,8.36,9.39,2.35,0.4,38.86,3.79,,34.86,,3.58,13,164.11,82.83,18.29,,48.32,,15.31,12.45,22.04,22.04,,10.64,,,,,27.47,3.67,,,25.21,27.26,18.86,,,13.78,1.66,24.12,820.81,23.88,72.17,,67.71,,2.26,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,7.33,67.07,0.7,6.3,12.3,6.8,21.3,,5.8,70.94,3.23,9,69.16,5.37,0.53,0.47,118.48,1.64,133.76,86.26,57.28,1.48,0.41,,0.49,1.73,29.67,20.55,42.82,23.4,20.31,5.17,5.4,3.37,0.53,12.61,2.46,1.83,25.76,15.93,0.9,1.81,106.72,55.19,10.17,,14.27,,16.15,5.32,36.34,28.46,2.47,5.17,,1.05,2.12,,40.94,6.52,1.27,,,28.54,42.51,2.19,1.91,33.66,1.16,7.8,72.21,12.35,15.31,,10.58,,2.71,45.39,,,10,176555322492.0,Medical Specialties,Health Technology
