Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,32.98,49.67,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,68.77,1.04,3.96,54.62,6.01,0.74,0.61,139.65,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.69,24.9,21.58,28.57,24.29,21.24,5.93,6.23,4.02,0.54,21.81,3.53,0.69,24.72,15.74,4.82,2.34,133.97,54.39,17.3,,21.75,,22.9,6.8,28.97,26.8,2.23,6.29,,0.86,1.8,,28.84,5.56,1.25,,,22.83,28.83,2.07,2.15,25.96,1.37,13.03,74.15,18.1,23.78,,16.15,,3.28,45.05,,,10,33913792728.0,Medical Specialties,Health Technology
AAL,,66.81,,10.4,,,,,597.78,27,59.84,,,65.59,0.67,0.33,0.22,12.99,0.57,21.4,22.29,13.62,16.51,,,,,16.69,16.69,,6.16,4.53,0.7,0.74,5.99,,,,,6.42,,,3.98,16.17,20.34,1.4,,0.51,,5.17,,39.36,11.95,,0.17,,,,,,,0.41,,,3.8,,,,,0.47,0.43,6.13,5.96,,,2.95,,31.08,11.3,,,8,8696254174.0,Airlines,Transportation
AAON,86.12,57.79,,26.3,8.1,29.5,31.8,,20.3,29.5,49.62,0.42,37.38,54.75,23.68,,,112.44,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.28,38.22,31.33,90.62,,,,7.78,2.62,0.73,8.59,1.13,0.28,39.74,20.43,16.6,10.85,79.08,36.27,88.05,,15.61,,20.32,12.29,50.66,50.66,2.02,7.86,,2.75,7.95,,91.79,5.93,1.55,,59.49,41.48,64.79,2.03,8.27,15.62,1.7,19.5,39.13,29.71,25.86,,21.83,,0.48,103.17,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,37.74,3.6,,26,,,,,8.9,38.26,56.65,,37.77,1.71,0.09,0.12,37.45,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.65,123.89,15.84,16.03,21.14,9.54,0.5,0.5,0.81,0.21,3.13,15.77,2.65,13.55,8.35,83.75,,147.1,39.48,0.41,,,,0.3,0.86,3745,3745,,0.2,,,,,6.36,18.91,0.18,,,4.12,13.54,,0.33,2.15,0.3,,0.91,0.64,,,0.32,,,5,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,28.39,39.45,2.7,,4.9,6.2,2.7,8.6,,5.4,18.33,0.58,23.68,31.57,8.6,0.37,0.61,222.12,0.87,11.29,98.23,24.41,0.79,1.87,,0.16,0.44,27.68,25.33,31.35,25.51,23.38,8.01,8.72,3.61,0.16,27.83,3.24,0.45,29.91,18.97,16.37,9.2,187.25,46.21,,,23.97,,31.51,58.89,36.51,36.51,2.25,8.76,,1.6,1.54,,31.44,9.79,1.94,,,28.94,33.7,2.24,2.45,58.92,0.83,26.93,265.82,59.87,140.28,,31.92,,3.51,48.16,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,32.68,44.06,,,9.7,8.1,22.2,18.4,28.45,8.5,28.42,6.04,23.06,38.2,0.74,6.41,0.25,27.13,7.59,,148.94,6.31,7.89,1.78,,1.38,4.92,22.55,12.04,23.08,,,,7.05,4.43,0.35,29.66,8.44,4.94,37.68,8.15,,2.94,27.11,63.33,1.92,,16.36,,28.14,1.39,27.97,27.97,12.16,4.56,,2.42,1.29,11.06,14.91,1.32,0.6,,,10.12,20.38,,1.21,1.39,7.59,2.43,664.38,4.78,6.24,,4.54,,4.49,33.49,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,37.39,68.77,,,7.8,9.6,1.7,7.4,21.19,3.8,84.6,5.04,18.62,75.23,2.1,0.31,0.19,200.47,0.81,82.56,73.91,75.89,4.41,10.42,,0.57,3.09,42.82,26.03,23.45,15.22,14.68,7.1,7.51,2.34,0.05,32.02,5.02,3.25,16.56,19.87,7.26,5.09,147.37,67.21,5.91,,9.22,,27.02,52.21,69.61,18.65,1.2,6.44,,0.68,0.66,,20,,1.47,,,19.09,33.67,1.3,1.79,,0.71,3.67,195.79,9.57,51.11,,9.39,,2.81,43.49,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,52.09,,8.7,,,,,,,44.86,,,50.82,2,9.52,9.3,2.88,10.96,,,406.96,,0.07,,,,,,,,,8.29,6.24,,0.79,,,,,,,32.02,1.06,,,,,,,0.77,,,,25.33,,,,,,,,2.3,1.8,,,,,0.87,10.96,,,,,,,,0.68,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,30.79,,2.2,20.8,5.4,3.2,9.8,60.73,11,14.75,10.83,1.65,23.69,3.65,0.59,6.19,2.21,1.2,94.19,189.94,25.24,0.13,0.03,,0.85,6.82,8.23,6.19,8.71,8.24,6.32,2.01,2,12.15,0.67,25.25,11.52,6.82,12.08,16.12,4.46,6.54,2.74,50.98,7.56,,16.92,,23.79,2.07,12.85,12.56,2.56,2.48,,,,,9.88,1.7,0.47,,,7.82,10.5,1.7,0.72,4.51,0.89,10.03,70.57,19.31,15.52,,15.27,,6.2,12.28,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,10.38,49.03,,50.3,,28.2,37.8,,8.08,24,47.38,,8.45,48.75,2.74,0.03,0.01,236.98,1.2,48.06,16.14,4.32,6.36,1.52,,,,13.03,11.84,36.48,11.11,10.12,0.53,0.58,7.67,0.33,1.58,5.61,,8.46,31.66,,6.43,260.84,17.41,3.89,,2.16,,5.9,1.38,13.41,8.81,0.27,0.28,,0.28,1.56,,17.97,,1.01,,,9.5,80.28,0.35,0.49,,0.41,3.64,17.42,9.79,10.8,,7.97,,,12.57,,,10,4632090814.999999,Specialty Stores,Retail Trade
