Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,,50.07,1.5,7.9,7.7,13.5,33.2,24.7,10.5,44.24,1.06,2.9,48.43,6.19,,0.99,0.58,129.76,2.61,116.07,53.51,73.66,1.6,0.47,,0.18,0.69,27.84,23.41,27.08,24.12,21.15,5.83,5.84,3.59,0.54,21.57,3.8,0.71,24.15,17.19,9.5,3.53,149.3,50.71,14.21,,,18.15,,19.76,6.61,31.43,26.36,2.2,5.74,,0.83,1.63,,26.57,5.56,1.15,,,22.11,34.1,1.79,2.03,27.39,1.97,11.55,64.95,15.98,22.07,,14.5,,2.22,45.62,,,10,33913792728.0,Medical Specialties,Health Technology
AA,,44.45,1.4,10.2,,,,,5.8,46.9,1.54,,43.6,0.98,,0.31,0.52,25.85,1.45,86.07,58.94,24.77,11.68,0.43,,,1.43,,37.72,,14.55,5.4,0.54,0.55,,0.3,,,1.43,63.29,,,,40.21,7,,,,,,,1.17,,,,0.48,,,,,,,,,,56.32,,,0.9,1.17,0.74,,,,,,,,0.47,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,58.32,,10.4,,,,,27,63.74,,,59.97,0.76,,0.34,0.19,14.61,0.62,20.89,20.46,14.17,12.45,,,,,13.13,13.13,35.51,11.03,6.85,0.77,0.81,7.62,,2.29,12.34,,5.38,,34.88,3.56,20.01,22.37,1.87,,,1.56,,7.6,,13.59,6.58,,0.19,,,,,8.78,,0.42,,,2.69,,,,,0.51,1.25,8.53,7.75,,,4.5,,29.94,10.05,,,8,8696254174.0,Airlines,Transportation
AAON,41.23,73.64,,23.5,10.5,20.6,22,,22.6,86.54,0.63,12.27,78.4,18.42,,,,79.76,3.03,97.77,18.07,48.15,0.36,0.13,,0.2,0.39,32.19,26.7,227.83,,,,6.06,3.11,0.72,2.66,0.44,0.39,,19.63,,,81.58,32.77,42.97,,,15.18,,18.83,9.79,40.16,40.16,3.29,6.11,,2.47,19.41,,230.9,4.56,1.22,,39.68,54.69,121.24,2.03,7.29,12.4,1.5,19.51,38.13,29.02,27.91,,22.62,,0.36,85.63,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,55.55,5.1,,192.4,8,16.8,,10.4,54.4,130.79,,54.04,1.91,,0.06,0.08,64.43,1.23,275.59,217.45,25.94,6.26,1.51,,0.77,3.41,22.72,11.92,,20.57,10.8,0.66,0.67,4.4,0.22,,,1.51,18.08,15.81,,2.05,207.92,41.67,3.92,,,1.72,,2.98,1.48,21.17,15.69,1.69,0.35,,1.03,,,,1.57,0.29,,,14.66,,2.52,0.54,3.71,0.27,1.6,6.46,4.79,7.26,,3.59,,,8.41,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,23.12,46.05,2.9,1.3,5.7,20.9,23.2,14.6,15.7,39.33,0.72,4.57,44.05,8.5,,0.55,0.68,185.04,1.07,11.88,92.38,21.56,0.81,1.46,,0.15,0.51,24.1,22.02,27.38,24.28,22.22,7.52,7.59,4.15,0.21,27.71,3.7,0.51,28.74,21.18,12.46,2.68,178.32,45.03,40.5,,,26.16,,30.76,39.06,29.16,29.16,1.73,7.62,,1.19,1.29,,27.51,7.03,1.89,,,25.25,29.18,1.57,2.15,39.08,1.02,29.33,279.4,57.36,159.97,,34.58,,3.5,44.15,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,,50.11,,,3.9,1.6,,,2.3,58.87,7.14,5.16,50.52,0.63,,1.18,0.05,21.46,2.56,,145.67,6.48,6.78,1.41,,1.57,5.86,22.94,11.95,30.06,,,,6.75,4.36,0.4,22.3,7.17,5.95,,5.22,,,34.35,62.84,1.88,,,14.66,,27.6,1.15,26.82,26.82,26.82,3.89,,2.12,1.44,9.96,17.56,1.11,0.48,,,9.16,18.52,,0.98,1.15,2.56,2.15,556.85,4.48,5.34,,4.22,,3.94,29.26,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,6.81,70.66,,,9.6,18.2,8.3,16.6,13.4,64.8,7.24,6.72,69.78,2.14,,0.38,0.22,173.29,0.96,66.58,52.46,75.76,3.62,5.02,,0.67,3.46,34.69,21.02,14.4,14.11,13.53,6.53,6.5,2.88,0.09,45.53,8.09,3.58,15.31,26.48,9.5,1.38,135.76,62.42,6.64,,,8.95,,24.92,25.27,63.4,19.53,0.98,5.74,,1.22,0.44,,12.48,,1.28,,,12.12,19.6,0.83,1.41,,0.84,3.54,206.51,9.61,34.02,,9.33,,7.75,37.79,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,54.89,,631.1,,,,,215.7,68.54,,,58.67,3.3,,7.13,9.73,5.11,8.34,330,3766.17,358.81,,0.07,,,,,,,,,8.29,17.45,,0.78,,,,,,,,1.6,96.92,,,,,,,1.34,,,,31.9,,,,,,,,3.23,2.5,382.74,,,,1.56,8.33,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,13.52,40.95,,10.1,15.8,5.3,6.9,2,15.3,46.27,8.17,,41.69,3.78,,0.52,4.74,2.54,1.11,107.16,185.4,23.19,0.17,0.04,,0.73,5.81,12.09,8.51,11.31,8.91,6.67,2.16,2.29,8.27,0.65,20.35,8.09,5.81,13.59,10.87,6.94,5.41,3.43,50.3,19.12,,,18.29,,22.51,2.26,13.61,13.07,5.68,2.49,,,,,12.21,1.64,0.42,,,9.09,14.03,,0.79,5,0.79,10.98,52.73,15.37,17.44,,18.54,,5.39,12.38,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,,60.45,,58.9,,53,58.9,21.4,22.6,73.94,,,65.67,3.52,,0.02,0.01,218.35,1.06,37.87,17.45,7.15,3.4,1.09,,,,8.32,7.78,50.38,7.61,7.06,0.44,0.54,12.02,0.39,1.08,3.49,,6.75,31.25,13.91,15.63,249.88,18.62,6.46,,,4.07,,7.23,1.41,7.78,6.82,0.2,0.31,,0.21,0.95,,30.21,0.64,1.1,,,17.68,13.5,0.25,0.49,1.41,0.45,7.45,38.82,18.88,19.42,,13.63,,15.7,12.93,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,,44.48,2,8.4,5.9,40.8,24.6,,11.1,55.89,2.74,,46.71,2.89,,0.06,0.05,39.83,1.4,,,59.87,2.7,0.8,,0.28,2.16,9.56,7.4,20.74,10.32,8.11,0.49,0.49,10.46,0.37,2.36,7.39,2.19,12.42,24.42,,1.68,53.17,,4.97,,,3.1,,5.06,1.43,10.83,13.2,0.82,0.34,,0.69,1.19,,14.11,,0.84,,,11.09,12.39,0.78,0.76,,1.4,5.1,67.17,11.18,14.12,,7.45,,,22.19,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,25.97,64.99,,,,,,201.3,10.9,71.82,,2.59,67.47,5.87,,1.12,4.75,150.82,1.78,,31.31,7.83,0.8,0.25,,,,31.6,31.15,20.69,26.1,22.87,8.17,9.37,3.24,0.43,44.22,4.31,,33.78,,21.09,12.51,180.93,82.67,132.29,,,56.87,,23.43,10.77,18.6,18.6,,10.86,,,,,24.54,3.04,,,18.51,24.33,,,,11.63,1.78,28.81,1074.22,33.01,89.29,,89.42,,1.62,,,,1,92399740712.0,Other Consumer Services,Consumer Services
ABT,5.33,51.95,0.5,6.2,13.7,16.4,23.1,20.5,11.4,47.9,3.51,8.18,49.18,5.15,,0.54,0.45,111.34,1.74,130.37,85.61,57,1.53,0.41,,0.49,1.85,28.26,20.14,45.38,22.02,19.09,4.88,5.08,3.54,0.52,11.2,2.3,1.96,24.39,17.48,0.9,3.02,108.65,55.19,11.82,,,14.27,,16.15,5.21,34.52,27.03,1.71,4.91,,1.11,3.05,,43.85,6.97,1.23,,,30.08,32.82,1.93,1.79,39.62,1.23,7.81,74.02,12.19,15.55,,10.69,,3,43.79,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,37.03,67.83,,6.8,,27.8,,,8.8,84.97,0.25,0.61,73.97,3.51,,0.38,0.3,79.89,2.35,68.58,44.74,60.01,0.94,0.22,,0.09,0.24,11.53,8.22,,,,1.8,2.01,8.67,0.66,,,0.24,24.51,22.91,,6.9,63.86,19.25,5.91,,,12.88,,7.54,1.78,14.35,36.04,1.88,1.79,,,,,,2.32,,,,21.24,12.74,1.41,1.11,3.74,1.46,8.37,24.29,12.82,12.97,,4.58,,4.48,,,,8,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,51.45,49.36,,,,6.1,5.7,12,11.6,64.34,,4.97,52.29,5.14,,1.65,6.06,25.56,2.38,135.45,198.95,41.42,,0.16,,,,,,,22.52,29.03,4.47,6.5,,0.57,,,,37.17,,,25.48,29.86,95.86,,,,,,,12.12,,,,6.93,,,,,,,,55.57,18.26,,,,,14.88,2.28,,,,,,,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,5.61,58.23,,3.1,,15.1,48.7,,7.6,71.74,,11.55,60.89,2.31,,0.12,0.07,82.23,0.81,18.13,447.67,43.2,7.9,0.56,,,,143.22,47.86,101.45,15.37,12.34,2.83,3.19,0.7,0.51,3.03,1.12,,23.26,8.09,,11.04,84.47,96.32,6.15,,,,,17.44,2.82,,25.09,10.04,2.67,,,,,87.09,4.46,1.14,,,16.42,,4.35,2.01,18.5,0.81,,2.93,1.39,,,7.69,,1.4,399,,,8,6460318360.000001,Medical/Nursing Services,Health Services
ACI,6.47,34.85,,,,13.9,48,21.1,10.6,40.85,2.29,4.8,34.54,3.55,,0.03,0.02,21.26,0.85,31.8,26.09,3.33,3.19,5.83,,0.16,2.26,12.33,5.79,68.59,10.67,6.11,0.33,0.34,8.11,0.1,0.49,3.19,2.26,8.18,22.78,3.62,1.86,21.91,27.77,3.79,,,1.71,,2.6,4.85,9.09,7.16,0.28,0.15,,,,,30.69,,,,,4.88,19.36,0.49,0.93,,0.19,5.02,14.24,12.08,73.94,,7.61,,,39.39,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,10.14,61.02,2.3,4.3,,14.6,29.6,8.3,5.5,75.45,,28.41,64.72,2.29,,0.15,0.13,30.01,1.3,,22.68,72.2,3.25,0.91,,,,21.57,12.84,54.1,,12.06,2.82,3.04,4.64,0.37,5.62,2.37,,19.05,17.08,,4.79,31.1,49.84,2.62,,,6.24,,13.75,2.79,38.9,22.72,1.32,2.38,,1.43,2.95,,42.34,,0.89,,,27.42,57.31,1.68,1.14,,1.3,2.82,94.88,8.74,7.5,,4.65,,3.2,37.6,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,42.04,,16.5,,87.5,121.9,,39.3,30.38,,,37.62,8.68,,1.78,11.2,118.35,3.79,162.49,34,59.97,0.15,0.05,,,,12.48,12.07,17.77,,11.25,2.98,3.13,8.01,0.68,17.63,4.98,,,22.28,,14.06,110.73,43.46,49.71,,,21.78,,23.51,4.63,16.48,16.48,0.5,3.59,,,,,20.42,1.78,1.96,43.51,5.84,19.05,22.63,0.68,2.08,4.63,2.71,21.61,84.29,32.35,32.58,,38.22,,1.28,51.78,,,8,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,83.06,60.53,,,,,,,,56.75,,65.06,59.61,4.6,,2.54,4.05,61.09,2.84,,,211.86,,0.41,,,,,,27.45,,,47.86,63.99,,0.43,221.31,3.28,,,,,,0.0,,,,,,,,11.8,,,,62.33,,,,,27.76,,,32.49,20.71,23.85,,,,11.79,2.84,,,,,,,,,,,,,1598748014.0,Biotechnology,Health Technology
ACM,0.78,54.81,4.6,,,0.1,22.9,46.8,7.7,64.92,0.85,2.35,57.89,2.14,,0.2,0.44,88.81,1.05,,54.73,61.01,4.81,1.21,,0.21,0.84,35.3,24.36,23.25,14.81,12.9,1.89,0.93,2.83,0.2,3.98,4.84,0.98,20,8.79,58.7,,83.92,6.54,5.01,,,0.42,,5.51,5.46,200.38,24.94,8.91,0.84,,,,,21.08,,2.01,,,17.39,76.94,,1.75,,1.05,0.54,42.47,6.94,2.56,,9.39,,4.25,134.5,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,25.49,56.17,0.3,15.1,11.9,7.8,16.1,6.2,13.6,46.23,2.19,15.3,52.29,8.28,,0.41,2.32,362.81,1.33,,20.67,69.65,0.29,0.12,,0.4,1.31,24.57,21.29,25.06,22.71,18.68,3.41,3.5,4.07,0.52,13.98,3.92,1.4,30.49,15.14,12.3,6.75,342.73,32.5,160.43,,,10.65,,13.6,8.64,34.05,31.78,2.84,3.63,,1.75,1.1,,25.99,6.18,1.31,,,24.63,37.32,2.64,1.87,27.77,1.33,13.89,213.29,28.33,27.64,,20.55,,2.55,42.63,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,44.28,57.69,,,,,,,49.8,77.97,,,64.75,2.94,,1.23,4.29,13.66,2.02,,514.57,130.55,,0.23,,,,,,,,,3.47,4.34,,0.49,,,,243.9,,,21.67,14.92,48.65,,,,,,,5.01,,,,5.02,,,,,,,,,8.81,253.19,,,,8.5,2.02,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,60.8,50.33,1.7,9.4,,17.7,14.1,11.4,16.8,42.13,,17.33,47.76,15.62,,0.95,1.92,601.89,1.34,,51.51,36.2,0.52,0.25,,,,39.48,35.06,39.31,27.73,25.61,12.73,14.06,2.53,0.56,35.77,2.51,,34.13,22.07,15.1,11.31,574.48,87.87,58.85,,,27.97,,34.26,16.86,51.82,44.1,2.06,14.48,,1.39,1.27,,40.49,14.18,1.13,,,38.49,54.19,2,2.86,106.07,1.34,19.31,290.37,34.43,36,,21.47,,1.68,87.77,,,10,241068062221.0,Packaged Software,Technology Services
ADC,,40.22,,10,7.2,7.5,2.5,14.2,6.1,42.13,7.02,,39.32,1.57,,0.05,,57.31,0.66,,536,50.73,5.02,0.43,,1.65,5.03,33.8,18.53,21.32,22.79,13.72,13.41,16.17,2.96,0.69,75.86,6.62,5.1,31.06,12.97,,17.49,75.84,87.81,3.27,,,32.35,,48.41,1.15,34.01,33.17,4.74,10.56,,2.83,1.05,14.84,13.92,1.41,0.84,,,13.92,,4.8,0.86,1.39,0.66,2.34,,3.53,3.41,,3.51,,,26.8,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,1.99,57.57,,,,45.3,,,,58.06,0.4,11.12,57.3,1.93,,1,0.13,11.69,2.68,,,49.87,2.5,1.8,,0.21,1.55,12.68,7.75,12.61,,,4.72,4.74,7.89,0.31,37.58,11.01,1.55,9.06,26.51,,1.28,6.69,,2.49,,,31.69,,38.22,4.02,11.42,13.72,1.06,3.6,,,,,9.59,,1.54,,,9.47,12.91,1.92,0.6,,2.68,9.48,403.78,12.38,28.12,,18.67,,13.56,44.48,,,4,1062196184.9999998,Packaged Software,Technology Services
ADI,5.55,52.59,,30.2,11.6,25.1,26.1,12.4,17.3,54.78,3.26,2.81,52.62,5.2,,0.3,0.14,184.69,1.37,130.6,45.57,48.24,1.14,0.2,,0.4,1.77,26.41,16.59,28.76,31.08,19.78,10.12,8.31,3.79,0.73,28.9,3.7,1.77,27.03,16.84,9.26,1.92,190.06,64.01,15.05,,,26.94,,32.37,2.71,29.67,23.26,1.91,7.98,,1.22,1.3,,27.65,,1.14,,,20.39,24.2,1.62,1.51,,0.86,6.68,97.52,8.25,9.18,,7.92,,4.35,46.76,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,32.77,0.6,8.8,4.6,30.8,34.3,,16.4,45.54,4.3,,35.99,3.56,,0.08,0.16,52.47,1.69,53.88,25.28,21.49,1.48,0.38,,0.23,3.44,6.8,5.71,75.14,10.45,8.15,0.4,0.38,14.71,0.46,0.5,1.7,3.72,10.08,18.08,,,84.35,7.78,6.66,,,4.06,,4.23,1.14,7.48,7.13,0.44,0.3,,,,,56.75,0.68,0.73,,42.66,14.35,15.09,0.33,,1.53,1.07,6.85,24.67,14.91,15.96,,7.05,,13.26,12,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,51.34,0.1,22.6,,89.8,,,6.1,53.92,,,51.84,2.04,,0.28,0.39,33.16,1.15,22.66,64.76,44.66,3.04,1.12,,,,9.53,5.64,11.06,8.91,5.35,0.3,0.31,10.49,0.25,2.72,13.19,,12.53,,24.3,2.07,41.36,6.83,2.3,,,1.39,,2.99,1.39,15.5,12.45,,0.21,,,,,7.76,,,,,4.86,12.01,,1.31,,0.91,2.27,35.35,8.59,9.62,,7.63,,11.35,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,4.49,71.65,1.4,,10.8,13.1,11.6,16.2,8.4,71.37,3.71,,73.87,2.33,,0.03,0.5,249.59,1.01,,2.87,64.89,0.6,0.77,,0.6,2.06,21.1,18.96,30.79,21.1,17.47,5.46,5.91,4.74,0.08,19.19,3.3,2.24,27.32,14.65,9.01,7.41,258.74,42.37,11.09,,,20.13,,21.44,23.77,29.11,29.01,2.2,5.86,,1.43,1.79,,30.55,14.42,1.26,,,26.23,48.08,2.4,2.77,161.34,1.01,6.55,468.47,59.97,98.92,,5.75,,3.19,41.2,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,8.82,65.39,0.7,,,35.7,33.4,14.9,16,61.76,,16.58,64.81,4.89,,0.5,0.74,256.76,0.75,,88.76,39.8,2.11,1.79,,,,50.76,45.15,32.75,33.5,30.97,9.29,10.62,1.97,0.16,32.42,3.09,,33,,20.1,10.95,254.91,90.55,363.33,,,17.15,,20.39,37.81,61.66,35.46,,10.6,,,,,32.8,,1.02,,,31.81,53.94,,3,,0.75,10.08,284.48,21.54,81.35,,9.59,,2.12,297.77,,,6,45606470933.0,Packaged Software,Technology Services
ADT,,67.14,,,,,,,,89.25,2.13,,75.66,0.4,,0.1,0.03,6.63,0.72,55.53,62.14,28.64,4.52,2.99,,0.35,2,25.95,7.41,15.6,,6.06,3.08,2.27,3.85,0.19,14.28,15.49,2.29,18.9,10.4,,,6.65,65.95,2,,,0.54,,15.76,1.99,174.75,17.7,,0.95,,,,,7.17,,,,,3.91,13.41,,0.52,,0.63,0.22,18.01,4.04,1.15,,13.55,,3.08,,,,2,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,,64.71,,8.9,,16,16.2,125.9,8.9,81.58,,,71.5,4.25,,0.57,0.37,90.42,1.51,,10.95,42.73,2.2,0.32,,,,19.87,17.06,16.63,15.35,13.29,1.48,1.64,5.03,0.66,9.42,6.26,,19.8,23.43,15,6.09,111.85,31.69,7.89,,,5.61,,8.14,2.26,26.91,23.24,1.52,1.44,,1.12,0.8,,15.7,,0.97,,,14.31,17.01,1.15,0.97,,1.51,6.04,110.49,10.3,8.88,,8.32,,5.69,45.92,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,,43.88,,7,7.1,6.9,6.1,,8.6,54.52,4.9,,47.27,0.83,,,,68.27,0.52,56.33,70.22,27.34,4.75,1.45,,0.59,3.64,18.22,10.14,,17.35,9.71,4.02,4.31,5.49,0.28,,,3.87,15.02,,5.68,5.36,106.1,43.39,2.89,,,14.59,,19.8,1.65,15.72,16.34,4.42,2.29,,1.2,,,,1.1,0.9,,,6.74,,3.08,142.23,1.71,0.33,3.01,5.88,5.34,10.9,,3.55,,,18.45,,,10,21222279644.0,Electric Utilities,Utilities
