Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,8.43,58.82,1.5,7.9,7.7,13.5,33.2,24.7,10.5,80.09,1.06,,67.71,6.37,0.85,0.65,136.06,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.7,27.6,23.35,25.43,23.37,20.46,5.74,5.93,3.62,0.57,23.33,3.87,0.71,23.61,16.02,5.46,2.47,135.7,50.63,14.64,,18.84,,19.54,6.38,32.17,25.58,2.13,6.09,,0.82,1.63,,25.99,4.96,1.2,,,21.14,31.83,1.94,2.05,21.63,1.64,11.49,63.42,15.6,20.99,,14.11,,2.89,44.61,,,10,33913792728.0,Medical Specialties,Health Technology
AA,9.79,43.85,1.4,10.2,,,,,5.9,34.62,1.07,35.99,40.4,1.07,0.45,0.53,38.66,1.61,83.25,57.67,25.57,134.11,0.64,,,1.07,,434.04,,22.25,8.03,0.8,0.79,,0.28,,,1.07,330.99,,,2.93,40.29,6.37,,,,,,1.74,,,,0.67,,,,,,,,,,220.77,,,1.75,1.82,0.93,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,46.11,,10.4,,,,,27,64.21,,,53.54,0.66,0.33,0.21,11.19,0.58,20.92,21.48,13.98,14.34,,,,,13.87,13.87,,11.76,6.84,0.7,0.73,7.21,,,,,5.06,,19.95,4.55,18.69,21.59,1.73,,0.94,,6.83,,18.65,6.09,,0.14,,,,,,,0.32,,,2.79,,,,,0.48,0.76,7.26,6.75,,,3.98,,41.77,8.11,,,8,8696254174.0,Airlines,Transportation
AAON,14.57,74.13,,26.3,8.1,29.5,31.8,,29.5,86.19,0.53,8.58,79.28,30.04,0.07,0.49,94.62,3.13,101.08,13.09,45.31,0.06,0.02,,0.15,0.35,32.51,26.72,58.99,,,,6.44,3.08,0.82,10.92,1.63,0.35,,20.55,18.68,10.86,77.69,35.56,58.55,,15.44,,19.77,9.9,44.07,44.07,1.76,6.8,,2.43,5.39,,62.22,4.91,1.36,,34.66,32.14,47.41,1.9,6.72,12.29,1.57,19.39,38.08,29.18,25.9,,21.96,,0.74,90.98,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,51.5,3.6,,26,,,,8.9,70.09,33.78,3.29,58.17,1.29,0.09,0.11,63.66,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.58,71.85,17.7,15.38,19.54,10.63,0.64,0.64,1.39,0.21,4.18,12.41,1.58,17.53,6.34,102.47,1.3,163.68,39.77,1.15,,0.14,,0.85,1.48,92.26,92.26,,0.33,,,,,8.02,3.96,0.3,,,5.66,12.52,,0.55,3.83,0.29,0.13,1.96,1.42,0.62,,1.21,,,8.34,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,11.43,73.72,2.9,1.3,5.7,20.9,23.2,14.6,15.7,76.41,0.56,15.72,74.95,10.53,0.54,0.64,234.82,1.04,11.92,90.05,21.43,0.8,1.41,,0.15,0.41,30.26,27.64,35.63,28.04,26.05,8.69,9.52,3.3,0.22,26.71,2.83,0.43,31.71,20.09,9.92,5.23,179.36,45.59,59.12,,26.31,,30.98,48.52,36.52,36.52,2.16,9.6,,1.51,1.71,,36.02,8.88,2.38,,,33.17,38.87,2.05,2.74,48.52,0.99,29.34,262.55,56.47,150.79,,34.83,,2.88,53.13,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,4.14,78.04,,,9.7,8.1,22.2,18.4,8.5,93.26,6.67,,85.3,0.69,0.98,0.06,24.64,2.06,,143.65,6.4,6.71,1.43,,1.49,5.43,22.73,12.06,25.18,,,,6.93,4.4,0.4,27.51,8.14,5.47,,7.59,,2.41,29.15,62.64,1.88,,15.46,,27.6,1.25,27.69,27.69,12.04,4.18,,2.4,1.34,10.68,15.23,1.25,0.54,,,9.68,18.89,,1.1,1.27,2.06,2.29,612.23,4.67,5.68,,4.28,,3.58,30.8,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,23.95,52.96,,,7.8,9.6,49.1,7.4,3.8,54.29,6.01,4.4,52.96,1.8,0.44,0.24,169.2,0.94,71.9,58.89,77.13,4,9.24,,0.55,3.68,35.76,19.06,16.11,13.86,13.39,6.39,6.48,2.8,0.05,40.24,7.33,3.72,15.03,24.39,6.77,4.99,142.14,62.28,5.83,,11.02,,24.96,37.27,50.21,15.44,1,5.47,,0.69,0.45,,13.56,,1.25,,,13.1,19.96,0.87,1.47,,0.83,4.34,199,9.56,52.94,,9.67,,5.11,36.86,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,64.01,,8.7,,,,,,89.71,,,75.54,2.11,6.66,9.48,3.49,7.76,,,342.96,,0.07,,,,,,,,,8.29,8.85,,0.77,,,,,,,31.92,1.22,,,,,,,0.91,,,,26.1,,,,,,,,2.81,2.13,,,,,1.06,7.75,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,59.07,,2.2,20.8,5.4,3.2,9.8,11,81.72,11.03,,69.52,3.48,0.4,3.65,2.18,0.99,102.26,192.59,24.29,0.15,0.04,,0.77,6.94,8.67,6.4,8.59,8.42,6.4,2.02,2.01,11.53,0.65,25.4,11.97,6.94,12.76,14.62,5.26,6.21,2.96,50.66,6.83,,18.25,,23.83,2.16,11.66,11.18,2.28,2.35,,,,,9.31,1.68,0.43,,,7.2,10.51,1.8,0.71,5.07,0.7,10.77,64.69,18.64,17.03,,17.22,,6.33,11.47,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,,73.6,,50.3,,28.2,37.8,,24,90.4,,13.5,81.2,2.72,0.01,0.01,259.62,1.06,41.41,16.44,4.01,5.01,1.53,,,,10.62,9.89,103.05,11.21,10.33,0.58,0.66,9.42,0.33,0.64,1.88,,8.79,30.56,,8.9,254.79,18.22,5.43,,3.68,,6.86,1.56,9.46,8.25,0.26,0.33,,0.26,4.7,,54.21,,1.19,,,16.74,140.87,0.33,0.57,,0.38,6.33,26.89,13.18,17.8,,9.59,,,14.26,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,15.8,67.31,2,8.4,5.9,40.8,24.6,,11.1,83.89,2.08,18.88,72.39,3.06,0.05,0.04,52.93,1.44,,,58.62,2.69,0.76,,0.28,1.7,11.23,8.79,13.12,11.29,9.12,0.54,0.56,8.9,0.37,4.23,10.45,1.7,14.42,26.59,,2.09,50.62,,4.81,,3.04,,4.88,1.8,13.86,16.86,1.05,0.4,,0.91,0.86,,9.91,,1.07,,,8.54,9.16,0.85,0.91,,1.44,5.04,65.99,10.75,13.69,,7.32,,2.65,27.01,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,1.83,53.4,,38.3,,,,,8,59.87,,8.11,55.21,4.18,0.78,5.4,151.26,1.44,,31.15,7.78,0.93,0.26,,,,39.23,38.39,20.06,25.26,21.3,7.55,8.24,2.55,0.32,40.97,4.37,,33.88,,,11.92,168.73,82.86,20.56,,48.23,,15.86,12.2,20.25,20.25,,9.5,,,,,23.17,3.49,,,25.68,23.03,16.62,,,13.54,1.44,22.9,794.68,22.38,69.5,,64.25,,2.81,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,,44.87,0.7,6.3,12.3,6.8,21.3,,5.8,41.41,3.92,,43.87,4.97,0.47,0.46,102.72,1.6,135.43,83.91,57.68,1.4,0.38,,0.47,2.1,26.11,17.98,37.99,20.19,17.51,4.47,4.64,3.83,0.54,12.21,2.75,2.14,22.19,14.83,8.71,6.26,107.63,55.1,10.17,,13.96,,15.76,4.6,32,23.4,2.03,4.44,,0.86,1.89,,36.48,5.11,1.07,,,25.13,41,2.04,1.72,25.05,1.11,7.71,67.68,12.14,14.89,,10.32,,3.28,38.19,,,10,176555322492.0,Medical Specialties,Health Technology
ACAD,,76.4,,,,38.8,40.9,46.1,16.4,92.37,,,83.94,2.11,1.42,7.89,18.62,2.04,155.25,99.1,38.89,9.83,0.13,,,,,423.14,40.31,28.37,46.38,2.74,3.16,,0.54,7.83,2.07,,38.77,,,18.08,33.06,92.27,,,,,,6.63,,,,3.77,,,,,48.5,,,38.79,10.83,48.5,1692.74,,,8.66,1.86,,,,,,0.28,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,54.4,,12.2,,,16.9,,10.9,64.65,,,58.26,2.1,0.16,0.04,68.48,1.27,18.65,504.43,43.97,9.27,0.69,,,,103.09,37.13,,13.36,10.62,2.48,2.66,0.97,0.52,,,,18.83,1.09,15.48,9.87,86.51,96.44,5.93,,,,17.7,2.19,,19.13,,2.04,,,,,,3.17,0.91,,,61.26,,,2.08,11.79,1.25,,3.32,1.65,,,3.15,,,236.14,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,79.52,,100.9,,,,,,91.12,,,85.1,,5.78,,,6.01,,,,,,,,,,,,,,269.97,,,,,,,,,16.47,,,,,,,,,4.53,,,,,,,,,,,,6.27,5.92,,,,,4.57,6.01,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,47.7,,18.8,33.9,6,,,4.2,62.56,2.42,,52.32,3.56,0.03,0.01,19.76,0.84,31.65,26.39,3.35,3.15,5.18,,0.18,2.42,12.2,5.61,40.41,10.98,6.01,0.32,0.32,8.2,0.11,0.79,5.49,2.42,8.12,22.07,,1.6,21.91,27.82,4.29,,1.64,,2.67,4.14,8.86,7.26,0.54,0.14,,,,,18.35,,,,,4.33,13.99,0.62,0.81,,0.18,4.95,13.56,11.36,58.13,,7.76,,2.77,34.07,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,48.51,82.41,2.6,5.9,,7,21.8,,6.8,93.26,,19.1,87.73,2.7,0.19,0.17,42.85,1.37,,22.6,71.62,2.69,0.84,,,,19.91,13.31,25.45,,13.41,3.34,3.53,5.02,0.38,13.85,4.53,,24.47,14.64,,,31.75,50.52,3.24,,9.88,,17.2,3.62,31.74,24.77,2.06,3.13,,1.26,1.95,,22.66,,1.24,,,18.42,24.7,2.22,1.35,,1.37,4.54,120.19,11.23,11.91,,6.74,,2,47.61,,,10,2556336665.0,Packaged Software,Technology Services
