Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,27.81,68.33,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,79.24,0.97,,73.07,6.41,0.74,0.61,146.56,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.64,26.95,23.36,30.92,26.29,22.99,6.42,6.74,3.71,0.54,21.81,3.36,0.65,25.91,15.52,4.89,,133.68,54.39,17.3,,21.75,,22.9,7.14,30.41,28.13,2.34,6.62,,0.82,1.74,,30.27,5.84,1.31,,,24.02,30.26,2.17,2.25,27.24,1.37,13.03,74.15,18.1,23.78,,16.15,,3.01,47.28,,,10,33913792728.0,Medical Specialties,Health Technology
AA,10.46,65.69,1.4,10.2,,,,,75.95,5.9,71.51,1.03,,69.71,1.32,0.44,0.55,39.18,1.55,79.98,58.53,26.31,10.94,0.65,,,1.03,,47.72,,8.79,5.69,1.03,1.04,,0.27,,,1.03,14.86,,,2.64,39.74,8.14,,,,,,1.8,,,,0.65,,,,,,,,,,20.83,,,1.73,1.89,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,56.09,,10.4,,,,,597.78,27,50.26,,,55,0.66,0.34,0.21,10.9,0.6,20.92,21.96,14.01,19.76,,,,,19.23,19.23,,10.29,6.14,0.68,0.72,5.2,,,,,5.85,,,4.01,16.48,20.23,1.4,,,,5.34,,,11.27,,0.14,,,,,,,0.33,,,3.5,,,,,0.5,,5.17,4.89,,,12.18,,42.39,8.13,,,8,8696254174.0,Airlines,Transportation
AAON,67.94,78.12,,26.3,8.1,29.5,31.8,,20.3,29.5,88.74,0.46,8.56,83.78,22.67,,,106.7,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.3,36.35,29.79,86.18,,,,7.4,2.75,0.73,8.59,1.19,0.3,38.65,20.45,16.3,10.75,78.79,36.27,88.05,,15.61,,20.32,11.65,48.02,48.02,1.91,7.45,,2.39,6.98,,87.03,5.62,1.47,,56.46,39.33,61.4,1.92,7.85,14.82,1.7,19.5,39.13,29.71,25.86,,21.83,,0.51,97.8,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAPL,33.75,64.88,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,80.9,0.59,34.68,70.71,10.36,0.47,0.61,226.24,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.43,28.9,26.5,34.33,26.75,24.52,8.41,9.29,3.46,0.2,27.06,3.03,0.44,30.23,19.78,11.24,6.08,184.92,45.96,120.35,,26.44,,31.27,51.65,34.43,34.43,2.04,9.1,,1.3,1.46,,33.62,8.89,2.11,,,31.09,36.2,1.98,2.56,51.65,0.91,29.81,269.91,59,151.08,,35.41,,3.16,49.83,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,40.1,53.16,,,9.7,8.1,22.2,18.4,28.45,8.5,46.02,6.23,29.02,50.32,0.73,0.99,0.07,26.36,1.84,,145.05,6.23,6.69,1.44,,1.49,5.07,23.86,12.59,23.12,,,,7.24,4.19,0.4,31.33,8.69,5.08,37.13,8.15,,2.74,26.94,62.62,1.87,,15.39,,27.37,1.35,29.62,29.62,12.88,4.54,,2.37,1.16,11.65,14.54,1.34,0.58,,,9.92,19.93,,1.18,1.37,1.84,2.29,628.91,4.67,5.7,,4.27,,3.76,32.54,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,31.7,60.34,,,7.8,9.6,49.1,7.4,26.06,3.8,74.2,5.08,8.6,63.66,2.05,0.31,0.19,196.96,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.11,42.45,22.46,22.85,14.64,14.26,6.9,7.39,2.36,0.05,32.33,5.11,3.15,16.29,20.03,7.21,4.99,146.59,62.76,5.48,,9.71,,24.95,51.29,65.65,18.41,1.19,6.37,,0.75,0.59,,19.71,,1.44,,,18.78,33.11,1.28,1.76,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.88,42.72,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,48.79,,8.7,,,,,,,53.7,,,50.56,1.93,9.52,9.3,2.57,10.96,,,406.96,,0.07,,,,,,,,,8.29,5.08,,0.79,,,,,,,32.02,1.06,,,,,,,0.68,,,,22.53,,,,,,,,2.05,1.6,,,,,0.77,10.96,,,,,,,,0.71,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,64.72,,2.2,20.8,5.4,3.2,9.8,60.73,11,80.11,9.56,,69.56,3.74,0.44,4.44,2.5,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.02,9.78,7.31,9.52,8.88,6.82,2.16,2.35,10.22,0.66,25.65,10.43,6.02,13.59,14.47,4.92,6.6,2.65,50.83,7.5,,17.86,,24.06,2.21,13.74,13.16,2.69,2.65,,,,,10.43,1.79,0.49,,,8.18,11.6,1.88,0.78,5.1,0.79,10.57,68.13,19.18,16.5,,16.25,,5.97,13.16,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,6.77,56.84,,50.3,,28.2,37.8,,8.08,24,64.46,,4.82,61.19,2.69,0.03,0.02,233.36,1.25,45.36,16.38,4.15,6.36,1.58,,,,13.16,12.02,,11.08,10.14,0.56,0.62,7.6,0.32,,,,8.04,30.03,,6.95,258.88,17.75,4.56,,2.51,,6.31,1.4,11.97,8.07,0.25,0.31,,0.23,,,,,1.02,,,42.84,,0.32,0.54,,0.45,4.25,19.44,10.28,12.31,,8.62,,,12.76,,,10,4632090814.999999,Specialty Stores,Retail Trade
