Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABNB,,38.29,,38.3,,,,,322.31,8,47.59,,,41.62,3.15,,0.71,4.95,116.16,1.41,,29.97,7.3,1.12,0.28,,,,32.41,31.58,14.7,18.32,18.02,5.23,6.08,3.09,0.3,41.38,5.97,,25.2,,,10.6,165.82,82.59,20.75,,,46.11,,15.21,9.13,15.67,15.67,,7.18,,,,,17.35,2.68,,,18.71,17.29,13.05,,,10.2,1.41,21.22,720.92,19.41,63.33,,55.65,,3.92,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,7.68,60.46,0.7,6.3,12.3,6.8,6.7,,,5.8,49.37,3.53,,58.53,5.34,,0.52,0.49,113.1,1.68,135.1,83.18,58.61,1.42,0.38,,0.48,1.89,29.03,19.94,36.54,20.12,17.54,4.6,5.07,3.44,0.54,13.88,2.87,1.92,21.99,12.87,8.41,6.41,106.69,55.24,10.7,,,13.65,,15.92,5,35.68,25.42,2.21,4.83,,0.81,1.66,,34.99,5.21,1.15,,,25,45.86,2.61,1.92,24.06,1.18,7.63,64.74,12.05,14.52,,10.37,,3.07,41.28,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,3.19,41.97,,6.9,,13.2,4.1,,3.27,5.9,22.67,0.24,,35.92,3.09,,0.24,0.15,83.06,2.31,71.3,47.91,58.17,1.84,0.29,,0.07,0.24,22.03,12.25,295.06,,,1.62,1.93,4.54,0.63,0.67,0.4,0.24,19.31,20.14,,,70.72,19.03,5.57,,,6.05,,7.68,1.68,27.59,27.66,1.37,1.74,,,,,255.76,2.15,,,,18.48,28.59,1.56,1.18,3.76,1.36,4.09,12.41,6.71,6.29,,4.98,,0.59,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,48.33,,,,38.8,40.9,46.1,223.57,16.4,49.55,,,49.5,2.19,,1.48,8.69,16.22,2.16,197.37,87.05,38.64,1.68,0.11,,,,101.91,67.84,28.87,14.13,11.29,2.27,2.61,0.98,0.57,9.04,2.99,,19.52,,,16.93,32.68,91.73,,,,3.43,,2.56,5.2,90.11,90.11,4.04,3.03,,,,,33.45,5.13,,26.16,8.11,33.45,137.48,,,6.57,1.95,4.03,40.04,4.61,7.04,,7.75,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,58.16,,12.2,,,16.9,,,10.9,46.83,,,55.15,2.37,,0.14,0.04,78.2,1.18,18.83,519.12,44.07,8.34,0.67,,,,96.88,39.08,,13.98,11.11,2.61,3.02,1.03,0.52,,,,19.69,,15.92,10.11,86.26,96.46,5.51,,,,,17.58,2.43,,21.89,,2.38,,,,,,3.36,1.06,,,68.61,,,2.31,11.6,1.17,,3.96,2,,,,,,244.19,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,34.54,,100.9,,,,,,,18.59,,,28.91,,,4.31,,,4.49,,,,,,,,,,,,,,17.36,,,,,,,,,8.74,,,,,,,,,,3.38,,,,,,,,,,,,5.16,4.85,,,,,3.28,4.49,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,34.29,,18.8,33.9,6,,,132.17,4.2,13.14,2.48,,26.72,3.59,,0.04,0.02,19.01,0.88,31.49,25.97,3.45,3.24,4.86,,0.18,2.48,13.17,5.73,30.12,11.89,6.08,0.31,0.31,7.59,0.11,1.05,7.44,2.48,8.01,19.94,,1.68,21.82,27.84,3.99,,,1.41,,2.43,3.83,10.04,7.35,0.54,0.14,,,,,13.51,,,,,4.03,12.03,0.81,0.74,,0.21,4.28,12.32,10.22,45.12,,6.91,,4.66,29.69,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,87.96,62.19,2.6,5.9,,7,21.8,,142.28,6.8,51.7,,40.03,58.5,2.9,,0.15,0.15,49.0,1.32,,22.1,60.56,2.39,0.84,,,,19.21,13.71,24.16,,13.46,3.49,3.9,5.21,0.37,16.16,4.82,,25.08,13.51,24.56,6.73,32.65,50.71,3.86,,,12.01,,19.46,4.16,28.82,26.2,2.18,3.47,,1.22,1.7,,21.38,,1.35,,,18.28,23.53,2.5,1.53,,1.32,5.59,174.23,13.31,14.81,,7.6,,3.01,53.26,,,10,2556336665.0,Packaged Software,Technology Services
ACLX,39.97,61.95,,,,2.6,0.1,,,,64.49,,,62.86,8.43,,5.85,6.96,70.37,6.01,,,69.04,,0.15,,,,,,,,,32.11,21.25,,0.66,,,,,,,6.07,0.0,,,,,,,,7.21,,,,22.92,,,,,,,,13.99,13.33,,,,,7.75,6.01,,,,,,,,,,,,,1598748014.0,Biotechnology,Health Technology
ACM,,49.62,4.6,,,0.1,22.9,46.8,,7.7,29.08,0.87,,42.98,2.28,,0.26,0.55,95.6,1.13,,55.01,59.44,3.29,1.31,,0.21,0.87,19.35,15.59,20.53,13.16,11.68,1.83,0.9,5.17,0.19,4.4,5.43,0.91,19.22,8.42,13.58,7.45,97.78,6.58,4.87,,,1.61,,5.59,5.64,51.4,23.81,8.5,0.85,,,,,19.13,,1.79,,,16.37,25.01,,1.78,,1.13,2.22,88.12,13.4,11.18,,10.64,,3.7,149.38,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACVA,,51.29,,,,,,,,30.6,47.11,,,50.04,3.17,,0.66,2.48,18.27,1.49,,469.19,121.47,,0.24,,,,,,,,,3.71,5.21,,0.45,,,,478.33,,,29.29,17.39,50.64,,,,,,,6.62,,,,5.5,,,,,,,,,49.38,526.5,,,,26.1,1.49,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,57.74,1.7,9.4,,17.7,14.1,11.4,,16.8,51.8,,,57.26,13.2,,0.85,1.32,567.93,1.16,,49.57,33.69,0.82,0.41,,,,38.51,34.03,39.74,22.95,21.44,10.59,12.39,2.6,0.5,31.17,2.53,,27.6,20.51,13.83,11.16,588.5,88.24,58.8,,,24.86,,35.4,17.18,51.03,32.79,1.53,12.69,,0.95,1.18,,40.62,18.33,0.99,,,39.32,57.85,1.8,2.6,229.93,1.16,17.46,275.62,32.26,32.8,,22.15,,2.33,74.83,,,10,241068062221.0,Packaged Software,Technology Services
ADC,18.1,76.1,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,85.47,5.45,24.44,78.94,1.71,,0.07,,74.9,0.9,,535.71,52.31,5.24,0.52,,1.65,3.98,36.25,20.3,25.35,29.84,18.27,15.95,17.74,2.76,0.65,69.98,5.41,4.01,40.86,11.53,3.51,9.9,73.99,87.98,3.02,,,32.09,,48.78,1.51,41.61,41.68,6.72,12.81,,3.34,1.33,18.07,18.3,1.83,1.03,,,18.3,,6.35,1.1,1.82,0.9,2.43,,3.76,3.63,,3.67,,,33.59,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,2.48,52.64,,,,,,,13.28,,37.89,0.3,,49.44,1.88,,1.29,0.17,11.9,3,,,33.87,2.68,1.52,,0.19,1.67,15.62,8.6,12.75,,,4.55,4.87,6.4,0.34,38.16,10.57,1.67,8.21,17.3,,,9.03,,2.01,,,12.87,,32.86,3.61,29.75,11.58,3.74,3.77,,,,,9.81,,1.77,,,8.88,12.75,,0.6,,3,4.2,606.5,11.04,13.34,,10.28,,13.44,31.32,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,10.48,46.49,,30.2,11.6,25.1,26.1,12.4,8.32,17.3,38.07,2.97,5.67,44.24,5.55,,0.79,0.31,219.06,1.69,139.48,41.5,48.27,1.9,0.23,,0.81,1.68,53.96,27.13,38.73,28.19,22.01,10.92,11.93,1.85,0.72,30.39,2.71,1.7,28.94,17.65,12.29,,153.95,57.85,7.22,,,17.07,,23.16,3.09,65.78,49.75,4.08,11.27,,2.51,1.68,,37.1,,1.65,,,27.43,34.64,3.36,1.79,,1.24,3.39,48.07,4.69,4.66,,4.47,,1.75,51.42,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,47.6,2.6,9.4,7.7,25.1,24.8,,89.18,15,40.8,4.29,8.83,46.99,3.28,,0.04,0.06,60.07,1.44,50.79,24.24,21.73,2.36,0.54,,0.35,3.27,10.33,8.06,12.81,13.53,9.77,0.47,0.46,9.68,0.42,3.56,11,3.36,11.12,22.21,,,78.52,7.44,4.48,,,2.93,,3.39,1.3,12.01,10.99,0.6,0.36,,,,,10.07,0.96,0.87,,,6.67,8.67,0.5,1.75,1.89,0.88,4.77,18.59,10.96,10.87,,5.18,,16.08,12.81,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,46.83,0.1,22.6,,89.8,,,,6.1,54.59,,,50.74,1.82,,0.24,0.35,22.28,1.08,21.59,65.9,45.85,3.8,1.32,,,,10.79,5.36,11.74,8.82,4.83,0.24,0.24,9.27,0.21,2.05,15.76,,7.97,,20,,39.43,6.28,2.09,,,0.5,,2.67,1,29.99,8.31,,0.14,,,,,6.75,,,,,3.57,8.84,,0.69,,0.87,0.79,24,5.88,3.46,,7.03,,13.32,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,2.09,59.13,1.2,,13.8,15.3,15.1,13,20.5,9.9,37.32,3.49,5.8,52.77,2.64,,0.06,0.79,270.2,1.01,,2.97,62.22,0.64,0.82,,0.59,2,21.6,19.5,31.45,21.15,19.24,5.58,5.89,4.63,0.08,18.72,3.26,2.05,26.93,14.53,8.81,5.54,266.38,45.44,13.74,,,19.54,,25.85,24.25,29.66,29.43,2.43,5.8,,1.32,1.61,,30.96,12.97,1.21,,,26.74,47.02,2.45,2.62,128.67,1.01,6.8,497.94,59.7,91.62,,7.53,,3.01,41.69,,,10,101064499899.00002,Data Processing Services,Technology Services
ADT,15.66,46.07,,3.7,,,,,,,44.39,2.51,,44.93,0.49,,0.03,0.01,7.25,0.75,99.17,116.01,32.51,3.42,2.03,,0.37,2.51,15.26,6.29,14.01,,5.09,2.8,2.92,6.55,0.24,20.86,15.55,3.06,9.19,11.94,26.67,2.63,6.66,81.58,2.1,,,13.82,,22.19,1.72,9.69,14.54,,1.38,,,,,6.64,,,,,3.78,5.37,,0.58,,0.59,4.07,28.19,6.32,18.83,,4.34,,26.98,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,40.45,52.8,,9.9,,22.2,30.1,,18.33,10.6,35.82,,20.49,47.08,9.16,,1.17,3.5,129.44,2,,10.69,36.33,0.43,0.05,,,,21.83,19.18,22.57,14.53,14.25,1.66,2.01,4.58,0.83,8.9,4.23,,22.15,23.65,13.03,13.99,109.23,32.34,9,,,6.18,,9.03,2.54,30.71,25.76,1.38,1.92,,0.97,0.62,,21.55,3.98,1.26,,23.41,19.55,23.49,1.26,1.24,13.83,2,6.73,148.57,11.63,9.3,,9.04,,0.99,54.45,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,3.77,71,,6.5,8,7.3,6.3,10.2,5.28,6.9,77.43,4.26,11.19,72.94,0.87,,0.01,,83.74,0.67,74.06,86.49,26.35,5.01,1.54,,0.61,3.08,20.16,11.3,,18.36,10.54,4.8,5.58,4.96,0.27,,,3.17,17.06,0.89,7.54,3.26,80.7,50.31,3.09,,,16.28,,26.85,1.94,18.95,19.75,3.59,3.11,,1.32,,,,1.33,1.19,,,8.83,,2.89,,2.01,0.45,2.88,5.92,5.36,10.43,,4.04,,,21.31,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,47.11,,99.7,,,,,52.85,46.7,47.39,,,46.66,15.7,,4.68,7.93,14.0,9.31,357.33,69.43,54.67,0.54,0.06,,,,34.19,30.12,342.17,,,,5.2,2.92,0.87,1.52,0.24,,45.9,,,24.21,24.43,49.15,,,,50.07,,15.22,3.64,12.5,11.67,,6.24,,,,,451.6,1.37,2.51,12.39,4.98,241.36,20.94,,4.44,3.64,5.75,31.03,24.62,10.7,37.59,,56.45,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,,35.95,0.9,13,,,,,,6.1,14.82,0.41,,28.71,3.52,,3.21,0.97,96.81,5.47,137.27,54.32,63.98,5.91,0.88,,0.1,0.41,35.27,21.5,33.27,,12.08,2.26,2.47,2.84,0.46,7.41,3.07,0.41,17.79,22.29,15.38,,86.11,35.21,3.81,,,6,,5.38,3.13,40.3,24.48,1.83,2.47,,1.15,1.96,,32.56,2.36,0.85,,12.12,21.36,39.43,1.26,1.47,5.09,4.22,3.75,15.66,5.02,7.97,,7.79,,,33.46,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,54.79,50.85,,20.5,20.8,11.4,7.9,4,4.55,3.1,32.22,8.64,38.66,44.22,2.99,,0.52,0.47,78.71,1.51,106.42,52.57,0.4,0.72,0.1,,0.59,2.03,32.18,14.4,30.39,13.04,8.54,4.65,5.5,3.11,0.68,18.06,3.35,2.03,19.23,19.41,17.68,7.64,56.77,36.6,20.97,,,8.56,,29.57,1.94,63.99,28.83,1.13,5.37,,,,,29.63,1.77,1.23,,,13.17,38.96,1.65,1.89,2.45,0.76,2.16,5.78,4.54,3.17,,4.24,,1.87,52.83,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,15.27,38.28,,10.5,45.5,,,66.4,90.5,5.8,25.7,2.1,,33.18,4.17,,0.24,0.15,19.25,1.57,75.18,28.64,16.47,1.99,0.78,,0.29,2.41,11.53,7.54,17.05,10.73,7.31,0.93,0.92,8.67,0.48,5.42,7.94,2.57,10.69,0.72,11.17,3.54,18.06,39.18,,,,4.58,,8.01,2.18,15.4,11.6,,0.72,,,,,12.83,1.16,0.86,,,8.03,23.71,,1.24,2.59,0.74,7.04,18.72,16.01,14.43,,11.24,,11.71,17.19,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,29.03,75.18,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,92.72,4.55,16.67,82.02,0.93,,0.04,0.01,103.11,0.65,83.79,105.01,18.99,5.86,1.7,,0.69,3.43,22.95,13.01,,17.75,11.22,4.45,5.04,4.36,0.26,,,3.43,17.23,1.53,13.47,4.75,93.5,60.67,2.21,,,13.49,,20.7,2.1,20.66,20.55,3.74,2.77,,,,,,1.39,1.21,,,9.03,,3.97,13.41,2.1,0.48,2.71,5.54,5.01,10.42,,4.34,,,22.22,,,10,41234689544.0,Electric Utilities,Utilities
AER,42.88,45.01,,6.4,,,5.5,,3.17,,33.91,0.54,8.66,41.39,0.77,,0.89,0.03,91.98,3.42,5.35,58.48,3.06,9.64,2.69,,0.02,0.54,28.08,13.16,,15.95,9.39,7.73,8.05,3.56,0.24,,,1.08,7.67,,11.23,3.05,77.51,34.83,,,,42.04,,28.67,1.05,6.02,9.05,,2.39,,,,,,0.71,1.43,,,3.45,5.35,,1.63,1.24,3.38,4.6,3.68,3.2,19.62,,2.94,,16.31,14.28,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,43.51,,,5,,6.9,,,7.2,36.02,5.16,0.87,41.15,0.51,,0.19,0.06,16.94,0.97,26.58,87.18,46.9,10.74,9.24,,0.31,4.04,26.55,14.58,,10.85,7.32,2.29,3.12,3.77,0.07,,,4.04,8.12,,7.08,3.65,22.85,20.79,1.61,,,6.07,,18.51,3.89,16.13,7.67,,0.97,,,,,,2.18,1.02,,,4.8,,,,13.89,0.91,1.68,4.94,4.08,27.42,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,35.72,,,5,,6.9,,,7.2,31.65,,,33.54,0.51,,0.19,0.06,62.61,0.97,26.58,87.18,46.9,10.74,9.24,,,,26.55,14.58,,,,,3.12,3.77,0.07,,,,6.72,,7.08,3.65,0.0,20.79,1.61,,,6.07,,18.51,3.9,16.13,7.67,,0.97,,,,,,,,,,4.78,,,,,0.91,1.68,4.94,4.08,27.42,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AFRM,11.99,67.29,,,,85.6,17.5,,1.59,11.1,62.87,,,67.77,1.89,,17.16,0.32,39.64,65.7,,16.58,43.65,,2.42,,,,,,59.84,28.5,29.64,5.74,7.31,,0.29,12.52,2.36,,,,,23.37,36.56,63.62,,,,,,,4.51,,,,5.45,,,,,43.65,,,,8.67,28.23,,,,5.64,65.7,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
AFYA,6.5,42.5,1.2,12.1,,32.7,10.6,54.7,11.9,37.5,39.47,,,39.86,2.49,,0.74,0.27,16.89,1.47,0.97,136.81,63.94,2.04,0.68,,,,10.16,7.59,10.55,8.08,6.33,2.7,3.07,9.84,0.51,29.13,11.67,,9.47,26.33,37.99,7.85,20.03,62.12,2.57,,,17.97,,28.66,2.05,14,15.54,0.37,2.56,,,,,8.84,,,,,6.71,12.57,0.62,0.82,,1.47,7.04,66.61,13.76,14.96,,12.04,,,,,,7,1469574000.0000002,Other Consumer Services,Consumer Services
AG,,32.02,,9.1,,,,,,8,11.92,0.35,,24.62,1.37,,1.88,0.82,4.87,3.05,49.42,37.39,6.56,4.11,0.19,,,0.35,,25.92,,,,3.31,3.18,,0.69,,,0.37,16.51,18.48,,5.53,5.8,8.95,,,,,,,1.04,,,,2.67,,,,,,,0.7,,,20.22,,,3.99,1.04,2.44,,,,,,,,,,,,2,1664184423.375635,Precious Metals,Non-Energy Minerals
AGCO,,44.19,0.2,16.3,20.1,25.7,36.4,,36.02,16.7,42.84,2.45,,44.97,2.38,,0.15,0.16,88.83,1.52,134.68,45.83,43.28,4.56,1,,0.09,1.31,17.9,11.37,11.72,11.23,7.59,0.85,0.75,5.59,0.3,6.4,12.96,1.31,11.93,27.14,,,128.17,26.24,14.69,,,3.13,,10.32,1.64,15.86,7.05,0.28,0.5,,,,,7.74,1.47,0.79,,,4.94,11.94,0.29,0.77,6.93,0.72,3.43,14.41,7.05,9.57,,13.47,,,13.75,,,10,9201222919.0,Trucks/Construction/Farm Machinery,Producer Manufacturing
AGI,41.76,48.67,,2,17.3,10.3,15.9,23.9,17.21,12.4,27.5,2.6,32.03,40.99,4.51,,1.73,956.31,18.37,3.04,140.5,93.05,12.32,,,,0.18,0.54,21.13,13.36,39.53,,,4.69,6.49,4.73,0.74,16.32,2.38,0.54,18.76,16.98,19.73,13.53,14.59,40.19,749.09,,,17.74,,33.47,2.36,36.74,33.4,1.92,6.52,,,,,39.73,1.87,1.67,,,13.57,27.34,2.05,2.44,2.36,1.97,5.01,10.11,9.2,6.81,,6.38,,0.4,,,,5,4919131767.945206,Precious Metals,Non-Energy Minerals
