Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABM,33.85,47.02,2,8.4,5.9,40.8,24.6,,23.18,11.1,57.44,2.13,23.86,48.69,2.93,,0.07,0.06,52.08,1.38,,,56.6,3.53,0.8,,0.26,1.72,15.23,11.22,17.01,11.57,9.33,0.56,0.56,6.57,0.36,3.3,8.35,1.73,14.01,26.46,,1.4,51.31,,3.58,,,1.89,,3.62,1.78,21.52,15.01,0.93,0.4,,0.74,0.98,,12.25,,1.02,,,9.96,15.06,0.75,0.9,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.45,27.05,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,,68.84,,38.3,,,,,322.31,8,93.69,,,81.5,3.49,,0.71,4.95,131.18,1.41,,29.97,7.3,1.12,0.28,,,,37.54,36.57,17.02,21.22,20.87,6.05,7.04,2.66,0.3,41.38,5.24,,28.47,,,10.6,166.79,82.59,20.75,,,46.11,,15.21,10.39,17.85,17.85,,8.17,,,,,19.76,3.02,,,21.12,19.69,14.86,,,11.52,1.41,21.22,720.92,19.41,63.33,,55.65,,3.45,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,10.46,50.18,0.7,6.3,12.3,6.8,6.7,,,5.8,30.06,3.55,,43,5.32,,0.52,0.49,113.7,1.68,135.1,83.18,58.61,1.42,0.38,,0.48,1.9,28.86,19.82,36.32,19.89,17.43,4.57,5.04,3.47,0.54,13.88,2.86,1.93,22.11,12.89,8.45,6.41,106.91,55.24,10.7,,,13.65,,15.92,5.03,35.87,25.55,2.22,4.88,,0.81,1.67,,35.16,5.24,1.15,,,25.16,46.13,2.63,1.93,24.19,1.18,7.63,64.74,12.05,14.52,,10.37,,3.08,41.46,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,16.57,60.12,,6.9,,13.2,4.1,,3.27,5.9,64.3,0.21,3.01,62.88,3.23,,0.24,0.15,93.06,2.31,71.3,47.91,58.17,1.84,0.29,,0.07,0.21,24.08,13.39,315.5,,,1.77,2.11,4.15,0.63,0.67,0.36,0.21,21.63,19.96,,,71.35,19.03,5.57,,,6.05,,7.68,1.88,30.92,30.99,1.53,1.86,,,,,279.46,2.41,,,,20.19,31.21,1.75,1.32,4.21,1.36,4.09,12.41,6.71,6.29,,4.98,,0.56,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,54.09,,,,38.8,40.9,46.1,223.57,16.4,70.63,,,59.43,2.15,,1.48,8.69,16.53,2.16,197.37,87.05,38.64,1.68,0.11,,,,100.75,67.07,28.55,13.97,11.16,2.24,2.58,0.99,0.57,9.04,2.94,,19.89,,,16.93,32.87,91.73,,,,3.43,,2.56,5.31,91.83,91.83,4.12,3.07,,,,,34.08,5.23,,26.66,8.27,34.08,140.08,,,6.69,1.95,4.03,40.04,4.61,7.04,,7.75,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,5.65,49.76,,12.2,,,16.9,,,10.9,33.04,,,43.85,2.31,,0.14,0.04,76.4,1.18,18.83,519.12,44.07,8.34,0.67,,,,94.19,38,,13.59,10.8,2.54,2.94,1.06,0.52,,,,19.25,,15.92,10.11,86.65,96.46,5.51,,,,,17.58,2.37,,21.4,,2.29,,,,,,3.28,1.03,,,66.2,,,2.25,11.34,1.17,,3.96,2,,,,,,237.88,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,33.61,,100.9,,,,,,,24.17,,,29.39,,,4.31,,,4.49,,,,,,,,,,,,,,15.26,,,,,,,,,11.38,,,,,,,,,,3.08,,,,,,,,,,,,4.86,4.57,,,,,3.09,4.49,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,41.08,,18.8,33.9,6,,,132.17,4.2,46.49,2.57,,41.49,3.58,,0.04,0.02,18.67,0.88,31.49,25.97,3.45,3.24,4.86,,0.18,2.57,12.99,5.65,29.7,11.72,5.99,0.31,0.31,7.7,0.11,1.05,7.68,2.57,7.92,20.29,,1.68,21.84,27.84,3.99,,,1.41,,2.43,3.71,9.72,7.13,0.53,0.14,,,,,13.09,,,,,3.91,11.65,0.79,0.72,,0.21,4.28,12.32,10.22,45.12,,6.91,,4.83,28.77,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,104.89,67.44,2.6,5.9,,7,21.8,,142.28,6.8,84.32,,48.68,71.8,2.96,,0.15,0.15,50.34,1.32,,22.1,60.56,2.39,0.84,,,,19.8,14.13,24.9,,13.88,3.6,4.02,5.05,0.37,16.16,4.69,,25.76,13.4,24.56,6.73,32.8,50.71,3.86,,,12.01,,19.46,4.27,29.61,26.92,2.24,3.56,,1.25,1.75,,21.96,,1.38,,,18.77,24.19,2.57,1.58,,1.32,5.59,174.23,13.31,14.81,,7.6,,2.91,54.81,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,44.39,0.9,22.7,,62.7,72,31,57.41,34.8,53.15,,,47.2,8.41,,2.25,12.33,101.39,4.42,179.55,30.91,63.45,0.15,0.05,,,,9.92,9.43,18.34,,10.53,2.51,2.52,10.08,0.73,13.75,4.62,,13.68,23.45,,4.24,119.58,44.63,48.8,,,21.54,,23.4,3.54,13.97,13.97,0.28,3.01,,,,,21.87,1.48,1.4,16.98,4.56,19.45,23.23,0.56,1.48,3.54,3.26,19.31,74.1,28.93,28.19,,33.01,,1.78,34.1,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,90.93,81.91,,,,2.6,0.1,,,,96.34,,,88.6,11.19,,5.85,6.96,86.65,6.01,,,69.04,,0.15,,,,,,,,,44,29.12,,0.66,,,,,,,6.19,0.0,,,,,,,,9.54,,,,30.34,,,,,,,,17.23,16.41,,,,,9.54,6.01,,,,,,,,,,,,,1598748014.0,Biotechnology,Health Technology
ACM,15.39,65.01,4.6,,,0.1,22.9,46.8,,7.7,80.05,0.83,0.86,69.81,2.32,,0.26,0.55,101.19,1.13,,55.01,59.44,3.29,1.31,,0.21,0.83,20.22,16.28,21.45,13.74,12.21,1.91,0.94,4.95,0.19,4.4,5.13,0.87,20.34,8.22,13.58,7.45,98.28,6.58,4.87,,,1.61,,5.59,5.97,54.4,25.2,9,0.88,,,,,20.03,,1.9,,,17.12,26.15,,1.89,,1.13,2.22,88.12,13.4,11.18,,10.64,,3.54,158.38,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,4.28,48.45,0.3,15.1,11.9,7.8,16.1,6.2,17.95,13.6,32.73,2.58,,42.16,7.35,,0.3,1.2,336.22,1.16,,20.04,71.1,0.43,0.17,,0.42,1.53,22.35,19.43,24.19,18.75,16.25,3.08,3.25,4.47,0.51,13.44,4.12,1.53,26.22,14.14,6.5,4.8,327.52,32.58,171.01,,,10.79,,14.2,7.59,30.79,28.3,2.53,3.32,,1.44,0.96,,24.72,7.17,1.19,,,23.42,35.58,2.74,1.67,40.9,1.16,13.46,227.4,27.32,26.23,,19.64,,3.05,37.22,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,24.47,68.65,,,,,,,,30.6,85.17,,0.05,75.54,3.64,,0.66,2.48,20.75,1.49,,469.19,121.47,,0.24,,,,,,,,,4.31,6.06,,0.45,,,,542.38,,,29.29,17.62,50.64,,,,,,,7.53,,,,6.2,,,,,,,,,56.08,592.86,,,,29.64,1.49,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADC,22.91,54.16,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,33.35,5.47,28.03,45.87,1.7,,0.07,,74.45,0.9,,535.71,52.31,5.24,0.52,,1.65,4,36.19,20.27,25.31,29.79,18.24,15.93,17.71,2.76,0.65,69.98,5.45,4.03,40.62,11.54,3.51,9.9,74.11,87.98,3.02,,,32.09,,48.78,1.5,41.36,41.43,6.68,12.73,,3.32,1.32,17.94,18.17,1.82,1.02,,,18.17,,6.31,1.09,1.81,0.9,2.43,,3.76,3.63,,3.67,,,33.44,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,20.4,62.45,,,,,,,13.28,,72.59,0.29,10.47,66.61,1.94,,1.29,0.17,12.52,3,,,33.87,2.68,1.52,,0.19,1.6,16.22,8.93,13.25,,,4.55,5.05,6.17,0.34,38.16,10.05,1.6,8.63,16.31,,,9.13,,2.01,,,12.87,,32.86,3.8,31.3,12.18,3.93,3.94,,,,,10.31,,1.86,,,9.34,13.4,,0.64,,3,4.2,606.5,11.04,13.34,,10.28,,12.82,33.12,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,26.93,52.28,,30.2,11.6,25.1,26.1,12.4,8.32,17.3,53.15,2.85,15.01,53.07,5.72,,0.79,0.31,226.78,1.69,139.48,41.5,48.27,1.9,0.23,,0.81,1.6,55.11,27.71,40.08,28.8,22.48,11.15,12.18,1.81,0.72,30.39,2.62,1.62,30.01,17.55,12.14,,153.03,57.85,7.22,,,17.07,,23.16,3.2,68.1,51.51,4.22,11.67,,2.6,1.74,,38.4,,1.7,,,28.38,35.83,3.48,1.85,,1.24,3.39,48.07,4.69,4.66,,4.47,,1.75,53.24,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,56.62,2.6,9.4,7.7,25.1,24.8,,89.18,15,60.55,4.16,,59.42,3.28,,0.04,0.06,61.36,1.44,50.79,24.24,21.73,2.36,0.54,,0.35,3.18,10.32,8.05,12.8,13.52,9.76,0.47,0.46,9.69,0.42,3.56,10.77,3.26,11.34,22.21,,,78.78,7.44,4.48,,,2.93,,3.39,1.32,12.27,11.23,0.61,0.36,,,,,10.26,0.98,0.88,,,6.82,8.86,0.51,1.78,1.93,0.88,4.77,18.59,10.96,10.87,,5.18,,16.08,13.08,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,57.7,0.1,22.6,,89.8,,,,6.1,78.95,,,65.66,1.82,,0.24,0.35,22.67,1.08,21.59,65.9,45.85,3.8,1.32,,,,10.91,5.42,11.88,8.93,4.89,0.25,0.24,9.17,0.21,2.05,15.43,,8.14,,18.31,,39.58,6.28,2.09,,,0.5,,2.67,1.03,30.64,8.49,,0.14,,,,,6.9,,,,,3.65,9.03,,0.7,,0.87,0.79,24,5.88,3.46,,7.03,,13.04,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,8.48,58.74,1.2,,13.8,15.3,15.1,13,20.5,9.9,47.13,3.55,6.79,54.56,2.65,,0.06,0.79,276.41,1.01,,2.97,62.22,0.64,0.82,,0.59,2.03,21.69,19.59,31.58,21.24,19.32,5.61,5.91,4.61,0.08,18.72,3.19,2.03,27.56,14.52,8.81,5.55,267.33,45.44,13.74,,,19.54,,25.85,24.81,30.34,30.11,2.49,5.93,,1.35,1.65,,31.63,13.26,1.24,,,27.35,48.17,2.51,2.68,131.62,1.01,6.8,497.94,59.7,91.62,,7.53,,3.03,42.64,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,20.41,64.09,0.9,25.4,,21.7,23.3,,,14.2,63.26,,,65.06,5.27,,0.43,0.72,267.33,0.64,,94.05,32.85,1.8,1.05,,,,45.19,40.23,54.47,43.76,40.09,9.56,10.05,2.21,0.25,18.45,1.86,,32.3,22.56,11.84,11.59,254.7,90.8,1291,,,18.21,,22.24,23.29,54.67,32.68,0.6,9.97,,,,,54.06,,0.95,,,49.88,129.58,1.31,2.63,,0.64,11,369.7,23.5,57.58,,9.97,,0.53,220.17,,,6,45606470933.0,Packaged Software,Technology Services
ADUS,53.21,53.32,,9.9,,22.2,30.1,,18.33,10.6,45.36,,28.75,50.81,9.16,,1.17,3.5,130.6,2,,10.69,36.33,0.43,0.05,,,,21.83,19.18,22.58,14.53,14.25,1.66,2.01,4.58,0.83,8.9,4.2,,22.3,23.65,12.96,13.99,109.57,32.34,9,,,6.18,,9.03,2.56,30.95,25.96,1.39,1.92,,0.98,0.63,,21.54,4.01,1.27,,23.62,19.55,23.5,1.27,1.25,13.95,2,6.73,148.57,11.63,9.3,,9.04,,0.99,54.85,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,2.21,64.09,,6.5,8,7.3,6.3,10.2,5.28,6.9,64.97,4.29,14.12,63.69,0.88,,0.01,,85.62,0.67,74.06,86.49,26.35,5.01,1.54,,0.61,3.08,20.4,11.44,,18.58,10.67,4.86,5.65,4.9,0.27,,,3.13,17.44,1.02,7.63,3.41,81.16,50.31,3.09,,,16.28,,26.85,1.98,19.37,20.19,3.67,3.16,,1.35,,,,1.36,1.22,,,9.07,,2.96,,2.05,0.45,2.88,5.92,5.36,10.43,,4.04,,,21.77,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,40.82,,99.7,,,,,52.85,46.7,38.36,,,38.83,14.84,,4.68,7.93,12.31,9.31,357.33,69.43,54.67,0.54,0.06,,,,31.87,28.08,318.98,,,,4.85,3.14,0.87,1.52,0.28,,40.36,,,24.21,24.52,49.15,,,,50.07,,15.22,3.2,10.99,10.26,,5.49,,,,,397.1,1.21,2.21,10.89,4.38,212.24,18.4,,3.91,3.2,5.75,31.03,24.62,10.7,37.59,,56.45,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,5.99,50.93,0.9,13,,,,,,6.1,68.36,0.39,11.53,56.18,3.59,,3.21,0.97,101.48,5.47,137.27,54.32,63.98,5.91,0.88,,0.1,0.39,36.6,22.31,34.53,,12.08,2.35,2.56,2.73,0.46,7.41,2.92,0.39,18.68,22.19,15.38,,85.8,35.21,3.81,,,6,,5.38,3.28,42.28,25.69,1.92,2.54,,1.2,2.05,,34.18,2.47,0.89,,12.7,22.41,41.4,1.32,1.54,5.34,4.22,3.75,15.66,5.02,7.97,,7.79,,,35.15,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEO,46.78,51.69,,10.5,45.5,,,66.4,90.5,5.8,71.71,2.03,,56.89,4.18,,0.24,0.15,20.36,1.57,75.18,28.64,16.47,1.99,0.78,,0.29,2.33,11.62,7.6,17.18,10.81,7.36,0.94,0.93,8.61,0.48,5.42,7.51,2.46,11.35,0.68,11.25,3.39,18.05,39.18,,,,4.58,,8.01,2.31,16.29,12.27,,0.75,,,,,13.57,1.22,0.91,,,8.46,25.04,,1.31,2.74,0.74,7.04,18.72,16.01,14.43,,11.24,,11.57,18.21,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,21.37,55.5,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,39.86,4.61,17.85,50.07,0.93,,0.04,0.01,102.16,0.65,83.79,105.01,18.99,5.86,1.7,,0.69,3.45,22.92,12.99,,17.72,11.2,4.45,5.03,4.36,0.26,,,3.45,17.07,1.52,13.41,4.69,93.72,60.67,2.21,,,13.49,,20.7,2.08,20.47,20.37,3.7,2.75,,,,,,1.37,1.2,,,8.91,,3.93,13.28,2.08,0.48,2.71,5.54,5.01,10.42,,4.34,,,22.03,,,10,41234689544.0,Electric Utilities,Utilities
AER,48.87,59.37,,6.4,,,5.5,,3.17,,67.35,0.51,9.95,62.85,0.78,,0.89,0.03,97.02,3.42,5.35,58.48,3.06,9.64,2.69,,0.02,0.52,28.44,13.33,,15.95,9.39,7.73,8.15,3.52,0.24,,,1.03,8.09,,11.23,3.05,78.02,34.83,,,,42.04,,28.67,1.11,6.35,9.55,,2.58,,,,,,0.75,1.51,,,3.65,5.72,,1.72,1.31,3.38,4.6,3.68,3.2,19.62,,2.94,,15.63,15.07,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,3.51,64.08,,,5,,6.9,,,7.2,68.26,4.59,11.84,67.8,0.53,,0.19,0.06,18.9,0.97,26.58,87.18,46.9,10.74,9.24,,0.31,3.62,27.5,15.11,,11.24,7.58,2.37,3.23,3.64,0.07,,,3.62,9.1,,7.04,2.35,22.81,20.79,1.61,,,6.07,,18.51,4.35,18,8.55,,1.08,,,,,,2.43,1.14,,,5.33,,,,15.49,0.91,1.68,4.94,4.08,27.42,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,,68.58,,14.3,,129.9,,,49.89,64.1,88.66,3.85,,76.81,2.4,,0.44,0.21,22.66,1.53,19.27,53.52,60.18,1.97,0.47,,0.66,3.8,15.79,11.34,,,5,2.2,3.71,6.33,0.54,,,4.06,7.52,,38.15,30.53,0.0,34.88,9.58,,,13.71,,23.57,2.34,18.03,17.91,,2.65,,,,,,1.5,,,,8.29,,,,2.84,1.35,7,16.82,13.32,17.82,,12.65,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
AFRM,26.8,72.57,,,,85.6,17.5,,1.59,11.1,81.45,,,75.7,1.98,,17.16,0.32,44.93,65.7,,16.58,43.65,,2.42,,,,,,63.43,30.95,32.19,6.23,7.94,,0.29,12.52,2.08,,,,,23.5,37.21,63.62,,,,,,,5.12,,,,6,,,,,47.9,,,,9.83,30.94,,,,6.39,65.7,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
AFYA,15.51,43.8,1.2,12.1,,32.7,10.6,54.7,11.9,37.5,45.21,,,44.15,2.46,,0.74,0.27,16.37,1.47,0.97,136.81,63.94,2.04,0.68,,,,10.03,7.49,10.41,8,6.27,2.68,3.03,9.97,0.51,29.13,11.98,,8.71,26.5,39.51,9.9,20.33,62.12,2.57,,,17.97,,28.66,2,13.64,15.14,0.36,2.49,,,,,8.61,,,,,6.54,12.24,0.61,0.8,,1.47,7.04,66.61,13.76,14.96,,12.04,,,,,,7,1469574000.0000002,Other Consumer Services,Consumer Services
AG,8.47,61.32,,9.1,,,,,,8,71.47,0.28,3.23,66.05,1.64,,1.88,0.82,6.19,3.05,49.42,37.39,6.56,4.11,0.19,,,0.29,,30.41,,,,3.86,3.72,,0.69,,,0.3,20.98,18.71,,5.53,5.8,8.95,,,,,,,1.33,,,,3.47,,,,,,,0.89,,,25.85,,,5.12,1.33,2.44,,,,,,,,,,,,2,1664184423.375635,Precious Metals,Non-Energy Minerals
AGI,56.77,68.74,,2,17.3,10.3,15.9,23.9,17.21,12.4,76.8,2.31,46.4,71.88,5.09,,1.73,956.31,20.82,3.04,140.5,93.05,12.32,,,,0.18,0.48,24.22,15.33,45.44,,,5.49,7.45,4.13,0.74,16.32,2.11,0.48,20.9,16.88,19.56,12.43,14.83,40.19,749.09,,,17.74,,33.47,2.69,41.61,37.82,2.17,7.41,,,,,45.14,2.12,1.9,,,15.39,31.07,2.33,2.77,2.68,1.97,5.01,10.11,9.2,6.81,,6.38,,0.36,,,,5,4919131767.945206,Precious Metals,Non-Energy Minerals
