Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,21.17,34.96,1.5,7.9,7.7,13.5,33.2,24.7,10.5,29.54,1.06,9.78,30.34,6.44,,0.85,0.65,132.98,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.69,28.01,23.69,25.8,25.69,22.4,6.13,6.02,3.57,0.57,23.33,3.96,0.71,25.45,15.97,4.95,102.1,136.58,50.63,14.64,,,18.84,,19.54,6.24,31.44,25,2.08,5.94,,0.8,1.59,,25.48,4.85,1.18,,,20.67,31.14,1.9,2,21.14,1.64,11.49,63.42,15.6,20.99,,14.11,,2.83,43.74,,,10,33913792728.0,Medical Specialties,Health Technology
AA,6.28,50.51,1.4,10.2,,,,,5.9,29.83,0.97,50.64,43.64,1.09,,0.45,0.53,40.91,1.61,83.25,57.67,25.57,134.11,0.64,,,0.98,,449.25,,23.03,8.31,0.83,0.81,,0.28,,,0.98,372.76,,63.4,3.09,39.45,6.37,,,,,,,1.84,,,,0.7,,,,,,,,,,226.02,,,1.85,1.93,0.93,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,27.14,,10.4,,,,,27,21.83,,2.44,22.26,0.66,,0.33,0.21,11.5,0.58,20.92,21.48,13.98,14.34,,,,,14.07,14.07,,11.93,6.94,0.71,0.74,7.11,,,,,5.32,,46,4,18.49,21.59,1.73,,,0.94,,6.83,,19.17,6.26,,0.15,,,,,,,0.33,,,2.89,,,,,0.48,0.76,7.26,6.75,,,3.98,,38.61,8.32,,,8,8696254174.0,Airlines,Transportation
AAON,23.13,33.89,,26.3,8.1,29.5,31.8,,29.5,28.79,0.67,20.28,31.47,24.43,,0.07,0.49,71.99,3.13,101.08,13.09,45.31,0.06,0.02,,0.15,0.44,25.69,21.12,46.62,,,,5.09,3.89,0.82,10.92,2.15,0.44,,20.7,,,77.31,35.56,58.55,,,15.44,,19.77,7.53,33.53,33.53,1.34,5.16,,1.85,4.1,,47.36,3.73,1.04,,26.37,24.44,36.07,1.44,5.11,9.35,1.57,19.39,38.08,29.18,25.9,,21.96,,0.92,68.95,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,13.69,36.93,3.6,,26,,,,8.9,34.12,33.35,32.46,35.59,1.3,,0.09,0.11,64.58,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.55,73.13,18.02,15.66,19.6,10.74,0.65,0.65,1.37,0.21,4.18,12.24,1.55,17.57,6,116.65,1.3,163.69,39.77,1.15,,,0.14,,0.85,1.5,93.59,93.59,,0.34,,,,,8.17,4.02,0.3,,,5.73,12.71,,0.56,3.88,0.29,0.13,1.96,1.42,0.62,,1.21,,,8.47,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,2.58,70.91,2.9,1.3,5.7,20.9,23.2,14.6,15.7,77.01,0.69,,73.94,9.22,,0.54,0.64,196.89,1.04,11.92,90.05,21.43,0.8,1.41,,0.15,0.49,25.47,23.26,29.99,23.68,21.91,7.39,8.01,3.93,0.22,26.71,3.38,0.51,26.81,20.53,10.5,5,178.37,45.59,59.12,,,26.31,,30.98,40.7,30.62,30.62,1.81,8.06,,1.26,1.43,,30.17,7.44,1.99,,,27.82,32.6,1.72,2.29,40.68,0.99,29.34,275.4,56.47,150.79,,34.62,,3.43,44.59,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,8.1,45.94,,,9.7,8.1,22.2,18.4,8.5,37.24,7.63,2.56,43.01,0.64,,0.98,0.06,21.41,2.06,,143.65,6.4,6.71,1.43,,1.49,6.21,21.56,11.44,23.89,,,,6.57,4.64,0.4,27.51,9.37,6.26,,8.11,,2.19,29.25,62.64,1.88,,,15.46,,27.6,1.09,24.06,24.06,10.46,3.68,,2.08,1.16,9.43,13.39,1.09,0.47,,,8.54,16.62,,0.96,1.1,2.06,2.29,612.23,4.67,5.68,,4.28,,4.01,26.73,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,19.08,63.55,,,7.8,9.6,49.1,7.4,3.8,83.74,5.81,9.85,71.74,1.81,,0.44,0.24,169.42,0.94,71.9,58.89,77.13,4,9.24,,0.55,3.58,36.01,19.19,16.22,13.9,13.42,6.44,6.53,2.78,0.05,40.24,7.32,3.66,14.31,24.34,6.21,3.88,141.82,62.28,5.83,,,11.02,,24.96,37.36,50.27,15.46,1,5.52,,0.69,0.45,,13.72,,1.26,,,13.24,20.17,0.87,1.47,,0.83,4.34,199,9.56,52.94,,9.67,,5.08,36.87,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,37.35,,8.7,,,,,,20.98,,,32.3,2.37,,6.66,9.48,3.62,7.76,,,342.96,,0.07,,,,,,,,,8.29,12.3,,0.77,,,,,,,,1.19,,,,,,,,0.94,,,,29.19,,,,,,,,2.92,2.21,,,,,1.1,7.75,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,35.25,,2.2,20.8,5.4,3.2,9.8,11,31.42,11.1,,33.07,3.47,,0.4,3.65,2.17,0.99,102.26,192.59,24.29,0.15,0.04,,0.77,6.96,9.34,6.9,8.54,8.06,6.12,2.03,2.16,10.71,0.65,25.4,11.06,6.96,12.44,14.67,6.1,6.23,2.85,50.66,6.83,,,18.25,,23.83,2.1,12.58,12.03,2.46,2.3,,,,,9.09,1.63,0.42,,,7.04,10.23,1.75,0.69,4.93,0.7,10.77,64.69,18.64,17.03,,17.22,,6.38,11.21,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
