Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,,72.05,1.5,7.9,7.7,13.5,33.2,24.7,10.5,80.36,0.94,17.9,77.03,6.94,,1.08,0.68,147.29,2.68,117.28,52.11,73.54,1.51,0.41,,0.18,0.62,31,26.12,26.77,26.63,23.35,6.43,6.55,3.23,0.57,24.48,3.82,0.64,26.85,16.39,9.5,3.58,142.44,50.56,14.22,,,18.35,,19.42,6.97,35.07,28.77,2.4,6.5,,0.92,1.65,,26.38,5.57,1.31,,,22.22,32.39,2.07,2.22,24.27,2.04,11.42,62.86,15.64,21.32,,14.14,,2.2,50.1,,,10,33913792728.0,Medical Specialties,Health Technology
AA,,59.27,1.4,10.2,,,,,5.9,76.53,1.32,,65.65,1.01,,0.31,0.49,30.49,1.45,86.07,58.94,24.77,12.36,0.45,,,1.32,,40.84,,15.76,5.85,0.59,0.6,,0.3,,,1.32,69.03,,,,40.32,7,,,,,,,1.28,,,,0.51,,,,,,,,,,59.68,,,1.06,1.34,0.74,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,47.07,,10.4,,,,,27,32.62,,5.61,41.67,0.76,,0.34,0.19,14.65,0.62,20.89,20.46,14.17,12.45,,,,,13.07,13.07,35.37,10.98,6.82,0.77,0.81,7.65,,2.29,12.58,,5.32,,17.44,4.15,19.68,22.37,1.87,,,1.56,,7.6,,13.32,6.42,,0.19,,,,,7.4,,0.42,,,2.57,,,,,0.51,1.25,8.53,7.75,,,4.5,,30.47,9.83,,,8,8696254174.0,Airlines,Transportation
AAP,,68.71,3.6,,26,,,,8.9,77.26,63.71,1.22,73.13,1.33,,0.09,0.13,75.77,1.2,269.01,213.72,25.63,9.01,1.59,,2.7,2.98,57.02,17.67,179.76,20.49,11.35,0.69,0.7,1.75,0.21,0.39,0.97,1.31,20.14,10.63,14,1.34,196.14,40.37,1.5,,,0.39,,1.17,1.79,102.39,102.39,,0.41,,,,,105.21,4.69,0.35,,,15.83,,,0.68,4.82,0.29,0.36,2.68,1.95,1.68,,1.62,,,9.87,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,27.17,27.8,2.9,1.3,5.7,20.9,23.2,14.6,15.7,25.48,0.76,5.29,24.54,7.95,,0.55,0.68,172.79,1.07,11.88,92.38,21.56,0.81,1.46,,0.15,0.55,22,20.11,25,22.17,20.29,6.87,6.93,4.55,0.21,27.71,4.01,0.55,26.5,21.46,12.46,2.63,178.36,45.03,40.5,,,26.16,,30.76,36.06,26.91,26.91,1.59,7.06,,1.11,1.21,,25.46,6.57,1.77,,,23.32,26.93,1.47,2.01,36.06,1.02,29.33,279.4,57.36,159.97,,34.58,,3.84,40.74,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,12.48,40.4,,,9.7,8.1,22.2,18.4,8.5,36.81,7.69,8.69,38.48,0.62,,0.84,0.05,21.16,1.94,,145.67,6.48,6.84,1.43,,1.57,6.26,22.22,11.62,27.5,,,,6.59,4.5,0.4,23.98,8.21,6.34,,6.44,,,33.04,62.84,1.88,,,14.66,,27.6,1.08,25.19,25.19,10.95,3.65,,2.18,1.32,9.51,15.25,1.11,0.47,,,8.55,17.34,,0.98,1.09,1.94,2.15,576.18,4.53,5.34,,4.22,,3.36,27.48,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,16.28,60.74,,,7.8,9.6,49.1,7.4,3.8,50.64,5.47,16.8,56.87,2.08,,0.34,0.22,179.63,0.87,69.9,59.2,76.32,3.46,5.73,,0.67,3.35,42.78,21.11,16.43,14.41,13.82,6.66,6.67,2.34,0.08,40.62,6.95,3.46,16,26.31,32.5,0.85,137.61,62.42,6.09,,,8.95,,24.92,30.6,65.8,20.27,1.31,5.84,,0.91,0.47,,14.42,,1.34,,,13.97,24.73,0.98,1.51,,0.76,3.58,171.32,8.18,36.93,,9.52,,6.82,39.74,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,40.76,,8.7,,,,,,29.44,,,36.79,3.01,,6.39,9.83,4.96,7.33,,,330.79,,0.07,,,,,,,,,8.29,18.76,,0.77,,,,,,,,1.41,,,,,,,,1.25,,,,37.57,,,,,,,,3.4,2.7,,,,,1.47,7.32,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,46.78,,2.2,20.8,6.6,1,9.8,11,53.22,9.4,,48.84,3.3,,0.4,4.67,2.55,0.89,107.25,196.84,24.3,0.15,0.04,,0.77,5.92,10.9,7.93,10.12,8.88,6.7,2.2,2.35,9.17,0.6,23.91,9.54,5.92,13.76,12.67,,5.85,3.25,50.72,8.66,,,18.19,,23.51,2.55,13.78,13.08,2.91,2.58,,,,,10.83,1.95,0.45,,,8.2,12.5,,0.77,6.54,0.66,10.71,59.44,17.48,17.21,,17.68,,5.59,12.75,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,,48.3,,50.3,,28.2,37.8,,24,54.44,,,48.98,2.57,,0.02,0.01,210.52,1.06,37.87,13.72,8,5.3,1.69,,,,10.04,9.38,56.86,10.21,9.41,0.55,0.66,9.96,0.32,1.15,3.97,,6.47,31.66,13.9,11.75,241.05,18.62,6.47,,,4.07,,7.23,1.32,7.36,6.45,0.2,0.3,,0.21,2.31,,26.69,,1.02,,,14.32,83.48,0.26,0.49,,0.45,7.04,28.44,13.52,19.42,,10.24,,0.3,12.17,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABNB,24.76,65.95,,38.3,,,,,8,78.49,,0.18,69.95,6.04,,1.01,4.37,162.94,1.66,,30.09,8.04,1.03,0.28,,,,44.59,43.71,25.28,28.98,24.58,8.75,9.82,2.24,0.4,38.86,3.71,,35.67,,3.58,13,164.53,82.83,18.29,,,48.32,,15.31,12.73,22.54,22.54,,10.91,,,,,28.16,3.76,,,25.79,27.95,19.23,,,14.1,1.66,24.12,820.81,23.88,72.17,,67.71,,2.19,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,15.32,66.35,0.7,6.3,12.3,6.8,21.3,,5.8,70.33,3.21,9.14,67.96,5.4,,0.53,0.47,120.19,1.64,133.76,86.26,57.28,1.48,0.41,,0.49,1.72,29.89,20.7,43.14,23.57,20.46,5.2,5.44,3.35,0.53,12.61,2.43,1.82,26.16,15.91,0.9,1.81,106.8,55.19,10.17,,,14.27,,16.15,5.4,36.87,28.87,2.51,5.24,,1.06,2.15,,41.52,6.61,1.29,,,28.97,43.1,2.22,1.93,34.14,1.16,7.8,72.21,12.35,15.31,,10.58,,2.67,46.05,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,43.98,58.1,,6.9,,13.2,4.1,,5.9,59.99,0.24,11.02,59.16,3.25,,0.24,0.18,83.86,2.12,68.99,45.13,58.86,1.48,0.24,,0.07,0.24,20.44,11.94,79.62,,,1.81,1.98,4.89,0.65,2.49,1.41,0.24,24.28,22.85,,7.05,65.51,19.23,6.5,,,6.9,,7.92,1.75,25.72,30.15,1.49,1.77,,,,,70.93,2.26,,,,15.7,22.7,1.36,1.16,3.8,1.18,4.6,13.78,7.31,7.01,,5.02,,3.76,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
