Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,26.7,31.93,1.5,7.9,7.7,13.5,33.2,24.7,10.5,22.64,1.06,9.65,26.81,6.32,0.85,0.65,131.83,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.7,27.32,23.11,25.21,25.1,21.88,5.99,5.87,3.66,0.57,23.33,4,0.72,25.3,16.04,4.95,102.1,135.97,50.63,14.64,,18.84,,19.54,6.19,31.17,24.78,2.07,5.9,,0.79,1.58,,25.3,4.8,1.17,,,20.49,30.87,1.88,1.99,20.96,1.64,11.49,63.42,15.6,20.99,,14.11,,2.9,43.37,,,10,33913792728.0,Medical Specialties,Health Technology
AA,10.24,38.83,1.4,10.2,,,,,5.9,13.91,1.07,33.21,28.86,1.05,0.45,0.53,37.4,1.61,83.25,57.67,25.57,134.11,0.64,,,1.07,,420.81,,21.57,7.79,0.78,0.76,,0.28,,,1.07,308.39,,63.4,3.09,39.53,6.37,,,,,,1.68,,,,0.64,,,,,,,,,,206.66,,,1.69,1.76,0.93,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,28.19,,10.4,,,,,27,26.93,,4.11,25.34,0.66,0.33,0.21,11.44,0.58,20.92,21.48,13.98,14.34,,,,,14.02,14.02,,11.88,6.91,0.71,0.74,7.13,,,,,5.26,,46,4,18.54,21.59,1.73,,0.94,,6.83,,19.07,6.23,,0.15,,,,,,,0.33,,,2.9,,,,,0.48,0.76,7.26,6.75,,,3.98,,39.36,8.29,,,8,8696254174.0,Airlines,Transportation
AAP,7.75,36.99,3.6,,26,,,,8.9,34.96,33.78,18.24,35.99,1.3,0.09,0.11,64.17,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.58,72.4,17.84,15.51,19.41,10.64,0.65,0.65,1.38,0.21,4.18,12.32,1.58,17.46,6.18,116.65,1.3,163.69,39.77,1.15,,0.14,,0.85,1.49,93,93,,0.34,,,,,8.15,3.99,0.3,,,5.68,12.61,,0.56,3.86,0.29,0.13,1.96,1.42,0.62,,1.21,,,8.41,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,1.89,75.8,2.9,1.3,5.7,20.9,23.2,14.6,15.7,78.15,0.63,,77.69,9.77,0.54,0.64,216.67,1.04,11.92,90.05,21.43,0.8,1.41,,0.15,0.46,27.53,25.14,32.34,25.53,23.62,7.96,8.66,3.63,0.22,26.71,3.07,0.47,29.5,20.33,10.5,5,178.58,45.59,59.12,,26.31,,30.98,44.77,33.7,33.7,1.99,8.87,,1.39,1.58,,33.21,8.19,2.19,,,30.62,35.87,1.9,2.52,44.77,0.99,29.34,275.4,56.47,150.79,,34.62,,3.18,49.02,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,15.91,50.93,,,9.7,8.1,22.2,18.4,8.5,55.53,7.57,,52.06,0.64,0.98,0.06,21.54,2.06,,143.65,6.4,6.71,1.43,,1.49,6.16,21.65,11.49,24.01,,,,6.6,4.62,0.4,27.51,9.31,6.21,,8.06,,2.19,29.23,62.64,1.88,,15.46,,27.6,1.09,24.2,24.2,10.52,3.73,,2.1,1.17,9.49,13.43,1.09,0.47,,,8.59,16.73,,0.97,1.11,2.06,2.29,612.23,4.67,5.68,,4.28,,3.96,26.93,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,18.62,59.06,,,7.8,9.6,49.1,7.4,3.8,65.47,5.86,4.33,62.82,1.81,0.44,0.24,169.68,0.94,71.9,58.89,77.13,4,9.24,,0.55,3.59,35.87,19.11,16.15,13.84,13.36,6.41,6.5,2.79,0.05,40.24,7.31,3.69,15.12,24.37,6.21,3.88,141.92,62.28,5.83,,11.02,,24.96,37.37,50.35,15.48,1,5.52,,0.69,0.45,,13.74,,1.26,,,13.26,20.22,0.88,1.48,,0.83,4.34,199,9.56,52.94,,9.67,,5.11,36.97,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,26.19,,8.7,,,,,,6.9,,,17.96,2.16,6.66,9.48,3.06,7.76,,,342.96,,0.07,,,,,,,,,8.29,8.93,,0.77,,,,,,,,1.2,,,,,,,0.79,,,,24.69,,,,,,,,2.47,1.87,,,,,0.93,7.75,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,34.4,,2.2,20.8,5.4,3.2,9.8,11,37.31,11.5,,33.82,3.4,0.4,3.65,2.08,0.99,102.26,192.59,24.29,0.15,0.04,,0.77,7.24,8.31,6.13,8.28,8.12,6.17,1.94,1.92,12.03,0.65,25.4,12.55,7.24,11.92,14.89,6.1,6.19,2.98,50.66,6.83,,18.25,,23.83,2.02,11.12,10.67,2.18,2.22,,,,,8.72,1.56,0.4,,,6.77,9.79,1.68,0.66,4.73,0.7,10.77,64.69,18.64,17.03,,17.22,,6.57,10.95,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,9.53,47.85,,50.3,,28.2,37.8,,24,35.79,,3.69,43.6,2.69,0.01,0.01,235.75,1.06,41.41,16.44,4.01,5.01,1.53,,,,10.21,9.51,99.01,10.77,9.92,0.55,0.63,9.79,0.33,0.64,2.06,,7.96,31.46,,9.41,251.21,18.22,5.43,,3.68,,6.86,1.42,8.59,7.49,0.23,0.31,,0.24,4.27,,49.25,,1.08,,,15.25,127.94,0.3,0.52,,0.38,6.33,26.89,13.18,17.8,,9.59,,,12.95,,,10,4632090814.999999,Specialty Stores,Retail Trade
