Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABM,29.63,34.55,12.03,2.6,6.2,5.8,5.2,24.3,,,12.8,33.06,2.25,14.93,31.67,2.81,,0.05,0.04,51.12,1.33,,,56.48,4.47,0.82,,0.26,1.77,20.91,14.06,27.32,11.14,8.85,0.54,0.55,4.78,0.35,2,5.26,2.1,13.69,24.93,8.13,2.33,52.14,,2.5,,,0.98,,2.54,1.78,40.25,14.99,1.28,0.39,,0.78,1.68,,19.4,0.98,,0.98,,,14.31,60.54,0.81,0.9,,1.33,1.63,40.75,5.81,4.49,,3.02,,3.78,27.63,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,2.24,47.4,8.96,,38.3,,,,,322.31,8,46.67,,,46.78,4.58,,0.99,4.98,131.48,1.62,,33.1,6.78,0.96,0.27,,,,31.87,31.07,17.77,20.77,20.43,5.96,6.74,3.14,0.38,37.96,5.01,,29.79,,,10.76,168.16,83.07,22.92,,,16.96,,15.01,9.71,46.13,46.13,,7.91,,,,,20.85,0.78,4.68,,,17.79,20.85,34.95,,,10.7,1.62,7.98,839.68,21.23,22.05,,19.8,,4.2,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,6.34,50.17,2.79,0.7,6.3,12.3,6.8,6.7,,,5.8,62.77,3.62,13.19,53.68,5.19,,0.52,0.52,113.44,1.6,134.18,82.06,59.46,1.42,0.38,,0.48,1.94,27.66,19.24,31.39,21.68,17.11,4.52,4.94,3.62,0.54,15.74,3.3,2.08,22,11.39,8.87,6.44,109.15,55.55,11.5,,,13.99,,16.24,4.95,34.48,25.1,2.18,4.77,,1.35,1.58,,30.55,1.04,5,1.12,,,22.73,39.95,3.11,1.89,22.37,1.14,7.9,65.41,12.45,14.86,,10.65,,3.48,40.51,,,10,176555322492.0,Medical Specialties,Health Technology
ACAD,,49.83,9.78,,,,38.8,40.9,46.1,223.57,16.4,42.35,,4.86,46.96,3.18,,1.64,11.45,18.66,2.29,235.21,82.57,38.31,0.4,0.09,,,,22.61,20.37,12.52,15.51,19.12,2.48,2.73,4.42,0.59,21.82,6.53,,24.52,,,16.17,34.24,91.61,,,,13.83,,12.08,5.38,23.92,23.92,1.07,3.33,,,,,15.25,0.54,2.65,,18.66,7.97,15.25,23.27,,,6.57,2.11,15.57,203.67,21.17,27.32,,51.02,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,33.66,,,12.2,,,16.9,,,10.9,31.72,,,32.61,1.71,,0.13,0.04,40.77,1.07,18.46,542.09,44.04,3.16,0.66,,,,11.67,9,,9.02,7.12,1.63,1.83,8.57,0.52,,,,11.47,0.87,10.67,8.87,85.32,96.45,5.11,,,8.99,,17.48,1.23,13.37,11.63,,1.19,,,,,,0.48,1.67,0.56,,,28.2,,,1.23,5.39,1.06,5.05,19.42,10.06,9.78,,8.25,,,119.91,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,25.65,71.89,128.13,,100.9,,,,,,,79.53,,96.24,74.52,,,5.79,,,6.03,,,,,,,,,,,,,,87.97,,,,,,,,,25.03,,,,,,,,,,8.7,,,,,,,,,,,,,12.76,11.96,,,,,8.7,6.03,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,59.58,4.8,,18.8,33.9,6,,,132.17,4.2,71.1,2.42,,62.93,3.53,,0.04,0.02,19.66,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.42,14.52,5.99,32.17,12.63,6.55,0.31,0.32,6.89,0.11,0.99,6.9,3.04,8.63,16.33,,1.78,21.49,27.85,3.83,,,1.25,,2.28,3.77,11.5,7.86,0.58,0.14,,,,,14.55,0.91,,,,,4.24,14.43,1.24,0.83,,0.22,3.79,11.26,9.28,37.17,,6.52,,6.96,28.91,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,88.08,41.65,14.01,2.6,5.9,,7,21.8,,142.28,6.8,33.87,,46.36,37.96,3.6,,0.26,0.17,52.59,1.56,,21.51,50.45,2.07,0.77,,,,17.01,12.71,22.55,,13.95,3.64,3.89,5.88,0.43,17.25,5.06,,27.97,13.35,23.1,7.94,34.09,52.2,4.73,,,14.04,,22.14,4.15,24.81,22.67,1.89,3.5,,1.15,1.74,,20.24,1.54,,1.34,,,17.77,22.65,2.19,1.56,,1.56,6.9,262.89,15.7,17.86,,8.99,,3.51,53.66,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,38.67,,0.9,22.7,,62.7,72,31,57.41,34.8,40.18,,,39.3,6.45,,2.3,13.15,70.2,4.45,183.28,30.95,67.21,0.16,0.05,,,,6.57,6.21,9.87,,7.13,1.7,1.61,15.22,0.73,16.36,7.71,,14.26,25.45,,,111.66,44.28,44.08,,,20.65,,21.88,2.34,10.38,10.38,0.21,2.15,,,,,13.13,0.63,1.04,0.95,10.52,3,11.88,12.88,0.42,0.97,2.34,3.29,17.31,67.54,25.93,24.8,,28.79,,2.72,22.29,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,70.47,42.19,25.57,,,,2.6,0.1,,,,50.66,,79.76,42.39,8.75,,4.19,8.79,78.75,4.29,,,71.34,,0.14,,,,,,1015.37,,,39.11,23.35,,0.63,2.3,0.08,,,,,15.73,0.0,,,,,,,,8.8,,,,25.3,,,,,521.3,,,,14.56,13.91,159.66,,,,8.8,4.29,,,,,,,,0.32,,,,,1598748014.0,Biotechnology,Health Technology
ACM,26.6,37.43,13.7,2.5,,,13,17,11,,9.8,28.81,0.82,35.38,31.08,2.39,,0.25,0.52,106.3,1.13,,56.38,59.69,2.8,1.39,,0.19,0.82,17.47,14.58,22.3,14.25,12.71,2.03,0.98,5.72,0.18,4.4,5.03,0.97,20.86,10.25,11.48,4.13,102.24,6.73,4.98,,,2.5,,5.74,6.45,35.91,23.52,2.42,0.9,,,,,20.31,1.04,,1.88,,,17.38,43.41,3.87,1.89,,1.13,3.46,112.49,16.41,18.05,,11.41,,3.43,156.32,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,4.17,47.12,1.43,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,41.08,2.66,18.94,45.31,6.83,,0.48,1.02,348.82,1.47,,20.16,70.39,0.7,0.28,,0.44,1.51,21.83,19.07,24.38,20.65,16.87,3.22,3.33,4.58,0.49,13.65,4.15,1.68,27.34,12.44,8.87,7.03,334.96,32.45,133.92,,,11.41,,15.04,7.47,29.26,28.41,3.05,3.37,,1.37,1.07,,24.45,1.04,7.02,1.17,,,22.96,34.29,3.24,1.7,39.06,1.47,13.88,245.06,27.33,27.23,,19.83,,1.95,37.39,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,55.61,53.53,18.46,,,,,,,,30.6,55.73,,28.94,53.58,3.71,,0.68,2.5,20.94,1.51,,452.01,118.12,,0.25,,,,,,404.96,,,4.44,5.79,,0.44,1.43,0.24,,548.37,,,28.48,18.99,51.48,,,,,,,7.67,,,,5.76,,,,,427.36,1.1,,,,56.59,82.43,,,,30.79,1.51,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,32.71,2.05,2.5,0.9,,8.8,13.9,6.9,48.68,13.3,28.74,,,29.16,10.58,,0.75,1.3,441.0,1.07,,51.08,33.15,0.76,0.43,,,,27.31,24.37,24.63,18.02,16.71,8.26,9.02,3.66,0.47,36.61,4.06,,21.61,18.44,12.13,9.76,569.41,89.04,45.8,,,25.85,,36,13.76,35.56,23.94,1.47,9.2,,0.77,0.8,,25.08,0.77,19.65,0.72,,,24.52,32.96,1.58,1.86,361.48,1.07,18.71,304.83,35.09,36.84,,23.74,,4,52.88,,,10,241068062221.0,Packaged Software,Technology Services
ADC,18.88,33.77,0.29,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,31.22,5.92,22.11,31.33,1.7,,0.08,0.01,69.74,0.74,,573.52,54.1,5.08,0.51,,1.67,4.32,35.35,19.91,23.91,30.57,18.42,15.98,17.46,2.83,0.65,73.03,5.79,4.37,37.62,12.03,2.92,11.75,74.25,87.94,2.87,,,31.62,,48.86,1.41,38.53,39.11,6.31,11.72,,3.39,1.26,16.5,16.05,0.94,1.71,0.93,,,16.05,,5.92,0.99,1.69,0.74,2.41,,3.83,3.64,,3.69,,,31,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,,57.37,6.65,,,,,,,13.28,,49.58,0.26,12,55.7,2.08,,1.25,0.17,13.73,3.42,,,38.31,2.94,1.41,,0.19,1.44,19.76,10.87,15.13,,,5.05,5.74,5.06,0.35,37.93,8.69,1.44,9.75,12.03,,,9.69,,1.91,,,12.01,,30.96,3.97,38.14,12.83,4.14,4.53,,,,,11.88,1.42,,2.17,,,10.76,16.22,,0.7,,3.42,3.78,475.57,9.9,11.55,,10.09,,8.96,105.62,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,15.26,50.78,,1.9,,10.4,9.3,16.8,1.7,,1.2,59.64,3.05,,53.75,5.54,,0.79,0.31,211.35,1.84,136.23,40.16,47.5,1.82,0.22,,0.89,1.77,52.74,26.34,35.47,30.36,22.98,10.77,11.75,1.9,0.73,33.12,2.98,1.77,29.74,16.95,20.61,10.88,153.71,57.08,6.42,,,17.35,,21.96,2.98,64.24,52.02,4.77,11.2,,2.71,1.79,,33.78,1.37,,1.61,,,27.42,35.19,3.72,1.72,,1.35,3.37,46.57,4.62,4.63,,4.23,,1.47,48.81,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,39.58,,2.6,9.4,7.7,25.1,24.8,,89.18,15,42.31,5.2,,39.65,3.1,,0.04,0.07,50.22,1.4,50.57,24.48,21.74,2.74,0.52,,0.39,3.96,11.62,8.45,9.93,13.47,9.41,0.42,0.4,8.61,0.42,4.05,14.68,3.96,10.84,23.28,,,78.67,7.08,3.58,,,2.07,,2.85,1.09,14.27,10.17,0.56,0.29,,,,,7.37,0.64,0.85,0.72,,,5.13,6.91,0.53,1.31,1.6,0.84,3.34,14.4,8.6,7.7,,4.13,,16.97,11.01,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,36.56,,3.5,,,,,,,4.5,42.28,,,36.3,1.73,,0.26,0.39,16.75,1.11,21.21,66.18,45.49,3.67,1.13,,,,10.25,5.06,11.99,7.57,4.13,0.21,0.23,9.76,0.23,1.89,19.49,,8.53,26.61,29.98,,37.57,6.32,2.09,,,0.12,,2.72,0.67,72.83,9.11,0.47,0.11,,,,,5.35,0.45,,,,,2.77,8.34,0.44,0.5,,0.9,0.19,23.38,5.76,0.85,,4.79,,22.54,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,31.11,47.32,7.93,1.2,,13.8,15.3,15.1,13,13.01,9,52.13,3.39,29.33,47.23,3.05,,0.19,0.79,289.65,1.01,,3.27,65.98,1.56,1.75,,0.59,1.94,22.36,20.27,29.73,22.62,20.89,5.94,6.57,4.47,0.11,22.11,3.46,2.1,29.1,14.92,8.76,7.46,273.56,42.56,9.92,,,20.87,,21.92,22.08,30.91,30.72,2.54,6.47,,1.51,1.66,,29.21,1.06,9.89,1.26,,,25.54,41.96,2.45,2.93,71.52,1.01,7.01,518.83,59.25,86.24,,6.18,,1.85,43.49,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,26.71,46.54,9.8,0.9,25.4,,21.7,23.3,,,14.2,41.23,,19.68,43.8,5.76,,0.38,0.66,293.32,0.65,,102.91,35.66,1.75,0.99,,,,49.55,43.8,51.49,32.46,30.25,9.38,10.83,2.02,0.26,21.04,1.98,,31.8,22.31,11.65,11.74,262.13,90.71,,,,18.3,,21.86,24.16,58.2,35.43,0.65,10.71,,,,,50.7,1.12,,0.99,,,47.04,99.65,1.42,2.82,,0.65,11.12,392,23.35,51.52,,9.86,,0.7,218.9,,,6,45606470933.0,Packaged Software,Technology Services
ADT,8.84,38.04,7.31,,3.7,,,,,,,48.35,3.18,3.39,38.16,0.4,,0.08,0.01,6.98,0.81,70.1,85.15,27.53,4.22,1.98,,0.38,3.18,28.42,7.53,12.47,,5.15,2.73,2.67,3.52,0.24,21.42,17.77,3.18,8.61,8.68,26.47,2.59,6.61,78.76,1.95,,,17.19,,20.04,1.63,7.27,13.4,,1.27,,,,,5.97,1.06,,,,,3.57,4.79,,0.56,,0.64,5.45,14.81,3.29,24.01,,10.07,,36.54,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,32.03,54.27,,,9.9,,22.2,30.1,,18.33,10.6,47.63,,5.52,54.13,8.55,,1.41,4.48,124.26,2.11,,11.17,35.23,0.41,0.05,,,,19.62,17.35,16.61,13.5,12.13,1.44,1.85,5.1,0.82,11.15,5.61,,20.93,23.67,13.89,13.9,100.07,32.28,12.12,,,6.5,,9.15,2.38,28.43,23.99,1.28,1.86,,0.99,0.54,,16.77,1.24,3.49,1.2,128.1,17.68,15.54,19.3,1.23,1.23,11.41,2.11,6.89,155.12,11.61,9.24,,9.02,,2.93,50.51,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,25.51,48.85,6.27,,6.5,8,7.3,6.3,10.2,5.28,6.9,53.18,4.14,29.9,49.25,0.89,,,,88.99,0.63,73.28,83.66,27.63,5.15,1.54,,0.61,2.99,21.49,11.9,,19.13,11.01,5.03,5.78,4.65,0.27,,,2.99,18.03,1.23,7.85,3.97,83.19,49.45,2.94,,,15.52,,25.95,2.01,20.94,20.73,3.77,3.27,,1.51,,,,1.07,1.38,1.24,,,9.53,,2.99,,2.08,0.41,2.73,5.71,5.17,9.9,,3.91,,,22.47,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,69.22,3.25,,99.7,,,,,52.85,46.7,82.94,,18.58,75.26,13.7,,2.45,5.64,16.55,6.03,461.76,71.29,51.67,0.87,0.06,,,,75.41,59.64,,,,,7.86,1.33,0.84,,,,55.17,,,24.38,21.62,50.48,,,,49.64,,10.43,4,16.89,15.18,,8.28,,,,,,0.77,1.81,3.14,33.78,7.04,2758.31,27.7,,4.77,4.88,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,11.73,49.11,16.7,0.9,13,,,,,,6.1,44.46,0.35,11.31,46.85,4.5,,2.25,0.99,115.34,4.62,139.39,54.35,65.57,5.33,0.57,,0.11,0.35,78.37,35.1,59.1,,12.08,2.76,2.96,1.28,0.53,5.01,1.7,0.35,23.05,15.14,,,85.18,35.16,2.31,,,2.91,,4.34,3.73,101.18,31.6,2.36,2.95,,1.62,3.83,,58.47,1.35,2.91,1.03,,13.7,32.83,90.19,2.49,1.78,6.03,3.32,1.74,8.27,2.59,3.75,,8.16,,,40.9,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,53.32,40.42,1.56,,20.5,20.8,11.4,7.9,4,4.55,3.1,34.2,8.38,26.19,36.94,3.28,,0.59,0.61,81.99,1.75,111.46,54.12,0.39,0.48,0.08,,0.47,1.97,21.92,12,22.66,11.1,7.55,4.2,5.11,4.56,0.69,23.84,4.52,1.97,16.52,11.57,28.22,14.4,64.51,40.9,27.86,,,13.05,,34.15,2.13,41,23.85,0.94,5.54,,,,,23.34,1.27,1.73,1.26,,,12.21,26.87,2.73,1.95,2.67,0.83,3.5,8.35,6.58,5.13,,5.69,,2.57,53.94,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,,36.75,,,10.5,45.5,,,66.4,90.5,5.8,30.68,2.57,2.94,34.08,3.73,,0.19,0.12,17.13,1.57,78.76,29.59,15.73,2.12,0.8,,0.3,2.95,10.26,6.75,23.06,9.29,6.37,0.8,0.82,9.75,0.47,3.56,5.84,2.95,9.41,1.61,10.05,3.02,17.91,38.95,,,,4.28,,8,1.88,14.64,10.38,,0.62,,,,,17.35,0.96,1.01,0.77,,,8.61,46.79,,1.12,2.23,0.63,6.46,18.28,15.69,13.34,,11.06,,8.19,14.77,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,18.08,40,,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,48.54,5.16,12.1,41.05,0.87,,0.04,0.01,91.94,0.57,84.7,104.49,18.81,5.79,1.66,,0.71,3.89,21.62,12.17,,16.68,10.59,4.2,4.74,4.63,0.27,,,4.05,15.64,0.94,13,4.64,94.38,61.23,2.17,,,13.46,,20.61,1.84,18.54,18.46,3.36,2.48,,,,,,0.97,1.23,1.06,,,7.61,,,10.82,1.84,0.41,2.7,5.48,4.94,10.22,,4.35,,0.78,19.56,,,10,41234689544.0,Electric Utilities,Utilities
AER,35.98,48.85,5.72,,6.4,,,5.5,,3.17,,54.75,0.78,4.48,49.86,0.74,,2.25,0.08,96.37,4.5,5.24,57.13,3.06,10.49,2.89,,0.05,0.78,30.47,13.61,,15.95,9.39,7.73,8.04,3.28,0.23,,,1.03,7.96,,12.74,2.68,85.79,32.61,,,,32.41,,26.37,1.09,7.78,9.89,,2.44,,,,,,1.12,0.75,1.43,,,3.42,7.38,,1.61,1.28,4.45,3.53,3.38,2.94,15.15,,2.69,,11.8,15.03,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,38.92,,,,5,,6.9,,,7.2,37.07,6.71,,39.47,0.42,,0.16,0.07,13.05,0.85,25.49,94.7,48.4,11.13,8.95,,0.3,5.26,28.69,15.48,,9.76,6.66,2.09,3.34,3.49,0.07,,,5.29,6.36,,6.76,2.74,21.41,19.44,1.43,,,8.34,,17.25,2.82,9.06,5.63,,0.77,,,,,,0.61,1.51,0.79,,,3.88,,,,9.13,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,32.68,,,,5,,6.9,,,7.2,31.63,,,32.95,0.42,,0.16,0.07,62.61,0.85,25.49,94.7,48.4,11.13,8.95,,,,28.69,15.48,,,,,3.34,3.49,0.07,,,,6.72,,6.76,2.74,0.0,19.44,1.43,,,8.34,,17.25,2.78,8.94,5.55,,0.75,,,,,,,,,,,3.84,,,,,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
