Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,27.27,33.35,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,18.66,1.1,,28.47,5.79,,0.74,0.61,127.07,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.73,23.72,20.56,27.22,23.14,20.23,5.65,5.94,4.22,0.54,21.81,3.88,0.73,22.49,15.88,4.77,2.33,134.18,54.39,17.3,,,21.75,,22.9,6.19,26.36,24.39,2.03,5.73,,0.78,1.64,,26.26,5.06,1.13,,,20.85,26.26,1.88,1.95,23.62,1.37,13.03,74.15,18.1,23.78,,16.15,,3.41,40.99,,,10,33913792728.0,Medical Specialties,Health Technology
AA,53.25,59.6,1.4,10.2,,,,,75.95,5.9,63.73,0.93,3.15,60.13,1.42,,0.38,0.45,44.02,1.41,78.33,59.38,26.65,4.45,0.56,,,0.93,943.6,18.61,,6.69,4.87,1.06,1.11,0.11,0.36,,,0.93,13.8,,,4.06,33.81,11.35,1.6,,,,,2.02,2.17,,,,0.72,,,,,,,,,,19.91,,,1.72,2.24,0.8,,0.18,0.12,,,6.28,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,66.55,,10.4,,,,,597.78,27,71.3,,,67.49,0.68,,0.33,0.22,14.39,0.57,21.4,22.29,13.62,16.51,,,,,16.89,16.89,,6.24,4.58,0.7,0.75,5.92,,,,,7.11,,,4,15.94,20.34,1.4,,,0.51,,5.17,,43.61,13.24,,0.18,,,,,,,0.46,,,4.17,,,,,0.47,0.43,6.13,5.96,,,2.95,,29.51,12.51,,,8,8696254174.0,Airlines,Transportation
AAON,74.07,67.6,,26.3,8.1,29.5,31.8,,20.3,29.5,62.97,0.36,46.39,66.81,31.08,,,,133.46,3.06,92.39,12.1,42.3,0.24,0.09,,0.14,0.24,44.65,36.02,105.75,,,,9.01,2.24,0.77,8.52,0.95,0.24,45.32,20.39,19.72,15.07,79.7,35.65,94.37,,,15.78,,20.14,13.6,58.79,58.79,2.34,9.2,,3.19,9.39,,108.31,6.66,1.8,,55.84,45.85,69.88,2.35,9.05,17,1.79,19.56,38.79,29.01,25.52,,21.87,,0.48,117.07,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,45.08,3.6,,26,,,,,8.9,36.6,56.44,,43.79,1.72,,0.09,0.12,37.69,1.23,263.29,213.8,26.93,11.12,1.52,,100,2.64,130.36,16.67,16.87,25.22,10.08,0.53,0.53,0.77,0.21,1.77,15.67,2.64,14.06,6.32,80.39,,146.96,39.48,0.41,,,,,0.3,0.86,3769,3769,,0.21,,,,,6.39,19.04,0.18,,,4.17,13.61,,0.33,2.16,0.3,,0.91,0.64,,,0.32,,,5.03,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,24.38,46.17,2.7,,4.9,6.2,6.4,8.6,,5.4,44.87,0.56,23.26,45.02,8.76,,0.37,0.61,225.0,0.87,11.29,98.23,24.41,0.79,1.87,,0.15,0.43,28.33,25.93,32.09,26.4,24.34,8.36,8.93,3.53,0.16,27.83,3.2,0.44,30.43,18.27,11.57,6.93,187.56,46.21,,,,23.97,,31.51,59.68,37.01,33.33,2.1,8.87,,1.4,1.56,,31.87,9.41,1.95,,,29.31,34.19,2.12,2.48,59.68,0.83,26.93,278.63,59.87,140.28,,32.51,,3.34,48.81,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,39.58,45.48,,,9.7,8.1,22.2,18.4,28.45,8.5,28.32,6.08,22.86,40.1,0.78,,4.87,0.25,27.0,5.78,,148.94,6.31,7.97,1.8,,1.38,4.95,22.81,12.18,24.03,,,,7.13,4.38,0.35,29.66,8.24,4.97,37.5,9.04,,2.94,26.71,63.33,1.92,,,16.36,,28.14,1.39,27.84,27.84,12.1,4.5,,2.41,1.32,11.26,15.21,1.32,0.59,,,10.04,18.5,,1.19,1.41,5.78,2.43,683.81,4.81,6.24,,4.5,,,32.93,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,39.43,22.5,,,7.8,9.6,1.7,7.4,21.19,3.8,6.99,6.19,17.14,16.06,1.75,,0.17,0.1,164.99,0.65,84.15,73.91,75.86,3.9,11.78,,0.57,3.79,36.85,19.95,23.27,13.27,12.8,6.16,6.55,2.71,0.04,28.13,5.36,4.01,13.61,16.8,7.57,5.47,149.8,67.21,5.43,,,9.22,,26.13,48.38,57.29,15.35,0.99,5.35,,0.56,0.62,,19.07,,1.2,,,18.07,33.66,1.52,1.48,,0.54,3.63,196.81,9.75,59.19,,8.83,,1.79,35.33,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,45.91,,8.7,,,,,,,34.98,,,42.46,1.92,,8.08,9.01,2.65,9.34,,,376.42,,0.07,,,,,,,,,8.29,7.39,,0.77,,,,,,,,1.04,,,,,,,,0.73,,,,24.37,,,,,,,,2.39,1.83,,,,,0.8,9.34,,,,,,,,1.03,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,43.63,,2.2,20.8,5.4,3.2,9.8,60.73,11,47.6,10.87,,44.51,3.67,,0.59,6.19,2.21,1.2,93.05,189.94,25.24,0.13,0.03,,0.85,6.84,8.29,6.22,8.79,8.31,6.37,2.02,2,12.06,0.67,25.25,11.52,6.84,11.76,15.94,4.12,6.42,2.75,50.98,7.91,,,16.92,,23.87,2.03,12.85,12.56,2.56,2.43,,,,,9.69,1.66,0.46,,,7.66,10.37,1.69,0.71,4.42,0.9,10.03,70.19,19.21,15.52,,15.33,,6.12,12.28,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,1.39,62.13,,50.3,,28.2,37.8,,8.08,24,55.2,,,61.97,2.79,,0.03,0.01,258.18,1.2,48.06,16.14,4.32,6.36,1.52,,,,13.93,12.66,39.01,11.88,10.83,0.57,0.62,7.18,0.33,1.58,5.15,,9.42,30.16,,6.34,261.87,17.41,3.89,,,2.16,,5.9,1.5,14.61,9.59,0.3,0.32,,0.31,1.69,,19.54,,1.1,,,10.32,87.44,0.38,0.53,,0.41,3.64,17.42,9.79,10.8,,7.97,,,13.7,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABT,18.42,50.4,0.7,6.3,12.3,6.8,6.7,,,5.8,48.66,3.55,10.96,49.4,5.25,,0.52,0.52,115.9,1.6,134.18,82.06,59.46,1.42,0.38,,0.48,1.9,28.08,19.53,31.87,22.06,17.42,4.59,5.02,3.56,0.54,15.74,3.23,1.9,22.45,11.34,8.9,6.48,108.18,55.55,11.5,,,13.99,,16.24,5.05,35.23,25.64,2.23,4.93,,1.38,1.62,,31.23,5.11,1.14,,,23.23,40.78,3.18,1.93,22.86,1.14,7.9,65.41,12.45,14.86,,10.65,,3.4,41.39,,,10,176555322492.0,Medical Specialties,Health Technology
ACHC,,18.15,,12.2,,,16.9,,,10.9,9.5,,,14.62,1.71,,0.13,0.04,37.82,1.07,18.46,542.09,44.04,3.16,0.66,,,,11.38,8.78,,8.97,7.09,1.6,1.79,8.79,0.52,,,,10.31,0.88,11.97,9.07,85.15,96.45,5.11,,,8.99,,17.48,1.14,12.4,10.78,,1.17,,,,,,1.55,0.52,,,27.61,,,1.14,5,1.06,5.05,19.42,10.06,9.78,,8.25,,,111.24,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACIW,102.03,55.49,2.6,5.9,,7,21.8,,142.28,6.8,44.11,,43.37,52.88,3.71,,0.26,0.17,54.29,1.56,,21.51,50.45,2.07,0.77,,,,17.89,13.36,23.71,,14.67,3.82,4.09,5.59,0.43,17.25,4.9,,26.69,13.18,34.45,7.88,34.16,52.2,4.73,,,14.04,,22.14,4.28,25.61,23.4,1.95,3.62,,1.19,1.8,,20.92,,1.39,,,18.32,23.37,2.26,1.61,,1.56,6.9,262.89,15.7,17.86,,8.99,,3.31,55.4,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,20.82,0.9,22.7,,62.7,72,31,57.41,34.8,7.46,,,14.54,6.93,,2.3,13.15,73.22,4.45,183.28,30.95,67.21,0.16,0.05,,,,7.67,7.26,11.53,,7.62,1.82,1.89,13.04,0.73,16.36,7.39,,14.03,24.83,,,114.68,44.28,44.08,,,20.65,,21.88,2.44,10.83,10.83,0.22,2.23,,,,,13.67,1.08,0.99,10.98,3.13,12.45,13.42,0.43,1.01,2.44,3.29,17.31,67.54,25.93,24.8,,28.79,,2.4,23.24,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,79.86,46.33,,,,2.6,0.1,,,,28.96,,73.84,40.59,10.87,,4.19,8.79,87.83,4.29,,,71.34,,0.14,,,,,,1292.91,,,49.8,29.73,,0.63,2.3,0.08,,,,,9.69,0.0,,,,,,,,9.81,,,,30.75,,,,,,,,16.23,15.52,,,,,9.81,4.29,,,,,,,,0.26,,,,,1598748014.0,Biotechnology,Health Technology
ACM,21.93,47.74,4.6,,,0.1,22.9,46.8,,7.7,31.13,0.82,16.6,42.02,2.37,,0.26,0.55,106.93,1.13,,55.01,59.44,3.29,1.31,,0.21,0.82,21.31,17.16,22.61,14.48,12.86,2.02,0.99,4.69,0.19,4.4,4.86,0.82,21.44,7.99,13.78,7.62,99.18,6.58,4.87,,,1.61,,5.59,6.31,57.49,26.63,9.51,0.93,,,,,21.39,,2.01,,,18.27,27.87,,1.99,,1.13,2.22,88.12,13.4,11.18,,10.64,,3.33,167.08,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,13.26,46.83,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,40.34,2.66,19.49,44.63,7.43,,0.26,1.22,353.57,1.1,,20.51,69.84,0.37,0.15,,0.43,1.51,23.09,20.14,26.16,21.17,17.24,3.29,3.47,4.33,0.51,13.27,3.9,1.69,27.57,13.17,8.98,7.11,330.16,32.61,162.73,,,11.19,,14.79,7.82,30.93,29.56,3.18,3.5,,1.43,1.14,,26.08,8.25,1.23,,,24.58,37.58,3.1,1.71,51.84,1.1,13.75,236.59,27.79,26.8,,19.63,,2.6,38.31,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,19.97,63.84,,,,,,,,30.6,69.34,,,67.39,3.43,,0.68,2.5,20.72,1.51,,452.01,118.12,,0.25,,,,,,373.86,,,4.17,5.34,,0.44,1.43,0.25,,542.79,,,29.41,18.38,51.48,,,,,,,7.59,,,,5.74,,,,,427.02,,,,56,82.4,,,,30.47,1.51,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,49.7,1.7,9.4,,17.7,16.7,11.4,,16.8,42.79,,4.67,49.26,12.4,,0.78,1.24,503.37,1.11,,49.25,33.27,0.78,0.42,,,,33.62,29.89,35.39,21.05,19.67,9.74,11.07,2.97,0.49,31.27,2.96,,24.49,19.17,13.41,10.8,580.89,88.66,51.2,,,25.59,,35.93,15.4,42.51,28.15,1.32,10.91,,0.9,1.11,,34.81,17.92,0.85,,,33.83,49.51,1.7,2.24,256.82,1.11,18.17,291.22,33.73,34.74,,22.82,,2.92,63.16,,,10,241068062221.0,Packaged Software,Technology Services
ADC,29.19,55.99,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,59.21,5.33,25.17,57.6,1.82,,0.08,0.01,75.97,0.74,,573.52,54.1,5.08,0.51,,1.67,3.89,37.23,20.97,25.18,31.87,19.51,16.88,18.39,2.69,0.65,73.03,5.32,3.96,41.72,11.66,1.72,11.36,74.49,87.94,2.87,,,31.62,,48.86,1.54,41.97,42.61,6.87,12.77,,3.69,1.37,18.01,17.5,1.87,1.01,,,17.5,,6.44,1.08,1.84,0.74,2.41,,3.83,3.64,,3.69,,,34.07,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,22.97,43.78,,,,,,,13.28,,37.43,0.31,3.27,41.25,1.86,,1.25,0.17,11.6,3.42,,,38.31,2.94,1.41,,0.19,1.72,17.23,9.47,13.19,,,4.62,5,5.8,0.35,37.93,10.29,1.72,8.5,15.16,,,9.29,,1.91,,,12.01,,30.96,3.35,32.22,10.84,3.5,3.83,,,,,10.05,,1.8,,,9.08,13.69,,0.6,,3.42,3.78,475.57,9.9,11.55,,10.09,,10.68,89.23,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,24.94,32.2,,30.2,11.6,25.1,26.1,12.4,8.32,17.3,15.37,3.04,4.69,25.5,5.4,,0.79,0.31,206.35,1.69,139.48,41.5,48.27,1.9,0.23,,0.81,1.72,51.75,26.02,37.64,27.04,21.1,10.47,11.44,1.93,0.72,30.39,2.88,1.74,27.38,17.74,11.69,,151.66,57.85,7.22,,,17.07,,23.16,2.91,61.97,46.87,3.84,10.6,,2.58,1.73,,34.97,,1.55,,,25.84,32.6,3.16,1.69,,1.24,3.39,48.07,4.69,4.66,,4.47,,1.86,48.44,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,42.32,2.6,9.4,7.7,25.1,24.8,,89.18,15,57.46,4.87,,46.17,3.2,,0.04,0.06,53.35,1.44,50.79,24.24,21.73,2.36,0.54,,0.35,3.71,9.24,7.21,11.47,13.81,9.61,0.42,0.41,10.82,0.42,3.56,12.38,3.81,10.61,22.58,,,79.69,7.44,4.48,,,2.93,,3.39,1.15,10.67,9.76,0.53,0.31,,,,,8.89,0.85,0.77,,,5.93,7.69,0.44,1.55,1.68,0.88,4.77,18.59,10.96,10.87,,5.18,,18.86,11.38,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
