Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,28.25,38.04,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,23.9,1.03,5.55,31.64,6.08,0.74,0.61,136.76,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.68,25.24,21.88,28.96,24.63,21.53,6.01,6.32,3.96,0.54,21.81,3.61,0.68,24.22,15.7,4.79,2.34,133.85,54.39,17.3,,21.75,,22.9,6.66,28.37,26.25,2.19,6.16,,0.84,1.76,,28.24,5.45,1.22,,,22.37,28.24,2.03,2.1,25.42,1.37,13.03,74.15,18.1,23.78,,16.15,,3.22,44.12,,,10,33913792728.0,Medical Specialties,Health Technology
AA,40.9,62.64,1.4,10.2,,,,,75.95,5.9,59.96,0.97,,62.41,1.43,0.38,0.45,41.52,1.41,78.33,59.38,26.65,4.45,0.56,,,0.97,953.49,18.81,,7.04,5.07,1.08,1.13,0.1,0.36,,,0.97,13.76,,,3.98,34.89,11.35,1.6,,,,2.02,2.04,,,,0.72,,,,,,,,,,20.09,,,1.62,2.04,0.8,,0.18,0.12,,,6.28,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,71.64,,10.4,,,,,597.78,27,78.23,,,75.35,0.67,0.34,0.21,12.97,0.6,20.92,21.96,14.01,19.76,,,,,19.84,19.84,,10.62,6.33,0.7,0.74,5.04,,,,,6.59,,,4.04,16.41,20.23,1.4,,,,5.34,,,13.41,,0.17,,,,,,,0.39,,,4.2,,,,,0.5,,5.17,4.89,,,12.18,,36.37,9.68,,,8,8696254174.0,Airlines,Transportation
AAON,95.69,64.36,,26.3,8.1,29.5,31.8,,20.3,29.5,47.88,0.44,21.82,59.11,22.94,,,109.81,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.29,36.84,30.2,87.36,,,,7.5,2.71,0.73,8.59,1.15,0.29,39.79,20.45,16.31,10.76,78.96,36.27,88.05,,15.61,,20.32,12,49.46,49.46,1.97,7.69,,2.69,7.77,,89.59,5.79,1.51,,58.1,40.52,63.22,1.98,8.07,15.25,1.7,19.5,39.13,29.71,25.86,,21.83,,0.49,100.74,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,51.53,3.6,,26,,,,,8.9,74.47,52.59,,61.05,1.72,0.09,0.12,40.98,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.46,128.56,16.44,16.64,21.93,9.9,0.52,0.52,0.78,0.21,3.13,14.41,2.46,14.87,6.84,83.71,,147.23,39.48,0.41,,,,0.3,0.94,4098,4098,,0.21,,,,,6.94,20.7,0.19,,,4.52,14.83,,0.36,2.35,0.3,,0.91,0.64,,,0.32,,,5.47,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,32,63.41,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,75.57,0.58,38.3,67.64,10.43,0.47,0.61,236.48,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.42,29.14,26.73,34.62,26.98,24.73,8.48,9.37,3.43,0.2,27.06,2.9,0.43,31.62,19.76,11.13,6.1,185.73,45.96,120.35,,26.44,,31.27,53.99,35.99,35.99,2.13,9.59,,1.49,1.67,,35.15,9.29,2.2,,,32.44,37.86,2.07,2.67,53.99,0.91,29.81,269.91,59,151.08,,35.41,,3.13,52.09,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,49.83,58.01,,,9.7,8.1,22.2,18.4,28.45,8.5,53.02,5.91,28.35,57.78,0.76,0.99,0.07,27.52,1.84,,145.05,6.23,6.69,1.44,,1.49,4.81,24.53,12.95,23.77,,,,7.45,4.08,0.4,31.33,8.32,4.83,38.76,7.93,,2.87,27.1,62.62,1.87,,15.39,,27.37,1.41,30.92,30.92,13.44,4.76,,2.68,1.31,12.05,15.09,1.4,0.61,,,10.25,20.62,,1.23,1.43,1.84,2.29,628.91,4.67,5.7,,4.27,,3.59,33.98,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,32.31,33.24,,,7.8,9.6,49.1,7.4,26.06,3.8,16.04,5.42,16.26,25.46,1.99,0.31,0.19,186.54,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.32,40.86,21.62,21.99,14.37,13.99,6.69,7.11,2.45,0.05,32.33,5.4,3.32,15.45,20.29,7.09,4.98,146.89,62.76,5.48,,9.71,,24.95,48.58,62.18,17.43,1.12,6.03,,0.78,0.61,,18.57,,1.37,,,17.72,31.35,1.21,1.67,,0.71,3.83,192.43,9.41,53.28,,9.12,,3.02,40.46,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,58.05,,8.7,,,,,,,64.65,,,61.73,2.08,9.52,9.3,2.77,10.96,,,406.96,,0.07,,,,,,,,,8.29,7.48,,0.79,,,,,,,32.02,1.06,,,,,,,0.73,,,,24.28,,,,,,,,2.22,1.73,,,,,0.83,10.96,,,,,,,,0.64,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,42.66,,2.2,20.8,5.4,3.2,9.8,60.73,11,35,10.5,0.44,38.54,3.7,0.44,4.44,2.29,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.61,8.81,6.59,9.37,8.74,6.71,2.13,2.11,11.35,0.66,25.65,11.38,6.61,12.51,14.58,4.99,6.78,2.64,50.83,7.5,,17.86,,24.06,2.14,12.58,12.05,2.46,2.55,,,,,10.05,1.72,0.47,,,7.9,11.2,1.82,0.75,4.87,0.79,10.57,68.13,19.18,16.5,,16.25,,5.99,12.72,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
