Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,23.65,32.91,1.5,7.9,7.7,13.5,33.2,24.7,10.5,25.28,1.09,10.48,28.21,6.35,0.85,0.65,129.85,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.72,27.51,23.27,25.34,25.24,22,6.02,5.91,3.64,0.57,23.33,4.06,0.73,24.84,16.02,4.95,102.1,136.0,50.63,14.64,,18.84,,19.54,6.09,30.7,24.41,2.03,5.77,,0.78,1.55,,24.86,4.73,1.15,,,20.19,30.4,1.85,1.96,20.64,1.64,11.49,63.42,15.6,20.99,,14.11,,2.87,42.71,,,10,33913792728.0,Medical Specialties,Health Technology
AA,9.43,41.05,1.4,10.2,,,,,5.9,16.55,1.06,54.52,31.55,1.06,0.45,0.53,37.9,1.61,83.25,57.67,25.57,134.11,0.64,,,1.06,,426.86,,21.88,7.9,0.79,0.77,,0.28,,,1.06,340.89,,63.4,3.09,39.49,6.37,,,,,,1.7,,,,0.66,,,,,,,,,,212.42,,,1.71,1.79,0.93,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,29.76,,10.4,,,,,27,34.19,,5.96,27.9,0.66,0.33,0.21,11.28,0.58,20.92,21.48,13.98,14.34,,,,,14.06,14.06,,11.92,6.93,0.71,0.74,7.11,,,,,5.26,,46,4,18.52,21.59,1.73,,0.94,,6.83,,18.8,6.14,,0.15,,,,,,,0.32,,,2.82,,,,,0.48,0.76,7.26,6.75,,,3.98,,38.64,8.17,,,8,8696254174.0,Airlines,Transportation
AAP,9.67,37.97,3.6,,26,,,,8.9,38.57,33.35,23.79,37.58,1.3,0.09,0.11,63.42,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.56,72.75,17.92,15.57,19.49,10.68,0.65,0.65,1.37,0.21,4.18,12.46,1.56,17.25,6.1,116.65,1.3,163.69,39.77,1.15,,0.14,,0.85,1.47,91.91,91.91,,0.34,,,,,8.02,3.95,0.3,,,5.63,12.49,,0.55,3.81,0.29,0.13,1.96,1.42,0.62,,1.21,,,8.31,,,10,3557510972.0,Specialty Stores,Retail Trade
AAT,13.22,53.65,,,9.7,8.1,22.2,18.4,8.5,63.6,7.51,,56.38,0.64,0.98,0.06,21.65,2.06,,143.65,6.4,6.71,1.43,,1.49,6.11,21.75,11.54,24.1,,,,6.63,4.6,0.4,27.51,9.27,6.16,,8.02,,2.19,29.24,62.64,1.88,,15.46,,27.6,1.1,24.33,24.33,10.58,3.77,,2.11,1.17,9.6,13.6,1.1,0.47,,,8.68,16.89,,0.97,1.12,2.06,2.29,612.23,4.67,5.68,,4.28,,3.9,27.06,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,16.61,55.38,,,7.8,9.6,49.1,7.4,3.8,54.92,5.89,4.52,57.42,1.79,0.44,0.24,168.59,0.94,71.9,58.89,77.13,4,9.24,,0.55,3.61,35.5,18.92,15.99,13.7,13.23,6.34,6.43,2.82,0.05,40.24,7.35,3.68,15.3,24.45,6.21,3.88,141.87,62.28,5.83,,11.02,,24.96,37.13,50.03,15.38,0.99,5.44,,0.69,0.45,,13.46,,1.25,,,12.99,19.81,0.87,1.47,,0.83,4.34,199,9.56,52.94,,9.67,,5.18,36.73,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABEV,,27.28,,2.2,20.8,5.4,3.2,9.8,11,15.31,11.36,,22.21,3.37,0.4,3.65,2.11,0.99,102.26,192.59,24.29,0.15,0.04,,0.77,7.15,8.24,6.08,8.16,7.7,5.85,1.94,1.91,12.14,0.65,25.4,12.37,7.15,12.19,15,6.1,6.23,2.98,50.66,6.83,,18.25,,23.83,2.05,11.28,10.82,2.21,2.26,,,,,8.87,1.6,0.41,,,6.88,10,1.72,0.68,4.91,0.7,10.77,64.69,18.64,17.03,,17.22,,6.55,11.11,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,3.07,51.73,,50.3,,28.2,37.8,,24,47.84,,5.91,49.85,2.69,0.01,0.01,229.93,1.06,41.41,16.44,4.01,5.01,1.53,,,,10.27,9.57,99.71,10.84,9.99,0.56,0.63,9.74,0.33,0.64,2.12,,7.75,31.29,,9.41,250.82,18.22,5.43,,3.68,,6.86,1.39,8.38,7.31,0.23,0.3,,0.23,4.16,,48.03,,1.05,,,14.85,124.74,0.29,0.51,,0.38,6.33,26.89,13.18,17.8,,9.59,,,12.63,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,4.85,68.01,2,8.4,5.9,40.8,24.6,,11.1,64.46,2.16,,67.8,3.05,0.05,0.04,49.17,1.44,,,58.62,2.69,0.76,,0.28,1.77,11.1,8.69,12.97,11.78,9.23,0.54,0.55,9.01,0.37,4.23,11.25,1.79,15,26.7,,2.11,50.86,,4.81,,3.04,,4.88,1.67,12.87,15.66,0.97,0.4,,0.84,0.8,,9.29,,0.99,,,7.91,8.56,0.79,0.85,,1.44,5.04,65.99,10.75,13.69,,7.32,,2.66,25.22,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,19.4,44.29,,38.3,,,,,8,41.73,,3.2,44.86,4.16,0.78,5.4,145.97,1.44,,31.15,7.78,0.93,0.26,,,,38.89,38.06,19.95,25.04,21.12,7.48,8.17,2.57,0.32,40.97,4.52,,34.28,,18.6,10.87,166.64,82.86,20.56,,48.23,,15.86,11.78,19.56,19.56,,9.39,,,,,22.92,3.37,,,24.78,22.79,16.43,,,13.07,1.44,22.9,794.68,22.38,69.5,,64.25,,2.83,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,2.86,44.7,0.7,6.3,12.3,6.8,21.3,,5.8,37.75,3.88,,44.11,4.99,0.47,0.46,103.68,1.6,135.43,83.91,57.68,1.4,0.38,,0.47,2.08,26.23,18.06,38.17,20.28,17.58,4.49,4.66,3.81,0.54,12.21,2.73,2.15,22.31,14.82,8.1,5.7,107.2,55.1,10.17,,13.96,,15.76,4.65,32.3,23.62,2.05,4.48,,0.87,1.91,,36.79,5.15,1.08,,,25.37,41.38,2.06,1.73,25.29,1.11,7.71,67.68,12.14,14.89,,10.32,,3.29,38.54,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,18.55,49.11,,6.9,,13.2,4.1,,5.9,48.12,0.24,10.53,47.43,3.18,0.41,0.29,83.6,2.28,70.68,47.28,58.62,1.66,0.26,,0.07,0.24,22.44,12.42,45.15,,,1.71,1.93,4.46,0.65,4.27,2.48,0.24,24.62,22.86,,,67.76,18.95,6.11,,6.05,,7.6,1.71,28.63,30.62,1.52,1.73,,,,,40.57,2.22,,,,13.01,18.49,1.54,1.13,3.61,1.36,4.04,12.16,6.5,6.18,,4.91,,2.65,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,43.2,,,,38.8,40.9,46.1,16.4,47.03,,,45.73,1.37,1.42,7.89,14.91,2.04,155.25,99.1,38.89,9.83,0.13,,,,,343.11,32.68,23.01,37.61,2.22,2.56,,0.54,7.83,2.59,,31.09,,,18.65,32.47,92.27,,,,,,5.31,,,,3.04,,,,,38.79,,,31.06,8.67,38.79,1355.46,,,6.93,1.86,,,,,,0.28,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHR,,40.16,,100.9,,,,,,39.97,,,41.05,,5.78,,,6.01,,,,,,,,,,,,,,137.21,,,,,,,,,,,,,,,,,,2.76,,,,,,,,,,,,3.74,3.54,,,,,2.73,6.01,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,41.05,,18.8,33.9,6,,,4.2,39.19,2.4,,39.49,3.57,0.03,0.01,20.01,0.84,31.65,26.39,3.35,3.15,5.18,,0.18,2.4,12.34,5.68,40.9,11.11,6.08,0.32,0.32,8.1,0.11,0.79,5.44,2.4,8.24,21.77,8,1.59,21.88,27.82,4.29,,1.64,,2.67,4.19,8.97,7.35,0.54,0.15,,,,,18.47,,,,,4.3,14.05,0.63,0.82,,0.18,4.95,13.56,11.36,58.13,,7.76,,2.71,34.5,,,7,13551493187.000002,Food Retail,Retail Trade
ACLX,25.9,57.88,,,,2.6,0.1,,,73,,,63.79,6.32,5.32,6.57,54.41,5.46,,,75.9,,0.18,,,,,,,,,15.97,18.96,,0.64,,,,,,,9.52,0.0,,,,,,,5.98,,,,21.11,,,,,,,,9.97,9.48,,,,,5.84,5.46,,,,,,,,,,,,,1598748014.0,Biotechnology,Health Technology
