Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,23.72,57.67,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,51.8,0.97,,56.97,6.29,0.74,0.61,144.97,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.65,26.33,22.82,30.21,25.69,22.46,6.27,6.59,3.8,0.54,21.81,3.4,0.65,25.65,15.58,4.88,2.33,133.74,54.39,17.3,,21.75,,22.9,7.06,30.08,27.83,2.32,6.53,,0.81,1.72,,29.95,5.77,1.29,,,23.76,29.95,2.15,2.23,26.95,1.37,13.03,74.15,18.1,23.78,,16.15,,3.09,46.75,,,10,33913792728.0,Medical Specialties,Health Technology
AA,12.22,64.75,1.4,10.2,,,,,75.95,5.9,66.49,1,,67.22,1.33,0.44,0.55,39.12,1.55,79.98,58.53,26.31,10.94,0.65,,,1.02,,48.32,,8.9,5.76,1.04,1.05,,0.27,,,1.02,15.06,,,3.14,39.81,8.14,,,,,,1.8,,,,0.65,,,,,,,,,,21.26,,,1.72,1.89,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,59.56,,10.4,,,,,597.78,27,65.85,,,61.35,0.66,0.34,0.21,11.52,0.6,20.92,21.96,14.01,19.76,,,,,19.32,19.32,,10.34,6.17,0.68,0.72,5.18,,,,,6.18,,,4.04,16.47,20.23,1.4,,,,5.34,,,11.91,,0.15,,,,,,,0.35,,,3.72,,,,,0.5,,5.17,4.89,,,12.18,,41.33,8.62,,,8,8696254174.0,Airlines,Transportation
AAON,58.11,74.25,,26.3,8.1,29.5,31.8,,20.3,29.5,74.31,0.46,3.81,76.59,22.64,,,107.72,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.3,36.31,29.76,86.08,,,,7.39,2.75,0.73,8.59,1.18,0.3,39.05,20.45,16.3,10.75,78.83,36.27,88.05,,15.61,,20.32,11.78,48.52,48.52,1.93,7.54,,2.41,7.05,,87.93,5.68,1.49,,56.99,39.75,62.05,1.94,7.92,14.96,1.7,19.5,39.13,29.71,25.86,,21.83,,0.51,98.38,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,35.96,3.6,,26,,,,,8.9,43.76,55.16,,39.23,1.72,0.09,0.12,38.69,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.58,127.08,16.25,16.45,21.68,10.4,0.51,0.51,0.79,0.21,3.13,15.26,2.58,14,7.29,82.69,,147.4,39.48,0.41,,,,0.3,0.89,3869,3869,,0.21,,,,,6.55,19.54,0.18,,,4.26,13.99,,0.34,2.22,0.3,,0.91,0.64,,,0.32,,,5.17,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,27.17,52.92,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,49.72,0.59,30.82,52.17,10.14,0.47,0.61,226.73,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.43,28.13,25.8,33.42,26.04,23.87,8.18,9.04,3.55,0.2,27.06,3.03,0.44,30.34,19.85,11.26,6.08,185.12,45.96,120.35,,26.44,,31.27,51.74,34.51,34.51,2.04,9.13,,1.3,1.46,,33.71,8.91,2.11,,,31.12,36.32,1.99,2.56,51.76,0.91,29.81,269.91,59,151.08,,35.41,,3.25,49.94,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,45.03,50.56,,,9.7,8.1,22.2,18.4,28.45,8.5,48.6,6.2,28,48.15,0.72,0.99,0.07,26.47,1.84,,145.05,6.23,6.69,1.44,,1.49,5.04,23.74,12.53,23.01,,,,7.21,4.21,0.4,31.33,8.65,5.06,37.28,8.19,,2.88,27.08,62.62,1.87,,15.39,,27.37,1.35,29.74,29.74,12.93,4.54,,2.38,1.16,11.59,14.5,1.35,0.58,,,9.88,19.86,,1.18,1.37,1.84,2.29,628.91,4.67,5.7,,4.27,,3.82,32.53,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,33.39,50.76,,,7.8,9.6,49.1,7.4,26.06,3.8,41.94,5.18,17.34,47.7,2.03,0.31,0.19,194.29,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.16,41.86,22.15,22.53,14.43,14.06,6.81,7.28,2.39,0.05,32.33,5.18,3.19,16.04,20.13,7.32,5.01,146.64,62.76,5.48,,9.71,,24.95,50.62,64.76,18.16,1.17,6.26,,0.74,0.58,,19.37,,1.42,,,18.48,32.65,1.26,1.74,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.91,42.15,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,44.04,,8.7,,,,,,,40.05,,,42.87,1.87,9.52,9.3,2.5,10.96,,,406.96,,0.07,,,,,,,,,8.29,4.19,,0.79,,,,,,,32.02,1.06,,,,,,,0.66,,,,21.93,,,,,,,,2,1.56,,,,,0.75,10.96,,,,,,,,0.74,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,60.59,,2.2,20.8,5.4,3.2,9.8,60.73,11,57.7,9.71,,60.63,3.78,0.44,4.44,2.47,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.11,10.22,7.63,9.68,9.03,6.93,2.2,2.44,9.78,0.66,25.65,9.74,6.11,13.42,14.37,4.92,6.6,2.66,50.83,7.5,,17.86,,24.06,2.19,14.55,13.96,2.85,2.61,,,,,10.33,1.76,0.48,,,8.11,11.51,1.87,0.77,5.04,0.79,10.57,68.13,19.18,16.5,,16.25,,5.81,12.86,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,9.05,51.08,,50.3,,28.2,37.8,,8.08,24,52.15,,5.01,51.95,2.68,0.03,0.02,231.82,1.25,45.36,16.38,4.15,6.36,1.58,,,,12.98,11.86,,10.93,10,0.55,0.62,7.7,0.32,,,,7.99,30.32,,6.95,259.51,17.75,4.56,,2.51,,6.31,1.39,11.89,8.02,0.25,0.3,,0.23,,,,,1.02,,,42.56,,0.32,0.54,,0.45,4.25,19.44,10.28,12.31,,8.62,,,12.67,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,38.89,46.04,2,8.4,5.9,40.8,24.6,,23.18,11.1,46.13,2.16,25.9,46.38,2.92,0.07,0.06,51.3,1.38,,,56.6,3.53,0.8,,0.26,1.75,15.07,11.1,16.84,11.44,9.24,0.55,0.56,6.64,0.36,3.3,8.47,1.75,13.89,26.56,,1.35,51.37,,3.58,,1.89,,3.62,1.76,21.2,14.78,0.92,0.4,,0.73,0.97,,12.06,,1,,,9.81,14.84,0.74,0.89,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.51,26.65,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,,60.38,,38.3,,,,,322.31,8,67.24,,,63.96,3.46,0.71,4.95,129.85,1.41,,29.97,7.3,1.12,0.28,,,,37.11,36.16,16.83,20.98,20.63,5.98,6.96,2.69,0.3,41.38,5.29,,28.22,,,10.56,167.5,82.59,20.75,,46.11,,15.21,10.29,17.67,17.67,,8.09,,,,,19.56,2.99,,,20.91,19.49,14.71,,,11.4,1.41,21.22,720.92,19.41,63.33,,55.65,,3.48,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,19.6,46.57,0.7,6.3,12.3,6.8,6.7,,,5.8,39.38,3.62,3.9,42.37,5.28,0.52,0.49,112.64,1.68,135.1,83.18,58.61,1.42,0.38,,0.48,1.92,28.6,19.64,36,19.71,17.26,4.53,5,3.5,0.54,13.88,2.88,1.95,21.9,12.92,8.44,6.4,107.1,55.24,10.7,,13.65,,15.92,4.98,35.53,25.31,2.2,4.84,,0.8,1.65,,34.83,5.19,1.14,,,24.93,45.7,2.6,1.91,23.97,1.18,7.63,64.74,12.05,14.52,,10.37,,3.11,41.07,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,18.65,56.85,,6.9,,13.2,4.1,,3.27,5.9,55.8,0.21,2.5,56.7,3.24,0.24,0.15,93.3,2.31,71.3,47.91,58.17,1.84,0.29,,0.07,0.21,24.13,13.42,316.22,,,1.78,2.11,4.14,0.63,0.67,0.36,0.21,21.71,19.95,,,71.76,19.03,5.57,,6.05,,7.68,1.89,31,31.07,1.54,1.87,,,,,280.18,2.41,,,,20.24,31.29,1.76,1.32,4.22,1.36,4.09,12.41,6.71,6.29,,4.98,,0.56,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,40,,,,38.8,40.9,46.1,223.57,16.4,38.73,,,38.02,1.79,1.48,8.69,15.09,2.16,197.37,87.05,38.64,1.68,0.11,,,,90.28,60.1,25.58,12.52,10,2.01,2.31,1.11,0.57,9.04,3.22,,18.17,,,16.92,33.05,91.73,,,3.43,,2.56,4.84,83.83,83.83,3.76,2.8,,,,,31.11,4.78,,24.34,7.55,31.11,127.88,,,6.11,1.95,4.03,40.04,4.61,7.04,,7.75,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,15.43,16.14,,12.2,,,16.9,,,10.9,2.66,,5.52,8.38,1.88,0.14,0.04,55.8,1.18,18.83,519.12,44.07,8.34,0.67,,,,74.15,29.91,,10.7,8.5,1.99,2.32,1.35,0.52,,,,14.04,,15.89,10.07,86.91,96.46,5.51,,,,17.58,1.73,,15.63,,1.67,,,,,,2.4,0.75,,,48.35,,,1.65,8.28,1.17,,3.96,2,,,,,,173.74,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,40.83,,100.9,,,,,,,44.59,,,42.5,,4.31,,,4.49,,,,,,,,,,,,,,17.59,,,,,,,,,11.38,,,,,,,,,2.99,,,,,,,,,,,,4.73,4.45,,,,,3.01,4.49,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,42.55,,18.8,33.9,6,,,132.17,4.2,55.72,2.59,,45.17,3.58,0.04,0.02,18.58,0.88,31.49,25.97,3.45,3.24,4.86,,0.18,2.58,12.96,5.63,29.64,11.7,5.98,0.31,0.31,7.72,0.11,1.05,7.72,2.58,7.88,20.34,,1.66,21.88,27.84,3.99,,1.41,,2.43,3.69,9.68,7.09,0.53,0.14,,,,,13.03,,,,,3.89,11.6,0.79,0.72,,0.21,4.28,12.32,10.22,45.12,,6.91,,4.85,28.63,,,7,13551493187.000002,Food Retail,Retail Trade
