Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABNB,28.13,63.73,,38.3,,,,,8,71.45,,17.44,65.98,6.14,,1.01,4.37,167.86,1.66,,30.09,8.04,1.03,0.28,,,,45.52,44.62,25.82,29.6,25.11,8.93,10.03,2.2,0.4,38.86,3.6,,36.69,,3.58,13,165.07,82.83,18.29,,,48.32,,15.31,13.11,23.19,23.19,,10.96,,,,,28.36,3.87,,,26.56,28.13,19.38,,,14.52,1.66,24.12,820.81,23.88,72.17,,67.71,,2.15,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,22.88,34.6,0.7,6.3,12.3,6.8,21.3,,5.8,16.5,3.47,21.26,26.33,5.12,,0.53,0.47,110.57,1.64,133.76,86.26,57.28,1.48,0.41,,0.49,1.86,27.65,19.14,39.9,21.81,18.88,4.81,5.03,3.62,0.53,12.61,2.64,1.96,23.97,16.16,3.95,1.9,107.02,55.19,10.17,,,14.27,,16.15,4.97,33.92,26.56,2.31,4.83,,0.98,1.98,,38.16,6.09,1.19,,,26.59,39.68,2.05,1.78,31.41,1.16,7.8,72.21,12.35,15.31,,10.58,,2.88,42.36,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,37.16,59.08,,6.9,,13.2,4.1,,5.9,72.03,0.23,12.27,62.66,3.26,,0.24,0.18,84.58,2.12,68.99,45.13,58.86,1.48,0.24,,0.07,0.23,20.56,12.01,79.98,,,1.82,2,4.86,0.65,2.49,1.4,0.23,24.56,22.83,,7.05,65.66,19.23,6.5,,,6.9,,7.92,1.76,25.94,30.41,1.51,1.8,,,,,71.93,2.28,,,,15.88,22.99,1.37,1.17,3.84,1.18,4.6,13.78,7.31,7.01,,5.02,,3.75,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,34.32,24.58,,,,38.8,40.9,46.1,16.4,15.89,,5.48,20.47,2.52,,1.73,7.67,17.95,2.42,137.65,138.21,40.3,,0.13,,,,,,158.77,17.5,25.99,2.74,3.65,,0.58,2.3,0.56,,27.64,,,21.01,31.54,94.27,,,,,,,6.85,,,,4.07,,,,,183.18,,,24.26,9.86,183.18,,,,8.05,2.28,,,,,,,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,21.25,30.39,,12.2,,,16.9,,10.9,14.94,,20.64,23.08,2.24,,0.11,0.07,76.48,0.67,18.31,472.02,43.34,7.93,0.54,,,,147.42,44.25,219.03,14.02,11.12,2.6,2.86,0.68,0.52,1.3,0.54,,21.78,6.34,,10.37,84.73,96.38,6.25,,,,,17.52,2.51,,21.76,,2.35,,,,,181.57,3.74,1.03,,,14.92,,,1.87,14.46,0.67,,2.53,1.24,,,6.77,,1.2,318.71,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,94.02,54.87,,100.9,,,,,,65.38,,,59.2,,,4.08,,,4.21,,,,,,,,,,,,,,229.13,,,,,,,,,,,,,,,,,,,4.04,,,,,,,,,,,,5.37,5.09,,,,,4.04,4.21,,,,,,,,0.3,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,8.3,51.5,,,,14.2,48,21.1,10.6,65.76,2.27,,57,3.54,,0.03,0.02,20.9,0.85,31.8,26.09,3.33,3.2,5.83,,0.16,2.27,12.36,5.78,68.09,10.61,6.07,0.33,0.34,8.09,0.1,0.49,3.25,2.27,8.03,22.86,3.62,1.84,21.9,27.77,3.91,,,1.71,,2.6,4.76,8.93,7.03,0.27,0.15,,,,,30.07,,,,,4.78,19.06,0.48,0.91,,0.19,5.02,14.13,11.99,73.94,,7.61,,,38.7,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,19.52,60.96,2.6,5.9,,7,21.8,,6.8,74.33,,31.1,64.67,2.31,,0.16,0.15,32.03,1.36,,23.37,76.62,2.99,0.81,,,,19.36,12.16,33.49,,11.09,2.8,3.01,5.17,0.38,9,3.84,,19.34,16.04,,4.95,30.64,50.49,2.81,,,8.37,,15.17,2.61,28.6,21.35,1.78,2.42,,1.09,2.31,,26.8,,0.94,,,20.79,33.59,1.81,1.06,,1.36,3.8,100.6,9.7,10.01,,6.05,,0.32,36.4,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,50.17,0.9,22.7,,62.7,72,31,34.8,68.56,,,55.76,8.08,,1.78,11.2,112.66,3.79,162.49,34,59.97,0.15,0.05,,,,11.52,11.02,24.02,,11.25,2.98,2.89,8.68,0.68,12.05,3.71,,,22.72,,14.06,121.8,43.46,49.71,,,21.78,,23.51,4.26,15.16,15.16,0.31,3.33,,,,,27.4,1.69,1.69,41.42,5.56,23.79,27.77,0.61,1.8,4.26,2.71,21.61,84.29,32.35,32.58,,38.22,,1.44,43.84,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,112.28,59.02,,,,2.6,0.1,,,56.42,,78.15,58.39,6.78,,5.94,7.19,70.27,6.06,,,90.59,,0.2,,,,,,17.15,,,48.37,29.11,,0.59,168.73,5.02,,,,,,0.0,,,,,,,,7.57,,,,30.88,,,,,17.75,,,10.13,9.75,15.91,,,,7.57,6.06,,,,,,,,,,,,,1598748014.0,Biotechnology,Health Technology
ACM,9.1,77.73,4.6,,,0.1,22.9,46.8,7.7,92.77,0.77,8.8,84.94,2.21,,0.2,0.44,97.61,1.05,,54.73,61.01,4.81,1.21,,0.21,0.77,38.16,26.34,25.13,16.07,13.95,2.05,1,2.62,0.2,3.98,4.47,0.89,21.68,8.47,58.7,,80.46,6.54,5.01,,,0.42,,5.51,5.91,216.91,26.99,9.64,0.92,,,,,22.87,,2.21,,,18.84,83.53,,1.93,,1.05,0.54,42.47,6.94,2.56,,9.39,,3.9,145.69,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACVA,29.93,71.41,,,,,,,30.6,81.67,,12.47,74.63,4.12,,1.23,3.57,19.15,2.12,,500.24,126.62,,0.25,,,,,,,,,4.61,5.9,,0.5,,,,479.09,,,22.28,15.78,49.2,,,,,,,6.8,,,,6.28,,,,,,,,,12.87,,,,,11.77,2.12,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,48.62,37.38,1.7,9.4,,17.7,14.1,11.4,16.8,33.26,,4.81,35.82,13.56,,0.95,1.92,499.52,1.34,,51.51,36.2,0.52,0.25,,,,36.24,31.82,32.77,23.12,21.28,10.61,11.41,2.76,0.56,32.54,2.87,,27.76,22.47,15.1,11.07,580.5,87.87,58.85,,,27.97,,34.26,13.76,47.76,31.91,1.49,11.81,,1.15,1.06,,33.02,11.77,0.93,,,31.42,44.25,1.66,2.37,86.57,1.34,19.31,290.37,34.43,36,,21.47,,2.01,71.67,,,10,241068062221.0,Packaged Software,Technology Services
ADC,,46.17,,5.9,6.7,5.7,1.7,14.6,5.9,50.05,7.21,0.18,47.55,1.43,,0.09,0.01,55.82,0.8,,516.77,50.06,5.2,0.46,,1.65,5.26,32.36,17.76,21.04,22.79,13.72,135.07,15.33,3.09,0.67,72.86,6.98,5.32,29.56,13.11,,,59.77,87.59,3.2,,,31.62,,48.32,1.12,32.64,31.64,5.1,9.92,,2.74,1.07,14.04,13.58,1.38,0.8,,,13.58,,4.71,0.85,1.35,0.8,2.34,,3.56,3.42,,3.55,,,25.96,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,36.3,44.07,,,,,,,,50.51,0.33,6.26,44.94,1.77,,0.82,0.14,10.57,2.02,,,39.32,2.51,1.67,,0.25,1.84,11.9,7.13,11.58,,,4.26,4.36,8.4,0.32,37.66,12.88,1.84,8.04,23.81,,,7.45,,2.33,,,17.33,,37.44,3.19,17.93,13.23,4.27,3.07,,,,,8.18,,1.48,,,7.87,10.97,,0.55,,2.02,5.89,739.29,13.76,20.45,,11.86,,18.05,25.19,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,2.84,52.8,,30.2,11.6,25.1,26.1,12.4,17.3,55.37,3.17,9.36,53.3,5.33,,0.45,0.19,193.47,1.51,135.78,43.38,47.51,1.26,0.2,,0.46,1.79,30.78,18.43,31.61,36.9,22.99,11.31,8.86,3.25,0.74,28.02,3.38,1.89,31.72,18.24,8.72,0.21,177.61,62.47,12.28,,,24.34,,29.87,2.7,34.62,26.08,2.14,8.4,,1.44,1.48,,30,,1.25,,,21.38,25.89,1.73,1.54,,0.98,5.72,79.68,7.17,7.84,,6.96,,3.82,46.41,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,76,2.6,9.4,7.7,25.1,24.8,,15,97.19,3.91,,88.56,3.5,,0.07,0.14,62.0,1.6,54.59,25.95,21.61,1.6,0.4,,0.26,2.98,8.11,6.68,13.51,11.91,8.88,0.44,0.43,12.33,0.44,3.16,9.38,3.22,11.61,19.93,,,83.58,8,6.27,,,3.71,,4.32,1.32,9.66,8.91,0.49,0.36,,,,,11.09,0.84,0.88,,,7.42,9.75,0.4,28.57,1.79,0.95,6.14,22.76,13.62,14.11,,6.91,,16.2,13.78,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,48.43,0.1,22.6,,89.8,,,6.1,55.35,,,49.48,2.04,,0.28,0.39,32.99,1.15,22.66,64.76,44.66,3.04,1.12,,,,9.34,5.53,11.09,8.74,5.25,0.3,0.3,10.71,0.25,2.72,13.89,,12.28,,25.9,2.07,41.49,6.83,2.3,,,1.39,,2.99,1.32,14.73,11.83,,0.21,,,,,7.67,,,,,4.81,11.86,,1.31,,0.91,2.27,35.35,8.59,9.62,,7.63,,11.31,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,19.46,58.31,1.4,,10.8,13.1,11.6,16.2,8.4,76.97,3.8,6.44,63.31,2.33,,0.03,0.5,247.61,1.01,,2.87,64.89,0.6,0.77,,0.6,2.12,21.01,18.87,30.65,19.55,16.24,5.13,5.88,4.76,0.08,19.19,3.33,2.24,24.61,14.66,9.01,7.41,263.33,42.37,11.09,,,20.13,,21.44,23.54,28.83,28.73,2.18,5.8,,1.42,1.78,,30.28,14.3,1.25,,,25.94,47.61,2.38,2.75,159.75,1.01,6.55,468.47,59.97,98.92,,5.75,,3.25,40.79,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,29.54,60.04,0.9,25.4,,21.7,23.3,,14.2,73.86,,25.95,63.87,4.83,,0.52,0.86,262.95,0.82,,82.86,41.82,2.07,1.42,,,,50.73,45.17,45.71,45.64,41.27,9.47,10.41,1.97,0.19,22.78,2.23,,32.65,22.52,20.7,11.4,257.2,90.7,1128,,,16.48,,20.52,30.32,62.44,34.5,0.63,10.28,,,,,45.33,,0.99,,,43.24,94.23,1.38,2.9,,0.82,9.69,298.41,21.13,68.79,,9.08,,1.69,268.22,,,6,45606470933.0,Packaged Software,Technology Services
ADT,,48.02,,3.7,,,,,,49.46,2.49,11.82,47.45,0.42,,0.01,,6.39,0.68,71.99,87.8,30.02,4.06,2.08,,0.34,2.49,25.75,7.22,16.42,,5.23,2.85,2.46,3.88,0.24,15.02,14.44,2.49,9.71,11.06,,,7.88,74.17,1.97,,,8.17,,19.94,1.55,12.53,15.32,,1.09,,,,,7.23,,,,,3.69,7.22,,0.49,,0.52,2.69,16.27,3.6,13.58,,,,11.97,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,,62.25,,9.9,,22.2,30.1,,10.6,65.66,,4.99,63.89,4.91,,0.45,0.37,103.73,1.38,,11.39,40.81,1.64,0.25,,,,18.95,16.44,17.04,16.12,14.59,1.53,1.65,5.28,0.69,9.71,6.12,,21.47,24.12,15,5.71,109.49,32.11,8.19,,,5.91,,8.59,2.38,26.95,23.96,1.28,1.55,,0.99,0.52,,16.21,,1.08,,,14.85,17.57,1.19,1.15,,1.38,6.43,121.61,11.05,9.36,,8.72,,3.85,47.48,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEHR,,41.03,,63.2,,,,,31.7,44.05,,,40.98,20.27,,6.35,7.88,14.65,11.53,233.81,55.61,50.03,0.33,0.07,,,,20.24,19.49,60.16,,,,4.72,4.94,0.86,7.85,1.51,,,,,,31.14,50.65,,,,25.77,,23.32,4.85,20.65,18.79,,5.31,,,,,68.22,2.01,2.42,11.54,5.43,53.5,74.4,,5.53,4.85,7.28,23,57.74,24.19,28.53,,52.84,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,3.75,45.44,0.9,13,,,,,6.1,54.13,0.41,0.17,46.61,3.56,,3.11,1.02,97.16,5.1,128.37,54.08,61.89,4.98,0.89,,0.08,0.41,26.19,17.71,24.61,,12.08,2.33,2.2,3.82,0.45,8.93,4.07,0.41,41.69,23.09,,,95.57,35.78,19.54,,,7.75,,8.5,3.17,28.59,19.96,1.49,2.24,,1.02,1.62,,24.75,2.15,0.76,,12.12,17.51,25.18,0.9,1.35,5.19,4.1,5.83,21.34,7.5,11.59,,12.21,,,34.22,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,,67.32,,20.5,20.8,11.8,7.9,4,3.1,68.89,12.13,,69.43,2.45,,0.32,0.17,55.64,2.09,107.83,53.92,0.46,0.5,0.1,,0.73,2.85,11.98,7.49,31.89,13.28,7.33,4.13,4.5,8.35,0.68,14.13,3.37,2.85,22.65,21.85,,3.61,52.85,33.23,13.32,,,29.69,,26.12,1.44,13.54,25.28,0.98,4.13,,,,,29.19,1.44,0.99,,,10.52,11.86,1.02,1.52,1.83,0.74,7,11.61,9.28,10.3,,5.33,,0.53,40.61,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,78.62,73.85,,10.5,45.5,,,66.4,5.8,89.6,1.46,53.34,79.57,4.44,,0.51,0.38,25.43,1.61,73.44,28.27,17.48,2.03,0.68,,0.28,1.67,16.74,9.99,14.36,12.43,8.46,1.07,1.11,5.97,0.49,7.72,8.1,1.99,14.52,,,6.69,17.75,38.48,222.07,,,3.23,,6.93,2.88,29.57,16.75,,0.97,,,,,12.33,1.6,1.18,,,8.62,19.96,,1.45,3.42,0.89,4.91,15.06,13.07,10.16,,8.74,,11.51,24.69,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,,54.13,,5.1,5.9,3.4,,1.3,6.7,53.63,5.45,3.57,52.99,0.82,,0.05,0.01,82.95,0.53,75.18,108.41,19.58,6.06,1.73,,0.79,4.11,21.62,12.05,,17.11,10.7,4.1,4.57,4.63,0.26,,,4.25,14.77,0.64,8.35,6.03,96.88,58.62,2.08,,,11.63,,19.78,1.73,19.61,19.44,3.53,2.27,,,,,,1.22,1.01,,,8.58,,3.56,44.84,1.73,0.36,2.32,5.32,4.85,9.04,,3.81,,,18.31,,,10,41234689544.0,Electric Utilities,Utilities
AER,52.27,73.62,,6.4,,,5.5,,,78.67,,25.73,77.03,0.74,,1,0.04,86.51,3.73,5.07,59.78,4.99,10.24,2.81,,,,30.17,13.72,,15.95,9.39,7.73,8.24,3.31,0.23,,,,,,,,65.01,33.43,,,,41.39,,27.31,1.06,6.22,9.92,,2.57,,,,,,0.75,1.51,,,3.73,5.54,,1.99,1.28,3.68,4.45,3.46,3,19.27,,2.77,,21.32,14.56,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,47.86,,,5,,6.9,,7.2,60.18,5.3,0.25,51.57,0.43,,0.19,0.07,16.24,0.68,30.19,73.93,49.06,10.54,10.8,,0.38,4.15,26.07,14.54,,18.96,11.41,2.91,2.93,3.84,0.06,,,4.18,8.49,,7.12,4.22,25.85,19.77,1.7,,,1.97,,17.69,6.6,49.21,9.23,,0.91,,,,,,,0.99,,,3.78,,,,,0.61,0.6,5.35,4.24,9.91,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,35.72,,,5,,6.9,,7.2,31.65,,,33.54,0.43,,0.19,0.07,62.61,0.68,30.19,73.93,49.06,10.54,10.8,,,,26.07,14.54,,,,,2.93,3.84,0.06,,,,8.23,,7.12,4.22,0.0,19.77,1.7,,,1.97,,17.69,6.4,47.76,8.95,,0.87,,,,,,,,,,3.65,,,,,0.61,0.6,5.35,4.24,9.91,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AFRM,282.48,49.77,,,,,,5.8,30.4,60.98,,84.99,53.14,1.66,,12.29,0.31,36.03,48.83,,14.68,41.18,,2.37,,,,,,481.73,33.47,35.34,5.83,8.26,,0.29,1.71,0.3,,,,,26.97,41.73,54.6,,,,,,,4.18,,,,5.67,,,,,353.37,,,,8.34,67.85,,,,5.3,48.83,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
AFYA,90.88,54.69,,6.5,,24.4,19.9,26.5,26.8,52.2,,33.2,55.22,2.25,,0.68,0.29,20.54,1.18,3.2,142.83,61.71,2.73,0.81,,,,14.63,10.95,15.26,13.17,10.07,3.85,4.25,6.84,0.45,27.92,8.17,,,24.15,,26.88,21.97,61.25,1.97,,,12.98,,27.12,2.6,26.41,32.72,0.59,3.54,,,,,12.65,,,,,9.42,23.79,1.31,,,1.18,4.77,61.33,12.5,10.8,,9.96,,,,,,6,1469574000.0000002,Other Consumer Services,Consumer Services
AGCO,,61.17,0.2,16.3,20.1,25.7,36.4,,16.7,74.7,1.81,,67.79,3.44,,0.14,0.39,118.36,1.46,122.38,46.12,39.04,0.9,0.33,,0.07,0.97,6.94,5.76,16.65,6.69,5.43,0.72,0.68,14.41,0.41,4.06,6.62,0.97,9.03,26.41,10.85,,155.78,26.21,24.95,,,8.13,,11.91,1.89,7.57,7.8,0.31,0.61,,,,,15.06,1.01,0.98,,,8.02,10.57,0.31,0.75,2.93,0.67,10.63,38.57,20.48,27.67,,19.36,,1.83,17.08,,,10,9201222919.0,Trucks/Construction/Farm Machinery,Producer Manufacturing
AGI,2.14,61.71,,2,17.3,10.6,13.1,24.2,12.7,61.65,3.56,,62.98,3.33,,0.96,589.71,13.5,2.36,148.57,91.98,14.67,,,,0.2,0.74,16.37,10.23,42.12,,,5.02,5.07,6.11,0.73,12.1,2.3,0.74,20.21,18.23,,4.52,10.69,37.68,126.42,,,20.48,,31.08,1.85,25.47,27.66,1.58,5.25,,,,,43.61,1.51,1.35,,,11.38,28.68,1.57,2.06,1.85,1.27,5.46,9.48,8.74,7.4,,6.58,,0.73,,,,5,4919131767.945206,Precious Metals,Non-Energy Minerals
AGIO,36.67,54.98,6.9,36,,,,,,50.64,,21.4,51.23,6.63,,11.43,10.79,29.88,12.27,1821.5,1569.84,27.82,,0.09,,,,,,,,,17.72,37.07,,0.87,,,,,,,,79.26,89.26,,,,,,,2.06,,,,62.03,,,,,,,,2.57,2.36,,,,,2.06,11.99,,,,,,,,0.76,,,,1,1454238439.0,Pharmaceuticals: Major,Health Technology
