Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,,60.17,1.5,7.9,7.7,13.5,33.2,24.7,10.5,74.08,1.01,7.46,64.56,6.55,1.08,0.68,139.06,2.68,117.28,52.11,73.54,1.51,0.41,,0.18,0.66,28.83,24.3,24.9,24.77,21.72,5.98,6.1,3.47,0.57,24.48,4.1,0.69,25.06,16.58,9.5,3.53,142.31,50.56,14.22,,18.35,,19.42,6.5,32.7,27.42,2.29,6.03,,0.89,1.56,,24.61,5.32,1.24,,,20.69,30.22,2,2.1,22.63,2.04,11.42,62.86,15.64,21.32,,14.14,,2.36,46.72,,,10,33913792728.0,Medical Specialties,Health Technology
AA,,47.78,1.4,10.2,,,,,5.9,55.26,1.45,,49.81,0.98,0.31,0.49,27.68,1.45,86.07,58.94,24.77,12.36,0.45,,,1.47,,37.79,,14.58,5.41,0.55,0.56,,0.3,,,1.47,59.75,,,,40.3,7,,,,,,1.14,,,,0.46,,,,,,,,,,53.25,,,0.94,1.19,0.74,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,64.4,,10.4,,,,,27,77.21,,,69.29,0.77,0.34,0.19,15.66,0.62,20.89,20.46,14.17,12.45,,,,,13.27,13.27,35.9,11.15,6.92,0.78,0.82,7.54,,2.29,11.78,,5.63,,17.44,3.56,19.67,22.37,1.87,,1.56,,7.6,,14.23,6.86,,0.2,,,,,7.87,,0.45,,,2.73,,,,,0.51,1.25,8.53,7.75,,,4.5,,28.58,10.52,,,8,8696254174.0,Airlines,Transportation
AAP,,61.05,5.1,,192.4,8,16.8,,10.4,77.3,121.82,,65.86,1.91,0.06,0.08,69.26,1.23,275.59,217.45,25.94,6.26,1.51,,0.77,3.33,54.62,16.93,,20.36,10.69,0.65,0.67,4.45,0.22,,,1.48,18.52,15.75,,2,208.11,41.67,3.92,,1.72,,2.98,1.52,21.65,16.04,1.72,0.36,,1.11,,,,1.69,0.32,,,15,,2.71,0.58,3.8,0.27,1.6,6.46,4.79,7.26,,3.59,,,8.6,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,25.09,38.07,2.9,1.3,5.7,20.9,23.2,14.6,15.7,32.67,0.73,,35.23,8.28,0.55,0.68,179.66,1.07,11.88,92.38,21.56,0.81,1.46,,0.15,0.53,23.28,21.27,26.44,23.46,21.46,7.27,7.33,4.3,0.21,27.71,3.83,0.53,27.7,21.29,12.46,2.63,178.29,45.03,40.5,,26.16,,30.76,37.73,28.15,28.15,1.67,7.36,,1.16,1.25,,26.56,6.83,1.84,,,24.38,28.18,1.53,2.09,37.73,1.02,29.33,279.4,57.36,159.97,,34.58,,3.62,42.63,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,,45.32,,,9.7,8.1,22.2,18.4,8.5,53.18,7.46,4.76,46.22,0.63,0.84,0.05,21.59,1.94,,145.67,6.48,6.84,1.43,,1.57,6.12,22.49,11.76,27.83,,,,6.67,4.45,0.4,23.98,8.05,6.21,,6.33,,,32.95,62.84,1.88,,14.66,,27.6,1.1,25.68,25.68,11.17,3.73,,2.23,1.35,9.69,15.56,1.13,0.48,,,8.72,17.68,,1,1.12,1.94,2.15,576.18,4.53,5.34,,4.22,,3.27,28.03,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,6.82,61.47,,,7.8,9.6,49.1,7.4,3.8,41.42,5.47,11.87,55.25,2.06,0.34,0.22,178.91,0.87,69.9,59.2,76.32,3.46,5.73,,0.67,3.4,42.19,20.82,16.21,14.21,13.63,6.57,6.58,2.37,0.08,40.62,7.09,3.52,15.74,26.41,32.5,0.85,137.63,62.42,6.09,,8.95,,24.92,30.01,64.49,19.87,1.28,5.75,,0.89,0.47,,14.15,,1.32,,,13.67,24.24,0.97,1.48,,0.76,3.58,171.32,8.18,36.93,,9.52,,6.96,38.98,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,47.58,,8.7,,,,,,50.09,,,47.89,3.15,6.39,9.83,5.05,7.33,,,330.79,,0.07,,,,,,,,,8.29,20.95,,0.77,,,,,,,,1.38,,,,,,,1.28,,,,38.3,,,,,,,,3.46,2.74,,,,,1.5,7.32,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,2.75,38.11,,10.1,15.8,5.3,6.9,2,15.3,31.23,8.33,,36.17,3.71,0.52,4.74,2.48,1.11,107.16,185.4,23.19,0.17,0.04,,0.73,6.06,11.94,8.41,10.96,8.63,6.56,2.11,2.26,8.38,0.65,20.35,8.45,6.06,13.19,11.08,6.94,5.52,3.42,50.3,19.12,,18.29,,22.51,2.2,13.04,12.51,5.44,2.42,,,,,11.86,1.63,0.42,,,8.83,13.63,,0.78,4.79,0.79,10.98,52.73,15.37,17.44,,18.54,,5.17,11.86,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,,45.47,,58.9,,53,58.9,21.4,22.6,37.59,,,42.83,3.49,0.02,0.01,209.8,1.06,37.87,17.45,7.15,3.4,1.09,,,,8.03,7.51,48.63,7.35,6.82,0.43,0.52,12.45,0.39,1.08,3.72,,6.34,31.99,1.3,15.63,252.24,18.62,6.46,,4.07,,7.23,1.32,7.3,6.4,0.18,0.3,,0.21,0.91,,28.36,0.62,1.06,,,16.6,12.67,0.24,0.47,1.32,0.45,7.45,38.82,18.88,19.42,,13.63,,16.72,12.14,,,10,4632090814.999999,Specialty Stores,Retail Trade
