Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABT,2.85,49.57,0.85,0.7,6.3,12.3,6.8,6.7,,,5.8,59.98,3.6,13.2,52.58,5.22,,0.52,0.52,112.31,1.6,134.18,82.06,59.46,1.42,0.38,,0.48,1.93,27.93,19.42,31.7,21.83,17.14,4.56,4.99,3.58,0.54,15.74,3.33,2.07,21.78,11.36,8.93,6.43,109.32,55.55,11.5,,,13.99,,16.24,4.9,34.14,24.85,2.16,4.77,,1.34,1.57,,30.26,1.03,4.95,1.11,,,22.52,39.48,3.08,1.87,22.15,1.14,7.9,65.41,12.45,14.86,,10.65,,3.45,40.11,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,36.6,32.16,16.58,,6.9,,13.2,4.1,,3.27,5.9,23.34,0.21,32.94,26.89,2.72,,1.75,0.61,92.29,3.61,70.83,47.61,57.32,3.31,0.51,,0.06,0.21,25.72,13.67,42.29,,,1.72,2.06,3.89,0.56,4.86,2.69,0.21,20.87,18.32,27.02,11.51,78.35,19.84,4.58,,,5.17,,7.87,1.85,35.09,28.57,1.41,1.87,,,,,38.5,1.18,2.26,,,,14.71,22.57,1.82,1.25,4.02,2.77,3.4,11.35,5.93,5.41,,5.14,,,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,52.9,19.5,,,,38.8,40.9,46.1,223.57,16.4,49.36,,5.88,51.77,2.99,,1.64,11.45,17.26,2.29,235.21,82.57,38.31,0.4,0.09,,,,21.5,19.37,11.9,14.75,18.18,2.36,2.6,4.65,0.59,21.82,7.06,,22.68,,,16.17,34.3,91.61,,,,13.83,,12.08,4.97,22.13,22.13,0.99,3.07,,,,,14.1,0.5,2.45,,17.26,7.38,14.1,21.61,,,6.08,2.11,15.57,203.67,21.17,27.32,,51.02,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHR,49.19,58.97,173.27,,100.9,,,,,,,48.59,,84.82,55.79,,,5.79,,,6.03,,,,,,,,,,,,,,95.18,,,,,,,,,25.03,,,,,,,,,,8.15,,,,,,,,,,,,,11.96,11.21,,,,,8.15,6.03,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,57.77,4.88,,18.8,33.9,6,,,132.17,4.2,64.8,2.39,,59.95,3.54,,0.04,0.02,19.95,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.39,14.65,6.04,32.46,12.74,6.61,0.31,0.32,6.83,0.11,0.99,6.8,3.04,8.81,16.2,,1.78,21.49,27.85,3.83,,,1.25,,2.28,3.83,11.67,7.98,0.59,0.15,,,,,14.67,0.93,,,,,4.3,14.55,1.26,0.84,,0.22,3.79,11.26,9.28,37.17,,6.52,,6.88,29.34,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,85.98,45.29,9.79,2.6,5.9,,7,21.8,,142.28,6.8,47.24,,42.17,45.07,3.61,,0.26,0.17,51.34,1.56,,21.51,50.45,2.07,0.77,,,,17.07,12.75,22.63,,14,3.65,3.9,5.86,0.43,17.25,5.18,,27.31,13.34,23.1,7.94,34.14,52.2,4.73,,,14.04,,22.14,4.05,24.22,22.13,1.84,3.4,,1.12,1.7,,19.79,1.5,,1.31,,,17.37,22.15,2.14,1.52,,1.56,6.9,262.89,15.7,17.86,,8.99,,3.5,52.39,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,47.5,,0.9,22.7,,62.7,72,31,57.41,34.8,58.13,,,52.42,6.62,,2.3,13.15,69.44,4.45,183.28,30.95,67.21,0.16,0.05,,,,6.96,6.59,10.46,,7.13,1.7,1.71,14.37,0.73,16.36,7.8,,14.1,25.21,,,111.57,44.28,44.08,,,20.65,,21.88,2.31,10.27,10.27,0.21,2.13,,,,,12.95,0.62,1.03,0.94,10.41,2.97,11.79,12.71,0.41,0.96,2.31,3.29,17.31,67.54,25.93,24.8,,28.79,,2.6,22.03,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,56.11,35.29,4.58,,,,2.6,0.1,,,,27.45,,51.6,31.92,7.8,,4.19,8.79,69.08,4.29,,,71.34,,0.14,,,,,,948.51,,,36.53,21.81,,0.63,2.3,0.1,,,,,15.73,0.0,,,,,,,,7.72,,,,22.57,,,,,465.25,,,,12.77,12.2,142.49,,,,7.72,4.29,,,,,,,,0.36,,,,,1598748014.0,Biotechnology,Health Technology
ACM,27.72,40.88,8.7,2.5,,,13,17,11,,9.8,45.32,0.86,36.36,39.52,2.39,,0.25,0.52,105.87,1.13,,56.38,59.69,2.8,1.39,,0.19,0.86,17.54,14.64,22.39,14.31,12.76,2.04,0.98,5.7,0.18,4.4,5.05,0.96,20.78,10.23,11.48,4.13,102.37,6.73,4.98,,,2.5,,5.74,6.42,35.77,23.42,2.41,0.92,,,,,20.37,1.03,,1.87,,,17.42,43.49,3.86,1.88,,1.13,3.46,112.49,16.41,18.05,,11.41,,3.45,155.69,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,6.57,50.54,0.64,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,58.47,2.66,21.11,52.07,6.91,,0.48,1.02,349.79,1.47,,20.16,70.39,0.7,0.28,,0.44,1.51,22.2,19.39,24.79,21,17.16,3.28,3.38,4.5,0.49,13.65,4.14,1.65,27.42,12.38,8.87,7.03,335.32,32.45,133.92,,,11.41,,15.04,7.49,29.34,28.48,3.06,3.33,,1.38,1.07,,24.5,1.04,7.04,1.18,,,23.02,34.37,3.24,1.71,39.17,1.47,13.88,245.06,27.33,27.23,,19.83,,1.92,37.49,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,62.35,49.22,17.7,,,,,,,,30.6,50.15,,24.94,48.43,3.56,,0.68,2.5,20.75,1.51,,452.01,118.12,,0.25,,,,,,395.91,,,4.34,5.66,,0.44,1.43,0.24,,543.28,,,28,19.13,51.48,,,,,,,7.6,,,,5.69,,,,,422.97,1.08,,,,56.08,81.6,,,,30.51,1.51,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,24.66,11.43,2.5,0.9,,8.8,13.9,6.9,48.68,13.3,9.01,,,17.77,10.17,,0.75,1.3,405.92,1.07,,51.08,33.15,0.76,0.43,,,,25.76,22.98,23.23,16.99,15.76,7.79,8.5,3.88,0.47,36.61,4.41,,19.89,18.63,11.89,9.61,569.64,89.04,45.8,,,25.85,,36,12.67,32.74,22.04,1.35,8.49,,0.71,0.74,,23.09,0.71,18.09,0.66,,,22.56,30.33,1.45,1.71,332.72,1.07,18.71,304.83,35.09,36.84,,23.74,,4.24,48.67,,,10,241068062221.0,Packaged Software,Technology Services
ADC,17.28,35.4,1.19,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,33.12,6.04,20.57,34.07,1.68,,0.08,0.01,68.36,0.74,,573.52,54.1,5.08,0.51,,1.67,4.41,35.07,19.75,23.72,30.45,18.32,15.84,17.33,2.85,0.65,73.03,5.91,4.48,36.54,12.09,4.22,10.59,74.5,87.94,2.87,,,31.62,,48.86,1.38,37.77,38.34,6.18,11.52,,3.32,1.24,16.17,15.69,0.92,1.68,0.91,,,15.69,,5.8,0.97,1.65,0.74,2.41,,3.83,3.64,,3.69,,,30.38,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,10.69,50.37,14.48,,,,,,,13.28,,36.9,0.27,19.29,45.4,2.04,,1.25,0.17,13.09,3.42,,,38.31,2.94,1.41,,0.19,1.52,19.35,10.64,14.81,,,4.94,5.62,5.17,0.35,37.93,9.12,1.52,9.3,12.47,,,9.71,,1.91,,,12.01,,30.96,3.78,36.36,12.23,3.95,4.27,,,,,11.33,1.35,,2.07,,,10.22,15.47,,0.67,,3.42,3.78,475.57,9.9,11.55,,10.09,,9.21,100.69,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,15.46,56.4,,1.9,,10.4,9.3,16.8,1.7,,1.2,69.5,2.95,,61.44,5.73,,0.79,0.31,212.37,1.84,136.23,40.16,47.5,1.82,0.22,,0.89,1.71,54.63,27.28,36.74,31.45,23.81,11.16,12.17,1.83,0.73,33.12,2.96,1.71,29.89,16.84,20.61,10.88,153.97,57.08,6.42,,,17.35,,21.96,3,64.55,52.27,4.8,11.22,,2.73,1.79,,33.9,1.38,,1.62,,,27.54,35.38,3.74,1.73,,1.35,3.37,46.57,4.62,4.63,,4.23,,1.42,49.05,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,38.89,,2.6,9.4,7.7,25.1,24.8,,89.18,15,42.03,5.08,,39.07,3.09,,0.04,0.07,51.09,1.4,50.57,24.48,21.74,2.74,0.52,,0.39,3.87,11.51,8.37,9.84,13.34,9.33,0.41,0.4,8.69,0.42,4.05,14.43,3.87,11.03,23.33,,,78.7,7.08,3.58,,,2.07,,2.85,1.11,14.51,10.34,0.57,0.29,,,,,7.48,0.65,0.87,0.73,,,5.15,6.99,0.54,1.33,1.63,0.84,3.34,14.4,8.6,7.7,,4.13,,17.2,11.2,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,38.17,,3.5,,,,,,,4.5,40.09,,,38.78,1.73,,0.26,0.39,16.66,1.11,21.21,66.18,45.49,3.67,1.13,,,,10.2,5.04,11.93,7.52,4.11,0.21,0.22,9.8,0.23,1.89,19.59,,8.49,26.69,29.98,,37.56,6.32,2.09,,,0.12,,2.72,0.66,72.43,9.06,0.46,0.1,,,,,5.44,0.44,,,,,2.82,8.55,0.44,0.5,,0.9,0.19,23.38,5.76,0.85,,4.79,,22.81,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,28.64,45.39,6.71,1.2,,13.8,15.3,15.1,13,13.01,9,52.12,3.48,30.47,46.24,3.04,,0.19,0.79,286.85,1.01,,3.27,65.98,1.56,1.75,,0.59,1.99,22.3,20.21,29.65,22.55,20.83,5.92,6.56,4.48,0.11,22.11,3.49,2.15,28.82,14.92,8.76,7.46,274.41,42.56,9.92,,,20.87,,21.92,21.86,30.61,30.42,2.51,6.38,,1.49,1.64,,28.96,1.05,9.79,1.25,,,25.3,41.59,2.43,2.9,70.83,1.01,7.01,518.83,59.25,86.24,,6.18,,1.86,43.07,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,30.69,47.76,11.86,0.9,25.4,,21.7,23.3,,,14.2,55.82,,24.1,48.41,5.77,,0.38,0.66,284.96,0.65,,102.91,35.66,1.75,0.99,,,,49.68,43.92,51.62,32.55,30.33,9.4,10.86,2.01,0.26,21.04,2.04,,30.88,22.3,11.62,11.74,262.71,90.71,,,,18.3,,21.86,23.47,56.54,34.42,0.63,10.36,,,,,49.25,1.08,,0.97,,,45.66,96.87,1.38,2.74,,0.65,11.12,392,23.35,51.52,,9.86,,0.7,212.66,,,6,45606470933.0,Packaged Software,Technology Services
ADT,13.06,45.52,7.26,,3.7,,,,,,,54.71,3.18,2.31,48.85,0.41,,0.08,0.01,6.87,0.81,70.1,85.15,27.53,4.22,1.98,,0.38,3.18,28.64,7.59,12.57,,5.15,2.75,2.69,3.49,0.24,21.42,18.06,3.18,8.47,8.42,26.47,2.59,6.61,78.76,1.95,,,17.19,,20.04,1.61,7.16,13.19,,1.3,,,,,6.05,1.04,,,,,3.62,4.85,,0.55,,0.64,5.45,14.81,3.29,24.01,,10.07,,35.92,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
AEE,22.94,48.26,5.81,,6.5,8,7.3,6.3,10.2,5.28,6.9,55.58,4.23,29.81,49.68,0.89,,,,88.04,0.63,73.28,83.66,27.63,5.15,1.54,,0.61,3.06,21.51,11.91,,19.14,11.02,5.04,5.78,4.65,0.27,,,3.06,17.84,1.24,7.85,3.97,83.31,49.45,2.94,,,15.52,,25.95,1.99,20.72,20.51,3.73,3.2,,1.49,,,,1.06,1.37,1.23,,,9.46,,2.96,,2.06,0.41,2.73,5.71,5.17,9.9,,3.91,,,22.23,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,59.72,,,99.7,,,,,52.85,46.7,49.57,,,57.96,13.57,,2.45,5.64,16.39,6.03,461.76,71.29,51.67,0.87,0.06,,,,74.58,58.98,,,,,7.78,1.34,0.84,,,,54.63,,,24.38,21.73,50.48,,,,49.64,,10.43,3.94,16.63,14.95,,8.2,,,,,,0.75,1.8,3.11,33.45,6.97,2716.62,27.28,,4.72,4.81,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,13.55,52.99,11.15,0.9,13,,,,,,6.1,49.43,0.35,7.97,52.18,4.57,,2.25,0.99,118.36,4.62,139.39,54.35,65.57,5.33,0.57,,0.11,0.35,80.43,36.03,60.65,,12.08,2.83,3.04,1.24,0.53,5.01,1.65,0.35,23.72,15.08,,,85.39,35.16,2.31,,,2.91,,4.34,3.83,103.82,32.43,2.41,3.01,,1.66,3.93,,60.02,1.39,2.99,1.06,,14.06,33.59,92.55,2.56,1.83,6.19,3.32,1.74,8.27,2.59,3.75,,8.16,,,41.97,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,59.34,56.27,6.92,,20.5,20.8,11.4,7.9,4,4.55,3.1,71.57,8.21,19.53,61.67,3.5,,0.59,0.61,84.3,1.75,111.46,54.12,0.39,0.48,0.08,,0.47,1.93,23.34,12.77,24.5,11.56,7.87,4.43,5.45,4.28,0.69,23.84,4.41,1.93,16.99,11.39,28.33,14.5,64.71,40.9,27.86,,,13.05,,34.15,2.22,42.1,24.49,0.96,5.75,,,,,24.35,1.3,1.81,1.32,,,12.76,27.96,2.85,2.04,2.78,0.83,3.5,8.35,6.58,5.13,,5.69,,2.4,56.5,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEP,13.42,44.99,,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,58.4,5.04,10.03,49.1,0.87,,0.04,0.01,93.51,0.57,84.7,104.49,18.81,5.79,1.66,,0.71,3.8,21.62,12.17,,16.69,10.59,4.2,4.74,4.63,0.27,,,3.96,15.91,0.95,13,4.64,94.47,61.23,2.17,,,13.46,,20.61,1.87,18.85,18.78,3.41,2.54,,,,,,0.99,1.25,1.08,,,7.71,,,11,1.87,0.41,2.7,5.48,4.94,10.22,,4.35,,0.78,19.9,,,10,41234689544.0,Electric Utilities,Utilities
AER,30.85,52.05,1.88,,6.4,,,5.5,,3.17,,61.97,0.79,2.92,54.83,0.74,,2.25,0.08,94.11,4.5,5.24,57.13,3.06,10.49,2.89,,0.05,0.79,30.51,13.63,,15.95,9.39,7.73,8.05,3.28,0.23,,,1.06,7.75,,12.74,2.68,85.84,32.61,,,,32.41,,26.37,1.07,7.6,9.66,,2.4,,,,,,1.1,0.73,1.4,,,3.36,7.28,,1.57,1.25,4.45,3.53,3.38,2.94,15.15,,2.69,,11.75,14.68,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,36.47,,,,5,,6.9,,,7.2,25.73,7.31,,33.88,0.41,,0.16,0.07,12.02,0.85,25.49,94.7,48.4,11.13,8.95,,0.3,5.73,28.46,15.36,,9.67,6.6,2.07,3.31,3.51,0.07,,,5.76,5.86,,6.76,2.74,21.43,19.44,1.43,,,8.34,,17.25,2.6,8.35,5.18,,0.71,,,,,,0.56,1.39,0.73,,,3.58,,,,8.41,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,30.94,,,,5,,6.9,,,7.2,31.52,,,31.62,0.41,,0.16,0.07,62.61,0.85,25.49,94.7,48.4,11.13,8.95,,,,28.46,15.36,,,,,3.31,3.51,0.07,,,,6.72,,6.76,2.74,0.0,19.44,1.43,,,8.34,,17.25,2.68,8.61,5.34,,0.72,,,,,,,,,,,3.7,,,,,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,35.66,46.58,2.61,,14.3,,129.9,,,49.89,64.1,37.28,4.1,11.13,43.38,2.28,,0.3,0.16,21.76,1.23,16.62,48.15,58.05,2.21,0.47,,0.99,4.1,21.33,12.62,,,6.49,2.38,3.06,4.69,0.53,,,4.38,11.37,,,26.12,0.0,26.47,4.92,,,8.78,,15.35,2.29,27.65,25.16,,2.56,,,,,,,1.76,,,,8.58,,,,2.78,1.08,4.84,10.74,8.84,10.25,,8.11,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
