Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ADSK,5.41,49.94,0.9,25.4,,21.7,23.3,,,14.2,25.86,,,43.52,4.97,,0.43,0.72,250.4,0.64,,94.05,32.85,1.8,1.05,,,,42.36,37.72,51.06,41.03,37.59,8.96,9.42,2.36,0.25,18.45,1.98,,30.35,22.73,11.34,11.03,253.68,90.8,1291,,,18.21,,22.24,21.81,51.21,30.61,0.56,9.34,,,,,50.64,,0.89,,,46.73,121.38,1.22,2.46,,0.64,11,369.7,23.5,57.58,,9.97,,0.57,206.23,,,6,45606470933.0,Packaged Software,Technology Services
ADT,17.44,38.08,,3.7,,,,,,,24.79,2.52,,32.99,0.48,,0.03,0.01,7.01,0.75,99.17,116.01,32.51,3.42,2.03,,0.37,2.57,15.11,6.22,13.87,,5.04,2.77,2.89,6.62,0.24,20.86,15.91,3.14,8.88,12.28,26.67,2.63,6.66,81.58,2.1,,,13.82,,22.19,1.68,9.47,14.22,,1.35,,,,,6.49,,,,,3.69,5.25,,0.56,,0.59,4.07,28.19,6.32,18.83,,4.34,,27.56,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,49.57,45.13,,9.9,,22.2,30.1,,18.33,10.6,22.42,,25.44,36.53,8.92,,1.17,3.5,126.37,2,,10.69,36.33,0.43,0.05,,,,21.09,18.53,21.81,14.03,13.77,1.6,1.94,4.74,0.83,8.9,4.34,,21.6,23.77,13.03,13.99,109.23,32.34,9,,,6.18,,9.03,2.48,29.95,25.12,1.34,1.86,,0.95,0.61,,20.84,3.88,1.23,,22.85,18.91,22.74,1.23,1.21,13.5,2,6.73,148.57,11.63,9.3,,9.04,,1.03,53.07,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,3.72,65.06,,6.5,8,7.3,6.3,10.2,5.28,6.9,56.17,4.31,10.18,62.38,0.87,,0.01,,83.16,0.67,74.06,86.49,26.35,5.01,1.54,,0.61,3.13,20.07,11.25,,18.28,10.49,4.78,5.56,4.98,0.27,,,3.22,16.94,0.85,7.54,3.26,80.73,50.31,3.09,,,16.28,,26.85,1.92,18.81,19.61,3.57,3.07,,1.31,,,,1.32,1.19,,,8.81,,2.87,,1.99,0.45,2.88,5.92,5.36,10.43,,4.04,,,21.14,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,44.25,,99.7,,,,,52.85,46.7,39,,,42.01,16.15,,4.68,7.93,13.53,9.31,357.33,69.43,54.67,0.54,0.06,,,,35.42,31.2,354.5,,,,5.39,2.82,0.87,1.52,0.25,,44.33,,,24.21,24.44,49.15,,,,50.07,,15.22,3.52,12.08,11.28,,6.03,,,,,436.45,1.33,2.42,11.97,4.81,233.28,20.22,,4.3,3.51,5.75,31.03,24.62,10.7,37.59,,56.45,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,,31.7,0.9,13,,,,,,6.1,9.15,0.41,,22.99,3.46,,3.21,0.97,93.78,5.47,137.27,54.32,63.98,5.91,0.88,,0.1,0.43,33.85,20.64,31.93,,12.08,2.17,2.37,2.95,0.46,7.41,3.16,0.43,17.25,22.41,15.38,,86.07,35.21,3.81,,,6,,5.38,3.03,39.08,23.74,1.77,2.34,,1.11,1.9,,31.59,2.28,0.82,,11.74,20.71,38.26,1.22,1.42,4.93,4.22,3.75,15.66,5.02,7.97,,7.79,,,32.49,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,59.43,43.81,,20.5,20.8,11.4,7.9,4,4.55,3.1,19.67,8.94,39.79,34.38,2.95,,0.52,0.47,76.89,1.51,106.42,52.57,0.4,0.72,0.1,,0.59,2.08,31.45,14.14,29.97,13.04,8.54,4.59,5.42,3.18,0.68,18.06,3.43,2.08,18.78,19.44,17.8,7.76,57.25,36.6,20.97,,,8.56,,29.57,1.9,61.72,28.15,1.1,5.25,,,,,29.06,1.73,1.21,,,12.89,38.18,1.62,1.85,2.4,0.76,2.16,5.78,4.54,3.17,,4.24,,1.92,51.74,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,18.37,36.03,,10.5,45.5,,,66.4,90.5,5.8,22.04,2.21,,30.21,4.09,,0.24,0.15,18.88,1.57,75.18,28.64,16.47,1.99,0.78,,0.29,2.52,10.96,7.17,16.21,10.2,6.94,0.88,0.88,9.12,0.48,5.42,8.09,2.65,10.52,1.01,11.25,3.4,18.05,39.18,,,,4.58,,8.01,2.14,15.1,11.37,,0.69,,,,,12.59,1.13,0.85,,,7.85,23.22,,1.21,2.54,0.74,7.04,18.72,16.01,14.43,,11.24,,12.48,16.89,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,28.69,67.72,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,67.09,4.64,17.12,69,0.93,,0.04,0.01,102.05,0.65,83.79,105.01,18.99,5.86,1.7,,0.69,3.45,22.9,12.98,,17.71,11.2,4.44,5.03,4.37,0.26,,,3.45,17.05,1.51,13.47,4.75,93.54,60.67,2.21,,,13.49,,20.7,2.08,20.45,20.34,3.7,2.75,,,,,,1.37,1.2,,,8.9,,3.93,13.27,2.08,0.48,2.71,5.54,5.01,10.42,,4.34,,,22,,,10,41234689544.0,Electric Utilities,Utilities
AER,43.72,41.5,,6.4,,,5.5,,3.17,,27.38,0.53,11.98,36.61,0.76,,0.89,0.03,90.6,3.42,5.35,58.48,3.06,9.64,2.69,,0.02,0.55,27.88,13.06,,15.95,9.39,7.73,7.99,3.59,0.24,,,1.1,7.55,,11.23,3.05,77.64,34.83,,,,42.04,,28.67,1.04,5.93,8.91,,2.41,,,,,,0.7,1.41,,,3.41,5.34,,1.6,1.22,3.38,4.6,3.68,3.2,19.62,,2.94,,16.73,14.07,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,33.67,,,5,,6.9,,,7.2,16.41,5.41,1.85,26.76,0.5,,0.19,0.06,16.19,0.97,26.58,87.18,46.9,10.74,9.24,,0.31,4.22,26.18,14.38,,10.7,7.22,2.26,3.08,3.82,0.07,,,4.22,7.76,,7.08,3.65,22.87,20.79,1.61,,,6.07,,18.51,3.72,15.42,7.33,,0.93,,,,,,2.08,0.98,,,4.56,,,,13.27,0.91,1.68,4.94,4.08,27.42,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,35.73,,,5,,6.9,,,7.2,31.65,,,33.54,0.5,,0.19,0.06,62.61,0.97,26.58,87.18,46.9,10.74,9.24,,,,26.18,14.38,,,,,3.08,3.82,0.07,,,,6.72,,7.08,3.65,0.0,20.79,1.61,,,6.07,,18.51,3.72,15.42,7.33,,0.93,,,,,,,,,,4.56,,,,,0.91,1.68,4.94,4.08,27.42,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,,48.06,,14.3,,129.9,,,49.89,64.1,40.91,4.26,,46.25,2.22,,0.44,0.21,20.22,1.53,19.27,53.52,60.18,1.97,0.47,,0.66,4.25,14.32,10.29,,,4.54,1.99,3.36,6.98,0.54,,,4.55,6.71,,38.58,30.53,0.0,34.88,9.58,,,13.71,,23.57,2.09,16.09,15.98,,2.36,,,,,,1.34,,,,7.39,,,,2.53,1.35,7,16.82,13.32,17.82,,12.65,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
AFRM,9.32,63.58,,,,85.6,17.5,,1.59,11.1,54.87,,,62.6,1.81,,17.16,0.32,38.49,65.7,,16.58,43.65,,2.42,,,,,,56.54,27.59,28.7,5.56,7.08,,0.29,12.52,2.43,,,,64.2,23.02,36.56,63.62,,,,,,,4.38,,,,5.14,,,,,41.03,,,,8.42,26.51,,,,5.48,65.7,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
