Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABG,6.25,62.36,,,50.3,,28.2,37.8,,8.08,24,63.01,,,62.96,2.8,0.03,0.01,263.72,1.2,48.06,16.14,4.32,6.36,1.52,,,,14.07,12.79,39.4,12,10.93,0.58,0.62,7.11,0.33,1.58,5.04,,9.67,29.97,,6.16,262.39,17.41,3.89,,2.16,,5.9,1.54,14.92,9.8,0.31,0.32,,0.31,1.73,,19.97,1.01,,1.12,,,10.61,89.34,0.39,0.54,,0.41,3.64,17.42,9.79,10.8,,7.97,,,13.99,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,27.97,58.44,,2,8.4,5.9,40.8,24.6,,23.18,11.1,58.97,1.92,12.55,58.67,2.99,0.07,0.06,56.8,1.38,,,56.6,3.53,0.8,,0.26,1.57,16.32,12.02,18.23,12.39,10,0.59,0.6,6.13,0.36,3.3,7.65,1.57,15.49,25.86,,1.62,51.51,,3.58,,1.89,,3.62,1.94,23.47,16.37,1.02,0.44,,0.88,1.16,,13.35,1.1,,1.11,,,10.82,16.41,0.82,0.98,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.14,29.43,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,4.84,56.88,16.31,,38.3,,,,,322.31,8,64.63,,,58.89,4.84,0.99,4.98,139.67,1.62,,33.1,6.78,0.96,0.27,,,,34.46,33.6,19.21,22.46,22.1,6.43,7.29,2.9,0.38,37.96,4.67,,31.4,,,10.67,166.35,83.07,22.92,,16.96,,15.01,10.41,49.45,49.45,,8.43,,,,,22.25,0.84,4.98,,,18.9,22.25,37.3,,,11.36,1.62,7.98,839.68,21.23,22.05,,19.8,,3.92,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ACA,26.69,65.92,1.33,,6.9,,13.2,4.1,,3.27,5.9,60.72,0.18,7.61,65.3,2.97,1.75,0.61,108.83,3.61,70.83,47.61,57.32,3.31,0.51,,0.06,0.18,29.79,15.83,48.98,,,2,2.38,3.36,0.56,4.86,2.22,0.18,24.58,17.92,26.64,11.51,76.87,19.84,4.58,,5.17,,7.87,2.24,42.42,34.54,1.71,2.19,,,,,45.06,1.42,2.67,,,,17.23,26.41,2.15,1.47,4.75,2.77,3.4,11.35,5.93,5.41,,5.14,,,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,50.68,,,,,38.8,40.9,46.1,223.57,16.4,39.14,,,47.26,2.73,1.64,11.45,16.21,2.29,235.21,82.57,38.31,0.4,0.09,,,,19.92,17.96,11.03,13.67,16.85,2.18,2.41,5.02,0.59,21.82,7.52,,21.18,,,15.87,33.73,91.61,,,13.83,,12.08,4.67,20.78,20.78,0.93,2.88,,,,,13.23,0.48,2.3,,16.21,6.93,13.23,20.26,,,5.71,2.11,15.57,203.67,21.17,27.32,,51.02,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,38.97,,,12.2,,,16.9,,,10.9,67.84,,,48.94,1.72,0.13,0.04,41.03,1.07,18.46,542.09,44.04,3.16,0.66,,,,11.5,8.87,,9.07,7.16,1.63,1.81,8.7,0.52,,,,11.44,0.85,11.1,9.02,85.03,96.45,5.11,,8.99,,17.48,1.24,13.45,11.7,,1.18,,,,,,0.48,1.68,0.56,,,28.42,,,1.24,5.43,1.06,5.05,19.42,10.06,9.78,,8.25,,,120.68,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,81.57,,,100.9,,,,,,,84.62,,,83.61,,5.79,,,6.03,,,,,,,,,,,,,,55.03,,,,,,,,,17.54,,,,,,,,,6.79,,,,,,,,,,,,,9.63,9.03,,,,,6.56,6.03,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,60.99,,,18.8,33.9,6,,,132.17,4.2,72.45,2.48,,64.96,3.53,0.04,0.02,19.54,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.48,14.43,5.96,31.98,12.56,6.51,0.31,0.32,6.93,0.11,0.99,6.95,2.48,8.57,16.46,,1.83,21.46,27.85,3.83,,1.25,,2.28,3.75,11.43,7.82,0.58,0.14,,,,,14.47,0.91,,,,,4.28,14.36,1.23,0.82,,0.22,3.79,11.26,9.28,37.17,,6.52,,7.06,28.74,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,86.12,61.69,,2.6,5.9,,7,21.8,,142.28,6.8,60.51,,37.78,61.79,3.83,0.26,0.17,57.3,1.56,,21.51,50.45,2.07,0.77,,,,18.83,14.06,24.95,,15.44,4.03,4.31,5.31,0.43,17.25,4.64,,28.94,13.02,31.06,7.94,34.12,52.2,4.73,,14.04,,22.14,4.52,27.03,24.7,2.06,3.8,,1.25,1.9,,22.06,1.68,,1.46,,,19.37,24.69,2.38,1.7,,1.56,6.9,262.89,15.7,17.86,,8.99,,3.13,58.47,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,34.69,,0.9,22.7,,62.7,72,31,57.41,34.8,42.93,,,37.03,6.86,2.3,13.15,74.45,4.45,183.28,30.95,67.21,0.16,0.05,,,,7.5,7.09,11.27,,7.45,1.78,1.84,13.33,0.73,16.36,7.27,,15.13,24.92,,,114.17,44.28,44.08,,20.65,,21.88,2.48,11.01,11.01,0.22,2.31,,,,,13.9,0.65,1.1,1.01,11.16,3.19,12.64,13.62,0.44,1.03,2.48,3.29,17.31,67.54,25.93,24.8,,28.79,,2.45,23.63,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,58.24,51.58,17.26,,,,2.6,0.1,,,,53.47,,62.45,50.38,10.22,4.19,8.79,90.96,4.29,,,71.34,,0.14,,,,,,1207.34,,,46.5,27.76,,0.63,2.3,0.07,,,,,12.84,0.0,,,,,,,9.99,,,,29.5,,,,,608.23,,,,16.81,16.07,186.27,,,,10.16,4.29,,,,,,,,0.28,,,,,1598748014.0,Biotechnology,Health Technology
ACM,19.29,68.09,4.93,2.5,,,13,17,11,,9.8,79.99,0.75,17.4,71.69,2.47,0.25,0.52,116.74,1.13,,56.38,59.69,2.8,1.39,,0.19,0.75,18.74,15.64,23.92,15.47,13.79,2.2,1.05,5.34,0.18,4.4,4.58,0.89,22.88,9.89,11.6,,101.52,6.73,4.98,,2.5,,5.74,7.08,39.44,25.83,2.66,0.99,,,,,22.57,1.15,,2.06,,,19.29,48.3,4.25,2.08,,1.13,3.46,112.49,16.41,18.05,,11.41,,3.14,171.68,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,8.01,55.16,7.13,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,64.66,2.61,19.87,57.67,7.42,0.26,1.22,363.18,1.1,,20.51,69.84,0.37,0.15,,0.43,1.48,23.04,20.1,26.1,21.12,17.2,3.28,3.46,4.34,0.51,13.27,3.8,1.64,28.33,13.18,8.98,7.11,330.85,32.61,162.73,,11.19,,14.79,8.03,31.77,30.37,3.27,3.56,,1.47,1.17,,26.76,1.1,8.48,1.26,,,25.25,38.57,3.18,1.76,53.25,1.1,13.75,236.59,27.79,26.8,,19.63,,2.62,39.35,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,12.64,66.33,,,,,,,,,30.6,66.32,,,67.83,3.94,0.68,2.5,22.39,1.51,,452.01,118.12,,0.25,,,,,,431.74,,,4.66,6.17,,0.44,1.43,0.22,,586.39,,,29.19,18.63,51.48,,,,,,8.41,,,,6.31,,,,,468.57,1.2,,,,60.51,90.39,,,,32.93,1.51,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,60.68,,1.7,9.4,,17.7,16.7,11.4,,16.8,75.35,,1.74,65.96,12.2,0.78,1.24,525.3,1.11,,49.25,33.27,0.78,0.42,,,,32.91,29.26,34.64,20.6,19.25,9.53,10.83,3.04,0.49,31.27,2.83,,25.56,19.22,13.4,10.76,583.32,88.66,51.2,,25.59,,35.93,16.07,44.37,29.38,1.37,11.37,,0.94,1.16,,36.35,0.9,18.7,0.89,,,35.37,51.72,1.77,2.33,268.01,1.11,18.17,291.22,33.73,34.74,,22.82,,2.98,65.91,,,10,241068062221.0,Packaged Software,Technology Services
ADC,29.76,58.25,3.25,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,60.73,5.29,26.5,59.68,1.83,0.08,0.01,76.96,0.74,,573.52,54.1,5.08,0.51,,1.67,3.86,37.53,21.14,25.38,32.46,19.56,16.96,18.54,2.66,0.65,73.03,5.25,3.92,41.91,11.61,2.17,11.31,74.09,87.94,2.87,,31.62,,48.86,1.56,42.52,43.16,6.96,12.89,,3.74,1.39,18.16,17.66,1.04,1.89,1.03,,,17.66,,6.53,1.09,1.86,0.74,2.41,,3.83,3.64,,3.69,,,34.51,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,24.64,51.2,,,,,,,,13.28,,60.38,0.29,2.88,52.81,1.92,1.25,0.17,12.21,3.42,,,38.31,2.94,1.41,,0.19,1.63,17.87,9.82,13.68,,,4.79,5.19,5.6,0.35,37.93,9.77,1.63,8.95,14.26,,,9.29,,1.91,,12.01,,30.96,3.53,33.92,11.41,3.68,4.01,,,,,10.55,1.31,,1.93,,,9.56,14.43,,0.63,,3.42,3.78,475.57,9.9,11.55,,10.09,,10.2,93.92,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,25.74,49.2,2.02,,30.2,11.6,25.1,26.1,12.4,8.32,17.3,58.22,2.92,,52.08,5.65,0.79,0.31,219.05,1.69,139.48,41.5,48.27,1.9,0.23,,0.81,1.65,54.37,27.34,39.55,28.78,22.18,11.07,12.02,1.84,0.72,30.39,2.71,1.68,29.36,17.59,11.58,,152.09,57.85,7.22,,17.07,,23.16,3.09,65.78,49.75,4.08,11.26,,2.74,1.84,,37.07,1.44,,1.64,,,27.46,34.58,3.36,1.79,,1.24,3.39,48.07,4.69,4.66,,4.47,,1.78,51.42,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,47.08,,2.6,9.4,7.7,25.1,24.8,,89.18,15,64.62,4.88,,52.73,3.12,0.04,0.07,53.72,1.4,50.57,24.48,21.74,2.74,0.52,,0.39,3.72,11.92,8.67,10.19,13.7,9.53,0.42,0.41,8.39,0.42,4.05,13.72,3.72,10.66,23.09,,,78.37,7.08,3.58,,2.07,,2.85,1.17,15.26,10.87,0.59,0.31,,,,,7.83,0.69,0.91,0.77,,,5.47,7.32,0.56,1.4,1.72,0.84,3.34,14.4,8.6,7.7,,4.13,,16.13,11.78,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,40.78,,3.5,,,,,,,4.5,39.93,,,40.15,1.75,0.26,0.39,19.24,1.11,21.21,66.18,45.49,3.67,1.13,,,,9.73,4.81,11.39,8.17,4.46,0.22,0.21,10.28,0.23,1.89,16.96,,9.65,25.7,30.81,,37.64,6.32,2.09,,0.12,,2.72,0.77,83.65,10.47,0.54,0.12,,,,,6.36,0.51,,,,,3.28,9.92,0.51,0.58,,0.9,0.19,23.38,5.76,0.85,,4.79,,19.45,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,24.84,67.49,6.12,1.2,,13.8,15.3,15.1,13,13.01,9,76.59,3.21,15.69,69.7,3.11,0.19,0.79,307.97,1.01,,3.27,65.98,1.56,1.75,,0.59,1.84,23.26,21.09,30.93,23.53,21.73,6.18,6.84,4.3,0.11,22.11,3.25,2.02,30.97,14.82,8.76,7.46,269.66,42.56,9.92,,20.87,,21.92,23.47,32.87,32.66,2.7,6.88,,1.61,1.77,,31.05,1.14,10.51,1.34,,,27.15,44.7,2.61,3.12,76.04,1.01,7.01,518.83,59.25,86.24,,6.18,,1.73,46.24,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,40.62,66.97,11.64,0.9,25.4,,21.7,23.3,,,14.2,67.15,,33.11,67.1,6.17,0.43,0.72,317.96,0.64,,94.05,32.85,1.8,1.05,,,,53.88,47.97,64.95,35.38,33.46,10.16,11.98,1.86,0.25,18.45,1.56,,34.66,22.14,11.66,11.55,259.11,90.8,1291,,18.21,,22.24,27.7,65.02,38.87,0.71,11.88,,,,,64.32,1.23,,1.13,,,59.32,154.15,1.55,3.13,,0.64,11,369.7,23.5,57.58,,9.97,,0.45,262.78,,,6,45606470933.0,Packaged Software,Technology Services
ADT,31.55,59.29,6.34,,3.7,,,,,,,75.67,2.59,9.14,63.37,0.44,0.08,0.01,7.69,0.81,70.1,85.15,27.53,4.22,1.98,,0.38,2.59,29.78,7.89,13.07,,5.16,2.86,2.8,3.36,0.24,21.42,16.21,2.87,9.56,7.19,26.05,2.58,6.8,78.76,1.95,,17.19,,20.04,1.79,7.97,14.68,,1.41,,,,,6.62,1.13,,,,,3.98,5.31,,0.61,,0.64,5.45,14.81,3.29,24.01,,10.07,,32.75,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,43.86,48.65,,,9.9,,22.2,30.1,,18.33,10.6,60.71,,14.65,51.76,8.42,1.41,4.48,124.41,2.11,,11.17,35.23,0.41,0.05,,,,19.21,16.99,16.27,13.22,11.88,1.41,1.81,5.21,0.82,11.15,5.6,,21.31,23.76,12.51,12.28,102.47,32.28,12.12,,6.5,,9.15,2.38,28.47,24.02,1.28,1.84,,0.99,0.54,,16.82,1.21,3.49,1.2,128.26,17.7,15.61,19.34,1.23,1.23,11.42,2.11,6.89,155.12,11.61,9.24,,9.02,,2.99,50.57,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,13.77,67.07,6.33,,6.5,8,7.3,6.3,10.2,5.28,6.9,75.14,3.86,23.07,70.07,0.91,,,94.27,0.63,73.28,83.66,27.63,5.15,1.54,,0.61,2.79,22.02,12.19,,19.66,11.32,5.17,5.92,4.54,0.27,,,2.84,19.13,1.5,7.77,3.78,82.19,49.45,2.94,,15.52,,25.95,2.13,22.18,21.96,3.99,3.43,,1.6,,,,1.15,1.47,1.32,,,10.14,,3.16,,2.2,0.41,2.73,5.71,5.17,9.9,,3.91,,,23.81,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,45.05,13.75,,99.7,,,,,52.85,46.7,49.82,,45.7,46.39,10.69,2.45,5.64,11.9,6.03,461.76,71.29,51.67,0.87,0.06,,,,56.24,44.48,,,,,5.86,1.78,0.84,,,,39.68,,,24.38,21.07,50.48,,,49.64,,10.43,2.87,12.14,10.92,,5.96,,,,,,0.56,1.3,2.26,24.29,5.06,1983.33,19.9,,3.43,3.51,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,11.11,63.24,,0.9,13,,,,,,6.1,75.5,0.34,,66.89,4.54,2.25,0.99,117.21,4.62,139.39,54.35,65.57,5.33,0.57,,0.11,0.34,79.53,35.63,59.98,,12.08,2.8,3.01,1.26,0.53,5.01,1.67,0.34,23.51,15.1,,,85.31,35.16,2.31,,2.91,,4.34,3.79,102.82,32.11,2.4,2.97,,1.64,3.89,,59.47,1.37,2.96,1.05,,13.92,33.3,91.63,2.53,1.81,6.13,3.32,1.74,8.27,2.59,3.75,,8.16,,,41.56,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEO,19.28,41.34,,,10.5,45.5,,,66.4,90.5,5.8,47.86,2.46,,43.55,4.08,0.24,0.15,17.89,1.57,75.18,28.64,16.47,1.99,0.78,,0.29,2.82,10.87,7.11,16.08,9.32,6.46,0.84,0.87,9.2,0.48,5.42,8.54,2.82,9.25,1.06,11.34,3.41,18.04,39.18,,,4.58,,8.01,2.03,14.31,10.78,,0.67,,,,,11.93,0.99,1.07,0.8,,,7.43,22.07,,1.15,2.41,0.74,7.04,18.72,16.01,14.43,,11.24,,12.75,15.97,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,25.08,57.44,,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,78.34,4.77,10.36,64.5,0.9,0.04,0.01,99.33,0.57,84.7,104.49,18.81,5.79,1.66,,0.71,3.6,22.34,12.57,,17.25,10.94,4.34,4.9,4.48,0.27,,,3.75,16.91,1.17,12.96,4.34,93.29,61.23,2.17,,13.46,,20.61,1.99,20.03,19.95,3.63,2.66,,,,,,1.06,1.33,1.15,,,8.16,,,11.69,1.99,0.41,2.7,5.48,4.94,10.22,,4.35,,0.75,21.13,,,10,41234689544.0,Electric Utilities,Utilities
AER,41.28,65.97,0.73,,6.4,,,5.5,,3.17,,83.95,0.76,3.17,72.53,0.75,2.25,0.08,100.3,4.5,5.24,57.13,3.06,10.49,2.89,,0.05,0.76,30.84,13.77,,15.95,9.39,7.73,8.13,3.24,0.23,,,1.01,8.25,,12.74,2.68,84.44,32.61,,,32.41,,26.37,1.14,8.1,10.29,,2.56,,,,,,1.19,0.78,1.49,,,3.6,7.74,,1.68,1.33,4.45,3.53,3.38,2.94,15.15,,2.69,,11.35,15.65,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,0.18,24.85,,,,5,,6.9,,,7.2,16.86,6.98,,21.88,0.42,0.16,0.07,12.58,0.85,25.49,94.7,48.4,11.13,8.95,,0.3,5.47,25.79,13.92,,9.82,8,2.1,3,3.88,0.07,,,5.47,6.18,,6.48,4.07,21.71,19.44,1.43,,8.34,,17.25,2.72,8.74,5.42,,0.73,,,,,,0.58,1.46,0.76,,,3.78,,,,8.8,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,36.01,,,,5,,6.9,,,7.2,31.65,,,33.57,0.42,0.16,0.07,62.61,0.85,25.49,94.7,48.4,11.13,8.95,,,,25.79,13.92,,,,,3,3.88,0.07,,,,6.72,,6.48,4.07,0.0,19.44,1.43,,8.34,,17.25,2.84,9.14,5.67,,0.76,,,,,,,,,,,3.93,,,,,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AFRM,55.17,69.02,27.67,,,,85.6,17.5,,1.59,11.1,65.27,,35.53,69.24,2.6,15.58,0.3,66.27,64.66,,18.63,43.32,66.55,2.51,,,,,250.3,70.39,38.8,41.19,8.73,10.61,,0.28,15.07,1.75,,,,,25.58,38.19,65.71,,,,,,7.68,,,,8.61,,,,,57.31,1.74,,,,13.92,39.74,,,,9.1,64.66,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
