Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,6.27,60.24,,1.9,5,6.8,3.9,10.3,3.7,5.12,2.8,82.07,1,4.16,67.99,5.31,0.7,0.39,139.28,2.09,123.03,58.99,71.61,1.81,0.58,,0.18,0.69,25.89,22.34,30.49,24.09,21.44,6.1,6.43,3.86,0.5,21.09,3.46,0.72,25,15.18,8.78,5.88,134.85,54.3,15.5,,19.8,,22.86,6.74,31.51,26.33,2.31,6.21,,0.84,1.46,,29.51,1.03,7.29,1.23,,,23.13,30.02,2.13,2.08,45.37,1.58,11.63,68.51,17.6,21.45,,14.54,,3.44,43.12,,,10,33913792728.0,Medical Specialties,Health Technology
AA,46.25,57.6,34.25,1.4,10.2,,,,,75.95,5.9,48.99,0.87,,55.4,1.49,0.38,0.45,45.9,1.41,78.33,59.38,26.65,4.45,0.56,,,0.87,1032.83,20.37,,7.32,5.33,1.17,1.22,0.1,0.36,,,0.87,13.67,,,4.18,32.97,11.35,1.6,,,,2.02,2.26,,,,0.79,,,,,,1.39,,,,,22.23,,,1.8,2.34,0.8,,0.18,0.12,,,6.28,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,3.99,62.28,27.74,,10.4,,,,,597.78,27,58.15,,17.43,60.86,0.68,0.33,0.22,14.47,0.57,21.4,22.29,13.62,16.51,,,,,16.98,16.98,,8.45,5.69,0.71,0.75,5.89,,,,,7.09,,,4.01,16.21,20.34,1.4,,0.51,,5.17,,43.85,13.31,,0.19,,,,,,0.89,,0.46,,,4.25,,,,,0.47,0.43,6.13,5.96,,,2.95,,28.8,12.58,,,8,8696254174.0,Airlines,Transportation
AAON,81.46,56.45,27.08,,26.3,8.1,29.5,31.8,,20.3,29.5,36.82,0.36,53.38,50.38,30.89,,,133.16,3.06,92.39,12.1,42.3,0.24,0.09,,0.14,0.24,44.35,35.78,105.05,,,,8.95,2.25,0.77,8.52,0.95,0.24,45.22,20.39,17.97,15.07,79.91,35.65,94.37,,15.78,,20.14,13.57,58.66,58.66,2.34,9.18,,3.19,9.36,,108.08,1.67,6.65,1.8,,55.72,45.74,69.67,2.35,9.03,16.96,1.79,19.56,38.79,29.01,25.52,,21.87,,0.47,116.81,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,56.93,,3.6,,26,,,,,8.9,56.98,49.6,,58.1,1.9,0.08,0.12,42.64,1.34,232.75,194.44,24.05,7.27,1.47,,1.28,2.32,28.48,11.24,26.94,29.78,13.46,0.69,0.48,3.51,0.21,1.77,8.58,2.32,24.46,4.36,,,104.77,40.02,2.38,,0.36,,1.55,0.98,58.41,54.67,,0.21,,,,,11.63,0.41,1.97,0.19,,,6.12,82.96,,0.4,1.6,0.62,0.36,4.12,2.95,1.7,,1.76,,4.39,5.87,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,16.56,69.36,0.06,2.7,,4.9,6.2,6.4,8.6,,5.4,90.59,0.54,14.88,78.25,9.09,0.37,0.61,242.65,0.87,11.29,98.23,24.41,0.79,1.87,,0.15,0.41,29.73,27.2,33.67,27.68,25.5,8.79,9.37,3.36,0.16,27.83,2.97,0.42,32.82,18.15,11.49,6.89,188.06,46.21,,,23.97,,31.51,64.36,39.91,35.95,2.26,9.52,,1.51,1.68,,34.43,1.29,10.14,2.11,,,31.63,36.91,2.29,2.68,64.36,0.83,26.93,278.63,59.87,140.28,,32.51,,3.18,52.64,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,26.26,60,,,,9.7,8.1,22.2,18.4,28.45,8.5,62.27,5.81,22.26,61.94,0.8,4.87,0.25,28.22,5.78,,148.94,6.31,7.97,1.8,,1.38,4.73,23.3,12.44,24.55,,,,7.28,4.29,0.35,29.66,7.88,4.75,57.01,8.87,,2.18,27.61,63.33,1.92,,16.36,,28.14,1.45,29.09,29.09,12.65,4.73,,2.52,1.38,11.83,15.96,1.02,1.38,0.62,,,10.54,19.44,,1.24,1.47,5.78,2.43,683.81,4.81,6.24,,4.5,,,34.41,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,41.94,49.61,2.96,,,7.8,9.6,1.7,7.4,21.19,3.8,67.09,5.58,27.07,55.11,1.84,0.17,0.1,181.5,0.65,84.15,73.91,75.86,3.9,11.78,,0.57,3.42,39.02,21.12,24.64,14.05,13.55,6.52,6.93,2.56,0.04,28.13,4.87,3.63,14.91,16.35,7.63,5.52,150.08,67.21,5.43,,9.22,,26.13,53.23,63.02,16.88,1.09,5.76,,0.61,0.68,,20.57,1.21,,1.32,,,19.45,36.27,1.67,1.63,,0.54,3.63,196.81,9.75,59.19,,8.83,,1.68,38.87,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,59.5,9.2,,8.7,,,,,,,70.49,,,63,1.97,8.08,9.01,2.91,9.34,,,376.42,,0.07,,,,,,,,,8.29,9.81,,0.77,,,,,,,22.79,1.02,,,,,,,0.8,,,,25.77,,,,,,2.85,,,2.62,2.01,,,,,0.88,9.34,,,,,,,,1,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,47.65,,,2.2,20.8,5.4,3.2,9.8,60.73,11,56.93,10.37,,50.82,3.78,0.59,6.19,2.31,1.2,93.05,189.94,25.24,0.13,0.03,,0.85,6.53,8.63,6.48,9.25,8.75,6.71,2.13,2.08,11.59,0.67,25.25,11.03,6.53,12.49,15.58,3.83,6.46,2.76,50.98,7.91,,16.92,,23.87,2.24,13.43,13.13,2.68,2.66,,,,,10.74,0.84,1.83,0.51,,,8.49,11.46,1.88,0.78,4.91,0.9,10.03,70.19,19.21,15.52,,15.33,,6.1,13.59,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,4.77,62.1,,,50.3,,28.2,37.8,,8.08,24,64.82,,,62.89,2.8,0.03,0.01,265.35,1.2,48.06,16.14,4.32,6.36,1.52,,,,14.02,12.74,39.27,11.95,10.9,0.58,0.62,7.13,0.33,1.58,5.01,,9.72,30.03,,6.16,263.23,17.41,3.89,,2.16,,5.9,1.55,15.02,9.86,0.31,0.33,,0.32,1.74,,20.09,1.01,,1.13,,,10.63,89.9,0.39,0.54,,0.41,3.64,17.42,9.79,10.8,,7.97,,,14.08,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,25.95,63.21,,2,8.4,5.9,40.8,24.6,,23.18,11.1,74.01,1.93,11.65,66.42,2.99,0.07,0.06,56.25,1.38,,,56.6,3.53,0.8,,0.26,1.58,16.4,12.08,18.32,12.45,10.05,0.6,0.6,6.1,0.36,3.3,7.73,1.58,15.35,25.82,,1.62,51.53,,3.58,,1.89,,3.62,1.92,23.24,16.21,1.01,0.45,,0.87,1.15,,13.23,1.09,,1.1,,,10.77,16.27,0.81,0.97,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.13,29.15,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
