Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,21.15,46.78,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,40.42,1.03,,43.04,6,0.74,0.61,137.31,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.68,24.8,21.49,28.47,24.21,21.16,5.91,6.21,4.03,0.54,21.81,3.59,0.69,24.27,15.69,4.91,2.34,133.77,54.39,17.3,,21.75,,22.9,6.69,28.49,26.36,2.2,6.21,,0.77,1.63,,28.49,5.47,1.23,,,22.56,28.4,2.04,2.11,25.52,1.37,13.03,74.15,18.1,23.78,,16.15,,3.26,44.29,,,10,33913792728.0,Medical Specialties,Health Technology
AA,10.3,53.37,1.4,10.2,,,,,75.95,5.9,69.92,1.24,3.4,58.79,1.19,0.44,0.55,32.52,1.55,79.98,58.53,26.31,10.94,0.65,,,1.24,,39.65,,7.57,4.83,0.85,0.86,,0.27,,,1.24,11.71,,,2.67,39.47,8.14,,,,,,1.5,,,,0.52,,,,,,,,,,17.09,,,1.43,1.57,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,53.08,,10.4,,,,,597.78,27,45.04,,,52.39,0.66,0.34,0.21,10.69,0.6,20.92,21.96,14.01,19.76,,,,,19.12,19.12,,10.23,6.1,0.68,0.71,5.23,,,,,5.74,,,4.03,16.56,20.23,1.4,,,,5.34,,,11.05,,0.14,,,,,,,0.32,,,3.46,,,,,0.5,,5.17,4.89,,,12.18,,44.21,7.98,,,8,8696254174.0,Airlines,Transportation
AAON,42.99,60.79,,26.3,8.1,29.5,31.8,,20.3,29.5,74.13,0.52,8.49,64.38,20.08,,,94.12,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.34,31.6,25.9,74.83,,,,6.43,3.16,0.73,8.59,1.35,0.34,33.78,20.52,18.09,11.33,78.64,36.27,88.05,,15.61,,20.32,10.29,42.4,42.4,1.69,6.58,,2.14,6.16,,76.86,4.96,1.3,,49.8,34.73,54.21,1.7,6.92,13.07,1.7,19.5,39.13,29.71,25.86,,21.83,,0.59,86.35,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,3.9,29.77,3.6,,26,,,,,8.9,50.66,51.52,,33,1.72,0.09,0.12,41.43,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.41,128.06,16.38,16.58,21.86,10.48,0.51,0.52,0.78,0.21,3.13,14.25,2.41,14.95,6.97,82.92,,147.58,39.48,0.41,,,,0.3,0.95,4143,4143,,0.21,,,,,7.05,20.92,0.2,,,4.56,14.96,,0.36,2.38,0.3,,0.91,0.64,,,0.32,,,5.53,,,10,3557510972.0,Specialty Stores,Retail Trade
AAT,22.05,58.3,,,9.7,8.1,22.2,18.4,28.45,8.5,63.74,6.13,16.3,58.85,0.72,0.99,0.07,26.7,1.84,,145.05,6.23,6.69,1.44,,1.49,4.99,23.69,12.5,22.95,,,,7.19,4.22,0.4,31.33,8.58,5.01,37.61,8.21,,2.74,27.02,62.62,1.87,,15.39,,27.37,1.36,30,30,13.04,4.52,,2.4,1.17,11.58,14.45,1.36,0.59,,,9.89,19.79,,1.19,1.38,1.84,2.29,628.91,4.67,5.7,,4.27,,3.83,32.96,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,26.51,53.22,,,7.8,9.6,49.1,7.4,26.06,3.8,42.61,5.16,6.32,48.11,2.03,0.31,0.19,194.21,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.16,41.81,22.12,22.51,14.41,14.04,6.8,7.28,2.39,0.05,32.33,5.18,3.2,16.06,20.13,7.21,5.07,146.38,62.76,5.48,,9.71,,24.95,50.58,64.74,18.15,1.17,6.31,,0.74,0.58,,19.42,,1.42,,,18.51,32.73,1.26,1.74,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.94,42.13,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,55.1,,8.7,,,,,,,76.29,,,63.02,1.97,9.52,9.3,2.75,10.96,,,406.96,,0.07,,,,,,,,,8.29,5.75,,0.79,,,,,,,32.02,1.06,,,,,,,0.71,,,,23.46,,,,,,,,2.2,1.72,,,,,0.83,10.96,,,,,,,,0.69,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,51.38,,2.2,20.8,5.4,3.2,9.8,60.73,11,41.48,10.41,,47.51,3.71,0.44,4.44,2.31,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.55,8.93,6.68,9.39,8.76,6.72,2.13,2.14,11.2,0.66,25.65,11.29,6.55,12.62,14.57,4.92,6.6,2.63,50.83,7.5,,17.86,,24.06,2.14,12.69,12.16,2.48,2.56,,,,,10.1,1.72,0.47,,,7.94,11.15,1.82,0.75,4.91,0.79,10.57,68.13,19.18,16.5,,16.25,,5.92,12.83,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,4.2,42.84,,50.3,,28.2,37.8,,8.08,24,46.68,,9.23,42.22,2.64,0.03,0.02,221.7,1.25,45.36,16.38,4.15,6.36,1.58,,,,12.48,11.41,,10.51,9.62,0.53,0.59,8.01,0.32,,,,7.49,31.23,,8.25,256.85,17.75,4.56,,2.51,,6.31,1.33,11.38,7.67,0.24,0.28,,0.22,,,,,0.97,,,40.73,,0.31,0.51,,0.45,4.25,19.44,10.28,12.31,,8.62,,,12.12,,,10,4632090814.999999,Specialty Stores,Retail Trade
