Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABG,2.25,49.04,,50.3,,28.2,37.8,,8.08,24,63.12,,9.95,52.48,2.66,,0.03,0.02,227.34,1.25,45.36,16.38,4.15,6.36,1.58,,,,12.66,11.57,,10.66,9.76,0.54,0.6,7.9,0.32,,,,7.83,30.88,,6.95,257.37,17.75,4.56,,,2.51,,6.31,1.36,11.66,7.86,0.24,0.29,,0.23,,,,,1,,,41.76,,0.31,0.53,,0.45,4.25,19.44,10.28,12.31,,8.62,,,12.43,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,34.24,45.7,2,8.4,5.9,40.8,24.6,,23.18,11.1,54.21,2.14,25.92,46.74,2.91,,0.07,0.06,51.83,1.38,,,56.6,3.53,0.8,,0.26,1.75,14.99,11.05,16.75,11.39,9.19,0.55,0.55,6.67,0.36,3.3,8.39,1.75,13.94,26.61,,1.4,51.31,,3.58,,,1.89,,3.62,1.77,21.42,14.94,0.93,0.4,,0.74,0.98,,12.17,,1.01,,,9.87,14.98,0.75,0.89,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.54,26.85,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,,65.9,,38.3,,,,,322.31,8,92.09,,,78.72,3.3,,0.71,4.95,128.76,1.41,,29.97,7.3,1.12,0.28,,,,34.73,33.83,15.75,19.63,19.31,5.6,6.52,2.88,0.3,41.38,5.34,,27.95,,,10.63,166.53,82.59,20.75,,,46.11,,15.21,10.2,17.52,17.52,,8.1,,,,,19.4,2.97,,,20.73,19.36,14.55,,,11.3,1.41,21.22,720.92,19.41,63.33,,55.65,,3.69,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,11.16,51.96,0.7,6.3,12.3,6.8,6.7,,,5.8,33.02,3.57,,45.39,5.35,,0.52,0.49,114.15,1.68,135.1,83.18,58.61,1.42,0.38,,0.48,1.91,29.15,20.02,36.68,20.09,17.6,4.62,5.09,3.43,0.54,13.88,2.85,1.95,22.2,12.85,8.41,6.41,106.88,55.24,10.7,,,13.65,,15.92,5.05,36.01,25.65,2.23,4.86,,0.81,1.67,,35.27,5.26,1.16,,,25.27,46.28,2.64,1.94,24.29,1.18,7.63,64.74,12.05,14.52,,10.37,,3.04,41.66,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,15.15,65.84,,6.9,,13.2,4.1,,3.27,5.9,82.48,0.21,5.57,72.38,3.21,,0.24,0.15,95.27,2.31,71.3,47.91,58.17,1.84,0.29,,0.07,0.21,23.67,13.16,312.15,,,1.74,2.07,4.22,0.63,0.67,0.35,0.21,22.15,19.99,,,71.18,19.03,5.57,,,6.05,,7.68,1.93,31.65,31.72,1.57,1.9,,,,,286.14,2.47,,,,20.62,31.94,1.79,1.35,4.31,1.36,4.09,12.41,6.71,6.29,,4.98,,0.57,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,52.87,,,,38.8,40.9,46.1,223.57,16.4,66.74,,,57.35,2.1,,1.48,8.69,16.44,2.16,197.37,87.05,38.64,1.68,0.11,,,,99.3,66.1,28.13,13.77,11,2.21,2.54,1.01,0.57,9.04,2.96,,19.76,,,16.93,32.83,91.73,,,,3.43,,2.56,5.26,91.22,91.22,4.09,3.02,,,,,33.85,5.2,,26.52,8.22,33.85,139.15,,,6.66,1.95,4.03,40.04,4.61,7.04,,7.75,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,7.71,53.64,,12.2,,,16.9,,,10.9,44.07,,,50.04,2.35,,0.14,0.04,77.44,1.18,18.83,519.12,44.07,8.34,0.67,,,,95.69,38.6,,13.81,10.97,2.58,2.99,1.05,0.52,,,,19.52,,15.92,10.11,86.55,96.46,5.51,,,,,17.58,2.4,,21.69,,2.36,,,,,,3.33,1.05,,,67.45,,,2.28,11.49,1.17,,3.96,2,,,,,,242,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,33.03,,100.9,,,,,,,20.9,,,28.2,,,4.31,,,4.49,,,,,,,,,,,,,,15.26,,,,,,,,,11.38,,,,,,,,,,3.08,,,,,,,,,,,,4.84,4.55,,,,,3.08,4.49,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,39.04,,18.8,33.9,6,,,132.17,4.2,39.02,2.61,0.97,38.08,3.58,,0.04,0.02,18.56,0.88,31.49,25.97,3.45,3.24,4.86,,0.18,2.61,12.94,5.63,29.6,11.68,5.97,0.31,0.31,7.73,0.11,1.05,7.72,2.61,7.87,20.38,,1.68,21.83,27.84,3.99,,,1.41,,2.43,3.69,9.67,7.08,0.52,0.14,,,,,13.05,,,,,3.85,11.65,0.79,0.72,,0.21,4.28,12.32,10.22,45.12,,6.91,,4.9,28.55,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,103.01,62.91,2.6,5.9,,7,21.8,,142.28,6.8,74.78,,49.81,64.69,2.92,,0.15,0.15,49.43,1.32,,22.1,60.56,2.39,0.84,,,,19.4,13.85,24.4,,13.6,3.53,3.94,5.15,0.37,16.16,4.77,,25.31,13.47,24.56,6.73,32.78,50.71,3.86,,,12.01,,19.46,4.2,29.09,26.45,2.2,3.52,,1.23,1.72,,21.59,,1.36,,,18.48,23.8,2.52,1.55,,1.32,5.59,174.23,13.31,14.81,,7.6,,2.97,53.76,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,45.33,0.9,22.7,,62.7,72,31,57.41,34.8,57.14,,4.44,48.95,8.22,,2.25,12.33,102.22,4.42,179.55,30.91,63.45,0.15,0.05,,,,9.51,9.05,17.6,,10.11,2.41,2.42,10.52,0.73,13.75,4.58,,13.81,23.57,,4.24,119.72,44.63,48.8,,,21.54,,23.4,3.57,14.08,14.08,0.29,3.06,,,,,22.05,1.49,1.41,17.12,4.6,19.62,23.41,0.56,1.49,3.57,3.26,19.31,74.1,28.93,28.19,,33.01,,1.84,34.42,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,83.39,80.94,,,,2.6,0.1,,,,95.81,,,87.66,10.4,,5.85,6.96,85.43,6.01,,,69.04,,0.15,,,,,,,,,40.58,26.86,,0.66,,,,,,,6.1,0.0,,,,,,,,8.87,,,,28.2,,,,,,,,16.98,16.18,,,,,9.41,6.01,,,,,,,,,,,,,1598748014.0,Biotechnology,Health Technology
ACM,16.76,65.23,4.6,,,0.1,22.9,46.8,,7.7,80.82,0.84,4.23,70.18,2.3,,0.26,0.55,101.24,1.13,,55.01,59.44,3.29,1.31,,0.21,0.84,19.68,15.85,20.88,13.38,11.88,1.86,0.92,5.08,0.19,4.4,5.13,0.88,20.35,8.34,13.58,7.45,98.18,6.58,4.87,,,1.61,,5.59,5.98,54.43,25.22,9.01,0.85,,,,,19.54,,1.9,,,16.73,25.58,,1.89,,1.13,2.22,88.12,13.4,11.18,,10.64,,3.65,158.19,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACVA,20.13,68.17,,,,,,,,30.6,84.25,,0.92,74.86,3.55,,0.66,2.48,20.68,1.49,,469.19,121.47,,0.24,,,,,,,,,4.2,5.91,,0.45,,,,540.52,,,29.29,17.56,50.64,,,,,,,7.49,,,,6.05,,,,,,,,,55.89,578.57,,,,29.54,1.49,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,3.96,41.05,1.7,9.4,,17.7,14.1,11.4,,16.8,38.96,,8.05,38.45,12.08,,0.78,1.24,526.44,1.11,,49.25,33.27,0.78,0.42,,,,32.47,28.86,34.18,20.3,18.98,9.39,10.69,3.08,0.49,31.27,2.81,,25.63,19.28,13.34,10.85,576.92,88.66,51.2,,,25.59,,35.93,16.05,44.46,29.44,1.38,11.41,,0.86,1.06,,36.36,18.71,0.89,,,35.42,50.64,1.77,2.34,267.23,1.11,18.17,291.22,33.73,34.74,,23.21,,3.1,66.14,,,10,241068062221.0,Packaged Software,Technology Services
ADC,23.08,52.03,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,25.16,5.48,29.85,42.01,1.73,,0.07,,74.13,0.9,,535.71,52.31,5.24,0.52,,1.65,4,36.61,20.5,25.6,30.14,18.45,16.11,17.92,2.73,0.65,69.98,5.47,4.04,40.44,11.47,3.51,9.9,74.09,87.98,3.02,,,32.09,,48.78,1.5,41.18,41.25,6.65,12.67,,3.3,1.31,17.88,18.11,1.82,1.02,,,18.11,,6.29,1.08,1.8,0.9,2.43,,3.76,3.63,,3.67,,,33.24,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,18.3,65.97,,,,,,,13.28,,85.93,0.29,8.43,72.89,1.91,,1.29,0.17,12.66,3,,,33.87,2.68,1.52,,0.19,1.58,15.97,8.79,13.04,,,4.55,4.97,6.26,0.34,38.16,9.94,1.58,8.73,16.71,,,9.12,,2.01,,,12.87,,32.86,3.84,31.65,12.32,3.97,3.96,,,,,10.41,,1.88,,,9.45,13.55,,0.64,,3,4.2,606.5,11.04,13.34,,10.28,,13.1,33.32,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,26.41,58.02,,30.2,11.6,25.1,26.1,12.4,8.32,17.3,71.52,2.8,18.58,62.58,5.63,,0.79,0.31,233.51,1.69,139.48,41.5,48.27,1.9,0.23,,0.81,1.58,54.15,27.23,39.39,28.29,22.09,10.96,11.97,1.85,0.72,30.39,2.54,1.6,30.88,17.6,12.14,,153.19,57.85,7.22,,,17.07,,23.16,3.29,70.11,53.02,4.35,12,,2.67,1.79,,39.57,,1.75,,,29.17,36.84,3.58,1.91,,1.24,3.39,48.07,4.69,4.66,,4.47,,1.78,54.8,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,65.85,2.6,9.4,7.7,25.1,24.8,,89.18,15,87.57,4.12,,74.71,3.27,,0.04,0.06,62.45,1.44,50.79,24.24,21.73,2.36,0.54,,0.35,3.14,10.22,7.97,12.68,13.39,9.66,0.46,0.45,9.78,0.42,3.56,10.58,3.21,11.55,22.24,,,78.73,7.44,4.48,,,2.93,,3.39,1.35,12.49,11.43,0.62,0.35,,,,,10.44,1,0.9,,,6.95,9.04,0.52,1.81,1.97,0.88,4.77,18.59,10.96,10.87,,5.18,,16.32,13.32,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,57.1,0.1,22.6,,89.8,,,,6.1,78.13,,,64.91,1.81,,0.24,0.35,22.59,1.08,21.59,65.9,45.85,3.8,1.32,,,,10.66,5.3,11.6,8.72,4.77,0.24,0.24,9.38,0.21,2.05,15.49,,8.11,,18.31,,39.54,6.28,2.09,,,0.5,,2.67,1.02,30.53,8.46,,0.13,,,,,6.86,,,,,3.64,8.98,,0.7,,0.87,0.79,24,5.88,3.46,,7.03,,13.63,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,7.65,61.65,1.2,,13.8,15.3,15.1,13,20.5,9.9,54.88,3.49,8.41,58.98,2.64,,0.06,0.79,277.69,1.01,,2.97,62.22,0.64,0.82,,0.59,2,21.64,19.55,31.52,21.19,19.28,5.6,5.9,4.62,0.08,18.72,3.17,2,27.68,14.53,8.81,5.54,266.95,45.44,13.74,,,19.54,,25.85,24.93,30.48,30.25,2.5,5.92,,1.36,1.66,,31.81,13.32,1.24,,,27.47,48.4,2.52,2.69,132.23,1.01,6.8,497.94,59.7,91.62,,7.53,,3.02,42.85,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,18.41,68.31,0.9,25.4,,21.7,23.3,,,14.2,75.6,,,71.96,5.21,,0.43,0.72,269.76,0.64,,94.05,32.85,1.8,1.05,,,,44.65,39.75,53.82,43.24,39.61,9.44,9.93,2.24,0.25,18.45,1.84,,32.6,22.59,11.84,11.59,254.5,90.8,1291,,,18.21,,22.24,23.5,55.17,32.98,0.6,10.06,,,,,54.58,,0.96,,,50.31,130.76,1.32,2.66,,0.64,11,369.7,23.5,57.58,,9.97,,0.55,222.94,,,6,45606470933.0,Packaged Software,Technology Services
ADT,26.92,56.66,,3.7,,,,,,,78.4,2.72,15.17,63.61,0.49,,0.03,0.01,7.37,0.75,99.17,116.01,32.51,3.42,2.03,,0.37,2.72,15.36,6.33,14.1,,5.12,2.82,2.94,6.51,0.24,20.86,15.13,2.97,8.83,11.73,26.67,2.63,6.64,81.58,2.1,,,13.82,,22.19,1.76,9.96,14.95,,1.4,,,,,6.73,,,,,3.83,5.45,,0.59,,0.59,4.07,28.19,6.32,18.83,,4.34,,26.9,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,57.84,61.74,,9.9,,22.2,30.1,,18.33,10.6,76.17,,31.34,65.24,9.27,,1.17,3.5,133.06,2,,10.69,36.33,0.43,0.05,,,,22.19,19.5,22.95,14.77,14.49,1.69,2.04,4.51,0.83,8.9,4.12,,22.74,23.6,12.96,13.99,109.46,32.34,9,,,6.18,,9.03,2.61,31.53,26.45,1.41,1.94,,1,0.64,,21.8,4.09,1.29,,24.06,19.79,23.79,1.3,1.28,14.22,2,6.73,148.57,11.63,9.3,,9.04,,0.98,55.9,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,2.85,55.23,,6.5,8,7.3,6.3,10.2,5.28,6.9,40.28,4.41,14.42,49.76,0.88,,0.01,,83.62,0.67,74.06,86.49,26.35,5.01,1.54,,0.61,3.19,20.27,11.36,,18.46,10.6,4.83,5.61,4.93,0.27,,,3.22,17.03,0.95,7.54,3.26,80.94,50.31,3.09,,,16.28,,26.85,1.93,18.92,19.72,3.59,3.05,,1.32,,,,1.33,1.19,,,8.82,,2.89,,2,0.45,2.88,5.92,5.36,10.43,,4.04,,,21.28,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,45.07,,99.7,,,,,52.85,46.7,53.44,,,46.1,14.61,,4.68,7.93,12.98,9.31,357.33,69.43,54.67,0.54,0.06,,,,31.26,27.53,312.81,,,,4.76,3.2,0.87,1.52,0.26,,42.56,,,24.21,24.5,49.15,,,,50.07,,15.22,3.37,11.59,10.82,,5.77,,,,,418.73,1.27,2.33,11.49,4.62,223.75,19.37,,4.12,3.37,5.75,31.03,24.62,10.7,37.59,,56.45,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,7.38,51.5,0.9,13,,,,,,6.1,71.09,0.41,15.32,57.28,3.53,,3.21,0.97,101.76,5.47,137.27,54.32,63.98,5.91,0.88,,0.1,0.41,35.3,21.52,33.3,,12.08,2.27,2.47,2.83,0.46,7.41,2.91,0.41,18.72,22.29,15.38,,85.85,35.21,3.81,,,6,,5.38,3.29,42.4,25.76,1.92,2.57,,1.21,2.06,,34.3,2.48,0.89,,12.74,22.46,41.5,1.32,1.54,5.35,4.22,3.75,15.66,5.02,7.97,,7.79,,,35.21,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,63.98,57.93,,20.5,20.8,11.4,7.9,4,4.55,3.1,58,8.26,48.68,57.75,3.1,,0.52,0.47,81.83,1.51,106.42,52.57,0.4,0.72,0.1,,0.59,1.94,33.53,15.01,31.79,13.04,8.54,4.84,5.73,2.98,0.68,18.06,3.21,1.94,19.62,19.32,17.9,7.85,57.24,36.6,20.97,,,8.56,,29.57,2.03,66.53,29.97,1.18,5.59,,,,,31.06,1.85,1.29,,,13.76,40.79,1.73,1.98,2.57,0.76,2.16,5.78,4.54,3.17,,4.24,,1.79,55.29,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,47.44,48.8,,10.5,45.5,,,66.4,90.5,5.8,64.55,2.05,,52.27,4.15,,0.24,0.15,20.05,1.57,75.18,28.64,16.47,1.99,0.78,,0.29,2.35,11.41,7.46,16.87,10.62,7.23,0.92,0.91,8.76,0.48,5.42,7.62,2.47,11.18,0.78,11.25,3.4,18.05,39.18,,,,4.58,,8.01,2.27,16.04,12.08,,0.73,,,,,13.39,1.2,0.9,,,8.33,24.68,,1.29,2.7,0.74,7.04,18.72,16.01,14.43,,11.24,,11.82,17.9,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,21.83,53.71,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,32.98,4.6,17.07,46.92,0.93,,0.04,0.01,101.74,0.65,83.79,105.01,18.99,5.86,1.7,,0.69,3.47,23.05,13.06,,17.82,11.27,4.47,5.06,4.34,0.26,,,3.47,17,1.55,13.47,4.75,93.73,60.67,2.21,,,13.49,,20.7,2.07,20.39,20.28,3.69,2.75,,,,,,1.37,1.2,,,8.89,,3.92,13.23,2.08,0.48,2.71,5.54,5.01,10.42,,4.34,,,21.93,,,10,41234689544.0,Electric Utilities,Utilities
AER,49.39,63.78,,6.4,,,5.5,,3.17,,80.9,0.52,10.86,70.01,0.77,,0.89,0.03,98.28,3.42,5.35,58.48,3.06,9.64,2.69,,0.02,0.52,28.19,13.21,,15.95,9.39,7.73,8.08,3.55,0.24,,,1.03,8.19,,11.23,3.05,77.94,34.83,,,,42.04,,28.67,1.13,6.43,9.67,,2.61,,,,,,0.76,1.53,,,3.72,5.85,,1.74,1.33,3.38,4.6,3.68,3.2,19.62,,2.94,,16.09,15.26,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,3.64,64.08,,,5,,6.9,,,7.2,68.26,4.59,11.78,67.8,0.53,,0.19,0.06,18.9,0.97,26.58,87.18,46.9,10.74,9.24,,0.31,3.6,27.68,15.2,,11.31,7.63,2.39,3.25,3.61,0.07,,,3.6,9.1,,7.02,2.43,22.82,20.79,1.61,,,6.07,,18.51,4.34,18,8.55,,1.1,,,,,,2.43,1.14,,,5.32,,,,15.49,0.91,1.68,4.94,4.08,27.42,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,,66.14,,14.3,,129.9,,,49.89,64.1,85.8,3.89,,73.83,2.33,,0.44,0.21,22.28,1.53,19.27,53.52,60.18,1.97,0.47,,0.66,3.89,15.22,10.93,,,4.82,2.12,3.57,6.57,0.54,,,4.15,7.39,,38.15,30.53,0.0,34.88,9.58,,,13.71,,23.57,2.25,17.27,17.16,,2.54,,,,,,1.48,,,,7.94,,,,2.79,1.35,7,16.82,13.32,17.82,,12.65,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
AFRM,27.75,72.7,,,,85.6,17.5,,1.59,11.1,82.12,,,75.95,1.96,,17.16,0.32,44.96,65.7,,16.58,43.65,,2.42,,,,,,62.73,30.61,31.84,6.17,7.85,,0.29,12.52,2.08,,,,,23.27,37.08,63.62,,,,,,,5.12,,,,5.93,,,,,47.92,,,,9.84,30.93,,,,6.4,65.7,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
