Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,,53.81,1.5,7.9,7.7,13.5,33.2,24.7,10.5,56.42,1.03,10.4,54.58,6.26,0.99,0.58,135.33,2.61,116.07,53.51,73.66,1.6,0.47,,0.18,0.68,28.21,23.73,27.44,24.44,21.43,5.9,5.92,3.54,0.54,21.57,3.75,0.7,24.45,17.15,9.5,3.53,149.31,50.71,14.21,,18.15,,19.76,6.7,31.86,26.72,2.23,5.82,,0.86,1.7,,26.94,5.8,1.2,,,22.41,34.57,1.86,2.12,27.77,1.97,11.55,64.95,15.98,22.07,,14.5,,2.2,46.26,,,10,33913792728.0,Medical Specialties,Health Technology
AA,,41.76,1.4,10.2,,,,,5.8,39.59,1.46,,40.26,0.97,0.31,0.52,27.96,1.45,86.07,58.94,24.77,11.68,0.43,,,1.5,,36.33,,14.01,5.2,0.52,0.53,,0.3,,,1.5,61.97,,,,40.24,7,,,,,,1.12,,,,0.45,,,,,,,,,,52.54,,,0.97,1.16,0.74,,,,,,,,0.5,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,53.59,,10.4,,,,,27,47.12,,,51.9,0.76,0.34,0.19,14.78,0.62,20.89,20.46,14.17,12.45,,,,,13.07,13.07,35.38,10.98,6.82,0.77,0.81,7.65,,2.29,12.55,,5.29,,34.88,3.56,20.31,22.37,1.87,,1.56,,7.6,,13.36,6.47,,0.19,,,,,8.64,,0.42,,,2.64,,,,,0.51,1.25,8.53,7.75,,,4.5,,30.45,9.87,,,8,8696254174.0,Airlines,Transportation
AAON,35.98,63.31,,23.5,10.5,20.6,22,,22.6,56.82,0.62,13.47,62.39,18.33,,,81.95,3.03,97.77,18.07,48.15,0.36,0.13,,0.2,0.39,32.02,26.56,226.6,,,,6.03,3.12,0.72,2.66,0.45,0.39,,19.63,,,81.93,32.77,42.97,,15.18,,18.83,9.73,39.94,39.94,3.27,6.07,,2.53,19.94,,229.63,4.69,1.25,,40.77,54.39,120.58,2.08,7.49,12.36,1.5,19.51,38.13,29.02,27.91,,22.62,,0.36,85.16,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,42.09,5.1,,192.4,8,16.8,,10.4,25.42,137.14,,35.49,1.89,0.06,0.08,61.17,1.23,275.59,217.45,25.94,6.26,1.51,,0.77,3.64,21.96,11.52,,19.89,10.44,0.64,0.65,4.55,0.22,,,1.62,16.92,16.48,,2.05,208.03,41.67,3.92,,1.72,,2.98,1.39,19.81,14.68,1.58,0.33,,0.98,,,,1.49,0.28,,,13.72,,2.39,0.51,3.47,0.27,1.6,6.46,4.79,7.26,,3.59,,,7.87,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,29.01,35.23,2.9,1.3,5.7,20.9,23.2,14.6,15.7,15.17,0.73,8.94,28.09,8.31,0.55,0.68,182.22,1.07,11.88,92.38,21.56,0.81,1.46,,0.15,0.53,23.38,21.36,26.56,23.56,21.56,7.3,7.36,4.28,0.21,27.71,3.81,0.53,27.86,21.27,12.46,2.63,178.22,45.03,40.5,,26.16,,30.76,37.9,28.28,28.28,1.67,7.39,,1.17,1.27,,26.68,6.93,1.86,,,24.49,28.3,1.55,2.12,38.04,1.02,29.33,279.4,57.36,159.97,,34.58,,3.61,42.82,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,,42.67,,,9.7,8.1,22.2,18.4,8.5,39.03,7.42,11.54,40.24,0.63,0.84,0.05,21.86,1.94,,145.67,6.48,6.84,1.43,,1.57,6.1,22.52,11.77,27.86,,,,6.68,4.44,0.4,23.98,8.03,6.2,,6.32,,,32.89,62.84,1.88,,14.66,,27.6,1.1,25.75,25.75,11.2,3.74,,2.26,1.37,9.72,15.61,1.14,0.48,,,8.75,17.73,,1.01,1.13,1.94,2.15,576.18,4.53,5.34,,4.22,,3.26,28.11,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,8.4,69.98,,,7.8,9.6,49.1,7.4,3.8,62.5,5.63,9.73,68.29,2.05,0.34,0.22,175.14,0.87,69.9,59.2,76.32,3.46,5.73,,0.67,3.41,35.07,21.25,16.18,14.19,13.61,6.56,6.57,2.85,0.08,40.62,7.97,3.53,15.53,26.42,9.5,1.38,135.84,62.42,6.09,,8.95,,24.92,29.95,64.38,19.83,1.28,5.74,,0.88,0.41,,12.61,,1.31,,,13.64,24.2,0.96,1.47,,0.76,3.58,171.32,8.18,36.93,,9.52,,6.93,38.92,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,51.51,,631.1,,,,,215.7,56.78,,,53.07,3.47,7.13,9.73,4.81,8.34,330,3766.17,358.81,,0.07,,,,,,,,,8.29,16.58,,0.78,,,,,,,,1.61,96.92,,,,,,1.3,,,,32.24,,,,,,,,3.29,2.6,386.88,,,,1.52,8.33,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,7.14,39.07,,10.1,15.8,5.3,6.9,2,15.3,42.04,7.96,,39.17,3.76,0.52,4.74,2.6,1.11,107.16,185.4,23.19,0.17,0.04,,0.73,5.9,12.34,8.69,11.21,8.83,6.71,2.15,2.33,8.1,0.65,20.35,8.22,5.9,13.53,10.93,6.94,5.52,3.42,50.3,19.12,,18.29,,22.51,2.25,13.4,12.86,5.59,2.47,,,,,12.11,1.7,0.44,,,9.02,13.92,,0.82,4.92,0.79,10.98,52.73,15.37,17.44,,18.54,,5.45,12.19,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
