Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABM,40.54,42.64,2,8.4,5.9,40.8,24.6,,23.18,11.1,42.67,2.13,26.9,41.92,2.93,,0.07,0.06,51.1,1.38,,,56.6,3.53,0.8,,0.26,1.74,15.23,11.22,17.01,11.57,9.33,0.56,0.56,6.57,0.36,3.3,8.51,1.75,13.74,26.46,,1.4,51.32,,3.58,,,1.89,,3.62,1.75,21.12,14.73,0.91,0.4,,0.73,0.96,,12.05,,1,,,9.76,14.75,0.74,0.88,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.45,26.48,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,,63.59,,38.3,,,,,322.31,8,76.51,,,72.09,3.49,,0.71,4.95,129.03,1.41,,29.97,7.3,1.12,0.28,,,,37.54,36.57,17.02,21.22,20.87,6.05,7.04,2.66,0.3,41.38,5.33,,28.01,,,10.6,166.89,82.59,20.75,,,46.11,,15.21,10.22,17.56,17.56,,8.02,,,,,19.44,2.97,,,20.78,19.37,14.64,,,11.33,1.41,21.22,720.92,19.41,63.33,,55.65,,3.45,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,14.81,54.34,0.7,6.3,12.3,6.8,6.7,,,5.8,45.19,3.53,1.92,50.26,5.32,,0.52,0.49,114.81,1.68,135.1,83.18,58.61,1.42,0.38,,0.48,1.89,28.86,19.82,36.32,19.89,17.43,4.57,5.04,3.47,0.54,13.88,2.83,1.92,22.32,12.89,8.45,6.41,106.93,55.24,10.7,,,13.65,,15.92,5.08,36.22,25.8,2.24,4.89,,0.82,1.68,,35.5,5.29,1.16,,,25.36,46.59,2.65,1.95,24.43,1.18,7.63,64.74,12.05,14.52,,10.37,,3.08,41.9,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,24.25,60.02,,6.9,,13.2,4.1,,3.27,5.9,63.98,0.21,8.08,62.71,3.23,,0.24,0.15,93.02,2.31,71.3,47.91,58.17,1.84,0.29,,0.07,0.21,24.08,13.39,315.5,,,1.77,2.11,4.15,0.63,0.67,0.36,0.21,21.62,19.96,,,71.41,19.03,5.57,,,6.05,,7.68,1.88,30.9,30.98,1.53,1.86,,,,,279.31,2.41,,,,20.19,31.2,1.75,1.32,4.21,1.36,4.09,12.41,6.71,6.29,,4.98,,0.56,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,50.35,,,,38.8,40.9,46.1,223.57,16.4,51.01,,,51.88,2.15,,1.48,8.69,16.29,2.16,197.37,87.05,38.64,1.68,0.11,,,,100.75,67.07,28.55,13.97,11.16,2.24,2.58,0.99,0.57,9.04,2.98,,19.6,,,16.93,32.88,91.73,,,,3.43,,2.56,5.22,90.5,90.5,4.06,3.04,,,,,33.57,5.16,,26.27,8.15,33.57,138.02,,,6.6,1.95,4.03,40.04,4.61,7.04,,7.75,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,13.91,48.95,,12.2,,,16.9,,,10.9,30.98,,4.47,42.6,2.31,,0.14,0.04,76.18,1.18,18.83,519.12,44.07,8.34,0.67,,,,94.19,38,,13.59,10.8,2.54,2.94,1.06,0.52,,,,19.18,,15.92,10.11,86.67,96.46,5.51,,,,,17.58,2.37,,21.34,,2.29,,,,,,3.27,1.03,,,66.01,,,2.25,11.3,1.17,,3.96,2,,,,,,238.06,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,33,,100.9,,,,,,,21.91,,,28.33,,,4.31,,,4.49,,,,,,,,,,,,,,15.26,,,,,,,,,11.38,,,,,,,,,,3.04,,,,,,,,,,,,4.83,4.54,,,,,3.07,4.49,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,39.28,,18.8,33.9,6,,,132.17,4.2,38.91,2.62,0.14,38.46,3.58,,0.04,0.02,18.53,0.88,31.49,25.97,3.45,3.24,4.86,,0.18,2.62,12.99,5.65,29.7,11.72,5.99,0.31,0.31,7.7,0.11,1.05,7.74,2.62,7.86,20.29,,1.68,21.84,27.84,3.99,,,1.41,,2.43,3.68,9.65,7.07,0.52,0.14,,,,,12.96,,,,,3.89,11.57,0.78,0.72,,0.21,4.28,12.32,10.22,45.12,,6.91,,4.83,28.51,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,112.27,67.43,2.6,5.9,,7,21.8,,142.28,6.8,84.28,,54.48,71.78,2.96,,0.15,0.15,50.34,1.32,,22.1,60.56,2.39,0.84,,,,19.8,14.13,24.9,,13.88,3.6,4.02,5.05,0.37,16.16,4.69,,25.76,13.4,24.56,6.73,32.81,50.71,3.86,,,12.01,,19.46,4.27,29.61,26.92,2.24,3.54,,1.25,1.75,,21.93,,1.38,,,18.75,24.21,2.57,1.58,,1.32,5.59,174.23,13.31,14.81,,7.6,,2.91,54.72,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,46.09,0.9,22.7,,62.7,72,31,57.41,34.8,58.17,,1.38,50.01,8.41,,2.25,12.33,102.54,4.42,179.55,30.91,63.45,0.15,0.05,,,,9.92,9.43,18.34,,10.53,2.51,2.52,10.08,0.73,13.75,4.57,,13.85,23.45,,4.24,119.53,44.63,48.8,,,21.54,,23.4,3.58,14.12,14.12,0.29,3.04,,,,,22.1,1.5,1.41,17.18,4.61,19.65,23.47,0.56,1.49,3.58,3.26,19.31,74.1,28.93,28.19,,33.01,,1.78,34.53,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,104.3,79.53,,,,2.6,0.1,,,,88.67,,,84.63,11.19,,5.85,6.96,85.98,6.01,,,69.04,,0.15,,,,,,,,,44,29.12,,0.66,,,,,,,6.19,0.0,,,,,,,,9.47,,,,30.11,,,,,,,,17.09,16.28,,,,,9.47,6.01,,,,,,,,,,,,,1598748014.0,Biotechnology,Health Technology
ACN,5.44,52.05,0.3,15.1,11.9,7.8,16.1,6.2,17.95,13.6,45.45,2.51,,48.3,7.35,,0.3,1.2,339.21,1.16,,20.04,71.1,0.43,0.17,,0.42,1.51,22.35,19.43,24.19,18.75,16.25,3.08,3.25,4.47,0.51,13.44,4.08,1.51,26.42,14.14,6.5,4.8,327.61,32.58,171.01,,,10.79,,14.2,7.66,31.06,28.55,2.55,3.32,,1.46,0.97,,24.96,7.24,1.2,,,23.64,35.9,2.76,1.68,41.27,1.16,13.46,227.4,27.32,26.23,,19.64,,3.05,37.56,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,29.95,68.5,,,,,,,,30.6,84.32,,,75.23,3.64,,0.66,2.48,20.74,1.49,,469.19,121.47,,0.24,,,,,,,,,4.31,6.06,,0.45,,,,542.11,,,29.29,17.64,50.64,,,,,,,7.51,,,,6.19,,,,,,,,,56.05,592.6,,,,29.63,1.49,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,8.85,42.41,1.7,9.4,,17.7,14.1,11.4,,16.8,43.2,,11.77,40.78,12.33,,0.78,1.24,527.87,1.11,,49.25,33.27,0.78,0.42,,,,33.37,29.66,35.12,20.87,19.5,9.65,10.98,3,0.49,31.27,2.8,,25.69,19.21,13.41,10.83,577.82,88.66,51.2,,,25.59,,35.93,16.09,44.58,29.52,1.38,11.39,,0.86,1.06,,36.45,18.76,0.89,,,35.47,50.79,1.78,2.35,267.95,1.11,18.17,291.22,33.73,34.74,,23.21,,3.01,66.23,,,10,241068062221.0,Packaged Software,Technology Services
ADC,28.03,57.45,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,45.48,5.44,30.6,51.73,1.7,,0.07,,74.97,0.9,,535.71,52.31,5.24,0.52,,1.65,3.97,36.19,20.27,25.31,29.79,18.24,15.93,17.71,2.76,0.65,69.98,5.41,4,40.9,11.54,3.51,9.9,74.11,87.98,3.02,,,32.09,,48.78,1.51,41.65,41.72,6.73,12.85,,3.34,1.33,18.06,18.29,1.84,1.03,,,18.29,,6.36,1.1,1.82,0.9,2.43,,3.76,3.63,,3.67,,,33.62,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,16.17,57.39,,,,,,,13.28,,56.09,0.29,14.08,58.04,1.94,,1.29,0.17,12.3,3,,,33.87,2.68,1.52,,0.19,1.63,16.22,8.93,13.25,,,4.55,5.05,6.17,0.34,38.16,10.23,1.63,8.48,16.31,,,9.14,,2.01,,,12.87,,32.86,3.73,30.75,11.96,3.86,3.84,,,,,10.11,,1.83,,,9.17,13.19,,0.62,,3,4.2,606.5,11.04,13.34,,10.28,,12.82,32.37,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,30.15,51.65,,30.2,11.6,25.1,26.1,12.4,8.32,17.3,51.29,2.83,18.02,52.07,5.72,,0.79,0.31,226.01,1.69,139.48,41.5,48.27,1.9,0.23,,0.81,1.6,55.11,27.71,40.08,28.8,22.48,11.15,12.18,1.81,0.72,30.39,2.63,1.62,29.9,17.55,12.14,,152.98,57.85,7.22,,,17.07,,23.16,3.19,67.87,51.33,4.21,11.62,,2.59,1.73,,38.28,,1.7,,,28.28,35.7,3.46,1.85,,1.24,3.39,48.07,4.69,4.66,,4.47,,1.75,53.05,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,53.3,2.6,9.4,7.7,25.1,24.8,,89.18,15,52.23,4.2,,54.26,3.28,,0.04,0.06,60.91,1.44,50.79,24.24,21.73,2.36,0.54,,0.35,3.2,10.32,8.05,12.8,13.52,9.76,0.47,0.46,9.69,0.42,3.56,10.85,3.28,11.26,22.21,,,78.79,7.44,4.48,,,2.93,,3.39,1.31,12.18,11.14,0.61,0.36,,,,,10.19,0.97,0.88,,,6.75,8.75,0.5,1.77,1.92,0.88,4.77,18.59,10.96,10.87,,5.18,,16.08,12.99,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,52.29,0.1,22.6,,89.8,,,,6.1,59.81,,,56.37,1.82,,0.24,0.35,22.12,1.08,21.59,65.9,45.85,3.8,1.32,,,,10.91,5.42,11.88,8.93,4.89,0.25,0.24,9.17,0.21,2.05,15.81,,8.03,,18.31,,39.58,6.28,2.09,,,0.5,,2.67,1,29.89,8.28,,0.14,,,,,6.71,,,,,3.54,8.83,,0.68,,0.87,0.79,24,5.88,3.46,,7.03,,13.04,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,12.64,60.6,1.2,,13.8,15.3,15.1,13,20.5,9.9,54.47,3.58,8.88,57.84,2.65,,0.06,0.79,277.58,1.01,,2.97,62.22,0.64,0.82,,0.59,2.05,21.69,19.59,31.58,21.24,19.32,5.61,5.91,4.61,0.08,18.72,3.17,2.05,27.67,14.52,8.81,5.55,267.38,45.44,13.74,,,19.54,,25.85,24.92,30.47,30.24,2.5,5.98,,1.36,1.66,,31.77,13.32,1.24,,,27.47,48.36,2.52,2.69,132.18,1.01,6.8,497.94,59.7,91.62,,7.53,,3.03,42.84,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,25.1,65.19,0.9,25.4,,21.7,23.3,,,14.2,66.5,,,66.77,5.27,,0.43,0.72,268.46,0.64,,94.05,32.85,1.8,1.05,,,,45.19,40.23,54.47,43.76,40.09,9.56,10.05,2.21,0.25,18.45,1.85,,32.44,22.56,11.84,11.59,254.77,90.8,1291,,,18.21,,22.24,23.39,54.9,32.82,0.6,10,,,,,54.32,,0.96,,,50.1,130.13,1.31,2.64,,0.64,11,369.7,23.5,57.58,,9.97,,0.53,221.87,,,6,45606470933.0,Packaged Software,Technology Services
ADT,26.52,53.32,,3.7,,,,,,,63.45,2.73,17.21,57.26,0.49,,0.03,0.01,7.3,0.75,99.17,116.01,32.51,3.42,2.03,,0.37,2.73,15.34,6.32,14.08,,5.11,2.81,2.94,6.52,0.24,20.86,15.27,2.99,8.74,11.77,29.94,2.64,6.64,81.58,2.1,,,13.82,,22.19,1.75,9.86,14.81,,1.39,,,,,6.73,,,,,3.83,5.47,,0.59,,0.59,4.07,28.19,6.32,18.83,,4.34,,26.97,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,55.83,58.85,,9.9,,22.2,30.1,,18.33,10.6,62.65,,29.06,59.93,9.16,,1.17,3.5,132.84,2,,10.69,36.33,0.43,0.05,,,,21.83,19.18,22.58,14.53,14.25,1.66,2.01,4.58,0.83,8.9,4.13,,22.71,23.65,12.96,13.99,109.58,32.34,9,,,6.18,,9.03,2.61,31.48,26.41,1.41,1.98,,0.99,0.64,,21.89,4.08,1.29,,24.02,19.91,23.94,1.29,1.27,14.19,2,6.73,148.57,11.63,9.3,,9.04,,0.99,55.82,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEIS,11.12,50.24,0.9,13,,,,,,6.1,64.81,0.39,13.9,54.83,3.59,,3.21,0.97,101.16,5.47,137.27,54.32,63.98,5.91,0.88,,0.1,0.39,36.6,22.31,34.53,,12.08,2.35,2.56,2.73,0.46,7.41,2.93,0.39,18.64,22.19,15.38,,85.76,35.21,3.81,,,6,,5.38,3.27,42.15,25.61,1.91,2.53,,1.2,2.05,,34.07,2.46,0.89,,12.66,22.35,41.29,1.32,1.53,5.32,4.22,3.75,15.66,5.02,7.97,,7.79,,,35,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,68.79,59.42,,20.5,20.8,11.4,7.9,4,4.55,3.1,61.07,8.21,48.8,59.95,3.15,,0.52,0.47,82.61,1.51,106.42,52.57,0.4,0.72,0.1,,0.59,1.93,34.18,15.3,32.33,13.04,8.54,4.92,5.84,2.93,0.68,18.06,3.19,1.93,20.11,19.29,17.87,8.08,57.41,36.6,20.97,,,8.56,,29.57,2.04,67.16,30.26,1.19,5.65,,,,,31.2,1.86,1.3,,,13.81,40.99,1.74,1.99,2.58,0.76,2.16,5.78,4.54,3.17,,4.24,,1.78,55.44,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,48,50.7,,10.5,45.5,,,66.4,90.5,5.8,66.31,2.02,,54.96,4.18,,0.24,0.15,20.26,1.57,75.18,28.64,16.47,1.99,0.78,,0.29,2.32,11.62,7.6,17.18,10.81,7.36,0.94,0.93,8.61,0.48,5.42,7.54,2.45,11.29,0.68,11.25,3.39,18.05,39.18,,,,4.58,,8.01,2.3,16.21,12.2,,0.74,,,,,13.51,1.22,0.91,,,8.43,24.94,,1.3,2.73,0.74,7.04,18.72,16.01,14.43,,11.24,,11.57,18.09,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,24.1,57.08,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,45.97,4.56,18.44,52.85,0.93,,0.04,0.01,102.53,0.65,83.79,105.01,18.99,5.86,1.7,,0.69,3.44,22.92,12.99,,17.72,11.2,4.45,5.03,4.36,0.26,,,3.44,17.15,1.52,13.41,4.69,93.73,60.67,2.21,,,13.49,,20.7,2.09,20.55,20.44,3.72,2.75,,,,,,1.38,1.21,,,8.98,,3.95,13.33,2.09,0.48,2.71,5.54,5.01,10.42,,4.34,,,22.1,,,10,41234689544.0,Electric Utilities,Utilities
AER,52.84,58,,6.4,,,5.5,,3.17,,63.16,0.52,10.4,60.64,0.78,,0.89,0.03,96.62,3.42,5.35,58.48,3.06,9.64,2.69,,0.02,0.52,28.44,13.33,,15.95,9.39,7.73,8.15,3.52,0.24,,,1.02,8.06,,11.23,3.05,78.04,34.83,,,,42.04,,28.67,1.11,6.32,9.51,,2.56,,,,,,0.74,1.51,,,3.66,5.71,,1.71,1.3,3.38,4.6,3.68,3.2,19.62,,2.94,,15.63,15,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,13.28,67.73,,,5,,6.9,,,7.2,77.33,4.54,11.33,72.79,0.53,,0.19,0.06,19.32,0.97,26.58,87.18,46.9,10.74,9.24,,0.31,3.56,27.5,15.11,,11.24,7.58,2.37,3.23,3.64,0.07,,,3.56,9.33,,7.04,2.35,22.82,20.79,1.61,,,6.07,,18.51,4.44,18.4,8.74,,1.09,,,,,,2.49,1.17,,,5.44,,,,15.84,0.91,1.68,4.94,4.08,27.42,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,35.71,,,5,,6.9,,,7.2,31.65,,,33.54,0.53,,0.19,0.06,62.61,0.97,26.58,87.18,46.9,10.74,9.24,,,,27.5,15.11,,,,,3.23,3.64,0.07,,,,6.72,,7.04,2.35,0.0,20.79,1.61,,,6.07,,18.51,4.35,18,8.55,,1.08,,,,,,,,,,5.33,,,,,0.91,1.68,4.94,4.08,27.42,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,,71.86,,14.3,,129.9,,,49.89,64.1,91.78,3.71,,80.56,2.4,,0.44,0.21,23.23,1.53,19.27,53.52,60.18,1.97,0.47,,0.66,3.71,15.79,11.34,,,5,2.2,3.71,6.33,0.54,,,3.96,7.7,,38.15,30.53,0.0,34.88,9.58,,,13.71,,23.57,2.4,18.48,18.36,,2.74,,,,,,1.54,,,,8.5,,,,2.91,1.35,7,16.82,13.32,17.82,,12.65,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
AFRM,55.9,71.25,,,,85.6,17.5,,1.59,11.1,74.65,,,73.3,1.98,,17.16,0.32,44.67,65.7,,16.58,43.65,,2.42,,,,,,63.43,30.95,32.19,6.23,7.94,,0.29,12.52,2.09,,,,,23.5,37.27,63.62,,,,,,,5.09,,,,5.98,,,,,47.61,,,,9.77,30.77,,,,6.35,65.7,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
AFYA,18.06,41.56,1.2,12.1,,32.7,10.6,54.7,11.9,37.5,38.51,,,40.55,2.46,,0.74,0.27,16.16,1.47,0.97,136.81,63.94,2.04,0.68,,,,10.03,7.49,10.41,8,6.27,2.68,3.03,9.97,0.51,29.13,12.14,,8.71,26.5,39.51,9.9,20.18,62.12,2.57,,,17.97,,28.66,1.97,13.47,14.95,0.36,2.45,,,,,8.48,,,,,6.45,12.09,0.6,0.79,,1.47,7.04,66.61,13.76,14.96,,12.04,,,,,,7,1469574000.0000002,Other Consumer Services,Consumer Services
AG,13.11,57.95,,9.1,,,,,,8,60.57,0.29,8.04,60.57,1.64,,1.88,0.82,6.05,3.05,49.42,37.39,6.56,4.11,0.19,,,0.29,,30.33,,,,3.86,3.72,,0.69,,,0.3,20.51,18.71,,5.53,5.8,8.95,,,,,,,1.3,,,,3.43,,,,,,,0.87,,,25.28,,,5,1.3,2.44,,,,,,,,,,,,2,1664184423.375635,Precious Metals,Non-Energy Minerals
