Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
AA,6.31,59.54,1.4,10.2,,,,,75.95,5.9,53.04,1.05,,58.73,1.3,,0.44,0.55,38.44,1.55,79.98,58.53,26.31,10.94,0.65,,,1.05,,46.78,,8.62,5.58,1.01,1.02,,0.27,,,1.05,15.22,,,3.14,39.83,8.14,,,,,,,1.77,,,,0.67,,,,,,,,,,21.86,,,1.69,1.86,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,64.68,,10.4,,,,,597.78,27,75.83,,,68.34,0.66,,0.34,0.21,11.93,0.6,20.92,21.96,14.01,19.76,,,,,19.45,19.45,,10.41,6.21,0.69,0.73,5.14,,,,,6.26,,,4.06,16.45,20.23,1.4,,,,,5.34,,,12.34,,0.15,,,,,,,0.36,,,3.88,,,,,0.5,,5.17,4.89,,,12.18,,39.94,8.9,,,8,8696254174.0,Airlines,Transportation
AAON,53.48,77.19,,26.3,8.1,29.5,31.8,,20.3,29.5,85.34,0.44,,81.28,22.91,,,,109.48,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.29,36.79,30.16,87.24,,,,7.49,2.72,0.73,8.59,1.16,0.29,39.7,20.45,16.3,10.75,78.86,36.27,88.05,,,15.61,,20.32,11.97,49.32,49.32,1.96,7.67,,2.68,7.74,,89.36,5.77,1.51,,57.93,40.37,63.09,1.97,8.05,15.21,1.7,19.5,39.13,29.71,25.86,,21.83,,0.5,100.44,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,35.9,3.6,,26,,,,,8.9,40.23,55.58,,38.51,1.72,,0.09,0.12,38.44,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.6,127.29,16.28,16.47,21.72,10.42,0.51,0.51,0.79,0.21,3.13,15.36,2.6,14.1,7.22,82.69,,147.38,39.48,0.41,,,,,0.3,0.88,3844,3844,,0.21,,,,,6.48,19.41,0.18,,,4.21,13.92,,0.34,2.21,0.3,,0.91,0.64,,,0.32,,,5.13,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,23.42,56.36,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,62.01,0.59,30.2,57.94,10.11,,0.47,0.61,229.54,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.43,28.01,25.69,33.28,25.93,23.77,8.15,9,3.57,0.2,27.06,2.99,0.44,30.7,19.86,11.14,6.1,185.23,45.96,120.35,,,26.44,,31.27,52.41,34.94,34.94,2.07,9.23,,1.44,1.62,,34.15,9.02,2.14,,,31.52,36.75,2.01,2.59,52.41,0.91,29.81,269.91,59,151.08,,35.41,,3.26,50.56,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
ABBV,31.73,52.31,,,7.8,9.6,49.1,7.4,26.06,3.8,52.87,5.18,15.45,51.4,2.02,,0.31,0.19,194.75,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.17,41.63,22.03,22.41,14.35,13.98,6.77,7.24,2.4,0.05,32.33,5.17,3.19,16.12,20.16,7.32,5.01,146.66,62.76,5.48,,,9.71,,24.95,50.72,64.92,18.2,1.17,6.24,,0.81,0.64,,19.35,,1.43,,,18.48,32.66,1.26,1.74,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.95,42.25,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,44.38,,8.7,,,,,,,39.74,,,43.18,1.91,,9.52,9.3,2.49,10.96,,,406.96,,0.07,,,,,,,,,8.29,4.77,,0.79,,,,,,,32.02,1.06,,,,,,,,0.66,,,,22.42,,,,,,,,1.99,1.56,,,,,0.75,10.96,,,,,,,,0.72,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,47.95,,2.2,20.8,5.4,3.2,9.8,60.73,11,32.55,10.14,,43.15,3.74,,0.44,4.44,2.36,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.38,9.15,6.84,9.52,8.88,6.82,2.16,2.2,10.93,0.66,25.65,11.05,6.38,12.9,14.47,4.92,6.6,2.65,50.83,7.5,,,17.86,,24.06,2.15,12.97,12.42,2.53,2.53,,,,,10.12,1.74,0.47,,,7.92,11.31,1.83,0.76,4.92,0.79,10.57,68.13,19.18,16.5,,16.25,,5.86,12.42,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,2.82,44.55,,50.3,,28.2,37.8,,8.08,24,34.69,,,41.82,2.67,,0.03,0.02,223.61,1.25,45.36,16.38,4.15,6.36,1.58,,,,12.88,11.78,,10.85,9.93,0.55,0.61,7.76,0.32,,,,7.71,30.48,,6.95,259.88,17.75,4.56,,,2.51,,6.31,1.34,11.47,7.73,0.24,0.29,,0.25,,,,,0.98,,,41.03,,0.31,0.52,,0.45,4.25,19.44,10.28,12.31,,8.62,,,12.23,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,18.15,52.87,2,8.4,5.9,40.8,24.6,,23.18,11.1,66.84,2.08,14.1,57.14,2.93,,0.07,0.06,52.54,1.38,,,56.6,3.53,0.8,,0.26,1.7,15.28,11.26,17.07,11.6,9.36,0.56,0.56,6.54,0.36,3.3,8.27,1.7,14.22,26.43,,1.35,51.38,,3.58,,,1.89,,3.62,1.8,21.71,15.14,0.94,0.4,,0.82,1.07,,12.39,,1.03,,,10.04,15.21,0.76,0.91,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.43,27.22,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
